 , C000, C003, C005, C009, C010, C012, C014, C015, C023, C024, C027, C030, C033, C035, C037, C041, C043, C044, C047, C049, C050, C055, C057, C058, C059, C063, C068, C069, C074, C075, C082
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
44.8, 122.0788, 102.1154, 62.14269, 642.9832, 48.67169, 422.8358, 701.1282, 217.4019, 0.4362188, 359.1532, 0, 35.91919, 6.301917, 114.8737, 152.085, 7.825365, 73.4234, 0.1448199, 1142.394, 0.0009498465, 312.339, 424.0454, 73.97488, 84.72205, 102.6837, 493.4379, 1331.977, 111.9001, 162.9102, 228.6921, 0
44.9, 116.5572, 97.81852, 58.77666, 612.8077, 112.9337, 401.7258, 764.588, 297.0214, 0.4080498, 340.407, 0, 34.12914, 6.015629, 109.4362, 159.0407, 7.443634, 70.72367, 0.1379241, 1244.553, 0.0009095296, 299.3191, 514.2151, 70.22749, 80.83254, 97.27145, 493.3804, 1276.233, 106.2945, 152.5441, 217.5242, 0
45, 111.2854, 115.6809, 55.59296, 634.2032, 107.7491, 381.6697, 731.3323, 281.1176, 0.3816997, 322.6393, 0, 32.4283, 5.742346, 104.256, 150.9163, 7.080523, 67.21643, 0.1313567, 1227.894, 0.0008709239, 286.8419, 486.8766, 66.66992, 77.1216, 92.14451, 466.9301, 1355.039, 100.9697, 142.8377, 206.9017, 0
45.1, 106.252, 197.7087, 52.58171, 620.4376, 102.8024, 469.7516, 820.2001, 266.0654, 0.3570513, 305.799, 0, 30.81222, 5.481479, 99.32108, 184.894, 6.735126, 63.88312, 0.1251021, 1177.685, 0.0008339568, 382.0021, 460.9916, 63.29258, 73.58102, 87.28779, 565.0186, 1425.149, 95.91171, 133.7489, 225.2222, 0
45.2, 101.4463, 189.3894, 49.73357, 591.3202, 124.8841, 452.9074, 803.437, 251.8191, 0.3339945, 289.8376, 0, 29.27668, 5.232462, 166.7491, 388.6297, 6.406579, 60.71511, 0.1191452, 1332.804, 0.0007985589, 366.0782, 494.0063, 342.7527, 70.20298, 82.68706, 669.4619, 1365.506, 91.10705, 125.2384, 300.5076, 0
45.3, 96.85794, 181.4201, 47.0397, 579.8625, 119.1508, 443.6892, 825.2072, 238.3356, 0.3124266, 274.7094, 0, 27.81766, 4.994758, 158.856, 368.7769, 6.094058, 57.7042, 0.113472, 1278.305, 0.0007646634, 474.8465, 523.5836, 325.3896, 66.98003, 78.32882, 730.0662, 1383.031, 86.54308, 117.2694, 285.8327, 0
45.4, 92.47711, 173.7862, 44.49174, 622.0764, 113.6808, 421.5381, 789.3149, 322.2315, 0.2922515, 260.3708, 0, 26.43136, 10.726, 261.0218, 349.9383, 5.796782, 54.84261, 0.1080689, 1226.034, 0.0007322067, 455.0524, 539.1075, 308.9062, 63.90504, 74.20029, 690.9272, 1423.051, 82.20775, 191.7789, 271.8745, 0
45.5, 88.29443, 166.4735, 133.796, 791.4606, 108.4618, 400.493, 754.9837, 348.5556, 0.2733792, 246.7806, 0, 25.11414, 10.23874, 464.7157, 455.1376, 5.514007, 52.12293, 0.1029231, 1175.901, 0.0007011276, 436.0833, 749.2675, 293.2577, 60.97122, 70.28938, 653.8864, 1425.986, 78.08959, 237.4038, 258.5978, 0
45.6, 84.30092, 159.4685, 210.8079, 754.317, 103.4825, 529.0609, 722.1458, 353.0564, 0.2557256, 233.8997, 0, 23.86256, 150.8895, 617.2658, 431.8874, 5.245027, 49.53812, 0.09802234, 1127.818, 0.0006713677, 417.9051, 709.4324, 278.4019, 119.5295, 66.58459, 618.8314, 1485.131, 74.17773, 222.2977, 245.9695, 0
45.7, 80.48804, 152.7582, 199.3893, 718.9166, 98.7317, 502.6477, 754.6877, 371.9734, 0.2392119, 221.6912, 0, 22.67336, 144.0348, 588.0476, 409.8248, 4.989168, 47.08149, 0.09335492, 1137.223, 0.000642871, 418.109, 671.7151, 320.8871, 119.361, 63.07507, 585.6556, 1422.978, 70.46183, 208.1528, 233.9579, 0
45.8, 76.84761, 146.3304, 265.7746, 685.1775, 122.1589, 477.5531, 721.8627, 352.0564, 0.2237647, 210.1199, 0, 21.54343, 137.4914, 560.2124, 388.8893, 4.74579, 44.74668, 0.08890974, 1090.721, 0.0006155838, 472.6547, 636.0031, 440.118, 113.8813, 59.75054, 607.1285, 1363.425, 66.93208, 204.0824, 239.2997, 0
45.9, 73.37183, 184.4311, 251.3786, 653.0218, 116.5507, 453.7114, 690.4653, 333.2058, 0.209315, 199.1526, 0, 20.4698, 131.2454, 533.6948, 369.0233, 4.514284, 42.52766, 0.08467621, 1169.05, 0.0005894549, 452.9519, 602.1897, 417.8226, 192.3728, 56.60123, 574.5801, 1306.365, 63.57914, 191.0966, 227.6138, 0
46, 70.05327, 207.1907, 237.7624, 622.3752, 111.2, 431.06, 660.4337, 315.3646, 0.1957983, 188.7577, 0, 19.44968, 125.2831, 508.4324, 379.6735, 4.294071, 40.41868, 0.08064427, 1159.883, 0.000564435, 434.0705, 570.174, 495.8752, 183.5411, 53.61792, 543.7767, 1380.107, 60.39418, 178.937, 294.2631, 0
46.1, 66.8848, 198.4724, 224.8838, 593.1669, 106.0949, 409.5394, 631.7082, 329.7402, 0.1831546, 178.9054, 0, 18.48039, 119.5916, 484.3658, 360.2783, 4.084601, 38.41429, 0.07680432, 1136.796, 0.0005404772, 415.9761, 539.8605, 470.7553, 175.1149, 50.79184, 514.6247, 1382.011, 57.36876, 167.5512, 279.8931, 0
46.2, 63.85963, 190.1209, 212.7027, 565.3293, 101.2243, 389.0933, 604.2321, 389.1572, 0.1713272, 169.5673, 0, 17.55942, 114.1587, 461.4384, 341.8738, 3.885349, 36.5093, 0.07314721, 1222.499, 0.0005175362, 398.636, 511.1586, 446.9079, 167.0756, 48.11473, 487.0355, 1459.784, 54.4949, 182.5829, 266.2249, 0
46.3, 60.9713, 182.1208, 201.1814, 538.7982, 100.4651, 411.4198, 577.9511, 368.3201, 0.1602637, 160.7167, 0, 16.68433, 233.6303, 439.5963, 379.1115, 3.695817, 34.69878, 0.06966423, 1348.656, 0.000495569, 401.268, 483.9826, 424.2686, 159.4053, 45.57872, 460.9254, 1551.608, 51.765, 194.9322, 253.2242, 0
46.4, 58.2136, 174.4574, 190.2842, 513.5121, 95.85284, 390.8798, 632.6826, 348.5987, 0.1499146, 152.328, 0, 15.85286, 223.0168, 418.7881, 359.745, 3.51553, 32.97804, 0.06634711, 1343.618, 0.0004745341, 384.541, 458.2515, 402.7761, 152.0871, 43.17637, 436.2151, 1544.555, 49.17186, 242.0711, 262.553, 0
46.5, 55.58063, 167.1165, 179.9773, 489.4128, 91.45235, 371.3652, 633.0861, 329.9333, 0.1402338, 144.3771, 0, 15.06283, 212.8854, 398.9648, 341.3678, 3.344038, 31.34264, 0.06318793, 1415.427, 0.0004543922, 368.5113, 433.8883, 382.3724, 145.105, 40.90065, 412.8295, 1589.595, 46.70861, 242.2676, 374.22, 0
46.6, 53.06675, 160.0844, 170.2286, 466.4445, 87.25388, 404.8171, 712.678, 312.2672, 0.1311781, 136.8413, 0, 14.31217, 203.2143, 380.0798, 335.5058, 3.180911, 29.78833, 0.06017917, 1395.211, 0.0004351051, 353.1498, 648.6145, 363.0023, 138.4433, 38.74487, 517.184, 1523.07, 44.36877, 229.82, 355.9454, 0
46.7, 50.66657, 153.3483, 161.008, 444.554, 98.11963, 426.6303, 739.0085, 295.5471, 0.1227072, 129.6988, 0, 13.59891, 193.9825, 403.9309, 318.3669, 3.025742, 28.31111, 0.05731368, 1430.896, 0.0004166368, 338.4286, 614.1306, 475.1873, 132.0875, 36.70272, 489.4576, 1459.328, 42.14613, 215.1965, 338.5633, 0
