 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C016, C017, C018, C019, C022, C023, C024, C026, C027, C028, C030, C032, C037, C038, C041, C043, C044, C047, C048, C052, C053, C054, C056, C060, C061, C063, C064, C067, C068, C072, C074, C076, C080, C085, C089, C091, C094, C095, C100, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
4.6, 296.8196, 380.8047, 0, 25.42401, 779.3719, 812.3058, 668.2443, 609.9055, 104.153, 273.4772, 229.6818, -4.768372e-07, -4.768372e-07, 3.814697e-06, 9.432467, 0, 900.7237, 268.4398, 366.878, 761.7294, 0, 1291.642, 53.87358, 975.2332, 0, 329.4067, 1308.117, -5.722046e-06, 212.665, 654.725, 0, 2166.094, 272.3134, 1237.984, -2.384186e-07, 0, 275.0432, 297.7703, 1094.6, 0, 0, 205.7817, 2539.705, 185.0818, 2892.405, 1419.009, 7.629395e-06, 1.907349e-06, 0, 1147.898, 0, 0, 0
4.7, 443.1452, 450.2378, 0, 24.25847, 738.5754, 771.3333, 629.9309, 680.4313, 98.99223, 259.5956, 215.7324, -2.384186e-07, -4.768372e-07, 3.814697e-06, 8.96545, 0, 858.3174, 254.8417, 350.9987, 722.595, 0, 1252.206, 51.59261, 1065.365, 0, 315.5702, 1380.916, -5.722046e-06, 203.0651, 625.8845, 4.768372e-07, 2132.729, 345.0818, 1176.782, 0, 0, 261.7396, 285.5702, 1188.145, 0, 0, 197.2691, 2731.537, 176.0901, 2747.307, 1409.764, 3.814697e-06, 3.814697e-06, 0, 1255.081, 0, 0, 0
4.8, 416.1841, 482.3214, 0, 23.14636, 836.8495, 1064.36, 611.8807, 648.4976, 94.08719, 246.4186, 233.3975, -3.576279e-07, -4.768372e-07, 3.814697e-06, 8.521557, 0, 817.9076, 241.9323, 335.8066, 715.8813, 0, 1236.141, 49.40821, 1057.501, 0, 302.3149, 1313.38, -5.722046e-06, 193.8985, 598.3144, 4.768372e-07, 2369.669, 327.1508, 1193.5, -2.384186e-07, 0, 330.2646, 314.9005, 1138.104, 0, 0, 189.1086, 2706.829, 167.5354, 2799.969, 1497.317, 3.814697e-06, 2.861023e-06, 0, 1197.593, 0, 0, 0
4.9, 390.8634, 454.9491, 0, 22.08523, 873.6061, 1118.824, 640.1085, 656.0684, 89.4252, 233.9105, 275.3692, -3.576279e-07, 0, 3.814697e-06, 8.099642, 0, 779.4003, 229.677, 321.2721, 679.1024, 0, 1171.776, 47.31631, 1220.195, 0, 289.6164, 1360.515, -5.722046e-06, 185.1458, 571.9587, 736.3553, 2352.254, 310.1515, 1194.838, 0, 0, 314.29, 301.9985, 1136.572, 0, 0, 181.2857, 2590.712, 159.3962, 2790.367, 1480.568, 7.629395e-06, 3.814697e-06, 0, 1287.839, 0, 0, 0
5, 367.0832, 429.1301, 0, 21.07275, 836.2331, 1062.39, 653.3839, 636.9875, 84.99421, 222.0373, 441.8315, -3.576279e-07, 0, 3.814697e-06, 7.698615, 0, 742.7059, 218.0424, 307.3666, 687.0878, 0, 1240.146, 45.31297, 1158.291, 0, 277.4513, 1376.418, -4.768372e-06, 176.7882, 546.7641, 1319.569, 2249.168, 294.0355, 1272.117, -2.384186e-07, 0, 299.0882, 289.6251, 1073.022, 0, 0, 173.7863, 2580.272, 151.6525, 2726.668, 1584.757, 7.629395e-06, 2.861023e-06, 0, 1306.933, 0, 0, 0
5.1, 344.7497, 404.7764, 0, 20.10668, 911.6444, 1069.911, 691.5518, 607.0927, 217.3816, 210.7668, 414.9976, -2.384186e-07, -4.768372e-07, 3.814697e-06, 7.317445, 0, 707.7391, 206.9972, 294.0631, 651.7881, 0, 1175.573, 43.39445, 1230.923, 0, 265.7971, 1309.102, -5.722046e-06, 168.8078, 522.6793, 1385.438, 2171.674, 278.7569, 1209.228, -2.384186e-07, 0, 284.6216, 305.1857, 1165.561, 0, 0, 166.5973, 2502.677, 144.2849, 2612.385, 1648.724, 7.629395e-06, 2.861023e-06, 0, 1247.07, 0, 0, 0
5.2, 323.7751, 381.8048, 0, 19.18491, 935.0264, 1080.782, 651.9021, 578.6009, 227.8041, 200.0684, 389.7934, -2.384186e-07, 0, 3.814697e-06, 6.955147, 0, 674.4185, 196.5115, 281.3354, 618.3019, 0, 1238.959, 41.55716, 1168.474, 0, 254.6325, 1445.32, -4.768372e-06, 161.1877, 499.6554, 1353.933, 2058.37, 401.7418, 1203.497, 0, 0, 302.6363, 292.6817, 1100.39, 0, 0, 159.7056, 2505.617, 137.2753, 2682.422, 1691.492, 7.629395e-06, 3.814697e-06, 0, 1341.962, 0, 0, 0
5.3, 304.0765, 360.1369, 0, 18.30539, 930.4321, 1026.268, 614.5258, 571.7458, 216.5164, 189.913, 366.1199, -2.384186e-07, 0, 4.768372e-06, 6.610786, 0, 642.6667, 186.557, 269.1585, 586.5361, 0, 1174.448, 39.79766, 1246.951, 0, 243.9368, 1423.903, -5.722046e-06, 153.9115, 477.6457, 1365.018, 2207.662, 380.8666, 1233.943, 0, 0, 381.846, 320.1632, 1038.863, 0, 0, 153.099, 2377.747, 130.6062, 2722.82, 1726.268, 7.629395e-06, 2.861023e-06, 0, 1280.494, 0, 0, 0
5.4, 285.5764, 339.6987, 0, 17.46619, 935.1848, 974.5029, 695.3767, 544.9129, 232.7518, 180.2731, 343.8842, -1.192093e-07, 4.768372e-07, 3.814697e-06, 6.283476, 0, 612.4097, 177.1067, 257.5087, 632.3755, 0, 1284.094, 38.11266, 1236.842, 0, 233.6905, 1542.148, -4.768372e-06, 146.9638, 456.6055, 1341.357, 2092.481, 361.0761, 1172.941, 0, 0, 363.3765, 346.1983, 1011.301, 0, 0, 146.7657, 2384.073, 124.2611, 2586.229, 1723.812, 7.629395e-06, 1.907349e-06, 0, 1285.615, 0, 0, 0
5.5, 268.2019, 320.4203, 0, 16.66547, 886.2322, 1016.727, 716.6509, 519.3392, 321.6565, 171.1225, 322.999, -2.384186e-07, 4.768372e-07, 3.814697e-06, 5.972371, 0, 583.5773, 168.1352, 246.3631, 599.8867, 0, 1217.232, 36.499, 1259.783, 0, 223.8744, 1466.726, -3.814697e-06, 140.3297, 436.4921, 1311.762, 1983.309, 394.1687, 1177.699, 0, 0, 345.8004, 368.1289, 1077.114, 0, 0, 140.6944, 2292.629, 118.2243, 2693.561, 1685.919, 7.629395e-06, 1.907349e-06, 0, 1262.567, 0, 0, 0
5.6, 251.8844, 302.2361, 0, 15.90145, 839.8422, 1048.942, 757.7538, 731.3829, 305.7185, 162.4364, 303.3822, 214.353, 4.768372e-07, 3.814697e-06, 5.676669, 0, 556.1023, 159.6181, 235.6999, 569.067, 0, 1153.851, 34.95366, 1195.87, 0, 214.4708, 1552.218, -3.814697e-06, 133.9951, 417.2647, 1234.862, 1879.833, 373.687, 1119.478, 2.384186e-07, 0, 329.0744, 353.0461, 1162.151, 0, 0, 134.8742, 2335.398, 112.4807, 2705.454, 1683.232, 1.144409e-05, 2.861023e-06, 0, 1271.559, 0, 0, 0
5.7, 236.5597, 285.0838, 0, 15.17246, 960.1863, 1060.735, 724.2253, 697.0579, 290.5703, 154.1912, 284.9568, 307.388, 4.768372e-07, 4.768372e-06, 5.395608, 0, 591.0522, 151.5324, 225.4982, 574.5065, 0, 1201.988, 33.47374, 1135.2, 0, 205.4621, 1550.04, -3.814697e-06, 127.9465, 398.8843, 1280.412, 1803.575, 452.7021, 1140.182, 2.384186e-07, 0, 313.1574, 338.5812, 1097.17, 0, 0, 129.2948, 2323.152, 107.0162, 2569.735, 1626.527, 7.629395e-06, 2.861023e-06, 0, 1213.316, 0, 0, 0
5.8, 222.1673, 349.6241, 0, 14.47689, 909.9251, 1007.232, 695.1843, 681.3951, 276.1726, 146.3645, 267.6504, 285.0331, 4.768372e-07, 3.814697e-06, 5.128462, 0, 655.4903, 143.8564, 215.7381, 544.9907, 0, 1139.401, 32.05649, 1196.039, 0, 196.8318, 1595.508, -3.814697e-06, 122.1709, 381.3135, 1200.132, 1790.065, 449.7924, 1490.445, 2.384186e-07, 0, 364.9359, 375.4843, 1097.88, 0, 0, 123.9463, 2240.464, 101.8171, 2670.684, 1662.116, 377.0461, 1.907349e-06, 0, 1542.021, 0, 0, 0
5.9, 208.6506, 376.4108, 0, 13.81321, 862.2948, 1033.293, 761.5961, 649.4161, 262.4883, 138.9351, 251.3951, 264.304, 4.768372e-07, 4.768372e-06, 4.874544, 0, 735.8526, 136.5691, 206.4005, 516.9914, 0, 1161.435, 30.69924, 1179.692, 0, 188.564, 1517.477, -2.861023e-06, 116.656, 364.5167, 1187.7, 1778.73, 426.4203, 2013.241, 1.192093e-07, 0, 347.2844, 360.1001, 1130.484, 0, 0, 118.8189, 2126.126, 96.87067, 2758.284, 1728.554, 486.8488, 1.907349e-06, 0, 1545.739, 0, 0, 0
6, 195.9563, 355.049, 0, 13.17995, 817.1577, 981.1744, 808.9192, 618.938, 249.4821, 131.8828, 284.639, 245.0824, 4.768372e-07, 3.814697e-06, 4.633197, 0, 701.2085, 129.6511, 197.467, 490.4306, 0, 1100.96, 29.39946, 1258.757, 0, 180.6435, 1443.261, -2.861023e-06, 111.39, 348.4598, 1113.233, 1685.927, 517.3262, 2353.489, 1.192093e-07, 0, 330.4866, 345.3462, 1159.113, 0, 0, 113.9037, 2291.306, 92.16452, 2828.421, 1696.41, 594.3956, 1.907349e-06, 0, 1610.209, 0, 0, 0
6.1, 184.0342, 381.6235, 0, 12.57573, 774.3834, 931.6841, 762.5403, 589.8903, 237.1203, 125.1885, 279.6932, 324.8987, 7.152557e-07, 3.814697e-06, 4.4038, 0, 668.1954, 123.0834, 317.5192, 521.1077, 0, 1043.634, 28.15471, 1194.896, 0, 173.0557, 1545.719, -2.384186e-06, 106.3618, 333.1103, 1062.865, 1597.967, 490.445, 2501.754, 0, 0, 361.5559, 398.2676, 1094.302, 0, 0, 109.1918, 2174.373, 87.687, 2956.683, 1637.058, 591.9311, 1.907349e-06, 0, 1629.745, 0, 0, 0
6.2, 172.8376, 359.9659, 0, 11.9992, 917.7234, 955.8577, 731.908, 562.2058, 225.3711, 118.8339, 339.2516, 301.2704, 4.768372e-07, 3.814697e-06, 4.185761, 0, 669.8951, 116.8485, 303.7762, 494.3353, 0, 1156.946, 26.96266, 1134.276, 0, 165.7866, 1470.123, -2.384186e-06, 101.5605, 318.4368, 1048.612, 1584.185, 518.5157, 2499.26, 1.192093e-07, 0, 344.0678, 447.386, 1062.08, 0, 0, 104.6748, 2206.649, 83.427, 2881.169, 1646.589, 566.6201, 1.430511e-06, 0, 1555.096, 0, 0, 0
6.3, 162.3221, 339.5373, 0, 11.44911, 869.685, 949.955, 729.7478, 589.5527, 214.204, 112.802, 339.116, 279.3604, 2.384186e-07, 3.814697e-06, 3.978517, 0, 638.3563, 110.9294, 290.6281, 468.9385, 0, 1096.705, 25.82108, 1162.319, 0, 158.8229, 1486.616, -2.384186e-06, 96.97597, 304.4097, 982.8654, 1501.532, 491.5727, 2375.706, 1.192093e-07, 0, 327.4256, 468.0059, 1227.779, 0, 0, 100.3447, 2141.804, 79.37397, 2896.652, 1625.2, 614.6375, 9.536743e-07, 0, 1594.78, 0, 0, 0
6.4, 152.4464, 320.2681, 0, 10.92423, 923.9162, 902.0395, 687.9081, 561.884, 203.5903, 107.0762, 318.5204, 259.0438, 2.384186e-07, 2.861023e-06, 3.781534, 0, 608.3022, 105.3101, 340.0778, 444.8464, 0, 1039.6, 24.72783, 1229.965, 0, 322.6876, 1413.91, -1.907349e-06, 92.59839, 291.0005, 921.2414, 1423.192, 605.1083, 2357.515, 1.192093e-07, 0, 311.5884, 456.0739, 1293.76, 0, 0, 96.19372, 2101.028, 75.51784, 2804.225, 1544.06, 674.2976, 4.768372e-07, 0, 1649.814, 0, 0, 0
6.5, 143.1715, 332.4838, 0, 10.42342, 875.5536, 931.4932, 735.6121, 535.5139, 193.5024, 101.641, 299.1755, 240.2048, 2.384186e-07, 2.861023e-06, 3.594305, 0, 579.6633, 99.97552, 340.5707, 465.5353, 0, 1080.531, 23.68087, 1167.565, 0, 309.1333, 1602.698, -1.907349e-06, 88.41842, 278.182, 863.4811, 1413.218, 607.4789, 2318.935, 1.192093e-07, 0, 477.3271, 437.3878, 1221.421, 0, 0, 92.21445, 2010.506, 129.2581, 2790.669, 1543.898, 645.4645, 4.768372e-07, 0, 1574.246, 0, 0, 0
6.6, 134.4609, 313.6149, 0, 9.945563, 829.7225, 884.5088, 706.2291, 523.478, 183.9144, 96.48178, 281.0056, 222.7358, 4.768372e-07, 2.861023e-06, 3.416345, 0, 726.6034, 94.91114, 325.83, 627.0139, 0, 1080.186, 22.67824, 1303.025, 0, 296.1484, 1524.315, -1.430511e-06, 84.42713, 265.9282, 809.3423, 1425.986, 575.9132, 2242.424, 0, 0, 454.2393, 419.4673, 1177.214, 0, 0, 88.39977, 2102.522, 122.9785, 2708.274, 1514.244, 664.201, 9.536743e-07, 0, 1502.139, 0, 0, 0
6.7, 126.2803, 388.3589, 0, 9.489616, 934.4211, 839.8944, 748.1094, 550.3355, 174.8015, 91.5844, 299.3339, 206.5373, 2.384186e-07, 1.907349e-06, 3.247197, 0, 781.8412, 90.1033, 363.3304, 594.8005, 0, 1023.941, 21.71806, 1236.918, 0, 352.6922, 1493.763, -1.430511e-06, 80.61602, 317.2544, 932.3322, 1577.609, 545.9877, 2228.135, 1.192093e-07, 0, 432.2682, 402.2811, 1308.964, 0, 0, 239.8934, 2122.069, 117.004, 2651.232, 1438.643, 635.7997, 9.536743e-07, 0, 1498.01, 0, 0, 0
6.8, 118.5973, 366.3191, 0, 9.054573, 885.5086, 866.9787, 736.8105, 547.3812, 166.1402, 86.93562, 281.1543, 191.5168, 2.384186e-07, 1.430511e-06, 3.086423, 0, 810.2444, 85.53902, 347.6046, 614.2772, 0, 1078.34, 20.79854, 1174.166, 0, 411.8908, 1420.707, -1.430511e-06, 76.97694, 303.2794, 873.8766, 1495.3, 517.6172, 2268.008, 2.384186e-07, 0, 411.3599, 385.799, 1235.774, 0, 0, 229.9697, 2098.234, 111.3197, 2590.243, 1529.542, 608.6129, 9.536743e-07, 0, 1429.394, 0, 0, 0
6.9, 111.3819, 414.1115, 0, 8.639472, 839.1564, 939.3882, 785.983, 521.6917, 157.908, 82.5228, 337.9788, 177.5887, 2.384186e-07, 1.430511e-06, 2.933609, 0, 772.0978, 81.20593, 332.5595, 582.7182, 0, 1022.191, 19.91794, 1114.597, 0, 449.293, 1426.948, -9.536743e-07, 73.50214, 371.3658, 819.0859, 1417.285, 490.721, 2239.099, 2.384186e-07, 0, 391.4629, 369.9921, 1166.677, 0, 0, 355.1548, 2094.942, 105.9116, 2544.857, 1552.043, 653.3505, 4.768372e-07, 0, 1363.922, 0, 0, 0
7, 104.6054, 390.6101, 0, 8.243402, 795.2306, 892.0057, 757.9949, 497.2079, 150.0837, 78.33397, 390.1756, 164.6735, 2.384186e-07, 1.430511e-06, 2.788361, 0, 735.7473, 77.09235, 476.707, 642.5951, 0, 1071.603, 19.07463, 1058.05, 0, 442.7067, 1475.681, -9.536743e-07, 70.18419, 355.0072, 784.3368, 1343.34, 626.2609, 2128.406, 2.384186e-07, 0, 372.5282, 354.8329, 1353.743, 0, 0, 340.4629, 1988.03, 100.7662, 2606.763, 1628.822, 696.0259, 4.768372e-07, 0, 1481.135, 0, 0, 0
7.1, 98.24113, 368.4425, 0, 7.865489, 853.6372, 982.3735, 750.7042, 473.8731, 142.6471, 74.35777, 506.5577, 413.2598, 2.384186e-07, 1.430511e-06, 2.650305, 0, 701.108, 73.18714, 456.074, 655.8988, 0, 1015.805, 18.26702, 1105.912, 0, 452.6841, 1403.51, -9.536743e-07, 67.01601, 339.3692, 779.783, 1273.254, 593.7193, 2104.894, 1.192093e-07, 0, 354.5094, 340.2949, 1278.049, 0, 0, 326.3789, 2082.027, 95.87083, 2569.427, 1547.501, 666.2638, 4.768372e-07, 0, 1413.293, 0, 0, 0
7.2, 92.26412, 347.5329, 0, 7.504902, 808.9533, 956.6296, 774.7606, 451.6335, 135.579, 70.5834, 475.7928, 383.2053, 3.576279e-07, 1.430511e-06, 2.519084, 0, 668.0997, 69.47977, 436.334, 622.2015, 0, 962.9131, 17.49361, 1049.806, 0, 469.5576, 1546.151, -4.768372e-07, 63.99085, 324.42, 759.1886, 1245.187, 562.8686, 2193.309, 1.192093e-07, 0, 337.3622, 326.3524, 1493.936, 0, 0, 312.8775, 1975.775, 91.21324, 2624.574, 1539.997, 637.7742, 4.768372e-07, 0, 1348.559, 0, 0, 0
7.3, 86.65075, 327.81, 0, 7.160845, 766.6084, 908.3774, 730.3401, 430.4377, 128.8611, 67.00061, 446.8962, 355.3366, 2.384186e-07, 1.430511e-06, 2.39436, 0, 636.6454, 65.96018, 572.957, 590.2354, 0, 1005.15, 16.75294, 996.546, 0, 467.9592, 1553.112, -4.768372e-07, 61.10225, 310.1294, 862.4313, 1333.974, 617.3512, 2142.536, 0, 0, 321.0443, 312.9812, 1410.404, 0, 0, 299.9345, 1908.789, 86.78194, 2553.86, 1518.951, 610.5029, 4.768372e-07, 0, 1286.789, 0, 0, 0
7.4, 81.3789, 309.2063, 0, 6.832561, 726.4801, 862.559, 726.5791, 573.0373, 122.476, 63.59968, 419.7547, 411.8511, 2.384186e-07, 1.430511e-06, 2.275811, 0, 606.6719, 62.61889, 572.4572, 559.9115, 0, 952.8122, 16.04364, 1000.467, 0, 532.431, 1533.125, 0, 58.34404, 296.4683, 847.9963, 1354.192, 585.2726, 2284.448, 0, 0, 305.5158, 300.1579, 1389.649, 0, 0, 287.527, 1811.377, 108.1335, 2637.413, 1575.873, 796.3873, 0, 0, 1227.849, 0, 0, 0
7.5, 76.42779, 291.6584, 0, 6.519328, 688.4523, 864.9294, 684.9211, 613.4919, 116.4074, 60.37138, 426.394, 381.8991, 2.384186e-07, 1.430511e-06, 2.163132, 0, 578.1097, 59.44685, 547.6798, 743.3313, 0, 1055.437, 15.36436, 1010.439, 0, 533.1572, 1549.225, -2.384186e-07, 55.71034, 283.4089, 794.8284, 1283.539, 554.8608, 2201.061, 0, 0, 290.7383, 287.8599, 1401.234, 0, 0, 275.6328, 1718.937, 102.8802, 2545.642, 1497.195, 762.3337, 4.768372e-07, 0, 1438.862, 0, 0, 0
7.6, 71.7779, 413.3376, 0, 6.220454, 652.4151, 997.7562, 671.8275, 609.6894, 110.6394, 57.30695, 427.6894, 354.1254, 1.192093e-07, 1.430511e-06, 2.056032, 0, 550.8921, 56.4355, 598.5598, 705.142, 0, 1102.256, 14.71385, 959.1762, 0, 510.7624, 1537.707, 0, 53.19553, 379.384, 744.994, 1216.573, 526.0293, 2205.505, 0, 0, 276.6756, 370.3018, 1524.422, 0, 0, 264.2306, 1727.59, 97.88211, 2607.573, 1422.446, 729.7362, 4.768372e-07, 0, 1372.956, 0, 0, 0
7.7, 67.41091, 452.5165, 0, 5.935282, 618.2642, 967.6734, 708.0134, 581.0757, 105.1573, 54.39808, 401.7144, 383.8624, 2.384186e-07, 1.907349e-06, 1.954235, 0, 524.956, 53.57669, 646.885, 694.3998, 0, 1044.862, 14.09087, 961.1788, 0, 535.1035, 1706.239, 0, 50.79424, 362.6722, 730.7315, 1336.888, 498.6959, 2110.987, 0, 0, 263.2931, 355.1299, 1439.185, 0, 0, 253.3001, 1708.648, 93.12682, 2608.251, 1402.152, 698.5325, 4.768372e-07, 0, 1470.806, 0, 0, 0
7.8, 63.30962, 527.2441, 0, 5.663184, 585.901, 918.8642, 820.8635, 553.805, 99.94677, 51.63685, 377.3169, 355.9459, 2.384186e-07, 1.430511e-06, 13.2054, 0, 500.2409, 50.8627, 618.8863, 730.3841, 0, 990.4567, 13.49428, 1016.872, 0, 512.6268, 1659.51, 0, 48.50134, 346.6966, 684.9158, 1399.277, 472.7828, 2279.709, 0, 0, 250.5579, 340.5797, 1535.24, 0, 0, 242.8217, 1660.571, 164.8549, 2804.789, 1332.148, 668.6631, 4.768372e-07, 0, 1475.052, 0, 0, 0
7.9, 59.45785, 512.6147, 0, 5.403559, 555.2318, 909.836, 773.7998, 639.1728, 94.99444, 49.01579, 379.0159, 487.1557, 3.576279e-07, 9.536743e-07, 12.55158, 0, 476.6895, 48.28619, 592.0994, 692.86, 0, 1093.455, 12.92294, 1102.056, 0, 511.1849, 1587.617, 2.384186e-07, 46.31195, 331.4247, 641.9728, 1407.72, 595.7831, 2414.95, 0, 0, 238.4387, 326.6255, 1449.398, 0, 0, 232.7768, 1575.827, 156.8459, 2776.58, 1355.849, 640.071, 4.768372e-07, 0, 1466.821, 0, 0, 0
8, 55.84042, 610.6045, 0, 5.155837, 526.168, 958.7291, 757.7759, 609.1754, 90.28749, 46.52776, 355.997, 451.7271, 3.576279e-07, 9.536743e-07, 11.93013, 0, 454.2468, 45.84019, 566.4719, 811.7557, 0, 1036.519, 12.37579, 1194.816, 0, 625.7722, 1713.465, 0, 44.22139, 316.8255, 610.8218, 1334.274, 564.8252, 2569.16, 5.960464e-08, 0, 226.9057, 313.2432, 1368.357, 0, 0, 223.1475, 1495.408, 273.284, 2954.365, 1646.698, 612.7015, 2.384186e-07, 0, 1596.95, 0, 0, 0
8.1, 52.44307, 575.9518, 0, 4.919471, 498.6256, 910.371, 767.1962, 580.5859, 85.81377, 44.16603, 334.3761, 418.8752, 3.576279e-07, 9.536743e-07, 11.33945, 0, 432.8607, 43.5181, 541.9537, 834.5339, 0, 982.5483, 11.85181, 1134.199, 0, 599.4871, 1685.64, 2.384186e-07, 42.22519, 302.8694, 619.9937, 1292.94, 535.476, 2442.15, 5.960464e-08, 0, 215.9305, 300.4091, 1467.429, 0, 0, 213.9165, 1723.072, 311.3895, 2806.159, 2217.074, 586.5023, 2.384186e-07, 0, 1523.803, 0, 0, 0
8.199999999999999, 49.25242, 543.2658, 0, 4.693942, 472.5249, 1083.646, 864.467, 553.3381, 81.56173, 41.92418, 314.0683, 388.4124, 3.576279e-07, 9.536743e-07, 10.77801, 0, 596.2796, 41.31364, 518.4966, 791.659, 0, 931.3877, 11.35001, 1127.288, 0, 595.8814, 1603.2, 2.384186e-07, 40.31911, 289.528, 581.1212, 1330.007, 507.6517, 2391.396, 5.960464e-08, 0, 205.4861, 288.1008, 1517.453, 0, 0, 205.0673, 1690.384, 380.4808, 2665.388, 2557.05, 561.4234, 2.384186e-07, 0, 1959.767, 0, 0, 0
8.300000000000001, 46.25589, 512.4348, 0, 4.478751, 447.7904, 1028.987, 836.1251, 527.3691, 77.52037, 39.79613, 294.9939, 360.1649, 2.384186e-07, 9.536743e-07, 10.24438, 0, 568.2066, 39.22085, 496.0549, 953.5049, 0, 1151.785, 10.86946, 1070.097, 0, 570.8519, 1645.873, 2.384186e-07, 38.49907, 276.7744, 559.4861, 1260.616, 481.2732, 2429.158, 0, 0, 195.547, 276.2969, 1556.295, 0, 0, 196.5842, 1658.536, 361.9963, 2531.678, 2526.513, 537.4168, 0, 0, 1870.001, 0, 0, 0
8.4, 205.2469, 619.9097, 0, 4.273427, 424.3507, 997.3593, 906.0942, 502.6189, 73.67926, 37.77609, 277.0779, 333.9718, 2.384186e-07, 9.536743e-07, 9.737162, 0, 541.4553, 195.8165, 474.5844, 988.2838, 0, 1091.812, 10.40926, 1147.462, 0, 627.3348, 1635.145, 0, 36.76119, 289.9118, 524.4072, 1277.089, 456.2654, 2453.24, 5.960464e-08, 0, 186.0886, 264.9765, 1469.276, 0, 0, 188.452, 1711.602, 411.5773, 2404.677, 2469.831, 514.4368, 0, 0, 1784.347, 0, 0, 0
8.5, 192.7596, 584.729, 0, 4.077515, 402.138, 947.0527, 854.1439, 673.3621, 70.02847, 35.85859, 260.25, 309.6837, 2.980232e-07, 9.536743e-07, 9.255059, 0, 515.9634, 185.8971, 454.0433, 1022.198, 0, 1034.962, 9.968535, 1148.965, 0, 657.8487, 1594.847, 2.384186e-07, 35.10176, 286.7471, 507.7812, 1286.635, 432.5571, 2331.96, 5.960464e-08, 0, 177.0877, 254.12, 1387.123, 0, 0, 180.6563, 1624.253, 391.5821, 2284.046, 2602.166, 492.4394, 0, 0, 1702.617, 0, 0, 0
8.6, 181.0321, 551.5449, 0, 3.890584, 381.088, 1029.377, 805.1721, 641.7601, 66.55859, 34.03842, 272.82, 287.1618, 2.384186e-07, 1.192093e-06, 8.796826, 0, 491.6717, 706.3045, 481.6755, 1048.25, 0, 981.0721, 9.546475, 1149.713, 0, 630.2162, 1685.089, 2.384186e-07, 33.51724, 320.9567, 475.9442, 1235.458, 410.0807, 2451.067, 5.960464e-08, 0, 168.5222, 243.7083, 1309.564, 0, 0, 256.6913, 1541.363, 372.5583, 2169.467, 2472.25, 471.3826, 0, 0, 1624.63, 0, 0, 0
8.699999999999999, 170.0181, 677.4479, 0, 3.712223, 361.1398, 1206.728, 759.0081, 611.6413, 63.26062, 32.31064, 256.2507, 266.2779, 2.384186e-07, 1.192093e-06, 8.36128, 0, 468.5237, 741.8376, 460.8274, 994.3958, 0, 929.9883, 9.142284, 1091.384, 0, 603.7444, 1602.676, 2.384186e-07, 32.00424, 306.8187, 484.2095, 1171, 388.7722, 2329.895, 5.960464e-08, 0, 160.3709, 233.7232, 1300.392, 0, 0, 313.2942, 1462.702, 354.4588, 2060.635, 2348.819, 451.2263, -2.384186e-07, 0, 1550.215, 0, 0, 0
8.800000000000001, 159.6741, 677.2964, 0, 3.542039, 342.2358, 1145.86, 715.4908, 582.936, 60.12608, 30.67057, 240.6878, 246.9128, 2.384186e-07, 1.192093e-06, 7.9473, 0, 446.4655, 704.2589, 440.8817, 943.3079, 0, 963.1341, 8.755207, 1102.753, 0, 578.3846, 1524.294, 2.384186e-07, 30.55954, 308.4892, 465.5407, 1173.08, 425.5366, 2305.903, 5.960464e-08, 0, 315.6155, 224.1472, 1361.31, 0, 0, 321.7927, 1388.056, 409.1613, 1957.264, 2231.552, 431.9318, -2.384186e-07, 0, 1479.208, 0, 0, 0
8.9, 298.4338, 638.859, 0, 3.379657, 472.7074, 1205.832, 799.9749, 643.3587, 57.14685, 29.11374, 273.5619, 228.956, 2.384186e-07, 1.192093e-06, 7.553816, 0, 425.4457, 668.5839, 421.7993, 894.8447, 0, 912.9843, 8.384518, 1077.513, 0, 554.09, 1449.745, 1.192093e-07, 29.18006, 294.9003, 486.1594, 1251.901, 442.1826, 2202.758, 0, 0, 300.3495, 214.9635, 1358.274, 0, 0, 308.481, 1428.187, 389.2834, 1859.077, 2120.138, 413.4623, -2.384186e-07, 0, 1411.454, 0, 0, 0
9, 280.277, 712.264, 0, 3.224719, 447.9634, 1178.296, 754.1088, 683.0496, 54.31525, 27.63594, 256.9476, 212.3051, 1.788139e-07, 1.192093e-06, 7.179815, 0, 405.4156, 634.7159, 446.7446, 848.8713, 0, 954.5562, 8.029523, 1273.516, 0, 530.8159, 1378.842, 1.192093e-07, 27.86285, 281.91, 455.678, 1247.175, 419.206, 2192.284, 0, 0, 370.7722, 206.1561, 1282.328, 0, 0, 343.1598, 1478.945, 370.3713, 1765.817, 2014.288, 395.7826, -2.384186e-07, 0, 1346.804, 0, 0, 0
