 , C000, C005, C006, C008, C011, C014, C015, C016, C018, C019, C020, C022, C023, C025, C028, C030, C032, C033, C035, C037, C038, C040, C041, C043, C044, C045, C047, C049, C053, C055, C056, C057, C061, C062, C067, C069
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
6.6, 207.0173, 99.71395, 237.6237, 10.58371, 301.9636, 478.2915, 651.49, 1578.108, 0, 509.9904, 541.2631, 272.9965, 2436.151, 8.287376, 230.2473, 39.84977, 388.6034, 889.6014, 460.225, 510.498, 917.7683, 62.91548, 130.6784, 1107.761, 0, 589.4142, 1543.975, 169.9805, 657.769, 681.2903, 765.9752, 1633.491, 378.9026, 746.4039, 1062.062, 680.6454
6.7, 197.9699, 95.47453, 227.6015, 10.1231, 401.9532, 555.1494, 622.2313, 1551.722, 0, 486.0326, 517.8764, 260.8227, 2427.819, 7.944921, 272.8768, 38.19936, 370.4832, 850.171, 441.4121, 486.3544, 874.2993, 60.31371, 125.3915, 1061.781, 0, 562.4813, 1480.983, 162.007, 627.1679, 715.4344, 771.8262, 1615.834, 362.7873, 713.6748, 1013.366, 651.5685
6.8, 201.8777, 91.41536, 218.002, 9.682529, 385.2157, 531.8508, 594.2866, 1486.497, 0, 517.4465, 664.6716, 249.1917, 2360.29, 7.616617, 261.0955, 36.61731, 353.208, 812.4882, 483.5013, 463.3527, 882.824, 57.81954, 120.3185, 1017.708, 0, 536.7789, 1420.562, 154.4075, 597.9905, 685.5899, 736.6654, 1580.393, 347.3574, 682.3808, 1206.621, 623.7338
6.9, 193.0549, 87.52877, 208.8073, 9.261134, 369.1751, 558.8146, 567.5969, 1642.999, 0, 526.8037, 635.9528, 238.0795, 2312.439, 7.301879, 249.8228, 35.10077, 336.7383, 776.4757, 463.7368, 514.5046, 883.1096, 55.42851, 115.4508, 975.4653, 0, 512.2511, 1362.605, 147.1645, 570.1705, 656.9904, 703.1064, 1514.923, 332.5838, 652.459, 1151.296, 597.0882
7, 184.6176, 83.80742, 200.0004, 8.858078, 353.8025, 582.1691, 542.1059, 1621.856, 0, 502.056, 608.4747, 227.4627, 2364.972, 7.000148, 239.0368, 33.64704, 321.0365, 851.2502, 444.7803, 490.1714, 841.2822, 53.13636, 110.78, 934.9757, 0, 488.8441, 1457.645, 140.2613, 543.6447, 709.3347, 671.0762, 1570.196, 318.4385, 623.8492, 1098.508, 571.5809
7.1, 176.5491, 80.24428, 191.565, 8.472565, 339.07, 587.8239, 517.7597, 1553.684, 0, 478.4709, 582.1839, 217.3194, 2403.295, 6.710883, 228.7164, 32.25352, 306.0669, 874.1552, 426.5988, 562.1191, 801.4359, 50.93899, 106.2982, 1046.151, 0, 466.5066, 1398.175, 133.6819, 518.353, 714.1221, 765.3132, 1582.522, 304.8948, 596.494, 1048.14, 547.1632
7.2, 200.4203, 76.83263, 189.1956, 8.103827, 324.951, 563.1541, 494.5069, 1578.435, 0, 455.9937, 557.0291, 207.6284, 2371.18, 6.433573, 218.8417, 30.91772, 291.7953, 835.4094, 409.1604, 535.5341, 763.4768, 48.83249, 101.9977, 1085.377, 0, 445.1898, 1522.374, 127.4111, 494.2379, 757.635, 745.9869, 1516.964, 291.9272, 570.3383, 1000.081, 523.7886
7.3, 191.6611, 73.56603, 214.4155, 7.75114, 311.4199, 539.5196, 472.2984, 1512.088, 7.800585, 434.5724, 532.9612, 206.2172, 2286.59, 6.167721, 226.8202, 29.63723, 278.1892, 798.3809, 434.7133, 510.2064, 818.2707, 46.8131, 97.87112, 1040.325, 0, 424.8471, 1460.263, 121.4344, 471.2447, 726.0301, 712.0033, 1550.683, 279.5111, 726.4268, 954.2266, 501.4126
7.4, 183.2848, 70.43832, 205.3721, 7.4138, 298.4522, 516.877, 451.0872, 1515.948, 7.474617, 451.9867, 509.9332, 197.0213, 2333.477, 5.912856, 217.0273, 28.40978, 265.2176, 762.9936, 416.9432, 486.0766, 779.5143, 44.87722, 93.91154, 997.1431, 0, 405.434, 1479.491, 115.7381, 449.3212, 695.7436, 679.5678, 1530.111, 267.623, 694.5735, 910.4741, 479.9925
7.5, 216.4621, 67.44358, 196.7102, 7.091142, 286.0245, 495.1846, 430.8287, 1452.227, 7.16227, 450.4738, 487.9002, 188.2354, 2353.618, 5.668521, 207.6573, 27.23317, 252.8507, 729.1749, 399.8995, 463.088, 742.5935, 43.0214, 90.11216, 955.7538, 0, 386.9079, 1441.393, 110.309, 428.4177, 666.7205, 755.0931, 1526.253, 256.2406, 664.1172, 868.7278, 459.4875
7.6, 207.0019, 64.57616, 217.1234, 6.782527, 274.1143, 474.4026, 411.48, 1535.112, 6.862975, 493.9312, 466.8192, 179.8414, 2297.207, 5.434284, 198.6918, 26.10529, 241.0606, 696.8551, 383.5526, 506.8126, 707.4214, 41.24232, 86.46648, 1001.982, 2.384186e-07, 369.2283, 1474.138, 105.1346, 408.4867, 706.4614, 720.6946, 1484.741, 245.3423, 634.9962, 828.8956, 572.4225
7.7, 197.9552, 61.83066, 207.9658, 6.487343, 262.7001, 454.4929, 393.0003, 1470.586, 6.576187, 470.7277, 446.649, 171.8217, 2319.926, 5.209726, 190.1133, 25.02411, 229.8202, 745.6899, 367.8738, 482.8433, 673.9153, 39.53681, 82.9683, 960.3922, 2.384186e-07, 352.3566, 1413.995, 100.2029, 389.4828, 713.7413, 687.8632, 1461.082, 234.9076, 607.1522, 790.8896, 547.9689
7.8, 189.3038, 59.20189, 224.2809, 6.205006, 251.7612, 435.4187, 375.3505, 1475.236, 6.301383, 492.2806, 427.3504, 164.1596, 2292.809, 4.994447, 181.9052, 23.98772, 219.1039, 712.6381, 427.3033, 460.0076, 641.996, 37.90183, 79.61165, 920.5283, 2.384186e-07, 336.2559, 1404.66, 95.50257, 371.3631, 712.7029, 680.0421, 1476.649, 224.9166, 580.5291, 754.6264, 588.438
7.9, 181.0305, 56.68488, 214.8214, 5.934957, 241.2777, 417.145, 358.4933, 1516.973, 6.038063, 469.1547, 408.8856, 196.8896, 2287.497, 4.788064, 200.7761, 22.99425, 208.8873, 743.5059, 460.9778, 438.2518, 611.5887, 36.33447, 76.39079, 882.319, 0, 320.8908, 1641.001, 91.0227, 415.4784, 788.668, 649.0626, 1510.337, 215.3506, 555.0734, 720.0258, 563.3002
8, 243.8253, 54.27488, 205.7608, 5.67666, 231.2308, 399.6382, 342.3932, 1564.378, 10.59776, 447.1152, 391.2186, 188.1096, 2249.921, 4.590209, 192.1077, 22.04192, 199.1471, 751.6102, 558.2498, 417.525, 582.6215, 34.83191, 117.051, 1037.988, -2.384186e-07, 306.2279, 1677.354, 86.75297, 396.1493, 922.6525, 742.2467, 1521.85, 206.1914, 530.7339, 886.3351, 757.524
8.1, 366.428, 51.96734, 295.2384, 5.429605, 221.6022, 382.8661, 327.0162, 1570.918, 72.44404, 426.111, 374.315, 179.7212, 2240.269, 4.40053, 371.9921, 21.12904, 189.8611, 825.4454, 738.7214, 444.6321, 555.0264, 180.2666, 112.3155, 994.9034, -1.192093e-07, 292.235, 1737.015, 240.2327, 377.7195, 1060.7, 940.7643, 1539.72, 197.4218, 507.4617, 878.2656, 844.8624
8.199999999999999, 350.4137, 49.75791, 302.3366, 5.193302, 212.3746, 406.4746, 312.3298, 1598.527, 69.41677, 406.0935, 358.1417, 171.7069, 2270.721, 4.218688, 415.3354, 20.25396, 181.0081, 884.0804, 720.2778, 489.7379, 528.7382, 178.7921, 107.7715, 1010.614, -2.384186e-07, 278.8815, 1928.921, 228.9637, 360.147, 1087.247, 996.8802, 1655.184, 189.0251, 485.21, 920.67, 1079.469
8.300000000000001, 430.9607, 47.64241, 289.5849, 4.967283, 203.5312, 389.4156, 298.3029, 1625.186, 98.92034, 507.038, 342.6672, 164.0499, 2362.396, 4.044362, 397.4034, 19.41513, 172.5679, 844.8947, 879.9993, 466.5761, 599.4568, 237.4421, 103.4114, 1061.442, -2.384186e-07, 266.1382, 1911.021, 218.2234, 430.7875, 1189.179, 1144.802, 1672.719, 180.9856, 463.9339, 931.0261, 1188.861
8.4, 412.1261, 45.61686, 284.5435, 4.751101, 195.0561, 386.2648, 284.906, 1556.874, 94.78669, 499.3976, 327.8614, 156.7344, 2258.082, 3.877238, 380.2457, 18.61104, 164.5212, 807.4457, 844.0269, 444.5097, 571.0643, 227.623, 173.6373, 1017.384, -2.384186e-07, 253.9771, 1987.365, 207.9869, 410.7462, 1169.504, 1182.88, 1603.424, 173.288, 443.5908, 1079.245, 1180.631
8.5, 428.7876, 43.67742, 340.6036, 4.544327, 186.9339, 370.054, 272.1107, 1622.177, 90.82578, 475.9374, 313.6953, 149.7451, 2158.374, 3.717021, 363.8287, 17.84024, 202.3962, 909.975, 863.1116, 423.4869, 544.0165, 218.2101, 166.6125, 975.1544, -1.192093e-07, 242.3717, 1937.598, 223.3833, 391.6373, 1165.772, 1142.918, 1670.654, 165.9178, 424.1398, 1029.76, 1282.49
8.6, 480.8728, 41.82044, 449.841, 4.346552, 179.1499, 373.2474, 259.8901, 1582.496, 87.03037, 453.5792, 300.1412, 143.0674, 2227.308, 3.563424, 348.1205, 17.10138, 192.9587, 869.6415, 859.2091, 485.9727, 518.2498, 261.2032, 159.8718, 976.1641, -1.192093e-07, 231.2967, 2084.804, 212.9048, 412.0036, 1117.142, 1171.13, 1698.52, 158.8611, 405.5416, 1128.973, 1451.389
8.699999999999999, 459.8569, 40.04242, 430.868, 4.157385, 171.69, 404.9934, 248.2184, 1531.888, 83.39358, 477.7534, 287.1729, 136.6876, 2252.855, 3.416174, 333.0906, 16.39311, 183.9612, 928.605, 964.0588, 665.2686, 603.7867, 250.4015, 153.4039, 1076.181, -2.384186e-07, 325.4369, 2058.212, 202.9178, 392.8361, 1163.189, 1117.778, 1658.756, 152.1045, 565.2548, 1077.208, 1455.271
8.800000000000001, 439.7594, 38.33998, 412.6954, 3.97645, 164.5407, 392.6926, 237.0708, 1682.36, 79.90875, 561.1507, 274.7648, 130.5923, 2195.944, 3.27501, 344.3274, 108.3018, 175.3833, 907.0146, 953.3174, 633.8052, 575.189, 299.5218, 147.1976, 1031.511, -2.384186e-07, 359.091, 2154.405, 220.5743, 456.6372, 1170.757, 1257.152, 1590.04, 145.6353, 540.4688, 1145.341, 1566.757
8.9, 613.6341, 36.70993, 395.2891, 3.80339, 157.6892, 392.173, 226.4238, 1631.225, 76.56955, 798.1747, 262.8929, 124.7687, 2135.726, 3.139678, 329.4612, 190.1156, 249.3335, 866.8123, 1035.747, 603.8298, 736.4258, 348.6342, 141.2424, 988.695, -1.192093e-07, 430.4864, 2066.509, 255.7381, 435.3933, 1222.941, 1199.882, 1618.679, 139.4412, 516.7698, 1092.825, 1562.337
9, 802.236, 35.14917, 378.617, 3.637862, 151.1229, 375.7142, 216.255, 1600.141, 73.36989, 934.0712, 251.5339, 119.2049, 2147.023, 3.009939, 315.2368, 182.2418, 237.7073, 828.392, 1050.426, 575.2722, 701.546, 442.4569, 135.5282, 1113.905, -2.384186e-07, 410.8156, 2169.175, 349.3543, 415.1377, 1171.925, 1145.221, 1621.148, 133.5105, 494.1099, 1210.133, 1513.557
9.1, 1020.251, 81.58134, 362.6481, 3.479538, 144.8301, 359.9462, 206.5429, 1667.333, 70.30393, 1042.514, 240.6657, 113.8891, 2113.12, 2.885561, 357.2537, 174.6941, 226.6233, 825.5555, 1071.245, 548.0651, 765.845, 424.1599, 130.0451, 1067.669, -2.384186e-07, 392.0436, 2311.076, 332.9667, 395.8245, 1240.508, 1164.24, 1667.788, 127.8321, 472.4436, 1199.205, 1507.03
9.199999999999999, 1268.136, 78.11284, 347.3527, 3.328104, 138.7993, 344.84, 197.267, 1597.249, 98.00031, 1194.686, 230.2671, 108.8105, 2057.599, 2.766322, 341.8294, 167.459, 324.0697, 922.3734, 1156.608, 522.1448, 729.5716, 406.6194, 124.7839, 1086.378, -2.384186e-07, 374.1293, 2284.192, 317.3477, 377.4097, 1188.76, 1129.928, 1779.698, 122.3952, 451.7274, 1144.22, 1442.651
9.300000000000001, 1448.77, 74.79181, 332.7025, 3.183261, 133.0197, 330.3677, 188.4077, 1557.364, 93.90511, 1298.777, 220.3178, 103.9582, 2144.219, 2.65201, 327.071, 160.5236, 340.2245, 881.4904, 1157.272, 497.4503, 695.0162, 389.8044, 119.7355, 1130.639, -2.384186e-07, 357.0337, 2261.735, 302.4615, 359.8517, 1308.899, 1170.931, 1839.068, 117.1896, 623.8056, 1147.396, 1502.01
9.4, 1458.325, 71.61198, 318.6701, 3.044722, 127.4807, 316.5028, 179.9462, 1491.902, 89.98103, 1298.6, 210.7984, 99.3224, 2049.538, 2.542423, 394.3428, 153.8754, 324.3602, 931.3781, 1109.966, 473.9238, 662.0977, 373.6846, 114.8913, 1083.709, -1.192093e-07, 340.7192, 2294.219, 288.2735, 483.2247, 1254.298, 1129.351, 1822.449, 112.2053, 596.4523, 1134.579, 1437.845
9.5, 1460.998, 68.56734, 305.2295, 2.912211, 122.1723, 303.2198, 171.8647, 1490.608, 86.22092, 1237.596, 201.6903, 94.89329, 2039.445, 2.437364, 377.3172, 147.5025, 309.2356, 890.0959, 1064.593, 451.5099, 778.0308, 358.2315, 110.2432, 1158.415, -1.192093e-07, 349.6702, 2329.835, 274.7511, 460.7439, 1263.525, 1233.528, 1782.537, 107.4331, 570.2984, 1109.636, 1376.421
9.6, 1438.976, 149.1615, 292.3559, 2.785469, 117.085, 290.4942, 164.1462, 1456.505, 82.61795, 1380.986, 192.9757, 90.66169, 1979.119, 2.336646, 361.0267, 141.3935, 294.8163, 850.6436, 1021.075, 430.1561, 741.1803, 343.4174, 105.7831, 1110.331, -1.192093e-07, 392.343, 2383.52, 261.8629, 504.8562, 1210.817, 1177.335, 1933.832, 102.8638, 908.3222, 1277.176, 1317.621
9.699999999999999, 1403.233, 142.8198, 280.0252, 2.664242, 112.2095, 311.4577, 156.7743, 1428.984, 79.16553, 1607.698, 184.6377, 86.61879, 2041.154, 2.240089, 448.7844, 135.5376, 281.0693, 812.9399, 1109.666, 409.8122, 706.0751, 394.8477, 101.5034, 1064.244, -1.788139e-07, 374.4152, 2374.14, 311.3097, 481.369, 1245.539, 1123.701, 2147.323, 98.48885, 868.4931, 1218.615, 1391.862
9.800000000000001, 1409.31, 136.7477, 268.2146, 2.54829, 107.5371, 298.3864, 149.7335, 1610.174, 75.85739, 1754.019, 176.6599, 82.75617, 2063.248, 2.147523, 429.4083, 129.9242, 317.1417, 776.9073, 1064.305, 390.4304, 752.0335, 404.9333, 97.39685, 1056.399, -1.788139e-07, 357.3065, 2341.564, 296.7067, 458.9745, 1193.581, 1072.51, 2458.18, 94.29996, 830.4105, 1162.74, 1332.402
9.9, 1444.513, 130.9338, 256.9021, 2.437386, 103.0592, 285.8637, 143.0089, 1542.493, 72.68748, 2002.314, 169.0269, 79.06581, 2029.66, 2.058782, 410.8688, 124.5433, 302.3537, 780.0688, 1089.491, 371.9653, 716.4143, 404.2519, 93.45646, 1099.102, -1.192093e-07, 340.9795, 2385.39, 303.0607, 437.6219, 1253.234, 1128.574, 2654.179, 90.28925, 793.9977, 1109.427, 1275.483
10, 1381.382, 125.3671, 294.5969, 2.331308, 98.76773, 273.8665, 136.5863, 1602.983, 69.65004, 2122.257, 161.7236, 75.54, 1957.279, 1.973708, 393.1297, 119.3852, 288.2552, 745.4933, 1044.955, 354.3734, 682.4822, 401.6016, 89.67548, 1053.481, -1.192093e-07, 325.3987, 2409.291, 412.3444, 417.2627, 1200.956, 1077.161, 2881.119, 86.44911, 759.1816, 1058.559, 1325.689
10.1, 1321.01, 120.037, 282.1717, 2.229846, 94.65499, 307.7545, 130.4522, 1535.604, 66.73952, 2211.864, 154.7359, 72.17142, 1938.991, 1.892149, 419.3607, 114.4408, 285.3018, 712.4503, 1002.24, 337.6136, 650.1572, 384.994, 120.8667, 1119.443, -1.192093e-07, 310.5297, 2488.67, 393.002, 397.8506, 1309.638, 1043.083, 2930.196, 82.7723, 725.8922, 1010.023, 1269.056
10.2, 1263.277, 114.9335, 270.2705, 2.132801, 90.71352, 294.8386, 124.5935, 1545.194, 63.95063, 2266.27, 148.0501, 68.95306, 1962.033, 1.813961, 405.701, 123.6738, 289.1259, 746.2105, 961.2704, 321.6464, 660.7711, 369.0732, 143.7695, 1147.645, -1.192093e-07, 296.3402, 2577.552, 393.7696, 437.4268, 1255.006, 995.5653, 2808.809, 79.25187, 694.0624, 963.7117, 1269.008
10.3, 1325.274, 110.047, 258.8713, 2.039979, 86.93616, 282.4648, 118.998, 1480.244, 61.27829, 2236.178, 141.6532, 89.02085, 1875.398, 1.739004, 427.0993, 118.5518, 315.5777, 731.4002, 952.278, 306.4344, 713.0382, 465.5836, 137.953, 1100.008, -1.788139e-07, 282.7991, 2518.15, 383.5406, 459.5855, 1261.579, 1119.279, 2816.025, 75.88117, 663.6284, 919.5244, 1362.001
10.4, 1346.195, 105.3683, 247.9529, 1.951196, 83.3161, 323.0143, 113.6537, 1544.149, 58.71761, 2263.968, 135.5327, 118.2038, 1893.317, 1.667144, 491.2037, 113.6418, 347.0111, 853.5477, 1027.672, 291.9418, 679.2659, 446.3301, 143.8554, 1233.281, -1.192093e-07, 269.8768, 2692.237, 365.5493, 438.2045, 1340.762, 1129.606, 2859.115, 72.65383, 634.5289, 877.3631, 1338.795
10.5, 1520.412, 100.8885, 261.0206, 1.866278, 79.84677, 309.458, 108.5495, 1479.243, 56.26394, 2223.453, 129.6767, 112.9327, 1871.13, 1.598253, 564.3419, 162.848, 330.8303, 815.7153, 1058.894, 278.1346, 647.0933, 468.3741, 138.0354, 1182.089, -1.192093e-07, 257.5449, 2671.468, 448.8128, 417.8181, 1337.708, 1278.99, 2881.046, 69.56376, 606.7053, 1025.289, 1401.752
10.6, 1555.548, 96.59914, 250.0116, 1.785055, 76.52192, 296.4706, 103.6745, 1567.075, 53.9128, 2119.002, 124.0737, 159.7108, 1902.493, 1.532209, 539.9767, 156.1036, 315.4041, 807.0377, 1086.459, 264.9804, 616.4445, 449.0053, 132.4509, 1278.865, -1.788139e-07, 245.7765, 2696.887, 427.7597, 429.0288, 1332.112, 1369.782, 2837.067, 66.60511, 580.1019, 978.2786, 1469.857
10.7, 1490.928, 92.49215, 239.4669, 1.707367, 73.33551, 284.0284, 99.01842, 1568.403, 69.52141, 2067.866, 118.7127, 152.5888, 1928.756, 1.468894, 593.8666, 149.6384, 300.6971, 808.6215, 1057.722, 252.4484, 737.7357, 430.4374, 127.0924, 1225.781, -1.192093e-07, 234.5459, 2734.231, 421.7299, 409.0693, 1479.507, 1494.805, 2860.762, 252.5411, 554.6649, 933.4233, 1433.72
10.8, 1471.358, 88.55978, 229.3669, 1.633061, 70.28178, 272.1082, 94.57146, 1602.601, 66.61627, 2097.774, 113.5834, 145.7844, 1857.77, 1.408196, 568.2267, 143.441, 286.6759, 1041.653, 1118.655, 240.509, 702.7938, 477.4311, 121.9506, 1174.902, -8.940697e-08, 223.8284, 2845.69, 401.9472, 390.0384, 1417.789, 1479.094, 2800.175, 265.4267, 530.3434, 890.6248, 1434.441
10.9, 1407.054, 84.79459, 219.6929, 1.561988, 67.35522, 260.6884, 90.32421, 1535.238, 84.18526, 2067.639, 108.6758, 218.9514, 1827.52, 1.350006, 612.3362, 137.5003, 273.3085, 995.4828, 1113.219, 229.1343, 669.5068, 457.6877, 170.9422, 1233.917, -8.940697e-08, 213.6007, 2865.944, 394.947, 371.8928, 1515.335, 1434.041, 2825.917, 254.1377, 507.0883, 849.7885, 1462.687
11, 1409.815, 81.18948, 210.4269, 1.494008, 64.55052, 249.7477, 86.26772, 1563.838, 80.66735, 2070.289, 103.9801, 226.3289, 1904.851, 1.29422, 619.4366, 131.8056, 353.2202, 951.3593, 1067.713, 218.2976, 637.7964, 493.4378, 175.604, 1200.15, -5.960464e-08, 203.8403, 2862.493, 376.4207, 400.1516, 1452.122, 1476.15, 2776.653, 291.5253, 484.8529, 1048.792, 1528.2
11.1, 1348.201, 77.73765, 252.2971, 1.428987, 61.86261, 239.2663, 82.39339, 1516.058, 77.29645, 2084.177, 99.48741, 216.2361, 1820.74, 1.24074, 592.6927, 126.3468, 336.7499, 909.1915, 1171.996, 207.9734, 607.5879, 473.0325, 168.4996, 1150.334, -5.960464e-08, 194.526, 2873.05, 358.7634, 381.5356, 1470.153, 1441.585, 2783.795, 279.1263, 463.5926, 1053.812, 1601.02
11.2, 1309.138, 74.43257, 275.9228, 1.366796, 59.28662, 229.2248, 78.69307, 1487.075, 129.4085, 1986.268, 95.18879, 206.5935, 1740.344, 1.189469, 567.1033, 121.114, 328.0108, 868.8928, 1124.087, 198.1374, 578.8102, 453.4711, 161.6826, 1197.847, -5.960464e-08, 185.6372, 2839.445, 341.9344, 363.7856, 1478.287, 1375.913, 2764.757, 267.2546, 443.2644, 1005.494, 1606.536
11.3, 1372.81, 71.26802, 264.2852, 1.307311, 56.8179, 287.6451, 75.15893, 1570.543, 124.0008, 1979.171, 91.0759, 197.3808, 1698.49, 1.140317, 542.6189, 116.098, 390.264, 830.3802, 1159.981, 188.7667, 551.3956, 434.7185, 182.1609, 1187.677, -5.960464e-08, 177.1546, 2989.334, 325.8948, 378.5678, 1541.064, 1417.156, 2735.468, 292.8292, 423.8277, 1029.152, 1583.441
11.4, 1312.813, 68.23801, 253.1385, 1.250416, 54.45198, 275.5732, 71.78351, 1504.528, 118.8191, 1968.636, 87.14073, 188.5789, 1713.318, 1.093197, 519.1915, 111.2897, 372.0664, 793.5746, 1235.273, 179.8391, 525.2794, 416.7415, 174.7912, 1253.751, -2.980232e-08, 169.0596, 2867.374, 421.9418, 360.9558, 1604.764, 1352.597, 2810.206, 280.3748, 405.2432, 981.9637, 1630.217
11.5, 1255.438, 65.33681, 311.666, 1.195996, 52.18457, 264.0079, 68.55968, 1525.526, 129.0869, 1979.252, 83.37559, 180.1696, 1735.84, 1.048023, 496.7756, 106.6805, 354.7173, 758.4005, 1184.778, 363.5342, 500.4001, 462.6747, 167.7197, 1216.757, -2.980232e-08, 229.179, 3003.944, 402.1492, 344.1633, 1537.821, 1290.979, 2771.689, 304.907, 387.4737, 1110.363, 1623.236
11.6, 1200.571, 62.55897, 298.5209, 1.143945, 50.01158, 252.928, 65.48064, 1518.411, 161.4519, 2005.113, 79.77312, 194.771, 1659.192, 1.004716, 475.3275, 102.2623, 450.1394, 724.7853, 1179.942, 346.3411, 476.6993, 443.5415, 160.9342, 1271.44, -5.960464e-08, 218.7068, 3046.997, 383.285, 328.1519, 1473.67, 1232.168, 2718.466, 291.9389, 370.4833, 1206.307, 1570.214
11.7, 1221.327, 59.89923, 304.8005, 1.094159, 47.92908, 242.3131, 62.53988, 1454.587, 154.7052, 1965.74, 76.32632, 194.6847, 1726.527, 0.9631985, 454.8054, 98.027, 429.1498, 692.6601, 1290.652, 382.6736, 454.121, 425.1996, 154.4233, 1218.665, -5.960464e-08, 208.7131, 2922.685, 365.3057, 339.1512, 1455.513, 1176.036, 2642.617, 279.5223, 354.2379, 1178.455, 1651.343
11.8, 1381.03, 57.35257, 367.8281, 1.04654, 45.93329, 232.1436, 59.73118, 1419.548, 148.2404, 1963.557, 73.02843, 276.8355, 1693.517, 0.9233968, 435.1694, 93.96713, 479.5919, 661.9589, 1237.893, 364.5754, 432.6121, 407.6162, 148.1758, 1168.081, -5.960464e-08, 199.176, 2884.122, 348.1698, 389.3608, 1464.667, 1403.699, 2686.527, 267.6338, 338.7049, 1253.317, 1580.798
11.9, 1320.673, 54.91418, 352.3142, 1.000993, 44.02061, 222.401, 57.04863, 1428.014, 142.0458, 1987.226, 69.87305, 270.9775, 1659.681, 0.8852397, 432.5332, 90.07541, 457.2291, 632.6183, 1217.253, 347.333, 412.1219, 390.7599, 142.181, 1119.596, -5.960464e-08, 231.131, 3016.648, 331.8377, 371.2468, 1512.676, 1350.876, 2710.741, 256.2509, 323.853, 1195.85, 1637.404
12, 1262.955, 66.64603, 353.4116, 0.9574285, 42.18756, 213.0673, 54.48655, 1367.99, 136.11, 1904.149, 304.8363, 258.8937, 1622.196, 0.8486593, 530.4312, 86.34486, 435.909, 604.5783, 1212.778, 330.9062, 392.6023, 374.6006, 136.4288, 1185.914, -5.960464e-08, 259.9465, 2982.958, 316.2718, 353.9755, 1449.575, 1289.336, 2637.049, 245.3522, 309.6523, 1141.019, 1592.683
12.1, 1277.155, 63.81253, 338.5058, 0.91576, 40.43086, 204.1252, 52.03953, 1481.422, 130.4223, 1942.361, 353.5484, 255.0677, 1648.378, 0.8135905, 507.53, 82.76882, 543.1084, 577.7811, 1163.203, 357.1784, 374.0071, 359.1097, 130.9093, 1136.689, -5.960464e-08, 248.0684, 2930.827, 301.436, 337.5077, 1389.105, 1261.042, 2596.166, 312.8822, 296.0743, 1088.702, 1629.9
12.2, 1259.039, 62.29922, 324.2286, 0.875905, 38.7473, 195.5585, 49.70242, 1419.153, 124.9722, 1872.215, 338.2724, 243.6934, 1669.175, 0.7799709, 485.6176, 79.34088, 517.7838, 552.1717, 1200.316, 340.2859, 356.2927, 344.2593, 125.6131, 1204.098, -7.450581e-08, 236.733, 2888.002, 287.2961, 356.8284, 1478.646, 1203.595, 2596.906, 299.5748, 283.0917, 1188.917, 1560.272
12.3, 1313.165, 59.65052, 310.5536, 0.8377846, 37.13384, 187.3513, 47.47026, 1418.408, 119.7499, 1861.118, 341.6161, 232.8263, 1608.811, 0.7477404, 464.6512, 76.05492, 493.6401, 527.6974, 1151.25, 362.324, 339.4174, 379.2106, 120.5311, 1154.119, -7.450581e-08, 225.9156, 2973.015, 273.8195, 340.2279, 1416.964, 1203.933, 2515.623, 286.8335, 270.6784, 1134.404, 1595.385
12.4, 1263.682, 109.5612, 297.4554, 0.8013232, 35.58757, 179.4885, 45.33835, 1358.788, 114.7459, 1833.751, 366.0316, 222.4439, 1559.563, 0.7168419, 456.3539, 72.90504, 470.6222, 504.3078, 1116.113, 385.4912, 323.3412, 416.5175, 115.6548, 1106.214, -7.450581e-08, 215.5926, 2906.772, 260.9751, 324.3996, 1386.63, 1164.323, 2492.741, 274.634, 258.8094, 1082.39, 1527.231
12.5, 1328.344, 104.9031, 288.945, 0.7664486, 34.10569, 171.9557, 43.30218, 1301.673, 109.9509, 1747.606, 350.2162, 212.5244, 1636.356, 0.6872202, 436.651, 69.88561, 448.6776, 481.955, 1108.426, 367.2597, 308.0266, 399.2931, 110.9758, 1060.297, -7.450581e-08, 205.7412, 2788.18, 248.7332, 362.2769, 1502.246, 1142.108, 2468.676, 262.9534, 247.4608, 1032.761, 1563.518
12.6, 1270.29, 100.4431, 276.7581, 0.7330919, 32.68551, 164.7391, 41.35746, 1300.791, 105.3563, 1864.825, 335.0842, 352.0222, 1564.101, 0.6588225, 559.8394, 108.9136, 427.7562, 460.593, 1063.116, 440.9707, 293.4373, 431.6522, 106.486, 1147.458, -7.450581e-08, 196.3399, 2833.061, 237.0655, 345.4229, 1439.58, 1090.079, 2554.844, 251.7696, 236.6099, 1081.339, 1609.223
