 , C000, C005, C006, C008, C011, C014, C015, C016, C018, C019, C020, C022, C023, C025, C028, C030, C032, C033, C035, C037, C038, C040, C041, C043, C044, C045, C047, C049, C053, C055, C056, C057, C061, C062, C067, C069
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
237.7, 541.8167, 1249.449, 2228.302, 1034.148, 1764.961, 3463.909, 113.1023, 1960.085, 1507.833, 509.0601, 1345.334, 975.5569, 275.8479, 2309.215, 1790.123, 3260.195, 618.8282, 1555.691, 5410.198, 1.624978, 123.2029, 3344.542, 7331.279, 3027.117, 727.2319, 1652.696, 5685.397, 485.3102, 90.44495, 1593.291, 748.5077, 3065.121, 1475.032, 1172.317, 1738.133, 2259.475
237.8, 518.1373, 1271.572, 2225.795, 989.1409, 1795.413, 3524.408, 108.0228, 2034.249, 1509.482, 485.1459, 1287.205, 932.0536, 263.6675, 2237.07, 1712.835, 3125.171, 589.973, 1486.737, 5214.276, 1.548126, 117.3676, 3557.527, 7196.982, 2931.09, 691.095, 1577.177, 5715.515, 462.5451, 86.23722, 1748.945, 714.4092, 2992.49, 1441.795, 1191.531, 1658.437, 2185.815
237.9, 536.9142, 1251.279, 2242.907, 1086.526, 1720.651, 3464.568, 103.1714, 1948.742, 1485.022, 462.3552, 1231.588, 890.4903, 386.667, 2231.438, 1833.583, 3043.629, 704.875, 1556.554, 5143.607, 1.474908, 111.8086, 3587.074, 7350.666, 3029.44, 656.7538, 1505.109, 5703.039, 440.8478, 82.22525, 1675.987, 681.8641, 2973.845, 1486.161, 1230.714, 1663.645, 2160.936
238, 513.449, 1198.08, 2181.037, 1039.239, 1721.024, 3451.617, 98.53796, 2069.298, 1422.966, 488.5863, 1349.281, 1014.287, 369.5933, 2139.229, 1789.191, 3044.617, 676.9099, 1487.561, 5081.774, 1.405153, 106.5129, 3690.013, 7090.189, 2903.694, 652.8553, 1565.003, 5721.33, 420.1684, 78.39993, 1606.073, 650.8016, 3035.529, 1456.424, 1176.748, 1587.365, 2097.872
238.1, 515.1866, 1147.143, 2091.526, 1002.844, 1734.192, 3528.728, 94.11258, 1982.318, 1478.35, 557.3854, 1290.981, 1008.841, 353.2735, 2196.029, 1807.045, 3066.344, 767.3555, 1421.627, 4993.263, 1.338698, 101.4681, 3537.418, 7197.833, 2927.003, 749.619, 1493.491, 5753.14, 427.6497, 74.75256, 1648.445, 718.7913, 3032.003, 1440.472, 1125.149, 1514.582, 2141.049
238.2, 492.671, 1098.371, 2035.261, 1020.8, 1661.979, 3380.634, 89.88594, 1979.284, 1498.584, 531.2011, 1380.215, 975.7913, 337.6743, 2105.284, 1729.026, 2978.804, 731.5745, 1486.627, 5024.334, 1.275385, 96.66214, 3471.635, 7221.022, 2844.044, 767.2513, 1425.247, 5657.637, 454.335, 71.27489, 1579.68, 686.0465, 2906.399, 1415.909, 1178.249, 1445.137, 2071.982
238.3, 601.0656, 1051.673, 2071.632, 1028.803, 1682.913, 3393.222, 202.0804, 2108.031, 1476.852, 506.2468, 1416.328, 932.2775, 322.7639, 2250.432, 1654.376, 2900.516, 853.3837, 1420.734, 5070.03, 1.215067, 92.08385, 3470.064, 7202.761, 2725.993, 783.2862, 1544.264, 5624.579, 433.0229, 67.959, 1563.259, 662.4218, 2923.394, 1400.329, 1126.584, 1525.27, 2154.989
238.4, 574.7967, 1043.298, 2025.521, 1077.548, 1612.836, 3486.967, 193.0049, 2019.423, 1415.138, 482.4648, 1472.452, 890.7042, 308.5119, 2213.194, 1609.212, 2840.244, 874.5799, 1357.762, 5029.25, 1.157601, 87.72241, 3506.871, 7067.92, 2715.851, 761.1465, 1473.7, 5557.461, 412.7104, 64.79738, 1498.048, 665.3091, 2855.015, 1439.574, 1077.184, 1556.644, 2093.413
238.5, 549.6759, 998.9417, 2010.837, 1030.652, 1701.197, 3402.467, 240.0987, 2063.828, 1359.799, 459.8, 1408.831, 935.5322, 294.8892, 2121.739, 1712.135, 2909.587, 886.8253, 1297.581, 4823.667, 1.102853, 83.56754, 3500.744, 7065.435, 2784.735, 835.3033, 1406.36, 5630.24, 393.3509, 61.78284, 1526.571, 645.6771, 2867.854, 1378.347, 1029.951, 1485.27, 2003.984
238.6, 525.653, 956.4709, 1926.026, 985.7968, 1630.358, 3429.627, 229.3158, 1977.078, 1302.977, 438.2, 1468.772, 921.5823, 281.868, 2045.47, 1801.383, 2874.109, 908.085, 1360.917, 4788.448, 1.050694, 79.60947, 3592.945, 7019.151, 2811.946, 906.7953, 1342.097, 5616.493, 374.8994, 58.90855, 1495.358, 616.2631, 2926.01, 1383.516, 1149.869, 1417.168, 2022.426
238.7, 544.8046, 915.8058, 1878.946, 942.8937, 1562.469, 3353.642, 262.69, 1948.99, 1360.854, 417.6146, 1405.31, 880.4859, 269.4218, 2088.326, 1723.609, 2769.378, 929.7177, 1387.825, 4592.707, 1.001003, 75.83886, 3444.364, 7098.48, 2695.228, 861.7357, 1280.771, 5580.246, 357.3135, 56.16798, 1526.235, 588.189, 2804.796, 1324.672, 1099.448, 1352.189, 1936.028
238.8, 520.9946, 876.8697, 1901.745, 972.1677, 1497.407, 3290.507, 250.8925, 1867.067, 1327.98, 397.9963, 1344.589, 841.2222, 257.5252, 2222.442, 1813.899, 2654.682, 1021.222, 1386.799, 4824.05, 0.953661, 72.24684, 3469.774, 6891.047, 2583.354, 835.02, 1420.399, 5387.927, 340.5525, 53.5549, 1503.955, 592.5669, 2801.51, 1268.332, 1124.548, 1373.555, 1939.219
238.9, 498.2251, 839.5889, 1821.535, 1039.485, 1560.745, 3359.07, 239.6248, 1903.099, 1272.487, 379.2996, 1433.56, 1002.681, 246.1539, 2130.605, 1735.584, 2801.025, 1089.79, 1325.331, 4861.852, 0.9085582, 68.82496, 3507.886, 6961.75, 2653.634, 867.2904, 1355.494, 5414.767, 324.5777, 51.06339, 1483.332, 565.5723, 2836.857, 1390.281, 1075.237, 1390.402, 1897.912
239, 476.4508, 803.8932, 1835.186, 1050.646, 1495.755, 3468.513, 228.8631, 1823.105, 1363.009, 361.4812, 1371.619, 1040.447, 235.2847, 2107.251, 1660.651, 2692.691, 1124.039, 1266.587, 4676.373, 0.8655887, 65.56515, 3420.318, 6981.006, 2599.013, 878.8851, 1335.573, 5571.907, 309.3523, 48.6878, 1421.454, 539.8075, 2830.981, 1331.15, 1118.527, 1326.651, 1944.672
239.1, 455.6281, 769.7151, 1856.473, 1004.921, 1433.471, 3394.733, 218.5848, 1820.563, 1357.367, 344.4998, 1346.728, 1031.212, 224.8954, 2098.319, 1749.835, 2643.698, 1171.239, 1247.222, 4560.314, 0.8246513, 62.45973, 3376.278, 7059.714, 2689.675, 891.3309, 1346.244, 5540.721, 294.8411, 46.42272, 1445.338, 515.2164, 2713.704, 1274.534, 1069.48, 1328.387, 1884.044
239.2, 435.7154, 736.9901, 1866.423, 961.1852, 1430.025, 3289.11, 227.4377, 1808.557, 1323.811, 328.3163, 1288.539, 985.2272, 214.9649, 2011.611, 1723.476, 2664.144, 1342.245, 1286.722, 4693.54, 0.78565, 59.5014, 3236.658, 6997.533, 2614.134, 873.1445, 1284.728, 5339.797, 281.0106, 44.26302, 1385.045, 526.778, 2774.828, 1220.326, 1066.616, 1308.092, 1898.391
239.3, 416.673, 705.6564, 1787.703, 919.3533, 1468.194, 3391.68, 243.9501, 1785.278, 1366.762, 312.8929, 1338.002, 991.3136, 205.4729, 2041.918, 1718.529, 2672.438, 1279.658, 1229.69, 4501.678, 0.7484933, 56.68319, 3316.429, 6945.776, 2530.701, 905.306, 1284.486, 5327.07, 267.8288, 42.20379, 1404.045, 528.6899, 2659.877, 1305.212, 1019.846, 1285.596, 1817.293
239.4, 438.0816, 675.6548, 1795.934, 879.3419, 1524.053, 3321.896, 232.9942, 1755.481, 1309.648, 298.1941, 1358.289, 947.1077, 196.4, 1982.62, 1751.496, 2561.757, 1219.989, 1175.185, 4800.04, 0.7130938, 53.99846, 3432.028, 6836.94, 2425.657, 891.3126, 1522.355, 5199.164, 255.2654, 40.24036, 1345.475, 532.6772, 2731.203, 1249.699, 1095.904, 1282.561, 1802.986
239.5, 418.9358, 646.9289, 1810.67, 841.0719, 1580.5, 3381.159, 222.5303, 1704.929, 1254.921, 284.1858, 1299.6, 1021.739, 187.7277, 1900.693, 1771.64, 2578.531, 1163.102, 1220.237, 4702.743, 0.6793686, 51.44088, 3470.945, 6854.213, 2542.079, 915.2193, 1460.417, 5314.538, 243.2913, 38.36828, 1453.088, 540.5204, 2737.261, 1281.632, 1047.849, 1322.103, 1767.033
239.6, 400.6267, 643.0115, 1734.302, 834.6945, 1542.084, 3286.515, 212.5364, 1723.568, 1212.992, 270.8356, 1274.279, 976.1763, 179.4384, 1914.087, 1695.15, 2518.055, 1222.725, 1166.152, 4537, 0.6472383, 49.00445, 3382.365, 6745.691, 2436.563, 1037.464, 1393.684, 5337.125, 334.526, 36.58329, 1443.09, 580.2042, 2647.979, 1281.189, 1001.902, 1261.483, 1772.019
239.7, 479.1323, 615.6733, 1665.31, 914.8456, 1546.764, 3316.321, 202.9913, 1651.121, 1162.303, 258.1125, 1239.555, 942.3404, 171.5151, 1834.992, 1621.963, 2443.448, 1249.934, 1137.311, 4451.943, 0.6166276, 46.68341, 3539.773, 6786.997, 2335.426, 994.5914, 1497.163, 5119.379, 333.6887, 34.88135, 1522.177, 553.7728, 2720.11, 1226.698, 1046.037, 1203.643, 1696.319
239.8, 458.1924, 589.4975, 1738.105, 875.0304, 1553.788, 3298.317, 193.8749, 1581.718, 1123.459, 245.9871, 1278.564, 900.3184, 163.9416, 2013.221, 1617.396, 2342.251, 1254.498, 1096.549, 4580.863, 0.5874647, 44.47231, 3420.009, 6743.171, 2398.458, 1030.477, 1454.594, 5271.329, 587.1612, 33.25858, 1458.679, 528.5455, 2702.561, 1219.929, 1000.169, 1148.454, 1734.062
239.9, 452.7048, 564.4346, 1664.797, 836.948, 1489.088, 3227.553, 216.2941, 1671.097, 1076.512, 234.4314, 1346.119, 860.1702, 156.7026, 2020.169, 1547.566, 2303.678, 1196.002, 1079.838, 4629.029, 0.559681, 42.36593, 3503.697, 6833.543, 2333.059, 979.2719, 1388.127, 5136.601, 944.3915, 31.71131, 1397.83, 504.4675, 2646.189, 1168.043, 1079.7, 1095.796, 1691.965
240, 453.892, 540.4372, 1607.818, 800.523, 1427.082, 3327.874, 206.5802, 1600.855, 1195.65, 223.4185, 1452.663, 857.775, 149.7832, 1982.412, 1480.75, 2349.83, 1140.234, 1031.975, 4527.153, 0.5332113, 40.35932, 3440.788, 6746.04, 2437.646, 930.6108, 1324.698, 5397.047, 1412.416, 30.23602, 1339.519, 481.4863, 2593.883, 1164.161, 1061.018, 1045.552, 1671.802
240.1, 486.8101, 573.6116, 1670.662, 765.6833, 1367.657, 3225.249, 197.3026, 1533.565, 1193.98, 212.9229, 1389.896, 819.524, 143.1694, 1937.234, 1438.041, 2252.51, 1087.066, 1074.829, 4740.053, 0.5079935, 38.44775, 3298.5, 6746.228, 2430.958, 884.3679, 1449.61, 5210.78, 1422.871, 28.82936, 1434.737, 459.5521, 2550.892, 1181.298, 1178.965, 997.6126, 1600.383
240.2, 469.7885, 581.6047, 1667.123, 732.3598, 1462.522, 3161.381, 188.4417, 1503.878, 1144.086, 202.9204, 1453.09, 782.9788, 136.8475, 1999.558, 1408.136, 2221.267, 1079.041, 1027.189, 4642.152, 0.4839683, 36.62671, 3348.84, 6650.645, 2330.054, 840.4227, 1454.599, 5123.441, 1516.469, 27.48815, 1451.185, 438.617, 2445.218, 1162.356, 1127.269, 951.8708, 1575.422
240.3, 566.1876, 556.8774, 1596.808, 789.1231, 1414.431, 3174.134, 179.9787, 1455.991, 1185.054, 193.3878, 1412.309, 786.6398, 130.8049, 1984.234, 1501.578, 2303.336, 1028.727, 981.6601, 4724.578, 0.4610794, 34.89193, 3281.275, 6691, 2289.058, 798.6613, 1388.131, 4914.413, 1449.796, 26.20933, 1390.648, 418.6357, 2490.116, 1147.647, 1077.839, 1087.233, 1562.568
240.4, 541.443, 533.2013, 1627.415, 754.7795, 1355.533, 3271.17, 171.8958, 1490.351, 1143.612, 184.303, 1458.36, 751.5609, 125.029, 1922.94, 1436.748, 2247.637, 1058.799, 938.1492, 4531.448, 0.4392729, 33.23932, 3283.744, 6592.509, 2307.677, 758.975, 1324.701, 4946.075, 1529.394, 24.99001, 1332.637, 473.4512, 2470.028, 1225.708, 1030.577, 1192.348, 1571.094
240.5, 517.7799, 510.5318, 1558.775, 830.4725, 1299.088, 3141.828, 164.1759, 1427.706, 1129.456, 175.645, 1485.274, 900.0474, 290.6208, 1843.479, 1502.795, 2452.164, 1160.686, 1178.441, 4346.213, 0.4184979, 31.66498, 3147.95, 6620.917, 2531.089, 721.2607, 1264.17, 5106.602, 1635.107, 23.82741, 1277.046, 600.939, 2604.929, 1173.577, 1273.05, 1137.677, 1678.282
240.6, 538.6956, 516.6187, 1626.283, 888.0337, 1244.993, 3037.44, 156.8027, 1529.109, 1211.638, 167.3937, 1421.099, 859.9113, 277.7881, 1767.302, 1690.921, 2676.778, 1278.312, 1126.208, 4168.55, 0.3987053, 30.1652, 3017.772, 6599.515, 2572.707, 685.4205, 1206.404, 5201.008, 1748.815, 22.7189, 1223.774, 573.563, 2712.216, 1221.697, 1419.859, 1290.434, 1704.88
240.7, 515.1526, 508.4406, 1715.681, 936.1661, 1193.151, 2968.252, 149.7606, 1464.835, 1161.006, 159.53, 1438.115, 821.5651, 265.5221, 1694.273, 1744.844, 2773.864, 1218.706, 1105.637, 4256.713, 308.063, 28.73646, 3032.458, 6641.468, 2465.919, 651.3613, 1151.278, 5127.356, 1879.06, 21.66196, 1172.724, 643.3599, 2599.859, 1356.715, 1671.86, 1359.839, 1734.377
240.8, 492.6385, 551.9957, 1643.319, 895.423, 1143.468, 2962.558, 372.7197, 1532.631, 1140.936, 277.6397, 1375.977, 784.9288, 253.7976, 1663.146, 1772.447, 2913.702, 1161.879, 1135.192, 4105.077, 693.7833, 27.37539, 2907.055, 6556.873, 2363.564, 618.9944, 1098.671, 5230.982, 1840.15, 20.65419, 1214.219, 875.9418, 2734.131, 1462.934, 1782.951, 1562.552, 1860.797
240.9, 563.3818, 528.5272, 1574.009, 863.4131, 1132.26, 2964.042, 355.9807, 1468.209, 1093.259, 264.597, 1492.653, 749.9262, 290.6141, 1632.677, 1695.922, 2795.524, 1244.297, 1232.952, 4429.021, 1148.685, 26.07879, 2902.112, 6609.082, 2575.004, 588.236, 1128.253, 5094.926, 1782.424, 19.69331, 1346.913, 945.2659, 2762.153, 1721.738, 1880.251, 1729.527, 1842.177
241, 538.7598, 658.2645, 1788.546, 825.8363, 1085.112, 3097.243, 488.028, 1501.085, 1047.574, 252.167, 1526.48, 716.4846, 277.7817, 1565.21, 1622.701, 2679.745, 1186.276, 1178.303, 4247.973, 1383.938, 24.8436, 3155.951, 6442.789, 2507.989, 629.7697, 1465.302, 5127.313, 1698.813, 18.77713, 1360.663, 925.4135, 2956.979, 1957.846, 1975.62, 1939.847, 1893.441
241.1, 515.214, 638.3168, 1860.997, 789.8949, 1103.304, 2967.257, 466.1105, 1437.989, 1077.97, 276.3911, 1580.12, 684.5342, 265.5159, 1562.898, 1552.642, 2616.064, 1130.962, 1213.494, 4285.067, 1748.759, 23.66691, 3242.791, 6601.505, 2538.662, 678.9489, 1555.704, 4918.126, 1629.722, 17.90357, 1505.806, 978.4689, 2976.773, 2138.721, 2030.177, 1924.59, 2063.195
241.2, 549.7295, 739.4249, 1782.506, 755.5177, 1057.362, 2932.073, 490.2389, 1431.524, 1032.925, 331.1795, 1511.847, 654.0085, 323.1797, 1565.242, 1542.281, 2693.769, 1210.222, 1297.944, 4314.799, 2082.798, 22.54596, 3186.573, 6486.948, 2433.287, 645.2112, 1828.007, 4760.593, 1755.787, 17.07065, 1442.991, 977.976, 3118.405, 2265.954, 2035.95, 2029.134, 2069.644
241.3, 593.2921, 712.3283, 1843.19, 785.0103, 1013.333, 3059.481, 468.2221, 1436.886, 989.761, 315.6217, 1663.736, 624.8442, 308.9093, 1635.573, 1475.694, 2590.522, 1191.285, 1295.162, 4258.154, 2022.612, 21.47809, 3096.908, 6592.541, 2422.566, 613.15, 1831.879, 4920.763, 1782.252, 16.27648, 1422.433, 933.424, 3203.439, 2473.799, 2111.893, 2247.547, 2054.951
241.4, 601.3578, 682.0432, 1998.995, 750.8457, 971.1369, 3071.946, 496.0033, 1482.332, 974.5252, 300.7947, 1682.527, 596.9803, 295.2691, 1703.813, 1422.821, 2483.234, 1135.737, 1279.099, 4337.901, 1926.954, 20.46081, 3198.209, 6518.045, 2376.708, 665.8046, 1977.85, 4954.154, 1698.65, 15.51926, 1521.756, 890.9016, 3436.993, 2692.769, 2191.354, 2264.989, 2200.152
241.5, 595.0496, 749.4846, 1997.741, 758.093, 930.6983, 3259.97, 526.081, 1450.342, 958.0067, 286.6642, 1609.829, 570.359, 282.2311, 1633.408, 1370.975, 2455.391, 1082.778, 1222.405, 4183.684, 1954.271, 19.49171, 3143.836, 6453.258, 2483.92, 632.7201, 1987.245, 4752.032, 1751.686, 14.79727, 1458.275, 850.3163, 3557.138, 2833.971, 2138.04, 2231.153, 2184.468
241.6, 569.0436, 717.6196, 2064.025, 725.0998, 891.9436, 3178.662, 529.6867, 1558.137, 917.9738, 273.1976, 1562.794, 544.9248, 269.7689, 1648.743, 1343.333, 2447.006, 1218.934, 1309.991, 4012.665, 1988.97, 18.5685, 3100.928, 6368.427, 2725.477, 601.2796, 1896.439, 5040.964, 1732.877, 14.10886, 1397.443, 811.58, 3747.638, 3011.533, 2094.744, 2293.045, 2108.87
241.7, 544.1743, 687.1095, 2116.061, 693.5425, 854.8027, 3121.371, 505.8983, 1518.826, 879.6138, 260.3635, 1495.269, 520.6248, 292.912, 1580.612, 1501.283, 2565.163, 1162.096, 1251.928, 3848.636, 1924.992, 17.68903, 2972.695, 6422.08, 2722.955, 571.4014, 1809.782, 4988.462, 1690.247, 13.45248, 1339.148, 774.6082, 4175.736, 3181.538, 2228.849, 2264.876, 2117.097
241.8, 653.1982, 657.8965, 2262.476, 663.3587, 819.2083, 3084.5, 790.4116, 1492.742, 1034.464, 248.1324, 1430.662, 593.3545, 279.9782, 1515.297, 1712.717, 2744.939, 1267.526, 1196.438, 3735.078, 1898.169, 16.85121, 2849.764, 6579.013, 2689.179, 543.0079, 1727.085, 4834.619, 2008.593, 12.82664, 1283.286, 739.3207, 4326.847, 3078.013, 2131.116, 2245.507, 2166.757
241.9, 624.651, 629.9256, 2252.558, 687.9545, 785.0961, 2955.05, 808.0418, 1429.997, 991.2358, 236.4759, 1490.474, 566.8949, 357.3781, 1452.682, 1897.643, 2855.235, 1237.883, 1357.523, 3867.296, 1808.397, 16.05307, 2731.917, 6714.929, 2842.26, 516.0253, 1648.167, 4712.623, 2038.667, 12.22991, 1229.753, 822.2579, 4386.438, 3129.482, 2226.112, 2217.433, 2154.955
242, 643.2477, 603.1439, 2393.538, 658.0139, 752.4044, 2970.693, 837.3917, 1369.889, 949.8143, 225.3669, 1445.909, 541.6152, 341.5976, 1471.84, 1815.713, 2789.683, 1203.99, 1403.483, 4060.026, 1722.87, 15.29274, 2618.943, 6608.189, 2787.03, 490.3835, 1658.094, 4788.886, 1943.036, 11.66094, 1178.454, 784.7997, 4204.724, 3196.007, 2306.11, 2304.431, 2171.329
242.1, 781.4648, 636.0072, 2632.632, 629.3763, 878.7739, 3210.994, 840.9279, 1398.075, 910.1238, 214.7798, 1568.081, 517.4628, 326.514, 1457.016, 1737.32, 2674.146, 1147.85, 1341.275, 3948.387, 1958.38, 14.56841, 2954.063, 6438.992, 2770.861, 562.0126, 2106.362, 4865.322, 1851.892, 11.11845, 1129.294, 749.048, 4089.297, 3267.835, 2232.43, 2361.748, 2188.136
242.2, 747.3119, 715.0303, 2886.02, 601.985, 842.1814, 3284.381, 803.1615, 1431.179, 872.0918, 385.9996, 1686.362, 494.3874, 312.0964, 1557.028, 1662.312, 2563.394, 1094.327, 1281.825, 3975.542, 1865.759, 13.8784, 3143.059, 6253.116, 2687.058, 584.6374, 2398.985, 4915.244, 1765.023, 10.60119, 1281.549, 714.9249, 4203.825, 3175.902, 2338.151, 2485.17, 2167.076
242.3, 714.6516, 684.6303, 2784.282, 575.7859, 807.1125, 3146.542, 842.9498, 1496.195, 864.0842, 503.9648, 1637.6, 472.3411, 298.3154, 1492.687, 1723.325, 2582.74, 1043.299, 1386.117, 4081.867, 1903.37, 13.22106, 3013.083, 6514.26, 2683.64, 555.5862, 2313.619, 4834.412, 1682.228, 10.108, 1313.856, 682.3563, 4206.511, 3163.378, 2527.574, 2445.53, 2160.535
242.4, 798.416, 655.5228, 2666.849, 649.7534, 773.504, 3104.307, 866.9855, 1465.342, 837.3405, 480.29, 1566.843, 451.2778, 285.143, 1496.857, 1700.787, 2495.157, 994.6512, 1324.679, 4232.81, 1813.352, 12.59486, 2998.152, 6330.997, 2614.779, 545.7864, 2365.922, 4661.763, 1706.218, 9.637747, 1259.049, 651.2713, 4190.002, 3137.153, 2800.424, 2499.061, 2125.892
242.5, 987.8062, 627.6527, 2804.754, 639.9533, 741.295, 3198.686, 828.0488, 1458.011, 924.6248, 457.7274, 1630.482, 431.1539, 385.423, 1582.823, 1627.356, 2391.819, 948.2717, 1265.965, 4059.782, 1770.852, 11.99832, 3134.96, 6303.141, 2707.002, 573.6032, 2966.622, 4507.896, 1626.182, 9.189375, 1355.985, 621.6024, 4077.582, 3292.179, 2677.628, 2474.959, 2290.291
242.6, 944.6353, 827.9058, 2884.721, 666.6482, 710.4271, 3284.215, 790.8607, 1396.726, 899.8534, 436.2247, 1757.703, 411.9273, 368.4042, 1687.111, 1557.096, 2292.76, 904.0548, 1209.852, 3893.828, 1927.122, 11.43004, 3229.777, 6191.753, 2679.097, 545.1003, 2881.044, 4743.029, 1549.901, 8.761862, 1392.109, 593.2852, 4324.194, 3208.717, 2612.975, 2710.409, 2192.45
242.7, 903.3511, 792.7067, 2858.347, 637.6348, 680.8446, 3187.414, 755.3428, 1338.017, 862.2506, 415.7321, 1740.031, 393.5581, 352.1369, 1617.396, 1540.286, 2251.53, 861.8997, 1292.879, 3734.657, 1877.409, 10.88867, 3096.215, 6145.111, 2609.982, 518.0137, 2785.522, 4549.521, 1477.198, 8.354239, 1334.037, 566.2579, 4407.441, 3186.403, 2735.412, 2586.134, 2206.74
242.8, 863.8713, 759.0042, 2971.146, 609.8842, 652.4939, 3162.631, 721.42, 1281.775, 906.9025, 396.2022, 1691.153, 435.7057, 427.4711, 1621.143, 1473.785, 2158.281, 863.5653, 1235.574, 3766.655, 1896.497, 10.37294, 3071.628, 6127.334, 2537.666, 492.273, 2658.239, 4671.82, 1407.905, 7.965579, 1278.387, 540.4619, 4525.735, 3253.018, 2806.284, 2579.144, 2323.178
242.9, 826.1168, 726.7346, 2845.832, 583.3412, 691.8697, 3029.901, 881.9773, 1350.54, 986.2491, 377.5898, 1618.083, 451.4914, 408.5956, 1554.153, 1916.836, 2518.038, 1008.483, 1387.076, 4265.981, 1806.804, 9.881637, 2944.606, 6391.51, 2668.127, 467.8115, 2536.772, 4481.217, 1524.484, 7.595, 1225.059, 515.8409, 4478.423, 3114.662, 3054.116, 2460.887, 2223.933
243, 790.0124, 695.8369, 2725.803, 557.9535, 663.0599, 2978.074, 842.3673, 1293.772, 1022.132, 359.8517, 1548.169, 431.3579, 390.5536, 1562.224, 1856.822, 2453.944, 1013.831, 1325.596, 4352.081, 1757.859, 9.413605, 2898.726, 6331.433, 2557.379, 444.5655, 2442.568, 4298.391, 1615.917, 7.241662, 1173.956, 614.6247, 4479.016, 3043.875, 3063.823, 2348.053, 2213.694
243.1, 755.4858, 683.3303, 2913.867, 554.0956, 749.4459, 3291.454, 804.5363, 1311.824, 979.4196, 342.947, 1639.953, 412.1222, 373.3083, 1497.668, 1776.654, 2352.312, 1004.371, 1266.841, 4174.178, 1798.507, 8.96774, 3072.229, 6143.839, 2520.739, 422.4745, 2330.956, 4586.538, 1540.117, 6.904761, 1312.218, 586.6253, 4469.855, 3201.187, 2929.478, 2527.533, 2306.927
243.2, 738.8881, 664.6596, 2844.33, 529.9807, 718.2386, 3269.952, 879.9674, 1368.815, 938.4919, 326.8363, 1663.46, 393.7444, 356.8245, 1508.859, 1699.948, 2333.275, 994.7643, 1210.689, 4003.547, 1810.869, 8.542994, 3134.944, 6305.076, 2542.658, 528.8046, 2224.444, 4863.855, 1467.873, 6.583535, 1313.387, 559.9014, 4525.864, 3168.99, 2801.022, 2472.107, 2208.376
243.3, 706.5958, 636.4011, 2841.436, 506.9153, 688.3309, 3284.697, 840.4477, 1311.279, 899.2745, 311.4825, 1727.513, 376.186, 341.0685, 1446.509, 1679.405, 2398.505, 948.3795, 1157.027, 4048.204, 1725.226, 8.138365, 3102.945, 6139.058, 2629.499, 502.5277, 2122.8, 4771.695, 1497.185, 6.277252, 1318.648, 534.395, 4707.197, 3077.314, 2727.439, 2358.758, 2287.647
243.4, 675.7149, 609.3441, 2837.966, 484.8537, 659.6685, 3185.531, 862.4218, 1362.531, 914.2151, 296.8499, 1652.871, 359.4106, 393.0608, 1386.736, 1606.898, 2299.169, 904.1575, 1184.397, 3983.608, 1706.781, 7.752901, 3103.396, 6103.687, 2520.354, 477.5566, 2229.338, 4646.358, 1490.587, 5.985219, 1263.64, 510.0504, 4886.616, 3030.227, 2846.377, 2250.606, 2268.123
243.5, 646.1836, 583.4373, 2885.403, 528.5536, 632.1996, 3076.89, 823.6901, 1383.035, 895.8848, 282.9048, 1581.454, 343.3834, 443.4483, 1367.531, 1693.11, 2305.284, 903.7111, 1131.9, 3820.768, 1626.061, 7.385694, 2975.061, 6111.755, 2518.351, 453.8263, 2127.47, 4751.224, 1420.666, 5.706771, 1210.927, 572.0791, 5101.079, 3065.126, 2800.829, 2279.957, 2171.229
243.6, 659.3839, 558.632, 2856.055, 505.5504, 605.8745, 3091.876, 786.6978, 1324.901, 868.6078, 269.6147, 1545.138, 328.0708, 423.8673, 1380.026, 1620.011, 2209.809, 861.572, 1081.73, 3817.457, 1549.157, 7.035879, 2852.032, 6029.844, 2503.062, 535.2709, 2075.466, 4731.791, 1388.387, 5.441278, 1260.777, 546.0179, 5414.425, 3096.373, 2843.924, 2215.738, 2260.534
243.7, 630.5663, 534.8813, 2826.232, 546.2236, 580.6456, 3130.597, 751.3669, 1340.058, 832.3107, 256.949, 1573.591, 313.441, 405.151, 1323, 1592.057, 2150.73, 821.3978, 1088.027, 3856.049, 1475.891, 6.702633, 2969.871, 5894.002, 2399.166, 547.674, 2153.715, 4574.682, 1415.555, 5.188136, 1260.915, 521.1439, 5385.158, 3059.117, 2719.221, 2237.119, 2276.185
243.8, 603.0082, 512.1404, 2707.031, 576.5672, 556.4673, 3066.369, 717.6227, 1283.73, 797.5303, 244.8783, 1505.6, 299.4637, 387.2611, 1268.33, 1545.55, 2179.575, 832.638, 1083.616, 3742.973, 1406.09, 6.38517, 2847.057, 5999.02, 2500.713, 574.3342, 2055.302, 4632.111, 1418.553, 4.946771, 1208.316, 497.403, 5598.913, 3054.547, 2830.772, 2134.544, 2178.947
