 , C001, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C024, C025, C026, C027, C028, C029, C030, C031, C032, C034, C036, C037, C038, C039, C041, C045, C046, C048, C049, C053, C055, C057, C061, C064, C068, C072, C073, C074, C075, C079, C084, C085, C086, C087, C095, C105, C106, C107, C108, C114, C116, C122, C126, C140
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
34.8, 704.5579, 403.9991, 335.4991, 505.579, 1335.401, 177.7129, 546.3243, 105.3317, 215.3178, 987.951, 170.3902, 914.4025, 1232.822, 450.3532, 648.3755, 758.6979, 2.623837, 1694.962, 17.45798, 765.3646, 545.2485, 490.4621, 1589.519, 1322.909, 1050.944, 1193.361, 284.41, 474.368, 1071.745, 398.0132, 296.7606, 1005.401, 733.1816, 1039.479, 1653.567, 810.2823, 526.6196, 1493.679, 559.41, 152.1094, 3873.488, 324.5144, 762.2858, 929.8845, 1221.301, 1130.221, 589.2961, 1026.967, 1049.057, 887.5483, 894.2796, 1802.065, 971.5203, 1346.649, 367.4284, 2500.747, 2259.448, 1.266603, 75.62598, 1487.187, 1468.922, 1204.593, 1174.043
34.9, 667.4711, 385.9118, 342.1364, 549.809, 1270.991, 288.1916, 521.8844, 100.1925, 203.2365, 1039.55, 161.1216, 856.0609, 1294.202, 430.7133, 618.0209, 750.0762, 2.497806, 1613.965, 16.50721, 725.7654, 516.32, 467.5634, 1536.107, 1265.72, 997.6985, 1140.094, 270.7718, 449.821, 1169.421, 381.2215, 283.7794, 1123.118, 743.0803, 986.1459, 1580.929, 843.8361, 598.4551, 1429.085, 529.4095, 145.1739, 3864.519, 304.1219, 727.6307, 886.1296, 1168.945, 1104.155, 560.9346, 979.7145, 1000.225, 1011.256, 1016.954, 1727.176, 928.8794, 1286.679, 347.8658, 2391.237, 2213.996, 1.200547, 71.964, 1421.5, 1398.417, 1128.805, 1365.932
35, 632.3365, 368.6343, 327.436, 570.889, 1325.228, 273.047, 498.5378, 95.30405, 191.8331, 1122.752, 152.3571, 885.566, 1231.822, 411.9299, 589.0873, 753.7151, 2.377828, 1536.838, 15.60823, 761.8595, 532.3178, 445.7338, 1478.181, 1273.4, 947.1505, 1089.206, 257.7875, 426.5443, 1108.412, 365.1382, 271.366, 1070.268, 709.2713, 935.5487, 1599.774, 791.9133, 570.3002, 1367.284, 501.0179, 138.5546, 3868.189, 285.011, 694.5511, 844.4335, 1118.833, 1113.851, 533.938, 934.6362, 953.6667, 969.3182, 1111.655, 1655.398, 888.11, 1229.38, 329.3447, 2414.433, 2187.983, 1.137936, 68.47934, 1358.713, 1331.297, 1057.785, 1356.107
35.1, 599.0514, 352.1303, 313.3672, 574.0953, 1278.893, 258.6983, 495.4994, 90.6541, 181.0695, 1176.736, 144.0695, 850.3926, 1163.88, 393.9656, 698.4101, 843.5571, 2.263613, 1463.397, 14.7582, 778.4792, 504.0753, 424.9234, 1382.688, 1224.438, 899.1633, 1040.588, 245.4258, 404.472, 1114.063, 477.7624, 259.4957, 1019.904, 677.0005, 887.5476, 1529.499, 748.8506, 543.4698, 1414.161, 474.1489, 132.2371, 3968.065, 267.101, 738.1356, 804.6993, 1070.869, 1061.812, 508.2408, 891.6319, 909.2753, 976.7959, 1090.386, 1586.604, 849.13, 1317.771, 311.8097, 2412.488, 2233.279, 1.07859, 65.16341, 1298.7, 1267.398, 991.2326, 1299.492
35.2, 567.5183, 336.3653, 341.9508, 544.6831, 1217.209, 245.1036, 473.3332, 86.23102, 170.9098, 1189.386, 136.2326, 846.8461, 1099.685, 376.7848, 665.713, 805.6342, 2.154884, 1461.729, 13.95447, 814.4345, 477.3312, 405.0846, 1293.364, 1213.201, 853.6075, 994.1411, 233.657, 383.5419, 1055.942, 457.6061, 248.1446, 971.9108, 646.1981, 876.6423, 1572.425, 731.8643, 517.9016, 1353.005, 448.7209, 126.2077, 3918.928, 279.8268, 715.6877, 766.8349, 1024.961, 1012.205, 483.7803, 899.3217, 866.9501, 927.1526, 1036.037, 1663.619, 811.8609, 1259.087, 295.2083, 2306.842, 2161.23, 1.022339, 176.6714, 1437.251, 1206.567, 928.8679, 1399.641
35.3, 537.6451, 321.306, 327.2584, 516.7778, 1175.356, 232.2233, 476.0674, 82.02375, 161.3202, 1176.945, 128.8221, 792.8148, 1063.472, 360.3532, 634.5467, 769.4161, 2.051378, 1495.918, 13.19451, 772.2965, 452.0061, 412.7871, 1209.81, 1189.374, 810.3597, 949.767, 397.2477, 363.6948, 1000.853, 438.3002, 237.29, 926.1758, 616.7971, 892.8312, 1522.61, 818.6561, 493.5363, 1483.734, 424.6565, 120.4532, 3900.13, 262.2426, 683.151, 730.7521, 981.0217, 1017.637, 460.497, 943.6398, 826.5952, 880.0324, 1013.815, 1688.848, 776.2275, 1203.017, 279.4908, 2205.823, 2144.356, 0.9690217, 192.8404, 1373.769, 1148.655, 870.4269, 1367.911
35.4, 593.8793, 306.921, 313.1972, 490.3021, 1118.666, 220.0199, 454.7705, 78.02175, 152.2686, 1157.637, 121.8146, 742.2309, 1057.175, 344.6382, 604.8395, 734.8262, 1.952843, 1424.432, 12.47594, 732.3387, 428.0246, 393.5149, 1131.654, 1222.852, 882.0394, 907.3736, 378.1986, 344.8748, 988.7366, 419.8088, 226.9102, 905.8528, 588.7338, 847.0219, 1532.451, 768.2827, 470.3174, 1465.68, 401.8827, 114.9611, 3815.616, 245.7633, 652.0935, 696.3672, 978.7604, 1061.454, 545.5074, 900.2213, 788.1187, 976.7779, 1018.929, 1618.663, 742.1581, 1194.997, 449.1409, 2260.052, 2098.984, 0.918485, 183.5026, 1313.091, 1250.484, 815.6628, 1348.226
35.5, 675.5277, 350.4751, 299.7402, 465.1828, 1103.315, 208.4578, 489.2606, 74.21502, 143.725, 1199.892, 115.1884, 798.6822, 1071.089, 329.6086, 620.4802, 771.2794, 1.859041, 1398.123, 11.7965, 694.4482, 442.3361, 375.1425, 1256.238, 1169.989, 867.8668, 866.8724, 360.0629, 327.0287, 937.1539, 402.0976, 216.9845, 873.7955, 561.9473, 803.5629, 1545.032, 721.0088, 448.1908, 1402.296, 380.3302, 109.7194, 3763.776, 230.3196, 622.4481, 663.6002, 936.8015, 1170.635, 519.2534, 858.8005, 751.4332, 927.1356, 1063.122, 1551.395, 709.5841, 1178.375, 550.8666, 2279.051, 2011.535, 0.870584, 174.617, 1309.55, 1445.243, 764.3442, 1291.94
35.6, 639.9691, 365.2218, 286.8615, 441.3504, 1097.222, 197.5033, 467.3735, 70.59402, 135.6607, 1194.503, 108.9225, 782.6968, 1012.012, 315.2343, 591.4315, 736.6058, 1.769745, 1440.817, 11.15406, 658.5182, 418.8676, 357.6279, 1359.517, 1157.334, 843.5772, 828.1791, 342.7969, 310.106, 983.9139, 385.1335, 249.5694, 976.2048, 660.9166, 870.8948, 1545.384, 676.6438, 542.4183, 1341.654, 359.9335, 104.7167, 3724.627, 215.8463, 594.1503, 632.3751, 942.0303, 1115.943, 494.2629, 819.2856, 716.4553, 1055.375, 1010.131, 1568.393, 678.4398, 1125.899, 817.8635, 2283.411, 1994.135, 0.825181, 166.1617, 1437.854, 1375.876, 886.2088, 1340.509
35.7, 606.2822, 348.8707, 274.536, 435.8571, 1085.721, 187.1244, 526.982, 67.14969, 128.0489, 1144.428, 102.9975, 732.7585, 996.788, 301.487, 563.7428, 913.2978, 1.684739, 1400.012, 10.54661, 624.4471, 618.39, 357.5677, 1271.689, 1196.417, 928.8179, 791.2128, 326.3588, 294.0591, 961.0428, 368.8852, 238.6525, 930.2676, 630.8459, 826.211, 1477.498, 647.3544, 645.1342, 1283.634, 340.6307, 99.94209, 3772.23, 202.2826, 567.139, 695.7888, 901.6459, 1063.806, 470.4751, 1009.185, 683.1057, 1001.738, 959.7822, 1585.401, 648.6624, 1133.867, 774.3187, 2183.418, 2070.328, 0.782146, 158.1157, 1509.524, 1309.837, 830.4518, 1284.545
35.8, 574.3685, 333.2515, 262.7402, 413.5272, 1033.354, 177.291, 538.404, 63.87341, 120.8642, 1189.992, 219.8005, 803.27, 966.4384, 288.3391, 537.3503, 936.8752, 1.603815, 1396.6, 9.972239, 592.1389, 585.5809, 370.7727, 1189.536, 1144.696, 881.7596, 755.8965, 310.709, 278.8425, 1005.143, 353.3223, 228.2131, 886.4922, 652.5634, 913.4986, 1412.595, 617.4199, 614.7831, 1252.919, 322.3631, 95.38518, 3694.949, 189.5712, 541.3557, 824.4073, 949.7266, 1014.105, 447.8322, 962.7511, 651.3083, 993.6501, 1071.288, 1603.688, 620.192, 1083.373, 733.0924, 2204.917, 2032.823, 0.7413553, 150.4594, 1442.85, 1332.186, 778.2028, 1230.918
35.9, 544.1346, 318.3317, 251.4511, 392.3412, 1116.747, 167.9743, 644.6231, 60.75698, 114.0826, 1168.83, 218.1327, 752.019, 1052.236, 275.7647, 512.1935, 1045.034, 1.526778, 1366.072, 9.429151, 561.5023, 554.5125, 353.4621, 1112.69, 1095.211, 837.0854, 722.1567, 295.8096, 264.4133, 1178.33, 338.416, 218.2304, 844.7767, 622.8728, 866.6288, 1416.957, 770.5984, 585.86, 1311.944, 305.0752, 91.03605, 3645.193, 177.6586, 597.5634, 785.6156, 978.9823, 966.7258, 426.279, 918.4532, 620.9911, 943.1503, 1017.891, 1577.186, 592.9712, 1035.128, 694.061, 2206.295, 2007.416, 0.7026919, 143.1738, 1379.121, 1268.245, 729.2411, 1179.529
36, 596.8163, 304.0798, 240.6472, 372.2407, 1149.215, 159.1472, 615.7858, 57.79261, 107.6815, 1166.687, 206.2671, 704.038, 994.1985, 263.7386, 488.2144, 998.0531, 1.453442, 1300.792, 8.915639, 622.6134, 525.0924, 336.9597, 1100.377, 1055.636, 822.3347, 796.3398, 281.6247, 250.7307, 1116.856, 324.1386, 208.6844, 805.0242, 632.9619, 822.1639, 1437.167, 723.1821, 558.2975, 1255.209, 288.7144, 86.88522, 3627.673, 239.9288, 570.3969, 748.6491, 958.7268, 921.5604, 405.7632, 876.1936, 592.0851, 981.8447, 967.1545, 1511.642, 566.9451, 1038.546, 657.1078, 2158.29, 1923.782, 0.6660449, 136.241, 1398.44, 1294.109, 813.7076, 1206.221
36.1, 565.4009, 290.4659, 230.3074, 353.17, 1093.786, 150.7839, 645.0114, 54.97287, 101.6396, 1117.778, 210.6557, 751.9849, 939.3625, 252.237, 465.3579, 953.1846, 1.383628, 1269.881, 8.430093, 590.4, 497.2332, 321.2277, 1097.125, 1111.748, 780.6714, 760.7947, 268.12, 237.7562, 1058.59, 310.4636, 199.5559, 767.1423, 767.2336, 840.3507, 1472.112, 794.9133, 646.5235, 1275.072, 273.231, 82.92365, 3736.585, 224.8517, 581.2679, 713.4221, 1028.776, 1037.482, 497.3733, 835.8784, 564.5246, 1005.941, 918.9473, 1448.822, 542.0613, 1040.993, 622.122, 2063.776, 1874.476, 0.6313092, 210.3116, 1336.672, 1387.865, 855.6442, 1317.647
36.2, 605.2382, 306.3957, 238.8389, 335.0763, 1101.6, 142.8602, 616.1567, 52.29071, 95.93665, 1070.92, 199.1969, 704.006, 940.5251, 241.2369, 443.5715, 910.3333, 1.317168, 1209.197, 7.97099, 559.8533, 470.8522, 449.4113, 1026.249, 1158.334, 817.5435, 726.8362, 255.2628, 225.4531, 1003.363, 297.3654, 190.8267, 731.043, 732.3257, 833.6556, 1461.62, 746.0009, 651.8487, 1242.643, 258.5779, 79.1427, 3711.241, 210.722, 554.8423, 679.8526, 984.6727, 1060.483, 473.4358, 797.4182, 538.247, 954.8168, 873.143, 1388.612, 518.2698, 1103.815, 588.999, 2107.905, 2022.105, 0.598385, 200.1278, 1451.428, 1321.251, 801.8102, 1351.216
36.3, 573.3794, 292.6782, 228.5769, 380.2739, 1048.467, 135.3528, 588.5929, 49.73941, 90.55373, 1106.031, 228.8575, 659.0884, 970.6666, 230.7166, 422.8051, 869.4084, 1.2539, 1206.965, 7.536889, 571.1687, 445.8708, 428.4292, 1056.235, 1159.634, 905.8021, 798.4796, 243.0223, 213.7867, 951.0171, 284.8199, 182.4794, 923.4546, 699.006, 790.8824, 1397.414, 729.9389, 763.6092, 1188.905, 244.7107, 75.53415, 3774.111, 197.4803, 651.2507, 647.8627, 942.4603, 1010.937, 594.3907, 760.7276, 705.729, 906.2905, 829.6218, 1426.302, 628.0405, 1054.66, 557.6394, 2129.31, 2114.538, 0.5671778, 190.4372, 1446.511, 1257.834, 751.3633, 1412.6
36.4, 543.1976, 293.7917, 218.7557, 364.4432, 997.897, 128.24, 562.2621, 47.31259, 85.47283, 1082.299, 236.436, 617.0366, 917.1285, 220.655, 403.0108, 830.3233, 1.193671, 1163.58, 7.12643, 562.3237, 422.2148, 618.4158, 988.0004, 1109.503, 917.0071, 793.58, 231.3687, 202.7239, 1058.293, 272.8037, 174.4972, 956.1403, 780.7728, 750.3039, 1460.289, 685.0244, 888.6149, 1168.455, 231.5872, 72.09013, 3714.206, 185.0707, 621.6435, 617.3781, 902.0575, 963.7065, 565.7841, 725.7252, 757.1838, 860.2305, 788.2698, 1451.285, 600.4752, 1007.693, 527.9495, 2185.843, 2026.441, 0.5375983, 181.2158, 1382.62, 1197.462, 704.0903, 1398.169
36.5, 628.3578, 306.6097, 209.3565, 357.6204, 949.7659, 121.501, 537.1092, 45.00417, 80.67702, 1159.165, 286.6766, 670.3271, 884.8749, 211.0323, 384.1432, 792.9953, 1.136335, 1159.419, 6.738324, 533.2296, 399.8139, 855.5097, 924.1737, 1061.54, 870.5472, 810.6481, 220.2739, 192.2336, 1003.082, 261.2944, 166.8642, 911.1473, 765.4504, 711.8073, 1456.507, 741.4115, 846.809, 1129.551, 219.1674, 68.80315, 3783.473, 173.4409, 593.3823, 588.3278, 894.1525, 1027.992, 538.5541, 692.3333, 782.7646, 816.5114, 748.9791, 1487.33, 610.2725, 1121.285, 499.8404, 2321.416, 2085.998, 0.5095612, 172.4409, 1321.551, 1214.771, 659.7915, 1544.285
36.6, 645.8588, 292.8826, 228.5735, 354.738, 927.8627, 115.116, 513.0815, 42.80839, 76.15029, 1154.281, 290.7865, 627.5582, 871.9481, 201.8292, 366.159, 757.3454, 1.081753, 1198.218, 6.371354, 505.6409, 378.6015, 893.3387, 864.4704, 1015.65, 896.4615, 774.4643, 209.7111, 182.2862, 950.7509, 250.2707, 159.565, 868.2715, 861.511, 675.2859, 1392.526, 695.7911, 806.9699, 1108.08, 207.4137, 65.66604, 3765.467, 224.0108, 566.4059, 560.6445, 1057.546, 979.9641, 512.6347, 660.4778, 763.6175, 775.0142, 711.6467, 1524.873, 583.487, 1071.352, 473.2278, 2366.521, 1999.09, 0.4829865, 164.0909, 1263.18, 1156.465, 702.2016, 1479.814
36.7, 611.8619, 294.9048, 218.7525, 336.5639, 883.1095, 109.0667, 490.1288, 40.71974, 71.87756, 1244.712, 301.213, 587.5181, 823.8549, 193.0274, 349.0168, 723.2982, 1.029793, 1140.959, 6.02437, 704.7296, 358.5145, 940.4702, 808.624, 1059.528, 851.0425, 739.8956, 199.6549, 172.8535, 901.15, 239.7121, 152.5852, 943.0546, 902.7599, 640.6384, 1454.161, 652.9778, 859.8189, 1089.116, 196.2904, 62.67197, 3748.45, 209.934, 572.1003, 534.2639, 1012.21, 934.1802, 487.9627, 630.0881, 762.6116, 735.626, 676.1752, 1598.795, 557.8772, 1023.642, 448.0322, 2627.604, 2094.543, 0.4577976, 224.2461, 1325.187, 1100.958, 800.7873, 1511.587
36.8, 579.6545, 281.7018, 209.3535, 319.321, 840.5149, 103.3352, 468.2028, 38.73299, 67.84457, 1399.826, 284.8282, 722.92, 808.7762, 184.6095, 448.9783, 690.7816, 0.9803284, 1249.626, 5.696282, 668.2676, 339.4933, 1065.46, 756.3854, 1013.725, 807.9247, 706.8699, 190.0809, 163.9089, 854.1367, 229.5989, 145.9107, 898.6774, 861.6857, 709.7554, 1450.931, 612.7988, 895.5934, 1215.371, 185.7636, 59.81441, 3698.333, 196.7418, 546.0914, 509.1245, 968.817, 976.6484, 464.4781, 601.0966, 792.0641, 741.3433, 642.4717, 1532.353, 533.3914, 978.0561, 424.178, 2672.302, 2007.279, 0.4339224, 213.3876, 1266.655, 1048.115, 861.6146, 1448.481
36.9, 707.022, 269.0898, 200.3583, 302.9615, 877.4437, 97.90487, 478.0306, 36.84319, 64.03787, 1467.614, 269.3345, 676.7955, 800.8267, 176.5587, 510.2621, 773.2612, 0.9332399, 1189.91, 5.386063, 633.6921, 321.4812, 1116.847, 707.5215, 969.9018, 827.3804, 675.3184, 180.9659, 222.13, 957.7366, 219.9124, 139.5281, 880.9534, 871.8727, 694.8306, 1484.647, 575.0922, 853.4592, 1162.812, 175.8013, 57.08714, 3612.273, 184.3786, 521.265, 485.1681, 976.2278, 949.4868, 442.1238, 573.4391, 755.195, 798.8049, 610.4481, 1468.672, 663.2695, 934.5007, 401.5939, 2714.01, 2039.431, 0.4112924, 276.3037, 1210.708, 997.8085, 836.8929, 1388.01
37, 669.8055, 257.0425, 271.5211, 287.4401, 836.7432, 92.75993, 488.1622, 35.04558, 60.44476, 1556.95, 254.6837, 633.614, 938.5765, 168.8589, 486.3734, 768.2615, 0.8884133, 1133.048, 5.092737, 600.9056, 304.4248, 1064.703, 762.9624, 1068.596, 842.909, 686.1024, 172.2881, 210.6355, 907.7712, 210.6345, 133.4247, 839.4985, 832.2039, 659.1802, 1434.718, 539.7057, 934.6896, 1112.526, 166.3733, 54.48423, 3662.36, 172.7923, 497.5672, 462.3389, 982.6362, 959.5906, 420.8454, 547.0542, 720.0421, 758.2076, 580.0208, 1407.637, 634.158, 892.885, 380.2122, 2838.937, 2063.181, 0.3898426, 262.9245, 1291.213, 1052.788, 864.0443, 1330.063
37.1, 634.548, 245.5346, 259.8548, 272.7139, 796.3849, 87.88537, 466.3242, 33.33568, 57.05325, 1629.158, 240.8298, 593.1875, 931.7698, 161.495, 463.6031, 733.7235, 0.8457398, 1146.357, 4.815386, 569.8154, 288.2733, 1094.459, 713.6736, 1052.641, 800.2032, 765.4185, 164.0264, 228.0236, 911.8575, 201.7481, 127.5883, 799.9944, 794.3399, 625.359, 1371.694, 506.4966, 890.7161, 1064.415, 157.4509, 51.99999, 3577.281, 161.934, 474.9467, 569.6478, 1052.784, 914.7586, 400.591, 521.8833, 714.3466, 751.3722, 551.11, 1565.261, 606.3242, 1037.932, 359.9689, 2714.617, 1977.224, 0.3695114, 250.1931, 1234.182, 1094.669, 951.5026, 1443.17
37.2, 601.1465, 248.5945, 248.6898, 296.4642, 815.6217, 83.26697, 526.1093, 31.70921, 53.85204, 1560.862, 313.5331, 555.3404, 880.3771, 154.4522, 441.8988, 781.3425, 0.8051161, 1091.576, 4.55314, 540.3337, 272.9788, 1085.118, 836.5124, 1007.135, 759.6612, 731.2536, 156.1609, 216.2241, 864.2856, 193.2365, 178.7965, 877.0043, 758.1987, 593.2731, 1466.253, 549.5961, 848.8114, 1018.384, 149.007, 49.62903, 3585.482, 165.0182, 546.6343, 778.4027, 1049.296, 872.0211, 381.3115, 497.8705, 864.1338, 713.1855, 656.617, 1500.213, 579.7121, 1030.725, 340.8034, 2847.544, 2034.475, 0.3502405, 238.0782, 1351.824, 1042.128, 891.6376, 1485.432
37.3, 677.1054, 250.2995, 238.0045, 281.2757, 776.2822, 78.89127, 502.5737, 30.1621, 50.83045, 1580.983, 296.4781, 576.5953, 922.6892, 147.7166, 464.585, 746.2164, 0.7664437, 1039.412, 4.305176, 512.3774, 258.4957, 1034.456, 782.4722, 1057.905, 721.1732, 698.6136, 148.6725, 205.0352, 859.6448, 185.0841, 170.9754, 858.6453, 793.9562, 606.2292, 1611.614, 515.7784, 808.8781, 1058.496, 141.0159, 47.36617, 3653.833, 154.6485, 556.6266, 741.7756, 1100.766, 956.5889, 486.0424, 474.9626, 841.2617, 676.9396, 720.4514, 1437.867, 554.268, 984.8238, 322.6584, 2736.721, 2094.86, 0.3319747, 226.5499, 1324.698, 1053.498, 835.539, 1435.766
37.4, 641.4637, 239.0935, 227.7783, 266.8653, 789.6339, 74.74551, 480.091, 28.69047, 47.97839, 1514.707, 280.3507, 697.5909, 871.7974, 226.1185, 442.8347, 794.5129, 0.7296288, 989.7418, 4.070716, 485.8675, 244.781, 986.1592, 731.923, 1081.895, 684.6351, 667.4306, 141.5433, 203.8529, 814.7969, 177.2756, 163.4964, 818.2401, 837.1207, 603.2373, 1856.927, 484.0417, 770.8235, 1123.583, 133.4534, 45.20649, 3726.722, 155.8188, 531.3212, 706.872, 1104.03, 911.8971, 462.6503, 453.1088, 895.2373, 682.7372, 684.541, 1378.113, 529.9407, 940.967, 305.4793, 2855.05, 2248.901, 0.3146614, 299.3022, 1311.854, 1002.933, 782.97, 1458.916
37.5, 607.6981, 307.1371, 217.9914, 253.1931, 780.4201, 70.8176, 458.6141, 27.29064, 45.28637, 1567.156, 370.3983, 726.2168, 823.7125, 216.2575, 422.1028, 758.7949, 0.6945823, 1102.73, 3.849025, 460.7292, 231.794, 1026.936, 777.752, 1035.125, 649.9483, 637.6395, 134.7559, 223.2113, 772.2887, 169.7966, 156.3446, 779.7363, 799.033, 572.2864, 2147.378, 555.5529, 734.5593, 1074.994, 126.2965, 43.14528, 3724.172, 165.9876, 507.1663, 673.6107, 1100.042, 882.1394, 572.7531, 432.2604, 853.5656, 700.7277, 650.4205, 1473.224, 506.6811, 1056.378, 289.215, 2856.951, 2155.207, 0.2982511, 284.8094, 1290.989, 954.7952, 733.7084, 1422.583
37.6, 575.7099, 323.7268, 208.6251, 284.4026, 742.7784, 67.09612, 596.5378, 25.95911, 42.74538, 1501.458, 509.5831, 679.882, 778.2798, 275.8781, 480.1225, 724.6825, 0.6612192, 1050.034, 3.639406, 436.8916, 219.496, 978.9901, 791.7327, 991.1354, 617.0189, 609.178, 128.2939, 295.6598, 899.5564, 162.633, 149.5056, 743.0444, 762.6783, 542.9236, 2320.616, 681.3331, 700.0011, 1089.407, 119.5233, 41.17805, 3568.805, 218.3607, 507.1383, 641.9146, 1052.884, 896.4182, 554.9819, 412.3714, 994.5682, 793.8307, 618.0007, 1412.001, 484.4424, 1009.335, 273.8166, 2746.176, 2065.415, 0.2826967, 271.0182, 1352.05, 908.9676, 687.5461, 1363.193
37.7, 790.6224, 309.2334, 199.6612, 383.4393, 741.7052, 63.57019, 614.2921, 24.69255, 40.34698, 1580.677, 481.8636, 767.7081, 794.7355, 263.8471, 457.6448, 692.1037, 0.6294586, 999.8557, 3.441204, 414.2873, 207.8505, 1041.945, 740.5853, 960.0092, 668.062, 581.987, 122.1419, 280.3604, 920.2168, 155.7717, 142.9658, 708.079, 727.9776, 515.0673, 2318.991, 639.4094, 667.0688, 1076.194, 113.1134, 39.30051, 3554.577, 204.6389, 484.0827, 611.7098, 1109.824, 903.8145, 616.1852, 393.3974, 993.4175, 753.4862, 587.1969, 1447.457, 463.1797, 964.3864, 259.238, 2769.871, 1979.365, 0.2679534, 257.8949, 1292.332, 952.9641, 644.2883, 1412.29
37.8, 832.3365, 295.3888, 191.0825, 363.7948, 712.3314, 60.22956, 586.8116, 23.48778, 38.08314, 1558.925, 455.652, 718.7261, 750.9011, 252.3407, 436.2195, 660.9895, 0.5992236, 952.0754, 3.253796, 392.8524, 196.8228, 1112.818, 765.8754, 966.1109, 634.2148, 556.0096, 116.2848, 265.8526, 935.4959, 149.1999, 136.7121, 713.0161, 694.8558, 559.4904, 2525.018, 679.6562, 635.6858, 1029.654, 107.0473, 37.50859, 3618.299, 191.7795, 462.0753, 582.9263, 1097.495, 861.5883, 596.5646, 375.2965, 1052.256, 715.1921, 680.4889, 1387.304, 442.8503, 1133.362, 245.4357, 2797.354, 2084.702, 0.253979, 266.2966, 1280.219, 1039.981, 603.752, 1519.575
37.9, 923.827, 300.6219, 182.8723, 345.1568, 677.9738, 57.06448, 560.5605, 22.34179, 110.0296, 1493.573, 488.5867, 758.5086, 781.0994, 241.3361, 415.7972, 677.9638, 0.5704409, 968.1102, 3.076594, 372.5267, 186.3803, 1080.559, 797.0001, 924.3461, 666.9697, 531.1918, 110.7086, 252.0956, 951.5146, 142.9053, 130.7319, 726.2713, 663.2409, 530.7841, 2703.772, 637.8358, 730.6974, 1102.05, 101.3065, 35.79837, 3617, 179.7281, 441.0684, 555.4971, 1364.479, 821.335, 723.6038, 358.0285, 1120.657, 678.8442, 677.8038, 1369.661, 423.4132, 1184.812, 232.3682, 2783.984, 2037.327, 0.2407334, 368.9585, 1223.673, 990.0643, 774.4648, 1522.777
38, 921.9612, 297.3936, 175.015, 366.3856, 731.712, 54.06572, 545.9061, 21.25172, 131.3813, 1574.109, 462.0094, 756.9924, 821.7417, 230.8115, 396.3311, 647.4853, 0.5430407, 921.8469, 2.909043, 353.2525, 176.4917, 1131.296, 745.5124, 946.3779, 633.1779, 507.4818, 105.3998, 239.0505, 941.9619, 136.8763, 125.0133, 692.0953, 697.3647, 503.5507, 3012.381, 598.5886, 883.6025, 1054.392, 95.87353, 34.16613, 3720.192, 168.434, 421.0165, 603.9036, 1406.087, 942.4194, 688.7783, 341.555, 1126.459, 644.3436, 718.1198, 1428.303, 713.4011, 1171.291, 219.9964, 2788.999, 2135.036, 0.2281786, 351.0927, 1169.625, 1035.96, 725.7383, 1459.204
38.1, 873.4307, 284.0791, 167.4952, 347.6148, 696.4197, 51.22455, 521.4849, 20.21484, 184.3212, 1508.12, 436.8777, 757.1327, 792.5995, 220.7458, 377.7763, 752.4982, 0.5169566, 877.7944, 2.750616, 334.9756, 167.1278, 1078.478, 766.6729, 973.1531, 601.0981, 850.9598, 100.3456, 256.68, 1024.156, 131.1016, 119.5448, 659.5275, 665.6357, 495.7559, 3011.822, 702.976, 1075.007, 1008.794, 90.73195, 32.60831, 3771.665, 253.7444, 401.8763, 575.4874, 1674.902, 1004.574, 687.9402, 325.8394, 1102.677, 611.5964, 814.1487, 1419.484, 682.0892, 1171.525, 208.2833, 2740.965, 2201.704, 0.2162786, 334.0919, 1117.963, 1101.906, 680.0775, 1435.861
38.2, 827.4548, 337.4876, 160.2985, 329.8057, 662.8296, 48.53268, 498.1561, 19.22854, 173.9791, 1587.269, 540.4525, 708.8254, 748.8829, 211.1191, 360.0901, 718.6689, 0.4921255, 893.0536, 2.600817, 317.6443, 158.2608, 1028.126, 717.1443, 933.4144, 624.9877, 812.9767, 95.53377, 243.3976, 970.7252, 125.5706, 114.3156, 628.4922, 635.3503, 508.2464, 2959.469, 659.7206, 1024.432, 1096.219, 85.8661, 31.12152, 3811.81, 237.7991, 383.6061, 660.4086, 1647.847, 976.382, 691.1129, 310.847, 1164.266, 580.5135, 773.5681, 1431.725, 652.1517, 1119.354, 197.1939, 2772.908, 2250.167, 0.2049991, 317.9145, 1126.234, 1063.568, 688.2173, 1375.916
