 , C001, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C024, C025, C026, C027, C028, C029, C030, C031, C032, C034, C036, C037, C038, C039, C041, C045, C046, C048, C049, C053, C055, C057, C061, C064, C068, C072, C073, C074, C075, C079, C084, C085, C086, C087, C095, C105, C106, C107, C108, C114, C116, C122, C126, C140
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
3.9, 318.0636, 296.3711, 693.7328, 239.9865, 41.72221, 266.2283, 223.8434, 447.8558, 403.7588, 1173.057, 0, 3.814697e-06, 814.7892, 0, 281.3779, 1144.218, 241.8324, 1410.278, 0, 671.8442, 323.8917, 460.7501, 1108.208, 1659.226, 1999.791, 2.861023e-06, 472.7546, 275.9214, 610.5825, 0, 35.61537, 657.6628, 420.153, 420.9724, 1059.071, 369.6222, 0, 0, 409.0955, 0, 3497.908, 247.124, 1291.972, 1369.49, 1206.852, 1.907349e-06, 1491.328, 335.2742, 1198.901, 785.1116, 336.1729, 1232.044, 0, 1475.515, 551.5708, 2292.206, 392.2365, 324.7206, 0, 992.3623, 755.3538, 641.8902, 2095.919
4, 512.1041, 324.7467, 783.7285, 227.6914, 39.70985, 252.2379, 345.3561, 426.0046, 521.0229, 1160.976, 0, 354.3709, 908.8732, 0, 268.2048, 1475.636, 230.2164, 1509.377, 122.7461, 702.837, 306.7074, 502.2109, 1127.231, 1869.065, 2069.554, 2.861023e-06, 551.2198, 261.6433, 604.8307, 0, 34.05745, 626.7153, 474.0974, 614.877, 1088.271, 346.8787, 0, 0, 413.6509, 0, 3548.425, 282.1694, 1294.956, 1521.865, 1493.344, 1.430511e-06, 1479.783, 426.1568, 1174.526, 955.7769, 430.2684, 1180.843, 0, 1502.536, 522.204, 2469.766, 522.0018, 307.7857, 0, 1073.85, 803.0034, 785.8865, 2024.636
4.1, 626.8394, 310.2076, 874.5227, 216.0263, 37.79454, 238.9827, 570.5249, 405.2195, 786.3519, 1160.304, 0, 745.4455, 858.7434, 0, 475.1305, 1694.295, 276.5642, 1921.939, 165.919, 857.3686, 362.7429, 629.5662, 1735.524, 2079.396, 2325.589, 2.861023e-06, 701.8232, 444.9703, 846.1921, 0, 247.13, 930.822, 696.1456, 658.8611, 1227.688, 325.5346, 0, 0, 558.9469, 0, 3683.519, 264.4379, 1344.099, 1703.301, 1429.325, 1.907349e-06, 1506.511, 406.5486, 1267.052, 907.2018, 408.822, 1131.77, 0, 1502.658, 494.4008, 2546.342, 728.4001, 471.6622, 0, 1263.514, 1081.016, 1057.153, 2154.47
4.2, 625.936, 296.3194, 945.147, 271.5769, 35.9716, 226.4241, 911.1676, 483.175, 742.2303, 1128.569, 0, 1040.927, 811.3786, 0, 575.8881, 1723.76, 331.5108, 2393.566, 353.3737, 1041.129, 369.001, 600.1731, 1841.455, 2479.667, 2471.519, 2.861023e-06, 668.1688, 589.1941, 1100.915, 53.21858, 236.3198, 887.0204, 1007.542, 625.0563, 1173.759, 305.5038, 0, 0, 759.0201, 0, 3869.784, 247.8207, 1556.376, 1883.192, 1522.012, 1.430511e-06, 1803.975, 387.8425, 1373.241, 861.0955, 546.671, 1084.736, 481.5174, 1458.968, 468.0779, 2749.869, 908.8279, 572.8631, 0, 1378.779, 1102.144, 990.6404, 2081.077
4.3, 857.9061, 283.053, 909.5181, 398.8289, 34.2366, 214.5255, 1169.924, 459.6005, 723.1237, 1219.583, 0, 1089.282, 937.5959, 0, 724.3459, 1907.017, 522.4709, 2520.566, 334.129, 1041.741, 587.8265, 572.1522, 1932.717, 2381.535, 2495.222, 1.907349e-06, 636.1282, 642.372, 1102.099, 50.97335, 225.9825, 1001.892, 1521.001, 592.9859, 1122.198, 286.7056, 0, 0, 1159.4, 0, 3811.17, 232.2477, 1651.661, 1893.284, 1456.764, 9.536743e-07, 1717.154, 369.9972, 1367.909, 817.3325, 613.0339, 1271.529, 835.7219, 1393.996, 443.1564, 2786.073, 870.9638, 542.9871, 0, 1468.708, 1142.885, 928.313, 2188.196
4.4, 812.7473, 270.3806, 915.0051, 378.396, 32.58528, 203.2521, 1375.811, 437.1763, 956.1052, 1168.457, 0, 1019.783, 885.8819, 0, 807.36, 1821.285, 551.5206, 2639.319, 315.9323, 1124.516, 556.639, 575.4725, 1889.883, 2498.016, 2486.419, 2.861023e-06, 605.6241, 609.1313, 1044.602, 48.82284, 216.0973, 954.7466, 1652.102, 562.561, 1274.159, 333.1574, 0, 0, 1174.5, 0, 3878.546, 217.6533, 1671.531, 1986.689, 1427.977, 9.536743e-07, 1634.511, 352.973, 1355.408, 775.7935, 916.3801, 1363.234, 1140.052, 1596.825, 419.5618, 2696.336, 935.0007, 636.4585, 0, 1495.353, 1203.35, 1025.643, 2351.499
4.5, 769.9656, 258.2755, 875.6906, 359.0099, 31.01361, 192.5711, 1527.839, 415.8462, 902.459, 1119.474, 0, 994.3464, 837.0203, 0, 769.5623, 1864.722, 525.0292, 2691.914, 298.7266, 1066.335, 551.0345, 631.3905, 1934.603, 2461.407, 2360.446, 2.861023e-06, 719.5354, 577.6108, 1082.537, 46.76306, 206.6446, 909.8192, 1666.182, 533.6971, 1218.188, 312.6576, 0, 0, 1111.513, 0, 3935.685, 203.976, 1807.189, 2036.581, 1366.76, 9.536743e-07, 1555.845, 336.7321, 1292.317, 736.3657, 870.7037, 1306.581, 1090.014, 1641.663, 397.2235, 2578.261, 896.0462, 714.2108, 0, 1429.305, 1325.367, 961.1135, 2253.329
4.6, 729.4359, 246.7124, 901.886, 340.617, 29.51775, 182.4514, 1584.562, 395.5567, 851.8228, 1072.544, 0, 930.9041, 790.8536, 0, 804.9423, 1897.142, 499.8103, 2563.274, 282.4579, 1011.164, 680.7689, 601.9122, 1809.624, 2467.24, 2373.122, 2.861023e-06, 685.0317, 547.7213, 1026.061, 44.79018, 197.6053, 867.006, 1696.381, 506.3143, 1228.994, 345.4914, 0, 0, 1051.904, 0, 3934.531, 191.1582, 1725.031, 2059.251, 1341.125, 9.536743e-07, 1480.966, 369.2325, 1232.162, 698.9417, 877.0002, 1252.283, 1042.172, 1622.843, 376.0745, 2585.113, 858.7147, 676.9631, 0, 1366.174, 1570.917, 900.6438, 2214.51
4.7, 892.7633, 235.667, 999.8312, 323.1664, 28.09403, 298.0753, 1522.939, 376.2572, 804.0276, 1048.422, 0, 956.1911, 747.2332, 0, 797.6671, 1811.854, 475.8027, 2788.274, 458.0071, 958.8472, 644.6503, 589.0192, 1750.563, 2613.368, 2295.896, 2.861023e-06, 652.1825, 519.3785, 1122.345, 42.90053, 188.9615, 974.5276, 1619.199, 480.3363, 1175.007, 376.9123, 0, 0, 1015.113, 0, 4015.962, 179.1458, 1646.607, 1962.355, 1310.859, 9.536743e-07, 1665.815, 409.2801, 1174.807, 663.4197, 833.2868, 1238.771, 996.4305, 1696.656, 586.8983, 2603.538, 822.9385, 641.6579, 0, 1305.831, 1675.869, 843.9786, 2346.297
4.8, 845.7697, 225.116, 1008.403, 306.6099, 26.73898, 282.4114, 1521.869, 357.8994, 758.9143, 1084.444, 0, 1053.554, 706.0189, 0, 760.3231, 2093.46, 452.9483, 2655.031, 688.0659, 1089.268, 667.8991, 564.2461, 1682.813, 2654.081, 2308.968, 1.907349e-06, 620.9085, 589.7642, 1063.792, 41.0906, 180.6958, 928.6694, 1651.321, 455.6912, 1123.391, 439.4491, 0, 0, 960.6736, 0, 3866.76, 167.8884, 1571.749, 2048.372, 1254.663, 9.536743e-07, 1585.644, 390.4484, 1306.944, 629.7031, 919.3317, 1234.312, 952.6962, 1621.099, 665.8109, 2578.61, 867.6889, 649.5668, 0, 1248.154, 1616.013, 995.2869, 2248.344
4.9, 801.2498, 215.0375, 965.0751, 290.9016, 25.44929, 267.5706, 1461.433, 340.4372, 716.3322, 1038.982, 0, 986.3338, 667.0777, 0, 752.8065, 2219.854, 431.1917, 2722.046, 650.5938, 1032.91, 632.4633, 688.0496, 1732.45, 2700.787, 2437.885, 1.907349e-06, 677.231, 568.9047, 1134.875, 39.35704, 172.7916, 1013.496, 1641.07, 587.3066, 1099.74, 412.4089, 0, 0, 996.1964, 0, 4042.96, 157.3383, 1566.143, 1977.948, 1200.876, 1.192093e-06, 1534.209, 372.4832, 1246.109, 641.4693, 873.5082, 1216.5, 910.8815, 1645.074, 630.3618, 2553.715, 973.6999, 615.6905, 0, 1193.025, 1884.196, 932.667, 2154.48
5, 759.0734, 205.4101, 943.245, 275.998, 24.22181, 253.5097, 1396.056, 323.8271, 676.1394, 1008.379, 0, 923.4028, 630.2843, 0, 717.5628, 2329.295, 410.4801, 2755.323, 615.1624, 1009.217, 598.9075, 739.8959, 1620.531, 2584.033, 2421.351, 9.536743e-07, 644.7559, 539.4657, 1188.731, 37.69661, 165.2332, 965.8041, 1989.417, 557.173, 1051.431, 387.0327, 0, 0, 1103.708, 0, 3874.294, 147.4512, 1535.868, 1884.878, 1149.395, 9.536743e-07, 1624.777, 355.3446, 1225.17, 623.1569, 829.9688, 1338.541, 870.902, 1721.446, 659.6465, 2622.808, 933.1331, 627.2439, 0, 1140.33, 1793.76, 1045.446, 2252.065
5.1, 814.3036, 196.2138, 1061.649, 261.858, 41.68428, 420.4865, 1420.505, 308.0273, 857.4826, 966.1066, 0, 864.487, 756.244, 0, 683.969, 2258.603, 490.8282, 2691.234, 581.6606, 957.0015, 567.132, 705.3517, 1819.175, 2659.899, 2298.674, 9.536743e-07, 613.838, 636.0081, 1126.715, 36.10623, 158.0054, 920.3564, 2110.751, 528.5856, 1123.239, 417.4817, 0, 0, 1193.934, 0, 4029.875, 138.1854, 1483.675, 1976.658, 1197.769, 1.192093e-06, 1546.58, 438.8963, 1168.141, 703.2847, 788.5995, 1282.914, 832.6773, 1803.199, 806.892, 2529.855, 894.2565, 695.3998, 0, 1089.963, 1905.809, 979.6701, 2158.046
5.2, 969.0821, 187.4292, 1016.034, 248.4425, 39.67374, 464.9786, 1458.255, 397.2603, 809.3699, 945.0515, 0, 809.3301, 714.5326, 0, 651.948, 2279.448, 467.2521, 2662.786, 549.9833, 907.4872, 537.0424, 694.619, 1801.519, 2795.848, 2251.681, 9.536743e-07, 584.4027, 639.6748, 1067.934, 34.58295, 151.0938, 1082.396, 2215.812, 519.2231, 1111.831, 583.4571, 0, 0, 1223.079, 0, 3938.922, 129.5018, 1553.323, 1883.648, 1300.491, 9.536743e-07, 1472.146, 447.5636, 1113.766, 667.5419, 749.2923, 1261.535, 796.1303, 1722.898, 808.9876, 2419.07, 856.9995, 659.1331, 0, 1256.663, 1814.336, 918.0328, 2206.076
5.3, 918.0712, 179.0379, 972.3787, 235.7142, 37.76018, 440.5438, 1401.923, 377.8777, 763.9568, 979.8157, 0, 757.6925, 675.1219, 0, 698.2308, 2176.973, 444.8084, 2685.1, 520.0312, 949.5485, 508.5493, 671.6667, 1722.129, 2674.984, 2216.173, 9.536743e-07, 697.5137, 606.5737, 1012.22, 33.12393, 144.4845, 1031.461, 2201.3, 492.5828, 1155.543, 553.0806, 0, 176.9881, 1181.458, 0, 3989.334, 121.364, 1482.706, 1795.015, 1244.739, 1.192093e-06, 1564.884, 426.9704, 1061.922, 633.6158, 762.7516, 1314.838, 761.1874, 1646.173, 801.172, 2495.203, 821.2947, 624.7578, 0, 1201.158, 1727.253, 860.2735, 2229.954
5.4, 869.7455, 171.0223, 930.599, 223.638, 35.93891, 417.3931, 1339.208, 359.4408, 721.0918, 963.4761, 0, 709.3495, 637.8848, 0, 711.6257, 2190.209, 423.4427, 2762.834, 491.7103, 900.4199, 481.5679, 692.6277, 1610.876, 2612.391, 2178.472, 9.536743e-07, 664.066, 575.1855, 959.4119, 31.72647, 138.1643, 982.9241, 2251.513, 540.1131, 1104.782, 546.8887, 0, 357.9929, 1118.097, 0, 3965.261, 113.7375, 1415.299, 1814.601, 1295.547, 9.536743e-07, 1519.899, 599.7371, 1012.492, 618.148, 808.8166, 1320.377, 727.7781, 1572.865, 857.9324, 2542.361, 787.0775, 592.1753, 0, 1148.104, 1726.6, 806.1483, 2187.657
5.5, 855.2465, 163.3655, 913.4492, 212.1805, 34.20548, 395.459, 1279.298, 341.9034, 749.5811, 1018.805, 0, 664.0909, 602.7017, 0, 712.874, 2091.747, 403.1034, 2630.806, 464.9317, 853.833, 505.6655, 677.8059, 1645.95, 2499.458, 2092.333, 9.536743e-07, 632.2221, 637.9567, 909.3591, 30.38797, 132.1206, 992.0241, 2201.823, 577.8322, 1159.591, 513.2377, 0, 342.5114, 1058.135, 0, 4064.156, 149.5718, 1350.957, 1729.216, 1240.007, 9.536743e-07, 1470.26, 572.1421, 1066.083, 712.1418, 768.5016, 1265.505, 695.8353, 1600.99, 812.2543, 2470.076, 754.2859, 561.2921, 0, 1097.393, 1751.377, 923.0106, 2346.271
5.6, 810.2278, 156.0516, 894.1428, 201.31, 32.55566, 374.6775, 1222.068, 387.0051, 707.5228, 1071.369, 0, 621.7199, 588.454, 0, 679.4998, 2104.6, 383.741, 2570.901, 439.6115, 809.6566, 478.837, 711.3638, 1579.528, 2593.421, 1986.325, 9.536743e-07, 601.9053, 604.9446, 861.9175, 29.10593, 126.3412, 945.3426, 2185.525, 548.1848, 1154.558, 588.5376, 0, 327.6995, 1105.672, 0, 3988.989, 140.1727, 1437.865, 1647.849, 1186.849, 9.536743e-07, 1422.44, 545.8168, 1016.458, 675.949, 730.1962, 1212.914, 665.2944, 1689.59, 948.0171, 2361.909, 722.8604, 532.0194, 0, 1048.922, 1795.134, 864.9382, 2248.319
5.7, 767.5787, 149.065, 855.7247, 190.9965, 30.98542, 403.426, 1199.873, 368.1229, 667.8242, 1126.029, 0, 582.0523, 555.9973, 0, 647.688, 2131.906, 365.3086, 2448.045, 415.6703, 844.0189, 453.432, 678.1517, 1727.705, 2502.859, 2012.92, 9.536743e-07, 573.0422, 573.6407, 816.9511, 27.87799, 120.8147, 900.8577, 2133.284, 534.9489, 1326.746, 552.3239, 0, 313.528, 1046.376, 0, 3945.894, 131.3643, 1372.497, 1728.766, 1135.969, 9.536743e-07, 1529.346, 520.7028, 1061.722, 728.2186, 693.8001, 1413.678, 636.094, 1638.954, 897.5427, 2258.479, 692.7442, 504.2734, 0, 1002.593, 1708.973, 810.5194, 2213.351
5.8, 727.1747, 142.3913, 886.0551, 181.2113, 29.49091, 382.2258, 1172.895, 377.0435, 630.3531, 1078.825, 0, 635.1712, 525.3306, 0, 617.3655, 2131.193, 347.7616, 2410.87, 393.0328, 800.3502, 622.3853, 646.4902, 1616.092, 2595.616, 1945.037, 9.536743e-07, 545.5632, 543.9567, 774.3306, 26.70184, 115.5299, 858.4662, 2101.752, 600.559, 1304.931, 518.3383, 0, 299.9695, 1031.323, 0, 3864.898, 123.1094, 1319.025, 1647.421, 1198.957, 9.536743e-07, 1623.967, 558.9471, 1101.73, 691.2087, 765.6684, 1354.929, 608.1752, 1644.489, 849.7556, 2302.706, 663.8828, 477.9744, 0, 958.3091, 1626.947, 860.442, 2120.947
5.9, 725.9738, 136.0164, 847.9844, 171.9274, 28.06849, 362.1397, 1181.296, 476.0141, 635.7274, 1063.74, 0, 668.4411, 735.3016, 0, 588.4626, 2096.293, 331.0574, 2694.289, 371.6282, 758.9409, 650.9506, 616.3069, 1511.69, 2484.999, 1984.907, 9.536743e-07, 519.4019, 515.8087, 733.9335, 25.57532, 110.4763, 983.6053, 2110.49, 569.7455, 1373.214, 486.444, 0, 286.9973, 976.0143, 0, 3990.342, 115.3732, 1259.06, 1569.903, 1298.792, 9.536743e-07, 1545.809, 610.44, 1050.447, 749.8909, 727.5042, 1416.438, 581.4818, 1716.251, 804.5129, 2316.15, 636.2238, 453.0469, 0, 915.9816, 1639.179, 955.5425, 2299.243
6, 687.7596, 183.8471, 826.7646, 220.7592, 26.71468, 524.4886, 1318.8, 530.5925, 697.4258, 1099.901, 0, 625.7926, 694.7454, 0, 560.9129, 2002.052, 315.1556, 2809.632, 351.3893, 719.6741, 778.9431, 587.5328, 1414.032, 2489.202, 2085.757, 9.536743e-07, 519.5742, 489.1173, 695.644, 24.49633, 105.6437, 937.3199, 2072.95, 540.5131, 1312.891, 503.929, 0, 274.586, 1043.144, 0, 3935.421, 237.0318, 1201.82, 1496.032, 1243.114, 7.152557e-07, 1638.236, 582.3526, 1216.181, 711.7795, 691.2422, 1757.47, 555.96, 1639.822, 761.6789, 2381.184, 609.7171, 429.4195, 0, 875.5237, 1560.503, 1097.928, 2203.254
6.1, 651.5571, 175.6161, 791.2415, 209.4492, 25.42616, 513.5967, 1259.803, 504.7045, 658.2938, 1132.604, 0, 585.8651, 656.426, 0, 534.653, 2114.925, 300.0177, 2786.15, 385.0084, 682.4389, 777.8318, 560.1021, 1322.683, 2535.16, 1980.083, 9.536743e-07, 557.2138, 463.8071, 659.3521, 23.46286, 101.0226, 976.8356, 2130.589, 512.7804, 1522.963, 472.9214, 0, 262.7115, 987.2017, 0, 3902.567, 222.1367, 1366.529, 1665.315, 1189.822, 7.152557e-07, 1574.115, 604.1777, 1159.57, 675.6051, 656.7878, 1896.417, 531.5584, 1648.504, 721.1255, 2299.565, 749.8387, 407.0243, 0, 836.8527, 1586.129, 1171.551, 2216.939
6.2, 617.2603, 167.7537, 776.8735, 198.7187, 24.19979, 521.535, 1245.733, 602.7393, 621.3575, 1172.269, 0, 766.1266, 620.2201, 0, 509.6224, 2144.635, 285.6068, 2941.672, 517.7611, 694.1299, 789.0318, 642.7463, 1294.821, 2579.7, 2097.554, 9.536743e-07, 530.4938, 439.8066, 772.2833, 22.47298, 197.1791, 1199.763, 2169.447, 661.6245, 1530.3, 443.8217, 0, 251.3505, 956.8987, 0, 4003.052, 208.1777, 1475.569, 1586.955, 1138.815, 7.152557e-07, 1651.211, 576.3784, 1278.548, 817.4684, 624.0506, 1874.391, 508.2278, 1999.16, 682.7313, 2443.361, 718.5985, 385.797, 0, 799.8898, 1509.999, 1215.614, 2191.798
6.3, 703.217, 205.754, 755.3301, 188.5378, 23.03257, 494.1281, 1297.014, 573.3313, 586.4937, 1186.666, 0, 1000.346, 586.0112, 0, 642.8282, 2278.225, 271.8882, 2951.491, 489.5638, 751.032, 910.4393, 612.7378, 1343.866, 2754.063, 2181.635, 9.536743e-07, 536.3242, 472.5513, 731.9931, 21.52487, 188.5539, 1143.306, 2350.752, 756.8253, 1599.441, 416.5125, 0, 240.4808, 905.5814, 0, 3994.601, 246.8157, 1408.487, 1512.282, 1253.927, 7.152557e-07, 1671.269, 549.8583, 1364.872, 775.9225, 592.9453, 1796.495, 485.9212, 2245.072, 646.3813, 2423.397, 866.6716, 365.6768, 0, 1003.555, 1582.173, 1307.863, 2366.185
6.4, 666.2008, 196.5422, 747.0893, 186.9279, 21.92165, 468.1616, 1238.992, 545.358, 587.3041, 1136.919, 0, 936.5208, 553.6892, 0, 612.7332, 2260.286, 317.7736, 2810.448, 462.9021, 977.3049, 862.1353, 584.1303, 1387.236, 2676.626, 2137.016, 9.536743e-07, 588.1172, 620.2254, 693.8049, 20.61676, 180.306, 1247.99, 2386.011, 812.3115, 1529.181, 390.8837, 0, 230.0812, 970.8689, 0, 4143.983, 231.3058, 1344.454, 1598.177, 1223.114, 5.960464e-07, 1590.834, 524.5583, 1363.325, 736.4882, 563.3903, 1840.693, 464.5937, 2296.846, 611.9666, 2400.971, 830.5639, 346.606, 0, 990.3846, 1506.233, 1225.577, 2267.401
6.5, 682.6523, 187.7429, 737.8993, 177.3511, 20.86432, 443.5595, 1313.241, 518.7496, 554.351, 1089.258, 0, 876.7679, 609.7916, 0, 668.4211, 2158.673, 426.7689, 2852.594, 437.6924, 926.7402, 816.3941, 556.8584, 1431.275, 2667.937, 2344.446, 4.768372e-07, 683.5259, 600.9608, 657.6088, 19.74697, 172.4189, 1189.264, 2277.452, 879.0659, 1538.272, 366.8319, 0, 220.1313, 951.8772, 0, 3994.432, 216.7706, 1358.645, 1522.976, 1247.397, 4.768372e-07, 1544.588, 717.5123, 1434.42, 699.058, 535.3085, 1764.198, 444.2022, 2194.562, 579.3842, 2436.835, 874.3507, 328.5297, 0, 946.6403, 1504.505, 1288.449, 2262.202
6.6, 675.2236, 179.3376, 737.0187, 168.265, 19.85798, 420.2503, 1275.016, 493.4395, 564.4578, 1130.35, 0, 820.8276, 576.158, 0, 738.3591, 2149.082, 406.2697, 3052.728, 413.8557, 878.7916, 773.0798, 530.8598, 1526.068, 2750.496, 2457.974, 9.536743e-07, 650.749, 580.86, 623.3012, 18.91386, 164.8768, 1133.301, 2173.831, 900.9517, 1526.07, 344.2601, 0, 210.6117, 1008.817, 0, 4092.81, 203.1488, 1431.294, 1701.224, 1193.922, 3.576279e-07, 1470.25, 684.4984, 1367.651, 663.5301, 508.6264, 1764.496, 424.7057, 2248.938, 548.5366, 2338.883, 837.923, 311.3961, 0, 996.5096, 1478.374, 1207.384, 2188.666
6.7, 696.3896, 171.3085, 705.3516, 159.6444, 18.90018, 398.166, 1217.978, 469.3643, 570.9794, 1154.951, 0, 768.4564, 616.0402, 0, 703.7917, 2052.468, 386.7552, 3104.999, 391.3171, 833.3239, 781.9492, 506.075, 1522.372, 2686.553, 2333.442, 9.536743e-07, 619.5437, 568.75, 590.7834, 18.11591, 157.6646, 1253.256, 2188.352, 854.7257, 1516.74, 323.0771, 0, 201.5038, 1065.994, 0, 3947.584, 190.383, 1366.225, 1767.763, 1166.948, 3.576279e-07, 1399.49, 695.233, 1303.989, 741.7195, 483.2743, 1806.891, 406.065, 2148.787, 519.3314, 2513.827, 861.1337, 295.1561, 0, 1032.686, 1407.416, 1166.949, 2236.127
6.8, 837.8685, 163.639, 675.0451, 151.4655, 17.98857, 377.2423, 1243.469, 446.4637, 552.6596, 1141.129, 0, 719.4266, 582.062, 0, 670.8427, 2083.348, 368.1781, 2996.976, 370.0059, 790.2085, 740.4623, 516.6775, 1424.024, 2570.414, 2257.295, 1.192093e-06, 589.8348, 557.7028, 559.9621, 17.35162, 150.7679, 1194.282, 2129.001, 810.8715, 1549.432, 303.1976, 0, 192.7897, 1117.232, 0, 4052.751, 178.4193, 1349.57, 1684.582, 1116.922, 3.576279e-07, 1705.346, 663.2441, 1243.291, 704.0234, 554.155, 1850.739, 388.2424, 2053.096, 752.5635, 2403.744, 867.348, 279.763, 0, 987.0732, 1339.864, 1093.529, 2164.832
6.9, 793.7646, 156.3128, 646.0408, 143.7056, 17.12094, 357.4181, 1234.35, 424.6804, 521.6503, 1102.554, 0, 673.525, 549.9578, 0, 639.4363, 2011.893, 350.4933, 2948.6, 349.8554, 749.3239, 701.1766, 630.1561, 1332.029, 2615.849, 2142.93, 9.536743e-07, 561.5506, 583.8716, 594.6476, 16.61957, 144.1729, 1266.151, 2168.763, 769.2673, 1566.16, 404.0446, 0, 184.4525, 1057.316, 0, 3957.429, 204.7911, 1288.216, 1605.316, 1084.075, 3.576279e-07, 1792.314, 632.7271, 1185.418, 668.2431, 682.188, 1773.826, 371.2021, 1961.666, 712.4955, 2379.5, 831.2121, 265.1727, 0, 943.4752, 1393.022, 1218.197, 2132.542
7, 751.9821, 149.3146, 618.2827, 136.3432, 16.29515, 372.3898, 1179.131, 403.96, 533.3086, 1155.494, 0, 630.5522, 635.0422, 0, 609.5001, 1951.963, 333.6579, 2851.465, 330.8022, 710.5546, 663.9752, 600.7354, 1245.978, 2546.593, 2034.359, 9.536743e-07, 534.6227, 569.8755, 612.1489, 15.91841, 137.8663, 1206.57, 2070.088, 729.7977, 1497.362, 379.183, 0, 176.4758, 1074.56, 0, 3995.911, 191.9221, 1295.389, 1529.779, 1074.922, 2.384186e-07, 1706.054, 643.7176, 1130.239, 681.0693, 648.1848, 1897.689, 354.9097, 2034.3, 674.5608, 2370.482, 846.9932, 251.3434, 0, 901.8029, 1410.122, 1141.553, 2043.512
7.1, 859.1282, 142.6297, 609.4988, 217.9296, 15.50919, 352.8206, 1184.734, 384.2505, 503.385, 1151.992, 0, 590.3211, 600.0159, 0, 580.9655, 1983.873, 317.6312, 2829.484, 312.7867, 673.7913, 662.4359, 572.6883, 1230.717, 2577.977, 1931.289, 9.536743e-07, 508.986, 545.1338, 580.2128, 15.24683, 131.8356, 1197.407, 1975.902, 770.9206, 1431.586, 355.8511, 0, 168.8441, 1016.933, 0, 3940.454, 222.4144, 1316.808, 1457.797, 1140.769, 2.384186e-07, 1623.946, 614.099, 1221.119, 646.4556, 615.8765, 1818.826, 339.3323, 1943.708, 841.1816, 2398.409, 907.5213, 238.2352, 0, 861.9713, 1342.44, 1135.01, 2143.418
7.2, 862.1298, 136.2441, 583.3109, 211.814, 14.76114, 334.2798, 1131.734, 365.5026, 475.1405, 1103.699, 0, 552.6569, 644.75, 0, 670.3031, 1894.686, 302.3743, 2694.271, 295.7523, 638.9299, 677.3438, 560.7247, 1301.671, 2649.053, 1961.089, 9.536743e-07, 484.5787, 558.0008, 549.943, 14.60358, 126.0687, 1141.061, 2113.724, 731.3662, 1434.64, 357.9492, 0, 161.5424, 962.396, 0, 3948.82, 208.4379, 1256.944, 1389.201, 1202.675, 2.384186e-07, 1733.668, 676.0075, 1164.279, 613.6011, 585.1786, 1814.677, 324.4387, 1928.946, 846.8358, 2317.531, 869.7117, 365.3036, 0, 823.8989, 1278.006, 1063.6, 2141.926
7.3, 816.7487, 130.1444, 558.248, 200.9622, 14.04918, 424.7159, 1081.106, 347.6695, 448.4808, 1111.19, 0, 517.3958, 816.831, 0, 638.9219, 1844.192, 287.8503, 2818.319, 279.6457, 605.8724, 641.4067, 534.5456, 1321.634, 2673.194, 1997.279, 9.536743e-07, 461.3418, 529.1261, 605.9384, 13.98747, 120.5541, 1207.084, 2017.553, 725.4675, 1371.62, 415.6268, 0, 154.5565, 910.7839, 0, 3956.694, 195.3397, 1199.8, 1323.833, 1151.117, 2.384186e-07, 1650.23, 644.9032, 1110.083, 608.4807, 556.0107, 1739.263, 310.1988, 1843.045, 857.0786, 2367.66, 833.4773, 346.2522, 0, 905.326, 1216.666, 996.6818, 2052.504
7.4, 797.7239, 124.3177, 534.2621, 190.6665, 13.37155, 402.3969, 1174.149, 330.7065, 423.3169, 1171.137, 0, 484.3844, 771.7778, 0, 609.0098, 1837.736, 274.0238, 2683.639, 264.4161, 574.5252, 607.3765, 509.5888, 1363.271, 2582.451, 1956.308, 9.536743e-07, 439.2191, 501.7455, 574.3264, 13.39736, 115.2807, 1176.697, 2000.79, 688.2452, 1311.367, 494.1684, 0, 147.8727, 861.9396, 0, 3896.396, 183.0646, 1145.255, 1392.043, 1101.769, 2.384186e-07, 1764.613, 615.2301, 1206.242, 577.556, 528.2968, 1734, 296.5839, 1844.454, 811.4459, 2403.396, 798.7526, 393.7437, 0, 865.3387, 1158.269, 1082.513, 1966.816
