 , C000, C001, C003, C004, C005, C006, C009, C011, C012, C013, C015, C017, C018, C019, C021, C023, C024, C025, C026, C027, C028, C029, C031, C033, C034, C041, C043, C044, C045, C046, C048, C049, C052, C053, C054, C057, C062, C063, C065, C067, C068, C069, C070, C071, C072, C073, C081, C084, C086, C087, C090, C092, C096, C100, C106, C110, C118, C119, C123, C124
335.3, 95.60358, 367.9331, 85.4024, 767.5054, 541.919, 246.4446, 10.12439, 488.9395, 185.4102, 469.967, 6.865558, 26.46282, 138.5471, 1.251218, 465.5713, 0.3435354, 0.7036196, 189.403, 7.805521, 1034.953, 602.4755, 410.7817, 402.3214, 424.551, 484.1068, 39.82569, 10.98635, 804.6865, 600.823, 341.1009, 303.226, 87.91328, 443.4944, 669.2427, 1.05015, 626.183, 857.2053, 0.0006398865, 565.3663, 194.6486, 1044.417, 658.5632, 350.8815, 0.01156781, 6.458275, 0.1335369, 0.2577194, 626.9836, 1.922988, 346.3371, 751.442, 607.6602, 808.5073, 208.1341, 489.3313, 878.1246, 1312.533, 2068.295, 1946.576, 2361.644
335.4, 91.39955, 364.5701, 81.40244, 734.9514, 516.922, 236.1268, 9.712542, 510.0524, 236.4692, 447.8398, 6.556873, 25.3414, 131.459, 1.199557, 445.8818, 0.3290948, 0.6737193, 181.4483, 7.469182, 990.7382, 575.3341, 536.7998, 384.3026, 406.5419, 534.9775, 38.18657, 10.53174, 770.8472, 594.2261, 326.2792, 287.9231, 84.32228, 425.2044, 638.3992, 1.00463, 598.9516, 904.0825, 0.000611931, 596.2387, 186.4058, 1005.992, 629.691, 415.2066, 0.01105919, 6.190727, 0.1280629, 0.2462453, 596.6722, 1.843275, 331.3874, 717.7248, 580.158, 825.4409, 199.6052, 483.4539, 919.3586, 1315.646, 1982.421, 1889.256, 2406.252
335.5, 87.38039, 412.1181, 77.58981, 761.8431, 493.078, 226.2409, 9.317447, 517.1218, 226.3772, 426.7545, 6.262067, 24.26752, 124.7335, 1.150029, 427.025, 0.3152612, 0.6450897, 173.8276, 7.147336, 973.0313, 549.4155, 563.9122, 367.0908, 389.2968, 527.6127, 36.61492, 10.09595, 804.1296, 587.5546, 312.1015, 273.3924, 80.87796, 407.6687, 756.1512, 0.9610841, 585.4694, 867.0881, 0.0005851968, 623.9022, 178.5121, 1048.42, 665.3577, 398.1576, 0.01057292, 5.934263, 0.1228133, 0.2352819, 567.8261, 1.766866, 317.0831, 685.5205, 573.3807, 785.2546, 191.4258, 522.0924, 880.6595, 1391.129, 1974.014, 1839.303, 2306.423
335.6, 83.53797, 394.4323, 73.95576, 729.5292, 470.3339, 216.769, 8.938423, 494.3142, 239.9683, 406.6619, 5.980516, 23.23913, 118.3521, 1.102546, 408.9656, 0.3020091, 0.6176766, 166.527, 6.839359, 1028.844, 524.6644, 536.9963, 431.2906, 372.7831, 517.4655, 35.10796, 9.678195, 801.5738, 586.6912, 298.5399, 259.5951, 77.57433, 508.0819, 721.3024, 0.9194254, 660.864, 831.6076, 0.0005596305, 596.5845, 170.9527, 997.6974, 703.539, 388.9448, 0.01010804, 5.688424, 0.1177789, 0.2248067, 650.3194, 1.693624, 303.3962, 741.1393, 631.9376, 747.0247, 183.5815, 498.9693, 843.5894, 1415.825, 1974.056, 1831.761, 2407.96
335.7, 79.86452, 377.5054, 70.49192, 715.3765, 448.6389, 207.6935, 8.574819, 526.6664, 229.727, 415.5633, 5.711624, 22.25433, 385.5696, 1.057023, 391.67, 0.289314, 0.5914285, 159.533, 6.544652, 984.8906, 501.0284, 511.365, 411.9743, 356.97, 496.2502, 33.66301, 9.277723, 767.8654, 562.3813, 285.5676, 246.494, 74.40565, 487.1283, 688.0596, 0.8795725, 632.1244, 892.7744, 0.0005351812, 570.463, 163.7134, 949.429, 672.695, 398.48, 0.009663602, 5.452768, 0.1129509, 0.2147979, 618.8798, 1.623419, 290.3001, 707.8844, 623.3007, 710.6559, 176.0587, 476.8703, 902.113, 1381.498, 2024.785, 1879.329, 2388.216
335.8, 76.35259, 361.305, 67.19032, 715.0854, 427.9445, 198.9981, 8.226005, 503.438, 219.9228, 443.6072, 5.454821, 21.31126, 365.8437, 1.013381, 375.1059, 0.2771526, 0.5662957, 152.8327, 6.262645, 942.8147, 478.4572, 486.9572, 393.5232, 341.8276, 533.6315, 32.27753, 8.893823, 735.5746, 588.5243, 273.159, 234.0542, 71.36639, 467.0388, 656.3489, 0.8414469, 604.6346, 922.064, 0.0005118001, 614.9412, 156.7807, 903.4958, 643.2032, 382.1179, 0.009238703, 5.226876, 0.1083208, 0.2052347, 637.9174, 1.556124, 277.7693, 676.1216, 595.0906, 771.4586, 168.8441, 455.7501, 893.9478, 1322.452, 1940.717, 1870.297, 2428.421
335.9, 72.9951, 345.7998, 64.04334, 684.7548, 408.2048, 190.6667, 7.89138, 481.2339, 210.537, 422.7212, 5.209565, 20.40816, 347.127, 0.9715396, 405.1432, 0.2655024, 0.542231, 146.4139, 5.992789, 902.5363, 542.0296, 463.7143, 375.8985, 327.3276, 511.7534, 30.94908, 8.525807, 704.6417, 564.1384, 322.3388, 222.2421, 68.45129, 447.7779, 728.6881, 0.804974, 588.9732, 906.0461, 0.0004894404, 588.0159, 175.1835, 972.8398, 701.7452, 416.5517, 0.008832486, 5.010341, 0.1038805, 0.1960973, 657.7849, 1.491618, 265.7793, 680.0371, 568.1572, 733.9004, 161.9252, 490.1926, 856.3183, 1315.773, 1921.13, 1839.687, 2361.675
336, 69.78525, 374.6837, 61.04377, 730.6945, 389.3756, 182.6841, 7.570368, 586.703, 265.3559, 402.8185, 4.975336, 19.54332, 329.3679, 0.9314262, 419.1011, 0.2543419, 0.5191889, 140.2646, 5.73456, 995.3768, 517.6113, 441.5808, 359.0631, 313.4427, 566.7875, 29.6753, 8.173019, 746.4534, 540.763, 329.4464, 211.0262, 65.65525, 429.3112, 695.105, 0.7700819, 651.0028, 928.3447, 0.0004680576, 562.2695, 204.2022, 925.774, 670.9799, 399.4474, 0.00844413, 4.802777, 0.09962216, 0.1873666, 625.9843, 1.429786, 254.307, 693.9188, 542.4429, 742.4741, 155.2899, 468.4823, 820.2728, 1411.646, 1965.071, 1761.701, 2418.57
336.1, 66.71655, 358.6044, 58.18468, 730.1714, 371.4149, 226.5694, 7.262414, 560.8266, 261.169, 492.0548, 4.751637, 18.71514, 312.5173, 0.892969, 401.3769, 0.2436506, 0.497126, 134.3736, 5.487459, 1043.604, 581.0839, 420.5038, 342.9817, 300.1467, 543.55, 28.45395, 7.83483, 715.063, 518.3561, 315.1311, 200.3763, 62.97343, 411.6061, 682.2572, 0.7367023, 628.2417, 890.3576, 0.0004476089, 537.6505, 202.8798, 880.9853, 641.5633, 383.0455, 0.00807285, 4.603812, 0.09553842, 0.1790247, 595.7211, 1.370518, 243.3298, 726.5616, 555.8735, 738.5303, 148.9264, 447.7336, 785.7445, 1444.957, 1923.054, 1865.524, 2341.782
336.2, 63.78278, 343.2151, 55.4595, 699.2009, 354.2827, 217.0836, 6.966987, 536.0915, 250.0229, 468.8877, 4.537997, 17.92205, 296.5288, 0.8560997, 384.4022, 0.2334086, 0.4760007, 128.73, 5.251006, 1012.168, 554.9062, 498.5346, 327.6205, 287.4147, 521.2653, 27.28287, 7.510634, 684.9926, 496.8777, 301.4378, 190.2638, 60.40115, 394.6313, 739.8946, 0.7047696, 663.8751, 853.9249, 0.0004280537, 554.1048, 241.3943, 900.0842, 638.8394, 399.4328, 0.007717895, 4.413089, 0.09162208, 0.1710542, 566.921, 1.313706, 232.8264, 693.9609, 530.7151, 726.0822, 142.8237, 482.1115, 752.6697, 1396.252, 1954.299, 1857.342, 2317.885
336.3, 60.97803, 328.4862, 52.86197, 669.5439, 337.9408, 207.995, 6.683578, 512.4473, 239.3525, 446.8114, 4.333962, 17.16257, 281.3582, 0.8207526, 368.1454, 0.2235972, 0.4557731, 123.3235, 5.024741, 1016.955, 529.9078, 503.7478, 385.083, 275.2228, 499.8943, 26.15998, 7.199853, 656.1868, 476.2892, 288.3396, 180.6618, 57.93394, 378.3564, 800.6398, 0.674221, 635.0046, 818.983, 0.0004093527, 529.8433, 231.1721, 938.0875, 634.3932, 383.0315, 0.007378547, 4.230268, 0.08786628, 0.1634385, 615.3816, 1.259249, 222.7765, 764.1355, 506.6954, 690.733, 136.9711, 460.7591, 776.8938, 1445.685, 1995.457, 1834.403, 2431.355
336.4, 58.29661, 314.3894, 50.38609, 641.145, 322.3527, 199.287, 6.411698, 489.846, 266.885, 425.7745, 4.139102, 16.43527, 266.9638, 0.786865, 352.5761, 0.2141982, 0.436405, 118.144, 4.808226, 973.5092, 506.0356, 517.2302, 367.8363, 263.5481, 479.3994, 25.08331, 6.901932, 696.1876, 456.5539, 285.248, 171.5443, 55.5675, 362.7527, 763.7406, 0.6449966, 672.2518, 785.4709, 0.0003914688, 506.644, 221.3827, 892.703, 636.8987, 367.3036, 0.007054119, 4.05502, 0.08426443, 0.1561619, 585.631, 1.20705, 213.1603, 729.8488, 483.7627, 657.1049, 131.3583, 440.3524, 842.2869, 1463.256, 1975.425, 1794.088, 2407.839
336.5, 55.7331, 300.8975, 48.02617, 657.5129, 307.4836, 190.9435, 6.150877, 502.6028, 255.4949, 405.728, 3.953002, 15.7388, 253.3059, 0.7543765, 365.647, 0.2051944, 0.41786, 113.1821, 4.60104, 989.5854, 483.2389, 492.5424, 351.362, 252.3686, 529.4841, 24.05095, 6.616338, 715.4813, 479.6564, 289.4402, 162.8869, 53.29774, 347.7926, 728.542, 0.6170389, 680.9263, 890.3867, 0.0003743662, 556.9798, 212.0078, 849.5142, 643.8425, 352.2216, 0.006743956, 3.887032, 0.08081024, 0.1492093, 557.3188, 1.157014, 203.9593, 719.8887, 461.868, 657.4598, 125.9755, 434.4362, 806.832, 1400.716, 1997.911, 1908.209, 2385.469
336.6, 53.28233, 317.3117, 115.2154, 629.6242, 293.3003, 193.1839, 5.900667, 480.4356, 244.591, 386.6254, 3.775269, 188.1877, 240.3466, 0.7232295, 350.1834, 0.1965689, 0.4001031, 108.4285, 4.402782, 947.3089, 517.4172, 469.033, 335.6255, 241.6634, 560.5269, 23.06108, 6.342562, 719.9655, 459.7815, 322.8517, 154.6665, 51.12068, 333.4494, 733.8575, 0.590293, 815.3101, 873.0244, 0.0003580108, 572.6944, 203.03, 808.4149, 627.4579, 337.7589, 0.006447431, 3.726003, 0.07749764, 0.1425662, 549.6569, 1.109053, 195.1554, 687.5873, 489.9733, 704.9658, 120.8132, 415.1953, 772.8696, 1368.551, 1978.816, 1866.787, 2362.466
336.7, 50.93932, 335.7552, 109.8191, 618.3939, 279.7713, 203.808, 5.660635, 490.5536, 240.4853, 368.4222, 3.605528, 180.2129, 228.0504, 0.6933684, 396.1674, 0.1883061, 0.3831007, 103.8746, 4.213067, 935.3528, 494.1077, 446.6456, 352.4014, 231.4122, 537.5462, 22.11195, 6.080115, 689.689, 440.7302, 398.1931, 146.8609, 49.03255, 319.6977, 825.5653, 0.5647065, 937.204, 878.9128, 0.0003423699, 547.6189, 234.8961, 885.4991, 641.989, 323.89, 0.006163944, 3.571646, 0.07432083, 0.1362189, 523.0838, 1.063079, 186.7315, 702.5545, 515.2542, 670.6447, 115.8626, 530.535, 756.1187, 1449.1, 1978.797, 1816.219, 2438.205
336.8, 48.69934, 321.3465, 104.6755, 675.2935, 266.8663, 215.8643, 5.430367, 544.9771, 230.222, 351.076, 3.443418, 172.576, 216.3833, 0.6647403, 428.2545, 0.1803906, 0.3668208, 99.51195, 4.031527, 953.4143, 556.7027, 425.3269, 396.1611, 339.3769, 538.3781, 21.20189, 5.828527, 660.6857, 422.4682, 380.8906, 302.2588, 47.02972, 306.5132, 787.5174, 0.540229, 981.9473, 842.9484, 0.0003274123, 523.6413, 276.05, 862.0025, 613.8434, 310.5905, 0.005892921, 3.423683, 0.07127425, 0.1301541, 541.306, 1.019012, 178.6712, 671.0309, 610.0142, 781.342, 111.1147, 588.3959, 744.2079, 1464.541, 2121.102, 1796.247, 2354.443
336.9, 46.55786, 391.4385, 99.77285, 710.2054, 254.5566, 206.8268, 5.209466, 520.941, 262.2335, 441.7398, 3.288597, 165.2628, 205.313, 0.6372942, 410.1431, 81.44036, 0.3512328, 95.33253, 3.857809, 912.6831, 619.8188, 542.4178, 378.4182, 324.9808, 516.3054, 20.32928, 5.587349, 660.9493, 451.1096, 364.34, 287.0047, 45.10869, 391.6772, 751.223, 0.5168125, 939.2445, 884.588, 0.0003131082, 500.7136, 264.3602, 820.299, 674.9642, 297.8372, 0.005633815, 3.281849, 0.06835255, 0.1243594, 589.2178, 0.976771, 170.9589, 785.9399, 665.1658, 832.1245, 106.5615, 562.3362, 741.5343, 1401.946, 2088.941, 1833.759, 2405.645
337, 44.51054, 383.2774, 95.09982, 680.0817, 242.8147, 198.1676, 4.99755, 497.9651, 251.0419, 502.955, 3.140738, 158.2595, 194.8091, 0.6109813, 392.7977, 78.01699, 0.3363072, 91.32864, 3.691577, 903.0815, 591.8961, 516.5278, 361.47, 311.1954, 495.1377, 19.49258, 5.356152, 633.1546, 594.1152, 348.5085, 272.5204, 43.26614, 375.5241, 788.3431, 198.8514, 917.3329, 884.2134, 0.0002994291, 478.7898, 253.1654, 890.3286, 645.3729, 285.6076, 0.005386102, 3.145892, 0.06555062, 0.1188227, 560.7321, 0.9362811, 163.5794, 860.5502, 649.4978, 791.6128, 102.1948, 537.4308, 810.7772, 1377.31, 2086.513, 1866.734, 2425.799
337.1, 42.55326, 383.2412, 90.64566, 651.2358, 231.6144, 189.871, 4.794256, 476.0024, 240.328, 541.4145, 173.4202, 151.5529, 184.8426, 0.5857548, 376.1859, 74.73752, 0.3220158, 87.49292, 3.532508, 897.6731, 565.2314, 491.8735, 345.2808, 297.9948, 474.8378, 222.7546, 5.134521, 656.2214, 569.4976, 333.3649, 258.767, 41.49884, 399.4073, 752.0106, 190.2321, 877.44, 893.8176, 0.0002863475, 539.2501, 242.4446, 875.1368, 617.079, 273.8801, 0.00514928, 3.015566, 0.06286354, 0.1135325, 598.0103, 0.8974697, 156.5185, 899.7114, 620.1021, 753.0734, 98.00706, 513.6284, 776.6486, 1456.226, 2053.134, 1837.014, 2513.868
337.2, 40.68204, 376.4838, 86.40012, 709.6388, 220.9308, 181.9217, 4.599231, 455.0085, 230.0713, 583.7272, 175.5398, 145.1306, 175.386, 0.5615699, 360.2766, 71.5959, 0.3083318, 83.81829, 3.380293, 1005.299, 539.7679, 468.396, 329.8167, 353.1707, 551.0891, 213.5867, 4.92206, 643.9882, 545.9001, 318.8793, 245.7078, 39.80373, 382.9355, 773.0165, 181.9863, 839.282, 857.2433, 0.0002738375, 576.256, 232.1779, 832.7979, 662.9559, 262.6342, 0.004922871, 2.89064, 0.06028662, 0.1084778, 569.0995, 0.8602671, 149.7624, 859.3414, 604.855, 737.2645, 93.99093, 580.8926, 764.3514, 1393.986, 2014.292, 1815.82, 2420.331
337.3, 38.89311, 414.2392, 82.35342, 679.5391, 210.74, 174.3052, 4.412139, 472.6276, 282.8875, 615.4434, 222.0361, 138.9804, 166.4132, 0.5383835, 426.1493, 68.58634, 0.2952293, 80.298, 3.234637, 994.221, 515.4515, 446.0391, 315.0452, 338.1895, 528.4952, 204.7961, 4.718391, 753.9672, 523.2803, 305.0232, 233.3076, 38.17787, 367.143, 737.3904, 174.0981, 861.0413, 926.6036, 0.000261874, 551.0246, 222.3459, 844.2386, 633.8911, 296.5866, 0.004706417, 2.770889, 0.05781534, 0.1036482, 541.5865, 0.8246067, 143.2979, 908.6223, 641.027, 744.4858, 90.13937, 555.1653, 732.1771, 1375.363, 2105.578, 1799.817, 2399.702
337.4, 37.18285, 396.4624, 78.49626, 650.7162, 201.0192, 167.0076, 4.232658, 460.4182, 270.8145, 586.4669, 212.053, 133.0909, 157.8994, 0.5161545, 408.127, 65.70329, 0.2826835, 76.92554, 3.095257, 1022.438, 492.2305, 424.7493, 352.0681, 323.8438, 562.7986, 196.3672, 4.52315, 722.2608, 501.5979, 349.7546, 221.5332, 36.61842, 352.0018, 703.4062, 166.5517, 887.6955, 888.6877, 0.0002504332, 526.8979, 325.6933, 889.1733, 606.1006, 284.4083, 0.004499481, 2.656099, 0.05544535, 0.09903356, 515.4036, 0.7904244, 137.1124, 867.8524, 612.0146, 708.2408, 86.44563, 530.5774, 701.3571, 1456.948, 2018.156, 1723.521, 2476.391
337.5, 35.54779, 379.4484, 127.3218, 714.6714, 191.7468, 160.0156, 4.060479, 481.6417, 259.2568, 558.8547, 202.5188, 180.1988, 149.8212, 0.4948432, 390.8668, 62.94143, 0.2706709, 73.69473, 2.961883, 1008.448, 470.0557, 404.4756, 336.3, 399.5676, 539.7247, 188.2853, 4.335988, 735.3292, 480.8138, 390.4571, 210.3531, 35.12266, 337.485, 670.9883, 223.0155, 1015.536, 891.3911, 0.0002394922, 503.8276, 326.9815, 868.2965, 681.809, 272.7301, 0.004301643, 2.546065, 0.05317252, 0.09462439, 490.4864, 0.7576591, 131.194, 910.1562, 584.3153, 743.5243, 82.90326, 572.6694, 671.8344, 1394.678, 2100.694, 1799.663, 2373.653
337.6, 33.98463, 395.6416, 146.3282, 684.3583, 182.9021, 153.3162, 3.895303, 460.399, 248.1923, 532.5425, 215.8356, 352.7046, 142.1563, 0.4744119, 394.2837, 60.29567, 0.2591687, 70.59962, 2.834256, 965.3661, 571.2019, 385.1697, 349.6852, 382.6183, 685.2566, 180.536, 4.156569, 733.2736, 566.1171, 405.9431, 199.7371, 33.688, 379.4135, 640.0644, 213.3487, 971.3727, 854.9161, 0.0002290292, 576.5967, 341.3569, 888.3057, 651.9177, 261.5314, 0.004112504, 2.440588, 0.05099285, 0.09041153, 466.7739, 0.7262521, 125.531, 978.2811, 662.3437, 718.3225, 172.2381, 547.3063, 669.383, 1399.52, 2119.019, 1757.177, 2411.905
337.7, 119.4102, 389.246, 170.8428, 655.331, 174.4654, 146.8974, 3.736846, 440.0933, 320.2823, 507.4691, 225.2312, 337.7581, 134.8835, 0.4548241, 399.2235, 111.3159, 0.2481554, 67.63449, 2.712128, 950.9696, 545.4694, 366.7852, 363.686, 381.0901, 657.1621, 278.7948, 3.984576, 702.4374, 542.6596, 388.3038, 189.657, 32.31195, 363.7662, 871.4503, 204.101, 1070.448, 892.8737, 0.0002190233, 551.3503, 326.9016, 845.3297, 623.3369, 263.1385, 0.003931681, 2.339482, 0.04890254, 0.08638623, 482.8198, 379.4141, 120.1124, 982.8817, 708.73, 863.0566, 177.3159, 663.9584, 699.3064, 1440.718, 2031.039, 1730.276, 2311.842
337.8, 114.1593, 372.5417, 207.4176, 627.5349, 166.4179, 164.8768, 3.584836, 516.7308, 420.9417, 522.4889, 247.8566, 323.4449, 127.9828, 0.4360451, 391.6581, 230.5773, 0.23761, 64.7939, 2.595263, 1025.834, 610.9784, 349.2783, 382.7248, 471.7874, 630.2195, 286.0611, 3.819699, 697.5802, 520.1741, 371.431, 180.0855, 30.9921, 381.4294, 831.2877, 349.2655, 1126.792, 856.338, 0.0002094545, 527.2094, 313.0583, 804.4329, 696.4424, 419.1375, 0.003758809, 2.242564, 0.04689791, 0.08254015, 471.357, 404.7217, 114.9278, 1105.779, 748.3199, 900.0171, 215.6322, 736.4858, 699.9108, 1486.182, 2035.375, 1822.754, 2425.995
337.9, 149.5484, 531.5768, 236.9014, 600.9177, 158.7416, 242.2543, 3.439009, 521.123, 452.7176, 497.8889, 236.7126, 309.7384, 121.4352, 0.4180415, 375.0945, 235.776, 0.2275128, 62.07261, 2.483434, 982.0094, 605.9066, 332.607, 365.5836, 488.9674, 604.3815, 396.5678, 3.661644, 734.1776, 615.5613, 355.2914, 170.9971, 29.72616, 403.8752, 834.8128, 334.1264, 1359.643, 923.0103, 0.0002003038, 550.9886, 359.5072, 928.7729, 696.4739, 401.9271, 0.003593538, 2.149661, 0.04497546, 0.0788653, 541.2846, 478.2952, 109.9669, 1131.542, 831.9961, 1067.597, 256.6416, 983.2953, 670.449, 1484.829, 2100.053, 1837.846, 2554.636
338, 232.8478, 638.7726, 225.8057, 706.9299, 151.4193, 232.1119, 3.299114, 614.3779, 433.3966, 519.269, 226.0697, 296.6126, 115.2225, 0.4007812, 421.6159, 284.329, 0.2178447, 59.46561, 2.376423, 1168.761, 638.4867, 316.7314, 439.7095, 485.7549, 579.6028, 545.5048, 3.51013, 703.3033, 590.0551, 440.3695, 162.3674, 28.51194, 507.8035, 985.4081, 502.3154, 1514.242, 957.9756, 0.0001915529, 707.1252, 398.5473, 1003.464, 786.3458, 476.9677, 0.003435533, 2.060606, 0.04313181, 0.07535407, 515.1163, 518.7493, 105.2202, 1100.517, 841.9725, 1066.335, 246.1249, 1047.238, 642.2274, 1555.041, 2152.23, 1846.396, 2550.188
338.1, 249.9286, 622.7197, 215.2297, 861.4342, 144.4348, 237.1246, 3.16491, 680.024, 472.8209, 596.0035, 215.9053, 284.0431, 109.3277, 0.3842335, 403.7853, 287.9542, 0.2085873, 311.6611, 2.274024, 1309.089, 692.9169, 301.6135, 723.2863, 536.1649, 555.84, 688.4291, 3.364885, 711.7726, 565.6058, 421.2343, 271.4341, 27.34731, 544.7762, 939.9935, 660.3609, 1530.366, 955.5345, 306.6781, 716.6321, 514.7214, 1101.667, 803.2604, 504.4654, 211.4915, 1.975241, 0.04136373, 0.07199916, 603.8085, 705.3061, 100.6784, 1196.619, 904.4645, 1118.005, 282.5613, 1098.469, 661.9008, 1608.213, 2335.855, 1840.226, 2554.152
338.2, 286.1675, 619.3893, 205.1491, 824.8961, 137.7725, 322.9257, 3.036165, 650.0317, 491.2905, 627.9243, 307.6239, 272.0063, 103.7344, 0.3683691, 386.7088, 275.8499, 0.1997234, 298.5716, 2.176036, 1516.774, 719.4304, 287.2173, 739.9012, 570.4254, 533.0514, 678.0836, 3.22565, 754.0505, 542.1696, 402.9306, 257.7356, 26.23025, 573.2115, 896.6719, 631.7372, 1485.824, 1051.225, 293.2799, 747.5011, 567.5516, 1048.369, 986.7819, 483.7513, 202.1924, 1.893413, 0.03966814, 0.06879362, 688.7858, 676.0692, 96.33258, 1160.115, 901.9144, 1063.575, 270.9825, 1093.639, 634.039, 1587.051, 2289.962, 1858.563, 2758.179
338.3, 273.5837, 592.8086, 195.5406, 789.9078, 131.4175, 309.4058, 2.912657, 621.3622, 470.3233, 680.9323, 362.4127, 260.4795, 98.42734, 0.3531597, 370.3544, 264.2545, 0.1912362, 286.0318, 2.082271, 1590.88, 687.0202, 273.5081, 761.4919, 641.8537, 511.1971, 769.8928, 3.092176, 745.0665, 519.7044, 385.4222, 244.7284, 25.15882, 549.5719, 913.6249, 604.3542, 1421.209, 1063.509, 280.467, 714.7717, 582.2066, 997.6492, 1081.945, 463.8877, 331.069, 1.814974, 0.03804205, 0.0657308, 719.664, 648.0443, 92.17439, 1228.852, 861.0945, 1011.795, 259.8782, 1045.202, 607.35, 1625.579, 2328.88, 1809.212, 2927.487
338.4, 276.8726, 618.0904, 218.0142, 756.4035, 125.3556, 296.452, 2.794173, 622.0826, 450.2509, 749.9911, 493.4773, 249.4412, 93.39175, 0.3385782, 354.6917, 253.1465, 0.1831096, 274.0187, 1.992547, 1682.974, 656.0701, 260.4534, 727.387, 614.6268, 490.2388, 738.2062, 2.964226, 741.9677, 542.3104, 368.6746, 282.1105, 24.13116, 526.9072, 912.9695, 578.1582, 1394.334, 1019.991, 268.2139, 683.4753, 622.6899, 949.3831, 1118.826, 444.8398, 316.5122, 1.739785, 0.03648262, 0.06280434, 684.8719, 621.181, 88.19568, 1173.713, 822.122, 962.5361, 249.2289, 1108.627, 581.7844, 1694.804, 2300.762, 1786.451, 2972.314
338.5, 264.6975, 591.5654, 207.8031, 724.3203, 119.5733, 284.0405, 2.68051, 679.4433, 541.1088, 714.6798, 471.2898, 238.8707, 88.61379, 0.3245988, 339.6914, 242.5054, 0.1753284, 262.5102, 1.906688, 1755.769, 626.5143, 248.0217, 694.8094, 588.5549, 470.1398, 707.8237, 2.84157, 710.7659, 519.8394, 352.6548, 267.8732, 23.14547, 505.1772, 962.5358, 553.0977, 1333.698, 1053.999, 256.4961, 653.5492, 596.321, 903.4521, 1069.776, 426.574, 302.5955, 1.667711, 0.03498711, 0.06000817, 651.7618, 595.4313, 84.38871, 1173.097, 784.9134, 966.7294, 239.016, 1059.527, 557.295, 1634.584, 2205.236, 1794.784, 2922.816
338.6, 253.0579, 566.1786, 198.0703, 693.598, 114.0578, 272.1487, 2.57147, 649.4766, 518.0154, 681.0311, 450.1, 228.7481, 84.08028, 0.3111967, 325.3255, 232.3116, 0.1678778, 251.485, 1.824529, 1680.76, 598.29, 387.115, 663.691, 563.5889, 450.8648, 678.6917, 2.723989, 706.0265, 498.2995, 337.331, 340.8951, 22.20004, 484.3434, 1036.392, 529.1234, 1299.23, 1010.87, 245.2902, 624.9335, 571.0688, 859.7433, 1022.875, 409.0582, 289.2906, 1.598622, 0.03355291, 0.05733649, 667.6934, 570.7491, 80.74607, 1120.46, 749.3888, 919.6645, 284.1609, 1068.16, 533.8364, 1646.625, 2156.881, 1827.421, 2892.279
338.7, 241.93, 541.8814, 188.7934, 664.1787, 108.7967, 260.7547, 2.466865, 647.9594, 495.9077, 684.5695, 429.8629, 219.0544, 79.77869, 0.2983478, 311.5671, 222.5463, 0.1607439, 240.9228, 1.745911, 1738.37, 571.3372, 368.6377, 633.9662, 539.6819, 432.38, 650.7586, 2.611274, 676.3361, 493.9162, 322.6731, 323.6911, 21.29324, 464.3688, 988.6282, 506.1882, 1330.905, 1091.567, 234.5739, 597.5707, 581.8843, 818.1492, 978.0314, 392.2617, 276.5708, 1.532396, 0.0321775, 0.05478376, 635.4138, 547.09, 77.26067, 1107.715, 715.472, 874.8909, 272.5166, 1020.852, 511.3653, 1693.027, 2172.464, 1804.2, 2831.038
338.8, 231.2915, 518.6269, 189.7982, 636.0073, 103.7782, 249.8377, 2.366516, 619.3813, 474.7435, 652.3384, 410.5356, 209.7716, 75.69718, 0.2860295, 298.3906, 213.1915, 0.1539131, 230.8043, 1.67068, 1664.104, 545.5986, 351.0423, 605.5728, 516.7891, 414.6531, 623.9752, 2.503222, 647.8943, 522.6867, 308.6521, 307.3553, 20.42347, 445.2179, 943.0652, 484.2473, 1273.026, 1046.901, 224.3257, 571.4059, 617.397, 778.5673, 1016.139, 376.1548, 264.4102, 1.468913, 0.03085847, 0.05234468, 627.0983, 524.4116, 73.9257, 1067.764, 683.0903, 928.8484, 261.3494, 975.6389, 557.6072, 1620.667, 2350.394, 1827.837, 2872.017
338.9, 308.0458, 582.0491, 227.6052, 609.0308, 98.99127, 239.3778, 2.270249, 592.0636, 454.4825, 621.6248, 392.0774, 200.8821, 71.82449, 0.2742197, 285.7714, 204.2299, 0.1473725, 221.1107, 1.598691, 1593.011, 614.2014, 334.2868, 578.4509, 494.8673, 397.653, 598.2941, 2.399642, 712.2047, 531.7315, 319.5736, 327.435, 19.58923, 558.6274, 975.2272, 463.2573, 1323.037, 1004.063, 214.5253, 626.7125, 708.2155, 820.3572, 1030.216, 360.7093, 252.7844, 1.40806, 0.02959351, 0.05001419, 640.9772, 615.0732, 70.7347, 1179.32, 770.1354, 950.3193, 250.6398, 1037.828, 611.3129, 1654.05, 2252.808, 1773.073, 2918.333
