 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C037, C038, C043, C044, C048, C053, C054, C057, C058, C059, C060, C062, C064, C069, C073, C077, C082, C084, C092, C096, C099
1.6, 450.2712, 2243.676, 957.0959, 2257.533, 365.401, -1.525879e-05, 337.3195, 629.1014, 389.8565, 0, 673.6748, 1398.919, 308.7873, 0, 383.7421, 282.6145, 286.2595, 465.8191, 1089.204, 325.0158, 516.4414, 1762.857, 0, 794.3381, 305.7908, 1041.48, 3.814697e-05, 1099.651, 179.4652, 149.6809, 87.60696, 777.8822, 45.8776, 451.0415, 507.7694, 905.1755, 2124.243, 363.2711, 643.3633, 711.2037, 0, 526.5062
1.7, 458.6907, 2147.747, 988.2332, 2169.909, 346.6318, -1.525879e-05, 318.7671, 594.272, 462.3533, 0, 674.0016, 1449.192, 292.2729, 0, 365.1182, 264.1305, 273.0869, 438.1996, 1048.022, 309.8927, 486.464, 1678.189, -7.629395e-06, 753.6652, 290.1508, 983.2258, 3.814697e-05, 1093.301, 172.1858, 185.6065, 83.02785, 802.4858, 43.22451, 428.383, 485.6564, 1076.854, 2076.308, 345.8512, 608.1891, 677.951, 0, 499.5921
1.8, 486.8013, 2110.806, 1006.321, 2238.259, 328.8267, 98.05466, 301.235, 557.3705, 481.6744, 0, 638.5894, 1414.238, 319.5229, 7.629395e-06, 358.1652, 246.8553, 260.5205, 412.2178, 988.7947, 348.8558, 502.9057, 1686.266, 0, 715.0749, 275.3108, 1030.861, 3.814697e-05, 1040.595, 165.2017, 173.4615, 78.68807, 1043.602, 114.3141, 406.8628, 538.4472, 1127.745, 1974.615, 329.2666, 574.9379, 674.2408, 0, 474.0537
1.9, 613.6744, 1996.302, 1060.698, 2280.638, 311.9362, 171.3438, 284.6672, 522.7604, 453.1585, 0, 764.4487, 1399.864, 302.4344, 7.629395e-06, 340.7827, 230.7101, 248.5323, 413.4873, 932.9142, 332.6234, 494.7361, 1605.276, 0, 678.4605, 261.2298, 973.2014, 3.051758e-05, 1058.96, 158.5009, 215.2533, 74.57513, 1014.036, 181.5443, 386.4237, 589.9274, 1071.677, 2049.159, 313.4774, 543.5046, 642.7164, -1.907349e-06, 449.8209
2, 613.8114, 1951.665, 1116.233, 2165.504, 295.9133, 163.0412, 356.4527, 490.2996, 462.8889, 0, 724.2844, 1315.587, 429.8569, 0, 324.2437, 215.6208, 237.0958, 388.9707, 903.5474, 317.1463, 466.0186, 1588.712, 7.629395e-06, 787.4923, 247.869, 918.7666, 3.051758e-05, 1259.985, 152.0718, 201.1684, 111.7739, 963.8293, 171.0457, 367.0114, 564.2365, 1195.14, 1948.796, 298.4453, 513.7899, 612.6659, 95.60832, 426.8268
2.1, 578.1691, 1869.226, 1097.982, 2111.214, 280.7134, 155.1409, 426.7864, 459.8542, 435.4851, 0, 686.2303, 1418.487, 426.8501, 7.629395e-06, 405.7862, 201.5184, 226.1856, 386.4291, 852.4846, 302.3893, 438.968, 1512.407, 0, 747.1699, 235.1915, 867.3765, 3.051758e-05, 1364.243, 145.9035, 210.1296, 105.9316, 916.1086, 161.1541, 348.5742, 662.8892, 1135.721, 1980.125, 384.6902, 485.6996, 584.0205, 125.9521, 422.8521
2.2, 544.5964, 1927.868, 1222.383, 2273.023, 266.2943, 147.6235, 403.3134, 468.2786, 455.0165, 0, 650.1757, 1399.455, 537.6085, 7.629395e-06, 536.2424, 188.3383, 215.7774, 614.5533, 981.2284, 363.0834, 432.6536, 1555.286, -7.629395e-06, 708.9122, 326.5208, 897.9895, 2.288818e-05, 1365.826, 139.9854, 375.8034, 100.3947, 901.1948, 151.8347, 331.0633, 634.0209, 1739.119, 1883.143, 366.2432, 459.1452, 556.7144, 213.4953, 432.6818
2.3, 512.9732, 1972.516, 1230.269, 2158.274, 252.6158, 140.4703, 381.1313, 439.2008, 428.0787, 0, 616.0153, 1440.629, 508.8565, 7.629395e-06, 510.2174, 176.0203, 224.6934, 668.9689, 925.7755, 346.1889, 464.066, 1480.587, 0, 672.6133, 403.0712, 917.6575, 147.0364, 1299.982, 134.3074, 351.2132, 95.14719, 1126.667, 143.0541, 314.4321, 697.5746, 2190.697, 1823.568, 348.6808, 434.0426, 530.6849, 204.0104, 410.5638
2.4, 514.7119, 1865.514, 1199.271, 2049.317, 239.64, 133.6637, 360.1692, 457.3363, 479.7956, 0, 718.7435, 1413.444, 543.5487, 0, 485.4554, 164.5079, 489.0429, 629.3042, 873.4565, 330.0806, 437.1288, 1529.408, 0, 638.1732, 382.4558, 934.1346, 140.3921, 1237.312, 128.8597, 328.2319, 90.17394, 1321.135, 134.7813, 298.6363, 684.8778, 2300.689, 1771.408, 331.9605, 410.3124, 505.8726, 194.9469, 389.5764
2.5, 484.8239, 1832.922, 1183.802, 2159.475, 227.3306, 127.187, 340.36, 428.9379, 554.1196, 0, 680.9807, 1328.349, 537.7664, 0, 487.1301, 153.7484, 466.5391, 766.5802, 899.9606, 432.7113, 411.7552, 1685.723, 0, 642.8082, 392.5092, 881.8851, 134.048, 1177.663, 123.6329, 306.7544, 85.46066, 1497.026, 126.9869, 283.634, 655.0519, 2259.853, 1830.148, 316.0421, 387.8796, 579.0376, 186.2861, 369.6619
2.6, 456.6716, 1741.49, 1193.949, 2050.457, 215.6536, 121.0241, 436.3607, 404.2826, 521.3147, 0, 645.2018, 1248.378, 629.9672, 0, 463.4886, 143.6927, 503.1886, 847.2662, 849.1004, 412.577, 387.8545, 1604.759, 0, 609.8941, 372.434, 860.0754, 127.9906, 1200.699, 118.6182, 286.6823, 80.99373, 1422.906, 119.6433, 269.3854, 626.5248, 2260.365, 1740.512, 359.9866, 366.6733, 551.9645, 178.01, 350.7654
2.7, 780.4338, 1684.599, 1161.928, 2053.594, 204.5763, 115.1598, 412.361, 379.1786, 490.452, 15.65775, 637.1917, 1267.708, 596.2756, 0, 440.9944, 134.2947, 480.0338, 899.3431, 801.1146, 393.3796, 365.3411, 1563.9, 0, 578.6653, 353.3856, 874.5021, 192.5087, 1217.686, 113.8068, 267.9236, 76.76027, 1609.615, 112.7244, 255.8526, 599.2401, 2266.438, 1791.154, 342.7242, 346.6263, 526.1571, 170.1016, 332.8348
2.8, 735.1162, 1593.216, 1242.058, 2409.639, 194.0681, 109.5797, 465.2831, 355.6334, 683.1519, 14.95814, 638.0968, 1212.644, 564.386, 7.629395e-06, 419.5919, 201.2011, 457.9445, 846.019, 755.8407, 375.0754, 344.1345, 1488.787, 7.629395e-06, 658.8824, 335.3113, 1198.566, 205.8365, 1258.989, 109.1906, 250.3923, 72.74809, 1529.921, 106.2056, 242.9996, 661.0942, 2255.332, 2006.809, 326.2896, 327.6754, 501.5564, 162.5445, 315.8209
2.9, 692.4301, 1660.067, 1327.971, 2555.113, 184.0996, 156.9802, 439.6926, 339.0997, 642.7081, 23.89303, 731.1516, 1192.027, 534.2019, 7.629395e-06, 399.2281, 188.0418, 436.8717, 795.8566, 746.9954, 357.623, 406.417, 1635.841, 3.814697e-06, 625.1453, 318.1616, 1179.254, 232.9019, 1769.713, 104.7617, 234.0082, 128.5112, 1454.172, 100.0637, 444.4554, 686.1661, 2388.489, 1908.52, 342.0633, 309.7606, 478.106, 155.3232, 299.6766
3, 652.2226, 1570.014, 1508.279, 2862.533, 174.6431, 251.3332, 415.5097, 318.0432, 604.6586, 22.82545, 692.7368, 1209.252, 505.6321, 0, 472.1877, 312.7891, 416.7685, 901.391, 1058.052, 486.139, 400.5024, 1557.272, 3.814697e-06, 615.3022, 792.0186, 1113.294, 222.3775, 2193.854, 100.5124, 338.4796, 187.8039, 1382.174, 94.27707, 536.9062, 656.2841, 2269.741, 1815.045, 339.0277, 292.8252, 570.6854, 148.4227, 284.3577
3.1, 614.3499, 1484.846, 1428.374, 3106.026, 165.6724, 239.1547, 392.6568, 305.7983, 568.8618, 21.80558, 863.7151, 1211.858, 478.5902, 3.814697e-06, 465.4818, 431.9845, 397.5904, 876.7905, 1011.052, 463.5186, 432.7602, 1656.581, 7.629395e-06, 608.7092, 751.5101, 1051.024, 247.4215, 2942.692, 96.43545, 316.3316, 177.9876, 1313.74, 88.82505, 646.8081, 627.7034, 2156.897, 1726.148, 509.1142, 276.8157, 577.9308, 141.8288, 269.8218
3.2, 578.6763, 1546.48, 1380.649, 3132.96, 157.1625, 334.6078, 371.0608, 286.8097, 535.1842, 20.83127, 818.3354, 1138.9, 452.9945, 3.814697e-06, 491.6112, 403.7311, 435.4185, 824.8035, 953.9133, 441.9509, 530.2946, 1577.017, 7.629395e-06, 615.0691, 803.8616, 992.236, 328.5102, 3063.041, 154.1942, 362.7799, 168.6844, 1248.695, 83.68832, 680.033, 614.4714, 2213.245, 1759.066, 682.5895, 261.6815, 685.536, 135.5278, 306.1154
3.3, 545.0742, 1470.046, 1307.505, 3416.109, 149.0897, 350.0231, 350.6526, 269.0002, 544.3241, 19.9005, 897.159, 1114.355, 428.7678, 0, 467.7522, 377.3256, 415.3822, 775.899, 1020.118, 421.3866, 499.5131, 1654.916, 3.814697e-06, 631.771, 762.7474, 1092.559, 313.6654, 3160.781, 147.9398, 377.5128, 349.8869, 1288.874, 78.84865, 866.989, 794.6099, 2103.209, 1672.911, 717.5175, 456.7527, 890.2079, 129.5067, 424.2191
3.4, 513.4233, 1513.73, 1238.237, 3606.118, 141.4315, 333.0625, 331.3668, 252.2965, 673.6914, 19.01132, 892.7272, 1047.267, 405.8367, 0, 445.0511, 352.647, 396.2679, 729.8942, 962.4675, 401.7793, 470.5183, 1815.671, 7.629395e-06, 662.2793, 723.736, 1203.368, 299.4914, 3130.655, 141.9391, 389.5712, 331.5988, 1325.556, 74.28886, 1011.326, 982.3638, 1998.645, 1634.087, 683.1105, 431.7808, 848.5858, 262.3144, 402.5338
3.5, 483.6102, 1455.324, 1206.478, 3764.141, 134.1668, 316.9238, 313.1418, 294.3447, 633.8077, 18.16187, 900.2793, 984.2181, 384.132, 0, 493.9007, 329.5826, 463.3326, 691.0528, 1031.443, 383.0842, 443.2066, 1728.466, 3.814697e-06, 662.5379, 686.72, 1136.06, 285.9579, 3169.813, 136.1819, 479.5885, 398.5761, 1324.177, 69.99275, 1061.716, 1061.798, 1899.278, 1554.053, 650.3534, 408.1743, 931.848, 265.575, 381.9569
3.6, 455.5284, 1550.9, 1201.982, 3800.961, 127.2752, 301.567, 295.9191, 276.0673, 596.2852, 17.35037, 852.9785, 1052.644, 363.5881, 0, 492.9405, 333.9688, 468.637, 650.0787, 1025.94, 365.2591, 453.9272, 1645.449, 3.814697e-06, 628.6136, 651.5971, 1234.932, 273.0359, 3132.041, 159.835, 517.6212, 377.743, 1258.615, 65.9451, 1150.918, 1119.465, 1890.182, 1552.887, 659.8665, 385.8584, 888.279, 253.7764, 362.4319
3.7, 429.0771, 1466.769, 1138.304, 3609.077, 120.7376, 286.9544, 279.6436, 258.9248, 590.7923, 16.57513, 808.1628, 1055.007, 344.1429, 3.814697e-06, 516.842, 424.9376, 447.0721, 843.667, 1100.339, 403.5904, 510.7708, 1758.415, 0, 596.4263, 921.4755, 1199.647, 260.6979, 2981.051, 153.3518, 483.7513, 357.9988, 1196.299, 62.13151, 1093.101, 1070.713, 1943.967, 1594.941, 640.4037, 364.7625, 846.7472, 350.4002, 343.905
3.8, 404.1618, 1387.202, 1417.805, 3748.009, 114.5358, 345.9963, 264.2633, 242.8468, 621.1213, 15.83453, 826.032, 1116.923, 325.7377, 3.814697e-06, 491.7585, 405.7429, 512.8978, 793.644, 1196.226, 384.8111, 595.9881, 1694.967, 0, 565.8872, 874.3458, 1132.547, 248.9175, 3657.104, 147.1316, 644.3232, 339.2866, 1137.069, 58.53846, 1038.188, 1024.084, 1959.985, 1516.824, 718.8964, 344.8201, 807.1572, 334.833, 326.3251
3.9, 380.6933, 1352.553, 1342.694, 3793.864, 108.6525, 329.2309, 249.729, 227.7672, 584.3498, 15.12702, 852.3837, 1049.68, 308.3168, 3.814697e-06, 527.1602, 379.2058, 489.2963, 816.6522, 1212.076, 523.5518, 599.8123, 1695.155, 0, 536.9118, 829.6266, 1253.983, 237.6693, 4288.605, 141.1637, 631.2651, 321.5525, 1333.9, 55.1532, 986.0335, 1036.311, 1862.541, 1442.534, 751.5145, 325.9679, 818.2458, 319.9575, 347.5767
4, 358.5875, 1294.104, 1332.268, 3725.935, 103.0715, 313.2778, 235.994, 213.6239, 549.7553, 14.45112, 817.1615, 1133.105, 392.305, 3.814697e-06, 501.5759, 354.4044, 466.7807, 768.231, 1207.63, 499.1906, 564.9955, 1613.738, 0, 509.42, 787.1947, 1183.843, 226.9294, 4493.632, 163.1436, 713.1977, 304.7453, 1267.857, 51.96371, 962.1879, 991.1801, 1769.941, 1371.882, 732.0002, 308.1464, 779.9883, 305.7428, 329.8092
4.1, 435.6063, 1344.702, 1261.687, 3537.838, 97.77711, 298.0977, 223.0144, 200.3589, 546.8011, 13.80542, 894.2421, 1064.888, 410.0955, 3.814697e-06, 477.2332, 404.7989, 445.3012, 722.6808, 1189.95, 707.95, 564.0434, 1536.232, 0, 483.3359, 746.933, 1294.834, 216.6749, 4445.503, 156.5262, 666.5304, 288.8166, 1205.083, 48.95866, 913.8515, 1064.329, 1681.945, 1304.69, 696.8988, 291.2993, 743.5197, 292.1597, 345.7508
4.2, 410.3119, 1271.756, 1233.849, 3598.497, 92.75469, 283.6532, 210.7487, 187.9176, 530.275, 13.18858, 847.2585, 1079.518, 388.163, 0, 454.072, 422.1177, 424.8102, 703.1109, 1134.986, 675.0087, 531.3029, 1462.448, 0, 458.5874, 708.7304, 1342.375, 206.8837, 4294.143, 150.1773, 622.9167, 273.7205, 1333.678, 46.12739, 927.5897, 1017.978, 1598.324, 1240.789, 707.8824, 275.3732, 708.756, 279.18, 328.0766
4.3, 386.4862, 1242.202, 1219.566, 3477.327, 87.99026, 269.9086, 199.1576, 176.2488, 550.5138, 12.59929, 876.5411, 1014.528, 367.4035, 0, 432.0349, 503.3193, 405.262, 661.4219, 1085.426, 643.6002, 500.4629, 1452.859, 0, 435.1061, 672.4818, 1385.427, 197.535, 4306.202, 144.0858, 582.1569, 259.4135, 1363.261, 43.45986, 950.3995, 973.6454, 1566.27, 1208.926, 696.5571, 260.3179, 675.6179, 354.6828, 311.3058
4.4, 497.9026, 1174.817, 1204.343, 3514.667, 83.47055, 256.83, 188.204, 165.3046, 517.9224, 12.03634, 830.4875, 953.4495, 457.8953, 253.0149, 411.0672, 470.4004, 386.6134, 668.8201, 1113.45, 613.6531, 471.413, 1383.079, 0, 412.8271, 638.0872, 1533.49, 188.6088, 4324.451, 233.9453, 544.0641, 245.8542, 1327.271, 40.94659, 931.2599, 1048.788, 1612.896, 1197.315, 663.1552, 246.0857, 644.0291, 338.9254, 295.3924
4.5, 468.9908, 1188.79, 1205.195, 3362.491, 79.18301, 244.3852, 177.8528, 155.0399, 494.1324, 11.49854, 786.8535, 940.3568, 433.4065, 240.4688, 391.1172, 621.2905, 368.823, 629.1642, 1050.525, 585.0994, 444.0494, 1436.843, 0, 391.6889, 605.4516, 1447.717, 180.0859, 4213.573, 224.4561, 508.4639, 233.0037, 1261.556, 38.57866, 1050.95, 1055.638, 1648.24, 1227.251, 712.6785, 232.6316, 710.6051, 362.1469, 280.2924
4.6, 441.7578, 1124.302, 1141.347, 3356.102, 75.11569, 314.821, 168.071, 145.4127, 464.8789, 10.98477, 745.5121, 883.744, 569.64, 317.3097, 372.1353, 580.6557, 351.8511, 591.8596, 991.1559, 595.8657, 479.3575, 1367.833, 1.907349e-06, 371.6331, 574.4853, 1406.555, 171.9481, 4139.504, 215.3518, 489.8744, 220.8248, 1255.035, 36.34766, 998.1542, 1037.98, 1566.295, 1228.675, 678.5036, 219.913, 677.3804, 346.0579, 265.9643
4.7, 416.1061, 1063.313, 1080.881, 3280.22, 71.2573, 299.5662, 158.8271, 136.3833, 437.3573, 10.49395, 706.3428, 830.5395, 539.1748, 301.5755, 354.0748, 542.6786, 335.6603, 665.553, 1043.601, 898.2029, 507.2767, 1302.137, 1.907349e-06, 352.6041, 545.1027, 1433.205, 164.1781, 4146.959, 231.3282, 517.2, 209.2826, 1350.825, 34.24569, 995.7968, 992.7772, 1599.465, 1168.498, 645.9674, 207.8898, 761.7289, 330.6837, 252.3687
4.8, 391.944, 1085.983, 1179.989, 3144.786, 67.5971, 285.0505, 353.5172, 127.9145, 518.3566, 10.02507, 669.2314, 785.8167, 510.3391, 286.6215, 336.8907, 514.3591, 320.2145, 626.0908, 984.6233, 1004.992, 477.8313, 1239.596, 0, 423.6653, 517.223, 1548.127, 156.7592, 4190.715, 221.9451, 483.3575, 198.3436, 1356.683, 32.26527, 1139.057, 1132.056, 1617.551, 1154.42, 822.257, 196.524, 726.1139, 526.2428, 262.7646
4.9, 369.1849, 1027.072, 1117.476, 3113.535, 64.12491, 271.2383, 334.0739, 119.9716, 487.669, 9.577133, 634.0698, 738.5077, 483.0454, 354.5935, 371.9678, 480.7181, 305.4795, 588.9684, 1096.093, 1275.29, 450.0951, 1413.199, 0, 548.4204, 490.7692, 1615.346, 149.6755, 3988.688, 278.4973, 451.7296, 187.9764, 1303.333, 30.39938, 1149.37, 1082.756, 1537.131, 1097.879, 1023.745, 185.7795, 809.5865, 502.8635, 350.5224
5, 347.7474, 987.0511, 1223.08, 3115.033, 60.83107, 258.0952, 315.6999, 259.0388, 458.7982, 9.149213, 600.7557, 694.0469, 457.2115, 337.0106, 377.3072, 466.3361, 291.4225, 578.2976, 1034.149, 1215.95, 423.9688, 1398.363, 1.907349e-06, 743.3912, 465.6684, 1884.222, 142.9119, 4048.117, 267.201, 464.354, 178.1511, 1296.19, 28.64139, 1091.63, 1201.7, 1460.71, 1091.922, 1061.816, 175.6225, 771.7339, 487.2125, 332.6043
5.1, 327.5546, 983.3096, 1259.028, 2988.606, 280.4974, 245.5891, 298.3365, 262.4212, 431.6365, 8.740413, 569.1918, 679.0057, 432.7592, 412.606, 358.9956, 497.5428, 278.0123, 570.5941, 975.7054, 1326.227, 478.5355, 1331.201, 1.907349e-06, 887.1025, 441.8514, 1894.358, 277.9398, 3941.791, 349.1584, 433.9695, 300.846, 1232.014, 26.98507, 1242.88, 1220.994, 1388.088, 1353.767, 1010.899, 166.0208, 946.8306, 687.0013, 315.6021
5.2, 308.5345, 1102.244, 1192.328, 2837.732, 266.0894, 233.6889, 657.3428, 805.0219, 406.0829, 8.349878, 539.2864, 657.7766, 409.6147, 490.7902, 411.3486, 465.0016, 265.2193, 536.7622, 1042.538, 1319.327, 526.975, 1267.265, 1.907349e-06, 841.6797, 419.2525, 1788.4, 301.2066, 3843.189, 344.8262, 405.5732, 285.1211, 1221.065, 25.42452, 1321.68, 1189.021, 1319.077, 1325.211, 1023.987, 156.944, 1024.641, 801.4249, 502.6642
5.3, 290.6187, 1042.451, 1129.161, 2694.474, 294.9113, 279.2399, 720.109, 1684.759, 382.0421, 7.976794, 510.9521, 618.176, 387.7079, 637.4141, 440.8641, 434.5888, 288.2406, 504.9363, 983.6204, 1605.939, 630.7607, 1447.021, 0, 1001.488, 397.8095, 1811.164, 320.0716, 3777.441, 379.2786, 379.035, 270.2182, 1189.399, 23.95423, 1255.285, 1167.137, 1253.496, 1260.305, 974.8837, 306.377, 998.6483, 922.3665, 476.9688
