 , C001, C003, C006, C007, C009, C010, C011, C012, C014, C015, C016, C018, C019, C021, C022, C025, C028, C029, C030, C037, C040, C041, C042, C046, C047, C048, C053, C055, C056, C058, C059, C063, C066, C069, C070, C071, C073, C074, C075, C084, C087, C097
1.7, 191.7362, 52.53928, 2984.445, 0, 113.0229, 266.8162, 0, 607.332, 547.9498, 126.186, 358.257, 339.0526, 135.5534, 0, 499.7035, 133.7777, 0, 174.1055, 135.2664, 208.1027, 212.9055, 399.3639, 94.62309, 105.8403, 146.11, 0, 0, 0, 392.5464, 1121.162, 84.27481, 327.8902, 127.108, 227.498, 241.5495, 185.174, 60.3244, 343.5612, 444.6592, 0, 448.4789, 3.051758e-05
1.8, 181.13, 50.14201, 2892.451, 0, 170.3182, 255.5572, -3.814697e-06, 580.7234, 532.4563, 119.3158, 511.3886, 413.8813, 128.796, 0, 616.3468, 140.4283, 3.051758e-05, 181.6678, 129.2137, 198.1608, 209.5356, 381.9439, 90.13277, 154.2578, 139.4142, 0, 0, 147.2699, 462.2076, 1213.461, 80.24485, 376.1495, 176.4369, 215.0707, 386.7306, 257.1099, 57.59606, 326.4012, 507.6647, 0, 428.0671, 3.051758e-05
1.9, 171.1106, 47.85412, 3041.627, 0, 239.2891, 244.7733, -3.814697e-06, 663.2379, 677.7007, 112.8197, 487.3344, 396.21, 171.7832, 0, 819.9758, 183.488, 3.051758e-05, 173.0649, 123.4319, 188.6939, 199.6762, 365.2838, 85.85554, 147.8546, 133.0252, 0, 0, 140.9588, 440.7949, 1162.492, 76.4076, 417.8674, 243.3741, 331.7056, 370.2042, 294.7927, 54.99113, 353.4981, 534.7014, 0, 408.5844, 3.051758e-05
2, 161.6454, 45.67062, 2940.527, 0, 267.6333, 234.4445, -3.814697e-06, 854.3129, 708.8848, 164.6295, 464.4117, 403.2679, 163.2197, 0, 919.3185, 185.999, 3.051758e-05, 203.8578, 233.2131, 179.6793, 190.2807, 349.3503, 81.78129, 141.7173, 183.1362, 0, 0, 182.5877, 420.3741, 1113.665, 72.75385, 671.2036, 232.5031, 313.5859, 496.5139, 338.8853, 52.50401, 396.5768, 511.0535, 0, 389.9884, 4.577637e-05
2.1, 152.7037, 43.58675, 3291.839, 0, 255.5214, 224.5516, -3.814697e-06, 816.8835, 786.7085, 230.009, 442.5671, 417.4455, 155.0832, 0, 875.6723, 183.3044, 3.051758e-05, 250.1981, 222.7776, 171.0953, 181.3273, 416.0029, 157.4402, 135.8347, 174.7436, 0, 0, 174.7631, 449.7027, 1186.617, 69.27481, 639.5618, 222.1177, 358.1593, 532.9858, 380.2427, 50.12938, 613.4662, 488.4514, 0, 372.2387, 4.577637e-05
2.2, 144.2567, 41.59796, 3521.098, 0, 243.9577, 215.0761, -3.814697e-06, 781.094, 752.6975, 217.4863, 557.8721, 468.6562, 147.3523, 0, 971.8213, 173.3164, 3.051758e-05, 238.3499, 212.8091, 162.9214, 288.1121, 437.3653, 149.9689, 130.1962, 193.5557, 0, 0, 167.2738, 593.113, 1136.776, 102.5833, 609.4116, 212.1963, 384.0939, 510.2094, 513.2932, 47.86214, 779.9874, 585.4982, 0, 355.2969, 3.051758e-05
2.3, 136.2769, 39.69992, 3637.151, 0, 320.1907, 206.0005, -3.814697e-06, 857.7793, 720.1569, 205.6453, 715.0538, 448.6461, 140.0068, 0, 959.5819, 187.7276, 3.051758e-05, 250.071, 203.2867, 155.138, 274.5554, 418.2877, 142.8522, 124.7918, 200.4442, 0, 0, 160.1054, 565.6358, 1245.855, 97.67789, 616.1709, 202.7179, 390.6088, 518.2816, 491.2726, 240.4508, 741.0291, 620.7225, 0, 339.1261, 3.051758e-05
2.4, 128.7386, 37.88848, 3683.44, 0, 363.536, 197.3078, -3.814697e-06, 820.1981, 839.6346, 296.7842, 681.4198, 429.4905, 199.0542, 0, 949.2109, 240.8699, 1.525879e-05, 276.8012, 194.1903, 147.7264, 261.6365, 400.0423, 136.0732, 119.6118, 191.2584, 0, 0, 153.2443, 539.4316, 1411.717, 93.007, 587.1235, 193.663, 369.2715, 496.1335, 470.1967, 415.1848, 704.0165, 660.5909, 0, 323.6914, 3.051758e-05
2.5, 121.6173, 36.15969, 3764.57, 0, 347.084, 188.9819, -1.907349e-06, 896.2769, 803.3356, 401.4565, 649.3679, 411.1527, 189.1313, 0, 904.1456, 227.7451, 71.21942, 307.377, 185.501, 140.669, 249.3256, 382.5927, 129.6159, 114.6468, 182.4936, 0, 0, 146.6771, 613.8998, 1443.427, 88.55948, 693.9989, 185.0125, 412.4333, 496.5222, 450.0249, 396.4069, 725.2729, 631.3753, 0, 308.9591, 4.577637e-05
2.6, 114.8898, 34.50979, 3836.58, 0, 331.3766, 225.4628, 0, 857.009, 852.6989, 550.3948, 702.995, 478.6731, 179.7031, 0, 899.6478, 239.7557, 67.19804, 311.4901, 209.6032, 133.9487, 237.5939, 365.9043, 123.465, 109.8878, 174.1304, 0, 0, 140.3914, 585.4597, 1416.775, 127.4215, 661.2825, 176.7484, 389.9037, 633.5262, 430.7186, 378.4783, 767.385, 806.2141, 0, 379.5499, 6.103516e-05
2.7, 108.5346, 32.93517, 3845.896, 0, 316.38, 215.9488, -1.907349e-06, 898.5105, 815.8351, 520.4287, 669.9282, 524.868, 179.0249, 0, 856.9357, 226.6917, 63.40372, 296.7394, 200.2242, 197.6678, 268.6939, 362.0208, 117.606, 105.3264, 166.1506, 0, 0, 134.3751, 610.5624, 1453.809, 218.9961, 630.1084, 246.0073, 368.6049, 652.5188, 412.2405, 361.3607, 729.0561, 785.9175, 0, 397.2491, 6.103516e-05
2.8, 102.5308, 31.4324, 3812.948, 0, 302.0621, 206.8363, -1.907349e-06, 879.0005, 780.5649, 492.0941, 742.6607, 543.9432, 170.1005, 0, 882.1921, 214.3395, 59.82364, 373.9032, 212.1, 188.2244, 392.6439, 346.2297, 201.07, 100.9544, 158.5363, 0, 0, 128.6165, 582.2769, 1518.926, 208.5239, 600.4039, 235.0187, 348.4695, 624.6343, 394.5551, 345.0171, 692.6416, 957.4504, 0, 379.169, 6.103516e-05
2.9, 96.8592, 29.99819, 3697.14, 0, 288.3922, 211.921, -1.907349e-06, 840.4896, 860.9933, 465.3022, 707.7281, 548.125, 216.1824, 0, 882.5522, 227.3648, 56.44571, 420.6286, 215.5475, 229.4083, 374.1686, 331.1274, 191.5283, 96.76382, 151.2711, 0, 0, 123.1048, 555.3016, 1455.128, 198.5525, 572.0998, 224.521, 329.434, 597.9413, 377.6285, 416.2306, 823.1707, 915.1057, 0, 440.2731, 6.103516e-05
3, 91.5013, 28.62943, 3733.798, 0, 275.3409, 202.9785, -1.907349e-06, 804.0728, 844.2275, 439.9689, 674.4388, 524.7219, 205.4057, 0, 877.7219, 214.9759, 53.25853, 400.7097, 311.2329, 218.4486, 356.5626, 316.6838, 193.7758, 92.74721, 144.3387, 0, 0, 117.8293, 646.6781, 1584.6, 189.0578, 609.0326, 214.4921, 311.4384, 572.3891, 361.4279, 397.4054, 782.0554, 923.7542, 0, 420.2349, 6.103516e-05
3.1, 86.43979, 27.32311, 3641.709, 0, 262.8803, 210.0165, -1.907349e-06, 768.8445, 951.6788, 416.015, 642.7152, 617.0958, 195.1662, 0, 925.9479, 203.2621, 50.2513, 381.734, 297.3063, 208.0125, 339.7851, 302.8703, 184.5802, 88.89732, 176.0199, 0, 0, 112.7798, 616.7194, 1518.043, 180.0172, 580.3217, 204.9113, 294.4258, 547.9288, 345.9225, 379.4317, 756.0949, 987.7119, 0, 477.0189, 6.103516e-05
3.2, 81.65826, 26.07641, 3684.372, 0, 250.9836, 284.9236, -3.814697e-06, 804.8522, 910.5359, 393.3651, 612.4838, 590.7479, 185.4371, 0, 945.6243, 192.1866, 47.41387, 363.6569, 284.0029, 198.0749, 340.2518, 319.424, 175.821, 85.20725, 167.9534, 0, 0, 107.9467, 588.1486, 1454.282, 171.4089, 552.9642, 269.476, 278.3425, 537.4042, 331.0822, 362.2709, 781.1523, 944.0288, 0, 455.3082, 6.103516e-05
3.3, 77.14123, 24.88659, 3814.68, 0, 276.6884, 272.9006, -3.814697e-06, 839.2473, 871.1716, 371.9485, 670.7902, 565.5249, 176.193, 0, 915.8334, 181.7146, 44.73665, 346.4359, 271.2948, 188.6121, 324.2417, 399.1507, 167.4775, 81.67033, 160.2566, 0, 0, 103.3208, 560.9014, 1526.764, 163.2123, 526.8964, 257.4391, 311.7031, 514.439, 316.8786, 345.8862, 742.1357, 902.2778, 0, 637.9377, 6.103516e-05
3.4, 79.56114, 23.75106, 3652.355, 0, 313.0577, 305.5585, -3.814697e-06, 856.913, 896.4097, 351.6978, 639.2383, 541.379, 167.4098, 0, 975.6194, 171.8132, 42.21061, 334.5872, 259.1553, 211.8405, 413.5878, 381.74, 260.3768, 78.28024, 152.9125, 0, 0, 98.89306, 534.9164, 1462.636, 155.4076, 555.9479, 370.1026, 400.0914, 594.2047, 303.2843, 330.2426, 823.8032, 980.1964, 0, 608.9031, 4.577637e-05
3.5, 75.16012, 22.66734, 3751.665, 0, 298.8902, 292.6647, -5.722046e-06, 819.3696, 923.7493, 332.5497, 609.1703, 584.6364, 159.0644, 0, 929.3003, 162.4513, 39.82721, 318.7428, 247.559, 403.2505, 394.127, 365.0888, 248.0206, 75.03087, 222.1805, 0, 0, 94.65509, 510.1353, 1520.557, 147.9761, 544.3965, 353.571, 378.236, 568.8121, 290.2732, 315.3064, 782.6563, 936.8458, 0, 581.1899, 5.340576e-05
3.6, 71.00253, 21.63307, 3592.021, 0, 285.3638, 280.315, -3.814697e-06, 808.6998, 1001.719, 314.4442, 580.5168, 622.2724, 151.135, 0, 885.1802, 153.5995, 37.57837, 303.6486, 236.4816, 449.4163, 375.5819, 349.1638, 236.2509, 71.91638, 309.1206, 0, 0, 90.59873, 486.5022, 1456.691, 140.9, 546.8499, 337.7778, 357.5745, 577.3895, 277.8203, 301.0458, 743.5646, 895.4125, 0, 554.7381, 4.577637e-05
3.7, 82.5334, 20.64599, 3766.973, 0, 272.4496, 281.8274, -3.814697e-06, 928.7629, 1016.966, 297.3243, 707.56, 695.7825, 143.6009, 0, 843.1549, 145.23, 35.45652, 289.2693, 225.8999, 455.0231, 357.9095, 359.145, 252.3357, 68.93117, 432.3517, 0, 0, 86.71622, 560.153, 1615.192, 202.8441, 521.0703, 322.69, 338.0417, 552.7155, 265.9016, 287.4302, 783.632, 855.8115, 0, 529.4902, 4.577637e-05
3.8, 77.96796, 19.70395, 3817.436, 0, 260.1198, 269.935, -1.907349e-06, 928.1808, 1023.005, 281.1366, 674.2785, 666.075, 136.4424, 0, 850.7518, 146.1409, 33.45448, 327.3646, 215.7916, 479.6398, 365.5966, 407.8854, 240.3611, 66.06987, 412.5383, 0, 0, 83.00006, 534.2026, 1594.535, 193.1443, 496.5061, 308.2762, 375.6409, 606.0387, 254.4943, 274.4304, 744.4916, 848.1439, 0, 505.3914, 3.814697e-05
3.9, 73.65505, 18.80489, 3749.522, 0, 248.348, 258.5444, -1.907349e-06, 916.8242, 998.8798, 265.8301, 642.5624, 637.6358, 242.9062, 0, 810.3609, 147.5143, 31.56548, 349.5753, 206.1357, 456.7255, 348.394, 397.1804, 300.3971, 63.32734, 393.6328, 0, 0, 124.4703, 509.4546, 1719.324, 213.1639, 593.475, 391.4601, 355.1212, 619.3478, 243.5763, 262.0185, 707.3062, 876.0488, 0, 482.3893, 3.814697e-05
4, 69.58072, 17.94686, 3948.769, 0, 237.1089, 247.6345, -1.907349e-06, 876.656, 989.8989, 251.3571, 682.1683, 610.4109, 230.7973, 0, 808.8318, 139.4764, 29.78314, 348.6297, 196.9119, 434.906, 332.0008, 379.8557, 286.1418, 60.69865, 375.5937, 0, 0, 134.6819, 485.853, 1775.996, 330.4165, 565.4974, 373.9744, 335.7224, 592.8809, 233.1267, 250.168, 742.5518, 837.3042, 0, 460.4342, 3.814697e-05
4.1, 65.73177, 17.12797, 4158.657, 0, 334.7438, 254.4206, -1.907349e-06, 1079.585, 947.1036, 237.672, 650.0812, 584.3485, 219.292, 0, 770.4312, 131.8765, 28.10145, 332.1203, 188.1008, 414.1288, 316.379, 377.2302, 272.563, 58.17908, 358.3813, 0, 0, 247.5208, 463.3449, 1730.909, 436.0836, 538.8388, 357.2698, 317.3832, 567.5449, 223.1254, 238.8535, 705.4633, 800.2733, 0, 439.4784, 3.051758e-05
4.2, 62.09573, 16.34645, 4036.229, 0, 319.5949, 243.6847, -1.907349e-06, 1032.516, 997.1821, 224.732, 619.5034, 559.3988, 270.5225, 0, 857.6126, 124.6907, 26.51471, 316.3926, 179.6839, 454.8274, 301.4922, 360.7757, 259.6286, 55.7641, 384.7429, 0, 0, 236.9135, 441.8795, 1715.126, 415.2304, 513.437, 341.3114, 378.2885, 692.4453, 213.5532, 228.0507, 670.2272, 764.88, 0, 419.4762, 3.051758e-05
4.3, 58.66082, 15.60059, 3956.902, 0, 305.1315, 233.4018, -1.907349e-06, 987.2795, 954.072, 212.4966, 617.2756, 535.5143, 257.0369, 0, 914.631, 117.8965, 25.01756, 301.4098, 171.6437, 433.0985, 324.6956, 483.0184, 275.6966, 53.44936, 367.1112, 0, 0, 226.7608, 501.2253, 1878.06, 395.3744, 489.2326, 326.0658, 357.6241, 691.8167, 204.3916, 217.7365, 636.751, 767.6323, 0, 400.3845, 2.288818e-05
4.4, 55.41592, 14.88877, 4069.549, 0, 291.3226, 223.5529, -9.536743e-07, 1027.93, 962.602, 200.9272, 709.4711, 512.6497, 274.7005, 0, 913.3394, 111.4724, 23.60495, 287.1365, 163.9632, 412.4077, 309.4176, 461.9495, 262.6135, 51.2307, 392.5344, 0, 0, 217.0432, 604.694, 1828.015, 376.4679, 632.1331, 311.5012, 338.0886, 662.2529, 195.6231, 207.8888, 714.1965, 795.4576, 0, 382.1617, 2.288818e-05
4.5, 52.35051, 14.20942, 4044.654, 0, 278.1387, 234.8156, -1.907349e-06, 1089.934, 920.9869, 189.9878, 676.0997, 628.8558, 261.0066, 0, 869.9771, 105.3984, 22.2721, 273.5391, 156.6264, 392.7054, 294.8584, 441.7995, 250.1512, 49.10413, 392.7901, 0, 0, 207.742, 576.6802, 1751.235, 358.4655, 602.3332, 297.5872, 319.6202, 662.3168, 187.2308, 260.8368, 701.2227, 760.2773, 0, 364.7682, 2.288818e-05
4.6, 49.45467, 13.56107, 4026.719, 0, 265.5515, 256.3076, -9.536743e-07, 1118, 924.9872, 179.644, 644.298, 602.0059, 247.9954, 0, 907.7144, 99.65538, 21.01451, 260.5856, 149.6179, 478.5079, 301.5721, 422.5285, 238.2803, 47.06584, 374.7897, 0, 0, 198.8394, 549.9643, 1731.812, 341.3239, 573.9381, 284.2946, 302.1606, 651.3978, 179.1984, 249.0398, 666.1984, 827.1782, 0, 348.1664, 2.288818e-05
4.7, 46.71902, 12.9423, 3859.848, 0, 253.5338, 245.492, -9.536743e-07, 1177.937, 963.5527, 169.8633, 613.9921, 576.3022, 253.8999, 0, 864.6191, 94.22527, 19.82794, 249.8508, 142.923, 455.6477, 287.382, 404.0981, 226.9728, 45.11216, 376.6013, 0, 0, 190.3183, 524.486, 1792.068, 325.002, 546.8816, 271.5958, 285.6548, 681.4889, 171.5107, 237.7763, 836.1439, 832.889, 0, 332.3203, 2.288818e-05
4.8, 69.24725, 12.35176, 4025.772, 0, 242.0601, 235.1329, -1.907349e-06, 1126.329, 921.8965, 160.6151, 585.1118, 551.6961, 241.243, 0, 823.5699, 89.09105, 18.70837, 262.8862, 136.5277, 453.2718, 273.8597, 386.4716, 235.1253, 43.23958, 434.5902, 0, 0, 263.4531, 500.1881, 1827.434, 309.4607, 521.1005, 340.6429, 270.0507, 701.3239, 164.1528, 227.0222, 794.3806, 862.957, 0, 317.1953, 2.288818e-05
4.9, 65.41675, 11.78818, 3904.125, 0, 287.9298, 225.2109, -9.536743e-07, 1076.982, 882.0411, 151.8705, 557.5899, 528.1406, 229.217, 0, 784.4696, 84.23658, 17.652, 250.4371, 130.4186, 457.6136, 359.6791, 369.614, 223.9674, 41.44473, 414.6742, 0, 0, 252.1631, 477.0158, 1794.519, 294.6625, 541.5188, 325.4271, 255.2989, 671.3537, 157.1105, 216.7545, 788.2599, 824.7914, 0, 302.7587, 3.051758e-05
5, 61.79813, 11.2503, 3827.505, 0, 335.5027, 215.7076, -1.907349e-06, 1048.867, 843.9088, 143.602, 531.3625, 505.5908, 217.7905, 0, 843.3429, 79.64662, 42.37008, 238.5777, 124.5828, 457.97, 458.1243, 353.4916, 238.3677, 39.72438, 404.1757, 0, 0, 241.3569, 454.9171, 1854.167, 335.2827, 515.9905, 310.891, 241.353, 642.6643, 150.3704, 298.6699, 776.1011, 788.3138, 0, 288.9791, 2.288818e-05
5.1, 93.38939, 10.73697, 3867.836, 0, 320.3194, 384.5172, -9.536743e-07, 1086.036, 974.3748, 135.7836, 748.0264, 552.2949, 206.9336, 0, 874.6868, 138.3253, 73.85379, 227.2798, 119.0082, 436.091, 436.5679, 338.0726, 227.056, 38.07544, 392.0974, 0, 0, 231.0137, 433.8421, 1776.288, 319.2497, 610.3203, 348.2668, 228.1688, 615.2009, 143.9194, 285.1617, 908.3764, 753.4495, 0, 275.8268, 2.288818e-05
5.2, 88.22343, 38.16535, 3913.438, 0, 305.8232, 399.9019, -1.907349e-06, 1119.12, 954.1648, 128.3909, 840.5375, 549.7397, 196.618, 0, 1032.946, 140.1214, 131.753, 216.5169, 113.683, 422.7494, 416.0259, 323.326, 292.525, 36.49495, 374.1287, 0, 0, 221.1139, 413.7434, 1701.679, 303.9834, 581.5487, 332.7106, 215.7049, 620.8453, 137.7452, 272.2645, 879.9581, 796.102, 0, 263.2729, 1.907349e-05
5.3, 83.34323, 36.42393, 4049.765, 0, 291.9831, 519.6812, -1.907349e-06, 1090.961, 930.8069, 121.4007, 945.2442, 624.7063, 186.8165, 0, 1203.025, 132.4863, 124.3136, 206.2637, 108.596, 470.9084, 396.4504, 309.2228, 278.6432, 149.3967, 448.9258, 0, 0, 211.6382, 394.5759, 1778.43, 289.4472, 681.4661, 414.3355, 246.6845, 594.3143, 131.8358, 317.3973, 849.7442, 760.8932, 0, 251.2905, 1.907349e-05
5.4, 78.73299, 49.48965, 3969.788, 0, 278.7693, 497.752, -1.907349e-06, 1087.885, 890.5663, 114.7911, 981.7097, 598.0334, 177.5037, 0, 1286.063, 125.2673, 296.858, 196.4961, 219.5756, 448.4113, 377.796, 295.7347, 265.4203, 178.3956, 466.5936, 0, 0, 202.5687, 376.2964, 1703.732, 275.606, 649.3406, 395.8281, 233.2091, 680.0444, 126.18, 303.0421, 883.77, 727.2416, 0, 239.8535, 1.525879e-05
5.5, 74.37777, 47.23152, 3886.714, 0, 266.1535, 476.7482, -1.430511e-06, 1040.223, 909.9988, 108.5413, 1018.786, 648.0806, 168.6551, 0, 1615.74, 118.4416, 280.0959, 187.191, 209.7503, 426.9889, 383.1258, 337.4854, 261.0323, 170.9905, 445.211, 0, 0, 193.8878, 358.8636, 1765.555, 327.0118, 656.3723, 378.1473, 279.1815, 757.2717, 120.7668, 289.3362, 1010.803, 789.2477, 0, 228.937, 1.525879e-05
