 , C000, C001, C002, C004, C005, C007, C008, C009, C010, C011, C013, C014, C015, C016, C017, C018, C019, C024, C025, C026, C030, C031, C032, C033, C034, C035, C036, C037, C038, C040, C041, C044, C045, C047, C048, C050, C055, C058, C066, C068, C072, C079, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
86.09999999999999, 224.7265, 497.5591, 575.2543, 486.2514, 605.3948, 618.0767, 5.2372, 514.9265, 1645.528, 443.9912, 599.4232, 357.9507, 504.1822, 506.8435, 476.873, 307.1338, 2173.212, 1050.54, 1504.729, 1877.018, 345.7942, 401.7956, 440.379, 1377.973, 385.4778, 242.1036, 1868.948, 576.7805, 1102.572, 325.8135, 1031.383, 703.0797, 1217.052, 469.1582, 883.5932, 138.469, 771.6489, 2882.636, 1.975573, 1500.896, 1473.906, 1133.414, 1207.593
86.2, 253.0573, 474.9451, 645.6293, 462.2527, 571.706, 580.6089, 5.006707, 489.8285, 1689.94, 420.671, 568.1708, 339.69, 480.485, 481.5754, 456.4818, 293.1932, 2283.714, 998.7652, 1437.224, 1785.269, 331.3098, 384.9352, 412.7129, 1321.39, 367.5151, 232.101, 1859.525, 551.5142, 1049.635, 312.4611, 1009.683, 671.1723, 1219.332, 449.2362, 845.3901, 132.4622, 739.7285, 2752.268, 1.895256, 1433.662, 1509.177, 1119.672, 1225.168
86.3, 242.1716, 540.8523, 616.0186, 439.4385, 539.8919, 545.4124, 4.786358, 534.199, 1610.788, 398.5756, 538.5477, 322.3609, 506.4657, 457.567, 471.5835, 279.8854, 2190.969, 949.5417, 1526.511, 1818.897, 317.4321, 368.7823, 386.7848, 1267.13, 350.3895, 222.5117, 1889.247, 527.3547, 1034.944, 299.6558, 1013.264, 706.0933, 1194.02, 430.1602, 808.8387, 126.716, 709.1285, 2869.309, 1.818204, 1505.766, 1442.016, 1161.267, 1352.076
86.40000000000001, 231.7541, 516.2706, 637.2849, 417.7503, 509.8482, 512.3494, 4.575706, 527.4657, 1535.344, 377.6407, 510.4692, 305.9158, 546.8586, 434.7555, 451.4184, 267.1816, 2077.915, 902.7441, 1458.029, 1799.752, 304.1357, 382.1428, 362.4856, 1215.098, 334.0619, 213.3186, 1819.333, 504.2535, 985.2532, 287.3754, 993.0917, 762.3521, 1187.749, 411.8941, 773.8677, 217.4669, 679.7944, 2842.305, 1.744284, 1438.314, 1574.153, 1159.249, 1283.536
86.5, 221.7847, 492.8062, 642.1224, 397.1324, 481.4763, 579.2937, 4.374326, 693.4175, 1463.433, 357.8055, 483.8546, 290.3097, 640.1318, 413.0813, 432.1157, 334.5189, 2033.406, 858.253, 1409.509, 1760.813, 291.3963, 366.1071, 339.713, 1165.202, 318.4951, 204.5052, 1775.953, 482.1643, 989.8647, 275.5982, 1034.394, 727.7548, 1121.743, 394.4037, 740.4088, 276.3447, 651.6736, 2878.148, 1.67337, 1373.883, 1504.101, 1149.87, 1218.471
86.59999999999999, 234.6312, 555.8018, 612.6725, 377.5322, 454.6833, 576.0541, 4.181809, 706.0761, 1566.074, 339.0121, 458.6276, 275.4996, 635.7182, 392.4876, 413.6383, 319.3353, 2048.794, 815.9546, 1364.577, 1674.745, 309.5107, 455.2308, 318.3711, 1117.356, 303.6537, 196.0561, 1722.095, 461.0427, 942.3387, 264.3037, 1029.875, 754.4035, 1059.406, 377.6561, 708.3964, 264.3568, 624.7162, 2766.895, 1.605339, 1477.316, 1528.466, 1344.212, 1330.396
86.7, 240.9896, 530.5407, 584.5733, 358.8993, 567.1035, 551.4658, 3.997764, 671.6614, 1492.724, 378.408, 434.7159, 261.4452, 605.8387, 440.1362, 395.951, 304.8409, 2056.041, 775.7408, 1303.36, 1651.922, 296.5461, 436.1281, 430.2343, 1071.474, 360.6565, 187.9559, 1718.98, 440.8464, 897.0945, 253.472, 971.7608, 720.1669, 1000.532, 361.6195, 677.7681, 252.889, 598.8738, 2703.971, 1.540074, 1544.335, 1534.754, 1283.231, 1473.071
86.8, 269.8488, 569.6702, 720.2272, 341.186, 551.1086, 686.6082, 3.82182, 638.924, 1422.809, 380.1461, 412.0508, 248.1077, 577.3635, 513.1721, 408.2142, 291.0044, 2000.547, 737.5089, 1244.889, 1720.201, 323.1006, 417.827, 440.1845, 1027.476, 343.8505, 180.1905, 1641.943, 421.5348, 854.0227, 381.0121, 953.7122, 687.484, 1064.034, 346.264, 648.4641, 241.9187, 574.1005, 2695.935, 1.477462, 1475.155, 1507.44, 1225.016, 1554.919
86.90000000000001, 258.2407, 543.7787, 687.1952, 324.347, 573.7711, 644.986, 3.653619, 607.7823, 1356.169, 426.8232, 390.5675, 235.4505, 550.2267, 487.5885, 417.7668, 277.7959, 1972.054, 701.1613, 1273.031, 1665.403, 309.5668, 400.2939, 557.5258, 985.2849, 327.8275, 172.7459, 1799.282, 403.0691, 813.0189, 365.3976, 913.8245, 656.2844, 1004.903, 331.5605, 620.427, 231.4242, 550.352, 2801.828, 1.417395, 1409.074, 1582.069, 1169.443, 1476.096
87, 247.132, 519.0641, 655.6781, 308.339, 541.842, 605.887, 3.49282, 578.1584, 1338.028, 404.4046, 370.2043, 223.4391, 524.3654, 463.2803, 399.903, 265.1869, 2160.732, 666.605, 1268.551, 1732.819, 296.5999, 452.5909, 522.5001, 944.8263, 312.5513, 165.6089, 1738.51, 385.4123, 773.9837, 350.4229, 1070.088, 626.5006, 949.0588, 317.4813, 593.6022, 221.385, 527.5858, 2693.067, 1.359771, 1384.244, 1511.664, 1203.364, 1401.27
87.09999999999999, 236.5011, 495.4727, 625.6065, 293.1211, 511.6898, 664.8798, 3.339098, 549.9785, 1275.358, 383.1636, 350.9027, 212.0405, 499.7196, 440.184, 382.8031, 253.1503, 2049.238, 633.7518, 1260.265, 1648.119, 284.1761, 520.6361, 489.6748, 906.029, 297.9868, 158.7667, 1660.598, 510.7383, 736.8227, 336.0619, 1009.705, 598.0685, 896.3177, 304, 567.9371, 211.7813, 505.7614, 2668.479, 1.304489, 1322.236, 1562.539, 1148.772, 1491.961
87.2, 257.9904, 472.9535, 596.9141, 278.6543, 483.2155, 624.5748, 3.192142, 523.1721, 1215.625, 363.0383, 332.6075, 201.2233, 476.2321, 418.2391, 366.4343, 241.66, 1971.805, 602.5178, 1249.379, 1611.243, 272.2727, 498.7888, 458.9118, 868.8248, 352.6115, 152.2072, 1667.885, 488.365, 701.4459, 322.2895, 952.7285, 639.3859, 846.5075, 291.0912, 543.3818, 202.5942, 484.8398, 2658.474, 1.251455, 1331.945, 1493.003, 1151.047, 1416.33
87.3, 246.8925, 451.4579, 688.9729, 264.9015, 574.8347, 586.7131, 3.051654, 497.6722, 1430.619, 343.97, 315.2662, 190.958, 463.5839, 397.3883, 350.7655, 299.5233, 1870.059, 572.8231, 1233.116, 1532.486, 274.3591, 477.8583, 430.0813, 833.1484, 489.8465, 145.9187, 1593.139, 466.9717, 667.7677, 309.0815, 898.9673, 640.8341, 799.4654, 278.7305, 519.8881, 193.8057, 464.7837, 2581.398, 1.200577, 1272.279, 1508.315, 1184.273, 1433.346
87.40000000000001, 236.2719, 430.9391, 657.3743, 251.8274, 542.8464, 551.1465, 2.917348, 473.4152, 1363.613, 325.9033, 298.829, 181.2164, 441.7949, 377.577, 335.7667, 285.9281, 1926.118, 544.5919, 1177.797, 1537.206, 300.5425, 457.8061, 403.0621, 798.9369, 467.0204, 139.89, 1521.742, 446.5157, 741.3856, 296.4148, 1034.515, 611.7515, 921.9664, 266.8947, 497.4102, 185.3984, 445.5572, 2587.49, 1.151767, 1215.286, 1441.193, 1130.548, 1474.657
87.5, 226.1082, 411.353, 627.225, 239.3986, 512.6383, 644.938, 2.788954, 546.7147, 1299.745, 308.7855, 283.2488, 171.9717, 421.03, 358.7533, 321.4092, 272.95, 1946.428, 517.752, 1197.984, 1462.068, 287.9536, 438.5953, 377.7404, 766.1302, 445.2579, 134.1105, 1453.545, 426.9557, 724.2795, 284.2672, 1044.087, 583.9888, 870.7309, 255.5614, 566.3188, 177.3558, 427.1261, 2533.346, 1.104942, 1160.846, 1496.003, 1079.26, 1399.904
87.59999999999999, 243.614, 392.6571, 598.4584, 227.5832, 484.1112, 605.8419, 2.66621, 520.0673, 1238.869, 335.9547, 268.4809, 163.1987, 536.2388, 340.8681, 307.6657, 260.561, 1887.62, 492.235, 1144.24, 1486.738, 275.8919, 420.1907, 354.0094, 734.6707, 424.5096, 128.5697, 1388.404, 408.2526, 737.3051, 272.6174, 1035.146, 557.486, 1013.803, 244.7094, 541.8334, 169.6621, 409.4573, 2586.875, 1.060021, 1108.845, 1429.428, 1030.299, 1328.939
87.7, 233.1344, 374.8109, 571.0111, 216.351, 519.6816, 569.1157, 2.548868, 494.7188, 1180.844, 336.9871, 254.483, 154.8732, 511.0349, 323.8745, 294.5098, 248.7343, 1790.219, 467.9755, 1130.372, 1414.067, 264.3356, 525.2073, 331.7693, 704.503, 404.7281, 123.2578, 1463.617, 390.3688, 701.9051, 261.445, 1088.332, 607.3876, 1024.176, 234.3183, 518.4067, 162.3021, 392.5195, 2479.648, 1.016925, 1059.173, 1547.568, 983.5585, 1381.198
87.8, 223.1057, 357.7758, 611.3647, 205.6731, 490.7626, 534.6159, 2.43669, 470.6058, 1219.04, 408.5046, 241.2148, 146.9724, 500.8033, 307.7281, 281.9165, 237.4445, 1833.454, 444.9116, 1079.662, 1344.947, 253.2633, 503.1682, 310.9264, 675.574, 385.8684, 118.1653, 1555.046, 373.2684, 746.4926, 250.7305, 1026.919, 579.8229, 967.2605, 224.3683, 597.4623, 155.2614, 376.2823, 2552.258, 0.9755822, 1011.727, 1478.699, 1030.189, 1383.185
87.90000000000001, 229.9633, 341.5149, 583.3255, 195.5222, 463.4528, 502.2075, 2.329449, 447.668, 1161.944, 434.9994, 228.6385, 139.4746, 559.9439, 292.3867, 269.8617, 226.667, 1738.848, 422.9844, 1031.226, 1279.206, 242.6547, 482.0539, 291.3929, 647.833, 367.8875, 113.2833, 1529.92, 356.9171, 748.4651, 331.8564, 968.9713, 603.9797, 913.5079, 214.8409, 571.6304, 148.5262, 360.7169, 2436.831, 0.9359198, 1008.347, 1544.748, 983.4539, 1372.348
88, 245.17, 372.445, 556.5723, 185.8723, 437.6627, 504.6181, 2.226928, 425.8483, 1167.104, 412.1515, 216.7178, 132.3594, 533.6259, 277.8101, 258.3223, 216.3788, 1777.02, 402.1379, 984.9635, 1341.472, 232.4906, 542.8738, 273.0866, 621.2311, 350.7445, 108.603, 1534.252, 341.282, 712.5293, 318.2563, 1037.87, 721.6072, 862.7424, 205.7181, 546.9153, 142.0831, 345.7953, 2406.713, 0.8978698, 984.3262, 1534.371, 938.8389, 1552.313
88.09999999999999, 234.6235, 355.5174, 531.046, 176.6987, 462.067, 612.037, 2.12892, 405.0921, 1112.441, 390.5035, 205.4187, 125.6071, 508.5448, 263.9601, 247.2764, 206.5575, 1685.326, 382.3188, 1016.222, 1275.901, 222.7522, 520.0934, 255.9304, 595.7216, 334.4003, 104.116, 1465.494, 381.2209, 678.3189, 305.2136, 1167.006, 778.4105, 848.1097, 196.9826, 609.187, 135.9195, 331.4909, 2297.868, 0.8613668, 940.2324, 1466.09, 896.2479, 1473.623
88.2, 264.3869, 389.1415, 529.2597, 167.9778, 477.9394, 574.9353, 2.035224, 385.3475, 1060.337, 427.0048, 194.7087, 119.1994, 484.6425, 250.8007, 270.126, 197.182, 1789.767, 363.4765, 1107.811, 1250.417, 213.4217, 498.2689, 239.8519, 571.2596, 318.8177, 99.81443, 1426.744, 401.6095, 706.1279, 319.4277, 1144.118, 793.4783, 955.7616, 188.6181, 582.8481, 130.0233, 317.7783, 2341.159, 0.8263478, 944.718, 1400.846, 910.5099, 1398.922
88.3, 253.0138, 371.455, 527.9584, 159.6874, 451.3432, 540.0827, 1.945652, 455.1992, 1010.674, 404.5767, 184.5571, 113.1185, 600.4332, 450.2796, 258.5753, 188.232, 1777.119, 345.5628, 1058.113, 1307.88, 204.482, 477.3602, 224.7836, 547.802, 303.9613, 95.69057, 1416.102, 443.6735, 672.2249, 306.3369, 1079.557, 810.4117, 902.648, 180.6087, 557.648, 124.3829, 304.6329, 2473.32, 0.7927526, 902.3984, 1388.451, 939.5679, 1448.215
88.40000000000001, 264.9693, 354.5725, 503.7445, 151.8061, 426.227, 507.3429, 1.860023, 515.7628, 1069.356, 383.3267, 174.9347, 107.3478, 638.1415, 427.8314, 247.5186, 179.6883, 1886.427, 328.532, 1010.644, 1374.167, 195.9168, 457.3289, 210.6619, 525.3077, 289.7972, 91.73709, 1480.132, 482.968, 639.9496, 293.7827, 1090.09, 850.4362, 852.486, 172.9395, 533.5375, 118.9872, 292.0313, 2394.104, 0.7605231, 899.6462, 1504.952, 940.55, 1417.558
88.5, 253.5711, 338.4572, 521.2712, 144.3138, 402.5084, 476.5878, 1.778162, 490.6241, 1134.849, 363.1927, 165.814, 101.8715, 608.148, 406.5023, 236.9346, 171.5324, 1789.087, 312.3405, 965.3046, 1306.998, 209.4279, 438.1381, 343.2934, 503.737, 276.2931, 87.94695, 1519.311, 461.8112, 609.2239, 281.7429, 1118.076, 811.8414, 865.1057, 165.5959, 510.4694, 400.3143, 279.951, 2335.315, 0.7296039, 859.3458, 1493.466, 982.3798, 1485.666
88.59999999999999, 242.6632, 352.9295, 497.364, 274.3318, 530.8545, 447.697, 1.699904, 466.7106, 1374.649, 344.1164, 157.1689, 261.6438, 579.5643, 386.2366, 269.7385, 163.7467, 1846.318, 296.947, 921.9993, 1286.544, 200.6555, 419.7527, 321.7265, 483.0521, 263.4182, 84.3134, 1580.024, 466.2586, 579.9735, 270.1966, 1054.985, 774.998, 817.03, 158.5641, 488.3987, 382.9486, 268.3704, 2490.652, 0.6999418, 878.5949, 1427.005, 937.8135, 1444.009
88.7, 232.2246, 336.8889, 474.5532, 260.7923, 516.8319, 574.1209, 1.62509, 466.9679, 1310.264, 362.3605, 148.9745, 248.2962, 679.6906, 366.9812, 378.8793, 156.3143, 1801.021, 282.3122, 1024.464, 1287.208, 192.2506, 402.1387, 301.5145, 836.4772, 251.1433, 80.82997, 1509.215, 476.2314, 552.1274, 259.1234, 1016.758, 739.8268, 806.0485, 151.831, 467.2823, 366.3363, 257.2688, 2378.011, 0.6714855, 928.5086, 1401.582, 895.269, 1426.408
88.8, 222.235, 321.5773, 452.7886, 247.921, 561.7874, 587.4974, 1.553568, 444.2075, 1248.896, 420.8153, 141.2073, 285.3076, 647.7443, 348.6858, 425.3158, 149.2193, 1867.503, 268.3986, 1058.511, 1224.289, 318.556, 449.2989, 282.5723, 802.1291, 239.4404, 77.49046, 1441.579, 484.7014, 656.5079, 311.7283, 998.0569, 706.2517, 761.2548, 145.3837, 447.0788, 350.4446, 246.6265, 2510.754, 0.6441862, 886.9152, 1359.789, 1024.78, 1354.1
88.90000000000001, 212.6751, 306.9617, 432.0222, 235.685, 530.5253, 551.8833, 1.485194, 529.355, 1190.401, 422.6728, 133.8451, 270.7527, 617.2995, 331.3025, 407.1292, 142.4464, 1771.14, 255.1708, 1011.025, 1164.446, 305.2126, 534.1386, 264.8201, 911.9536, 228.2829, 74.28893, 1376.974, 463.4687, 624.9872, 298.9531, 1068.765, 674.2003, 894.8787, 139.2103, 427.7489, 335.2423, 236.4244, 2397.204, 0.6179967, 847.1851, 1362.046, 978.2905, 1439.482
89, 203.5265, 293.0103, 412.2083, 224.0529, 572.2402, 633.1664, 1.41983, 560.3847, 1134.646, 400.4723, 126.8668, 256.9404, 588.2856, 314.7858, 389.7203, 135.9808, 1679.749, 242.5948, 965.6684, 1280.174, 292.428, 724.6496, 396.854, 942.425, 217.6452, 71.21966, 1422.468, 443.1661, 594.98, 286.7014, 1008.456, 643.6035, 845.1485, 133.2989, 409.2547, 320.6995, 226.6444, 2288.789, 0.592872, 976.5684, 1372.993, 1050.729, 1366.511
89.09999999999999, 194.7714, 279.6931, 393.303, 212.9949, 540.3964, 594.7839, 1.357342, 533.071, 1081.503, 379.4378, 214.6733, 275.3964, 560.6355, 299.0925, 373.0557, 129.8087, 1593.073, 230.6387, 922.3469, 1237.827, 280.179, 694.2413, 428.8387, 903.7263, 207.5033, 68.2772, 1565.441, 423.7529, 696.49, 300.9502, 1018.237, 614.3953, 798.1819, 127.6386, 536.7178, 373.9747, 217.2689, 2331.059, 0.5687687, 932.8221, 1311.892, 1003.062, 1297.239
89.2, 273.1771, 347.7061, 412.7142, 202.4827, 546.4775, 558.7281, 1.297604, 574.212, 1030.849, 473.5815, 203.4807, 261.3472, 635.2712, 587.0796, 357.1038, 123.9168, 1510.871, 219.2718, 970.388, 1303.401, 443.2513, 665.1091, 401.8975, 963.2234, 197.834, 65.45631, 1534.503, 405.19, 663.0497, 358.6777, 995.6791, 586.5126, 753.8253, 122.2187, 513.5122, 357.7517, 353.9556, 2225.635, 0.5456453, 905.8492, 1299.819, 957.5579, 1446.914
89.3, 298.3312, 431.1557, 437.2564, 192.4892, 516.0673, 524.858, 1.240496, 636.0303, 1049.07, 448.707, 237.3662, 473.2339, 618.259, 557.8114, 341.8339, 218.5212, 1699.309, 545.56, 926.8547, 1434.818, 424.6847, 637.1993, 509.1014, 1027.638, 188.6152, 62.75196, 1482.136, 428.4624, 631.2149, 343.9785, 939.4943, 669.4235, 711.9337, 117.0289, 491.31, 342.2324, 339.3137, 2292.116, 0.523462, 877.9855, 1356.068, 1008.799, 1373.566
89.40000000000001, 309.8601, 468.8882, 520.3068, 182.989, 487.3493, 493.0411, 1.185901, 605.0296, 1114.405, 425.139, 224.9905, 503.2377, 652.9858, 530.0023, 429.9739, 208.6027, 1611.624, 555.1931, 885.2744, 1364.684, 447.3051, 610.4608, 477.1179, 1079.789, 179.826, 60.15935, 1441.277, 516.5459, 616.5915, 329.8816, 940.7238, 639.0435, 672.3701, 112.0594, 470.0677, 327.3863, 325.2775, 2337.71, 0.5021806, 887.3823, 1295.721, 963.034, 1303.937
89.5, 347.1849, 447.5773, 524.7438, 173.9577, 460.2295, 484.8971, 1.133708, 575.5399, 1087.689, 402.809, 244.9683, 477.5653, 622.2947, 503.5797, 432.2141, 199.1344, 1765.009, 527.8307, 913.5876, 1297.978, 586.6519, 584.8442, 447.1437, 1149.986, 171.4464, 57.67385, 1477.723, 493.9182, 873.3141, 316.3624, 887.6401, 675.9005, 635.0051, 107.301, 642.5345, 313.1843, 311.8219, 2372.049, 0.4817643, 847.6312, 1288.925, 987.1629, 1290.852
89.59999999999999, 332.2501, 427.235, 500.6773, 165.3721, 467.5266, 455.5026, 1.083813, 547.4876, 1036.745, 381.6518, 232.1963, 453.2025, 593.0461, 478.4743, 413.7325, 190.0958, 1746.672, 501.817, 872.6025, 1272.284, 655.0292, 560.3026, 419.0526, 1140.359, 163.4572, 55.29104, 1481.624, 472.2817, 1044.099, 449.1976, 837.5518, 729.5782, 599.7166, 196.4062, 659.0703, 299.5983, 298.9229, 2281.804, 0.4621781, 1098.151, 1400.309, 1042.531, 1331.324
89.7, 317.9577, 407.8173, 477.7145, 215.0267, 596.4433, 468.9947, 1.036114, 520.8026, 1092.157, 361.6058, 244.9201, 430.0826, 565.1722, 584.5246, 396.0412, 181.4675, 1656.543, 550.9626, 947.9795, 1358.121, 627.5918, 536.7908, 454.6788, 1198.467, 155.8404, 53.00668, 1443.499, 451.5931, 1029.281, 430.7887, 790.2899, 696.4683, 566.3892, 241.0118, 663.7448, 362.7841, 286.5575, 2318.94, 0.4433882, 1104.779, 1337.993, 995.2356, 1399.384
89.8, 304.2801, 474.316, 499.481, 224.6999, 621.3785, 440.5642, 76.31224, 495.4182, 1214.709, 342.6128, 232.1506, 408.1421, 588.7919, 555.3838, 379.1064, 173.2308, 1632.86, 523.8088, 950.1949, 1291.736, 601.3036, 514.2656, 426.1143, 1350.605, 148.5784, 50.81669, 1571.911, 506.7843, 1086.089, 413.1342, 745.6949, 664.8609, 653.321, 400.9068, 745.4633, 347.0465, 403.1676, 2294.379, 0.4253622, 1055.289, 1473.61, 950.0861, 1388.631
89.90000000000001, 346.0329, 452.7585, 476.5732, 213.61, 665.3398, 413.8572, 95.19142, 471.2711, 1207.938, 324.6173, 220.0468, 492.8, 561.1179, 637.4742, 418.4323, 165.368, 1812.519, 588.2293, 907.5676, 1465.458, 684.251, 492.6856, 452.4155, 1383.694, 141.6549, 48.71719, 1527.842, 484.5842, 1033.943, 396.2032, 830.4172, 775.0556, 617.0146, 383.883, 1018.017, 331.9916, 386.4899, 2330.644, 0.4080691, 1056.03, 1408.033, 906.9849, 1318.238
90, 565.4241, 432.1806, 454.7159, 203.0674, 689.1412, 388.7692, 103.0265, 448.301, 1151.361, 307.5671, 249.8045, 655.4463, 598.941, 910.696, 400.54, 157.8621, 1718.993, 683.3417, 866.8525, 1938.879, 905.4775, 472.0112, 576.3004, 1326.876, 135.054, 46.70442, 1569.324, 463.3566, 1112.893, 379.9661, 955.9091, 758.29, 631.3531, 592.5807, 974.002, 317.5898, 370.5022, 2261.4, 0.391479, 1125.824, 1495.542, 865.8389, 1251.414
90.09999999999999, 541.1013, 412.5381, 433.8611, 193.0451, 694.6692, 365.202, 229.0204, 426.4504, 1151.181, 291.4124, 248.8418, 757.6191, 648.6794, 865.2943, 488.627, 150.6968, 1630.293, 940.739, 858.645, 2093.327, 904.9702, 452.2043, 540.0952, 1352.337, 128.7607, 44.77482, 1498.994, 443.0589, 1172.822, 364.3943, 901.9685, 817.1329, 706.7383, 567.4178, 931.89, 303.8127, 355.1758, 2159.127, 0.3755633, 1075.392, 1428.988, 826.5596, 1705.34
90.2, 517.8248, 393.7883, 459.2632, 206.4065, 656.0125, 343.0634, 218.9411, 405.6648, 1097.263, 276.1062, 266.0396, 718.9695, 635.4851, 822.156, 467.7332, 143.8568, 1726.203, 923.882, 842.4011, 1991.005, 867.0634, 433.2286, 588.6074, 1740.579, 243.0417, 42.92493, 1581.548, 423.6504, 1116.512, 349.4608, 874.1833, 780.0494, 1020.158, 832.1893, 891.5988, 290.6333, 340.4834, 2266.608, 0.3602948, 1027.219, 1492.297, 789.0622, 1965.925
90.3, 495.5495, 396.4734, 438.1999, 196.2194, 719.6523, 322.2669, 209.3053, 385.8924, 1180.468, 261.6039, 346.5334, 682.2916, 605.6165, 850.1821, 447.7328, 180.3631, 1815.636, 1180.84, 860.2485, 1893.685, 1014.624, 415.0492, 551.629, 1895.523, 275.1682, 41.15148, 1510.671, 405.092, 1084.209, 335.1393, 913.7759, 744.6489, 963.4656, 796.8517, 853.0495, 278.0256, 326.3988, 2215.163, 0.3456469, 981.2037, 1425.888, 849.1835, 2056.449
90.40000000000001, 474.2325, 378.4537, 501.063, 186.5351, 679.6053, 302.7311, 263.3694, 521.3715, 1125.179, 247.8634, 620.648, 647.4848, 577.1518, 1153.359, 428.5876, 206.3472, 1865.115, 1225.97, 850.6124, 1825.513, 1019.928, 397.6326, 699.3671, 2117.645, 262.3457, 39.45129, 1492.046, 387.3467, 1032.154, 321.4047, 915.7958, 710.855, 909.9238, 763.0148, 816.167, 265.9648, 312.8968, 2312.384, 0.3315946, 937.2498, 1362.434, 880.2875, 2193.44
90.5, 453.8324, 361.2531, 478.0826, 203.5307, 641.7868, 284.3795, 282.2115, 495.9594, 1201.173, 234.8446, 986.1494, 614.4537, 550.025, 1095.86, 410.2611, 246.207, 1796.406, 1165.549, 812.4524, 1882.254, 1198.573, 380.9469, 655.4304, 2250.104, 250.1208, 37.82135, 1425.179, 370.3787, 982.5973, 308.2329, 918.5453, 678.5947, 859.3575, 878.2599, 780.8792, 254.4272, 299.9534, 2251.356, 0.3181136, 895.2648, 1301.803, 1004.426, 2240.261
90.59999999999999, 434.3099, 394.6674, 456.1562, 193.4856, 606.0729, 267.1404, 269.7912, 471.7859, 1250.948, 222.5096, 1227.969, 583.1076, 524.1731, 1041.227, 392.7183, 472.1261, 1703.711, 1108.106, 824.546, 1806.682, 1189.466, 364.9613, 734.5728, 2450.636, 469.3666, 36.25875, 1414.107, 354.1539, 935.4202, 295.601, 866.7131, 647.7984, 811.6013, 840.9661, 835.6868, 290.7477, 287.5453, 2185.685, 0.3051806, 978.8588, 1243.871, 958.8599, 2189.589
90.7, 415.6272, 376.7298, 435.2354, 183.9362, 572.3463, 250.9464, 257.9174, 539.6027, 1192.358, 210.8225, 1460.382, 553.3607, 499.5363, 1083.397, 375.9255, 450.6966, 1743.423, 1053.494, 904.9886, 1779.387, 1139.643, 495.037, 688.4243, 2350.006, 447.4948, 34.76072, 1389.117, 338.64, 951.0281, 283.4867, 889.6097, 731.9586, 766.4989, 805.2559, 799.555, 278.135, 275.6506, 2174.197, 0.2927735, 935.0099, 1188.517, 975.8741, 2264.884
90.8, 397.7482, 359.6075, 415.274, 231.6925, 590.5709, 327.2957, 246.5663, 513.302, 1136.511, 199.7492, 1395.506, 525.1312, 476.0575, 1029.386, 359.8509, 430.2398, 1653.463, 1001.573, 864.3892, 1692.411, 1109.763, 486.0591, 645.1751, 2417.548, 426.6422, 33.32457, 1409.712, 323.8056, 905.3668, 271.8689, 839.4103, 698.7406, 723.903, 771.0621, 764.9854, 279.6098, 264.2479, 2122.298, 0.2808707, 893.1253, 1135.626, 931.603, 2205.085
90.90000000000001, 380.6383, 417.2141, 396.2282, 220.2574, 557.707, 421.7646, 278.8868, 488.2832, 1083.28, 189.2575, 1322.748, 498.3419, 453.6822, 978.067, 344.4636, 410.7115, 1658.977, 952.2109, 825.6112, 1609.686, 1063.278, 676.7878, 700.5744, 2775.812, 406.7614, 31.94775, 1498.87, 309.621, 861.8977, 260.7272, 792.0435, 667.0301, 683.6743, 738.3203, 731.9104, 477.495, 253.3169, 2166.086, 0.2694519, 1033.993, 1250.07, 985.2917, 2169.833
91, 364.2644, 506.0957, 378.0558, 209.3868, 582.3984, 396.1973, 266.6128, 485.9546, 1032.543, 179.3169, 1471.234, 472.9192, 432.3586, 929.3066, 329.7342, 392.0696, 1697.311, 995.8718, 788.5729, 1531.005, 1179.546, 740.5359, 656.5619, 2789.222, 387.8069, 30.62782, 1464.309, 499.011, 997.6227, 250.0421, 747.3496, 739.5024, 645.6811, 706.9688, 816.4523, 524.5614, 242.838, 2299.492, 0.2584973, 1027.659, 1235.092, 1085.427, 2059.839
91.09999999999999, 348.5948, 483.0937, 494.7901, 199.0526, 670.6031, 372.1798, 254.8789, 486.4312, 984.1816, 169.8985, 1823.873, 448.7935, 412.0372, 940.9506, 315.6347, 374.2738, 1609.729, 995.5143, 753.1961, 1456.169, 1388.286, 709.4611, 615.3144, 2822.022, 369.7357, 29.36243, 1398.686, 477.1514, 983.6378, 239.795, 814.1878, 723.7972, 609.7993, 676.9485, 781.1521, 501.8059, 232.7927, 2195.496, 0.247988, 981.6239, 1180.129, 1036.185, 2211.034
91.2, 333.5993, 461.1371, 472.0974, 289.9934, 633.2856, 349.6182, 243.6615, 462.7221, 938.0856, 160.9747, 2051.12, 425.8985, 392.6709, 894.0405, 302.1381, 357.2858, 1710.936, 1108.844, 719.4064, 1959.15, 1378.273, 679.6902, 754.4935, 3000.691, 352.5065, 28.14931, 1459.035, 456.2494, 936.4108, 229.9677, 1015.729, 741.7405, 575.9115, 648.2031, 793.167, 480.0375, 223.1629, 2096.204, 0.237906, 937.6511, 1273.585, 989.1782, 2348.67
