 , C000, C001, C002, C004, C005, C007, C008, C009, C010, C011, C013, C014, C015, C016, C017, C018, C019, C024, C025, C026, C030, C031, C032, C033, C034, C035, C036, C037, C038, C040, C041, C044, C045, C047, C048, C050, C055, C058, C066, C068, C072, C079, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
91.3, 431.3907, 535.3924, 450.4455, 275.6809, 598.0447, 328.4244, 286.6687, 440.1686, 894.1485, 152.5196, 1953.31, 404.1714, 446.8912, 979.3166, 289.2186, 341.0688, 1622.652, 1482.542, 687.1326, 1965.183, 1364.272, 651.1686, 900.3109, 3261.406, 336.0803, 26.98631, 1431.955, 436.2631, 891.4512, 220.5432, 958.4125, 708.0786, 543.9069, 620.6782, 817.988, 477.3999, 213.9314, 2184.76, 0.2282339, 895.6482, 1270.473, 944.3035, 2723.906
91.40000000000001, 412.8336, 511.0589, 470.0735, 262.0749, 564.765, 308.5153, 274.0522, 511.7405, 852.2693, 144.5087, 1851.469, 383.5528, 425.8868, 930.4939, 276.8515, 325.588, 1730.527, 1635.008, 656.3066, 1932.425, 1372.392, 623.8438, 843.7502, 3554.428, 320.4194, 25.87137, 1431.045, 417.1522, 848.6503, 211.5049, 904.3306, 675.9443, 513.6809, 594.3222, 808.9575, 543.3691, 205.0818, 2236.429, 0.2189551, 888.1706, 1213.935, 901.4646, 2968.609
91.5, 449.0608, 487.8314, 448.5143, 249.1403, 533.3371, 289.8131, 261.9909, 504.0092, 973.4286, 136.9185, 1871.923, 363.9861, 405.8696, 884.1052, 265.0133, 310.8098, 1707.679, 1584.801, 626.8636, 2019.251, 1314.906, 627.2041, 881.7695, 3594.047, 305.4884, 24.80249, 1482.573, 398.8785, 807.9044, 202.8371, 853.3005, 799.7294, 485.1346, 569.0853, 920.9481, 519.7977, 196.5983, 2147.411, 0.2100534, 848.3842, 1309.174, 860.5691, 3303.461
91.59999999999999, 489.8842, 500.5186, 583.6055, 236.8441, 591.2067, 272.2446, 250.4605, 504.3096, 927.8361, 129.7269, 1825.257, 345.4175, 386.7932, 840.0291, 253.6813, 296.7024, 1619.562, 1506.696, 598.7414, 1959.596, 1259.829, 673.3595, 826.3737, 3657.941, 291.2531, 23.77777, 1539.508, 381.4054, 843.4745, 194.5244, 805.1499, 763.4358, 458.1747, 544.9201, 881.1299, 497.2489, 188.4657, 2150.788, 0.2015137, 924.7327, 1250.914, 973.6523, 3510.235
91.7, 468.8108, 477.7701, 556.8394, 225.1548, 581.4591, 255.7411, 239.4375, 479.7292, 884.3791, 122.9131, 1730.093, 327.7962, 545.1144, 798.1504, 242.8338, 283.2353, 1569.673, 1488.385, 571.8808, 1863.811, 1273.687, 708.51, 774.4581, 3538.693, 277.6811, 22.79538, 1470.514, 364.6976, 802.9771, 186.5525, 759.7164, 728.7892, 432.713, 521.781, 843.0333, 475.6782, 180.6695, 2184.242, 0.1933211, 951.6343, 1260.124, 929.482, 3364.585
91.8, 448.644, 456.0556, 659.331, 214.0424, 549.1022, 240.2381, 228.8997, 456.3467, 915.6301, 116.4572, 1656.482, 311.0738, 526.9773, 865.1701, 232.4502, 270.3794, 1627.849, 1443.295, 606.5092, 1772.708, 1294.389, 678.7791, 763.7664, 3498.635, 264.7416, 21.85358, 1455.288, 348.7217, 883.3111, 178.9072, 716.8467, 695.715, 408.6662, 499.6245, 890.6727, 455.0432, 173.1958, 2190.814, 0.1854616, 909.005, 1204.046, 887.3154, 3442.768
91.90000000000001, 439.7716, 477.2188, 629.0919, 255.5287, 518.546, 225.6749, 218.8257, 434.104, 872.7448, 110.3404, 1608.513, 295.2045, 502.2087, 822.038, 222.5105, 258.1071, 1700.111, 1551.772, 786.1549, 1787.099, 1240.17, 799.637, 779.5684, 3387.961, 252.405, 20.9507, 1591.263, 333.4457, 840.901, 171.5753, 890.673, 664.1418, 385.9558, 478.4088, 894.027, 658.5652, 166.0313, 2113.119, 0.1779216, 868.2853, 1264.187, 847.0618, 3516.82
92, 476.7003, 497.1448, 600.2396, 250.1008, 489.6901, 211.9944, 209.195, 412.9454, 831.868, 203.2091, 1667.542, 280.1448, 478.6043, 889.6779, 212.9959, 246.3918, 1612.385, 1475.294, 750.8867, 1699.746, 1212.918, 838.6424, 829.9089, 3337.595, 240.6434, 20.08511, 1519.95, 318.8389, 1027.37, 164.5438, 840.4135, 634.0015, 364.5074, 458.0939, 996.3987, 653.9061, 159.1632, 2190.536, 0.1706882, 829.3896, 1207.929, 887.5851, 3396.538
92.09999999999999, 456.1941, 474.5496, 572.7106, 399.8644, 507.4105, 199.1433, 199.9882, 472.5237, 792.9059, 272.638, 1580.6, 265.8533, 456.1093, 845.324, 257.4579, 235.2082, 1529.186, 1402.585, 717.2006, 1775.391, 1178.397, 803.4507, 777.7711, 3697.552, 229.4297, 19.25529, 1451.833, 304.8719, 978.0432, 157.8005, 792.9902, 605.229, 344.251, 438.6418, 1040.653, 625.5396, 152.5792, 2105.26, 0.1637488, 792.2364, 1228.678, 847.3192, 3400.946
92.2, 436.57, 527.2296, 546.4442, 460.4256, 515.6307, 288.7184, 191.1865, 479.234, 755.7686, 258.3179, 1498.192, 252.2909, 549.4413, 803.1813, 434.0779, 224.5323, 1750.786, 1333.46, 685.0257, 1806.961, 1186.572, 769.7357, 861.1418, 3670.425, 218.7386, 18.45975, 1386.769, 291.5167, 931.0847, 151.3336, 748.2429, 577.7623, 325.1203, 420.0156, 995.6597, 598.4036, 146.2675, 2208.873, 0.1570916, 756.7474, 1201.914, 936.123, 3357.574
92.3, 447.4884, 503.2671, 563.5698, 540.851, 548.5083, 271.2163, 182.7723, 455.8757, 928.0842, 268.8009, 1420.08, 239.4204, 530.7815, 763.1396, 543.0767, 214.3409, 1689.977, 1350.574, 654.2943, 1718.637, 1240.084, 737.4355, 807.0419, 3592.478, 208.5458, 17.69708, 1482.306, 278.7466, 886.3809, 145.1316, 785.0277, 551.5421, 307.0527, 402.1803, 952.6113, 619.0338, 140.2169, 2153.958, 0.150705, 922.7808, 1214.376, 893.6552, 3187.371
92.40000000000001, 428.2388, 480.3937, 537.7227, 514.1575, 619.5816, 254.7751, 174.7283, 485.6245, 946.2456, 254.6823, 1475.948, 227.2065, 505.8341, 725.0942, 519.8546, 204.6122, 1649.114, 1284.012, 624.9415, 1634.63, 1201.84, 737.8587, 756.3408, 3683.536, 198.8278, 16.96593, 1415.876, 266.5359, 855.4153, 139.1839, 740.7297, 526.5118, 289.9892, 385.1024, 911.4241, 685.5812, 134.4166, 2056.544, 0.1445781, 946.8852, 1234.537, 930.6024, 3025.796
92.5, 435.6216, 619.0889, 513.0609, 508.6666, 617.617, 239.3307, 167.0384, 499.0705, 901.9263, 241.3054, 1398.995, 215.6157, 482.0593, 763.7672, 497.6254, 195.325, 1564.019, 1220.73, 677.5621, 1657.346, 1215.838, 806.2356, 708.8248, 3627.384, 189.5628, 16.26497, 1352.424, 254.8601, 893.3063, 133.4799, 698.9313, 794.0602, 273.8739, 368.7497, 872.0177, 655.8406, 231.376, 2184.478, 0.1387003, 982.5378, 1179.598, 1147.385, 3051.89
92.59999999999999, 416.8825, 590.9514, 489.5302, 483.5616, 687.7827, 224.8224, 159.6869, 486.0001, 917.7541, 328.4688, 1411.922, 204.6161, 459.4019, 742.9188, 476.3468, 186.4593, 1483.316, 1160.567, 647.1655, 1714.47, 1164.91, 858.2601, 756.3743, 3682.449, 180.7294, 15.59298, 1291.814, 243.6957, 850.4163, 128.0096, 659.4916, 758.0239, 258.6541, 353.0914, 834.3151, 627.3902, 280.807, 2190.686, 0.1330614, 938.5241, 1199.916, 1095.333, 2897.183
92.7, 416.6752, 581.5428, 467.0788, 459.6957, 649.5092, 211.1937, 152.659, 559.2386, 935.0986, 311.2162, 1380.715, 194.1777, 450.3055, 786.0455, 475.2707, 177.996, 1406.776, 1155.439, 618.1326, 1630.667, 1223.433, 822.2452, 726.1467, 3613.288, 172.3077, 14.94876, 1354.817, 233.0205, 809.5856, 122.7636, 622.2775, 723.623, 244.2802, 338.0979, 798.2426, 683.9748, 269.191, 2103.324, 0.1276518, 922.3, 1146.518, 1045.643, 2953.505
92.8, 398.7511, 555.1118, 445.657, 437.0077, 613.3655, 198.3911, 145.9403, 531.9809, 891.3014, 294.8699, 1379.723, 184.2719, 493.4066, 746.8582, 530.6553, 169.9169, 1569.285, 1227.482, 590.4021, 1550.96, 1267.127, 787.7416, 762.9686, 3464.916, 164.2784, 14.33114, 1354.811, 222.8128, 770.7153, 117.7325, 754.7413, 690.7833, 230.7051, 323.7412, 763.7297, 654.3039, 258.0555, 2098.781, 0.122462, 880.9847, 1095.496, 998.2064, 3020.714
92.90000000000001, 381.5981, 609.9437, 425.2177, 433.3922, 579.2332, 226.1782, 139.5174, 506.0517, 849.5555, 279.3821, 1351.601, 174.8713, 609.4897, 709.6244, 565.1373, 162.2045, 1488.31, 1166.986, 563.9156, 1523.333, 1214.051, 754.6859, 715.0363, 3592.145, 156.6233, 13.73905, 1391.969, 213.0523, 825.8116, 112.9076, 712.1523, 659.4339, 217.8843, 309.994, 730.709, 625.9202, 247.3807, 2193.856, 0.1174833, 841.5201, 1219.196, 952.9221, 2898.523
93, 430.364, 745.2637, 487.9461, 505.2484, 666.1089, 212.4673, 133.3771, 481.3863, 904.823, 264.7078, 1327.958, 165.9503, 580.843, 674.2469, 540.9719, 154.8422, 1557.873, 1109.472, 538.6174, 1556.548, 1163.197, 723.0172, 841.1479, 3541.897, 149.3249, 13.17142, 1374.533, 203.7194, 818.0153, 108.2804, 692.2529, 629.5072, 205.776, 296.8307, 699.116, 598.7677, 237.1474, 2094.638, 0.112707, 803.8235, 1235.287, 909.6922, 2824.195
93.09999999999999, 411.851, 711.3916, 465.5672, 480.3121, 738.7516, 199.5875, 127.5071, 457.9231, 862.4438, 332.0294, 1320.13, 157.4845, 623.4062, 739.3994, 517.8398, 147.814, 1477.487, 1054.792, 611.1085, 1530.759, 1114.474, 692.6775, 874.5217, 3499.232, 142.3666, 12.62724, 1455.265, 194.7953, 778.7402, 103.8429, 728.004, 600.9387, 194.3406, 284.2263, 668.8889, 572.7931, 227.3374, 1999.907, 0.1081249, 813.4911, 1180.315, 868.4235, 2883.745
93.2, 394.1344, 700.8268, 464.8191, 456.6066, 848.931, 290.862, 121.8954, 435.6035, 822.0496, 314.5898, 1294.913, 149.4505, 687.8251, 702.5375, 549.3989, 141.1048, 1401.248, 1056.52, 583.6931, 1455.936, 1205.131, 749.1151, 819.5812, 3584.454, 135.7325, 12.10554, 1390.047, 186.2622, 741.3509, 99.58723, 754.9741, 573.6666, 183.5407, 272.1571, 792.9514, 547.9453, 217.9333, 2045.172, 0.1037291, 816.8491, 1127.789, 829.0269, 2737.561
93.3, 454.0674, 668.9743, 567.3026, 434.071, 801.6899, 273.2299, 116.5307, 507.6667, 854.4329, 298.0663, 1227.4, 141.8263, 655.4965, 667.5132, 593.6288, 134.7002, 1328.944, 1004.451, 620.2218, 1504.351, 1154.651, 743.1552, 842.941, 3437.266, 129.4076, 11.6054, 1327.751, 178.1028, 705.7567, 95.50597, 712.3719, 547.6323, 173.341, 260.6004, 758.6673, 524.1754, 208.9181, 2117.676, 0.09951197, 798.2891, 1077.601, 791.4175, 2598.788
93.40000000000001, 434.5348, 714.6327, 541.2842, 477.8615, 757.0778, 256.6667, 111.4021, 519.9734, 828.3552, 282.4106, 1234.352, 134.5911, 660.1752, 634.2351, 568.2451, 128.5862, 1260.37, 1143.805, 673.873, 1430.819, 1106.286, 738.835, 894.6962, 3296.122, 123.3774, 11.12592, 1268.248, 170.3009, 778.6519, 91.59196, 672.1738, 522.7794, 163.7081, 249.5345, 725.8655, 501.4366, 250.913, 2069.96, 0.09546629, 762.529, 1029.646, 755.5144, 2598.001
93.5, 415.8424, 682.1527, 516.4592, 472.4558, 714.9481, 241.1076, 106.4992, 553.3315, 855.387, 267.5772, 1178.127, 127.725, 629.1461, 602.616, 543.9468, 122.7498, 1360.133, 1087.433, 643.6418, 1469.454, 1059.947, 707.8315, 838.4882, 3410.421, 117.6282, 10.66625, 1288.384, 162.8407, 741.2667, 87.83835, 693.483, 499.0544, 154.6105, 238.9384, 694.4819, 479.6842, 295.0352, 2054.868, 0.0915851, 826.6312, 983.8251, 721.24, 2716.55
93.59999999999999, 397.9541, 651.149, 570.7349, 449.138, 748.2894, 226.4917, 101.8121, 575.9398, 868.6602, 253.523, 1152.753, 121.2092, 754.8691, 572.5733, 520.6875, 117.1782, 1329.56, 1033.84, 614.767, 1525.41, 1015.548, 678.129, 894.7643, 3270.379, 112.1469, 10.22557, 1230.644, 155.7074, 705.6766, 84.23857, 790.8757, 476.4062, 146.0185, 228.7923, 664.4552, 458.8755, 282.8306, 1961.936, 0.08786169, 894.1763, 940.0435, 688.5205, 2899.082
93.7, 380.8354, 621.5544, 544.5591, 536.9576, 706.6488, 212.7617, 97.33127, 547.868, 827.9748, 240.2069, 1104.57, 115.0257, 719.3893, 544.0283, 498.4228, 111.8596, 1260.955, 982.8876, 587.1874, 1450.848, 973.0096, 649.6729, 838.5521, 3249.574, 106.921, 9.803095, 1209.236, 148.8865, 671.7952, 80.78632, 866.4803, 454.7857, 137.9039, 219.077, 635.7267, 438.9694, 309.2454, 1928.551, 0.08428966, 854.1208, 972.0773, 657.2853, 2839.561
93.8, 388.218, 721.4517, 519.5838, 510.4563, 667.3254, 199.8641, 93.04765, 521.1645, 789.1949, 227.5902, 1257.923, 109.1578, 685.5771, 516.9064, 496.767, 106.7824, 1323.349, 934.4467, 560.8452, 1379.931, 932.2529, 740.6096, 785.8713, 3359.789, 101.9386, 9.398077, 1155.044, 142.3644, 639.5406, 77.47556, 817.5861, 434.1465, 130.2403, 209.7743, 608.2404, 419.9269, 296.453, 2029.588, 0.08086286, 837.8253, 1155.68, 627.4672, 2806.382
93.90000000000001, 428.5291, 688.6619, 495.754, 485.263, 630.1903, 187.7484, 88.95255, 495.7625, 812.1359, 215.6362, 1214.334, 103.5891, 733.8085, 491.1367, 526.2983, 101.9356, 1255.064, 888.3931, 676.5294, 1312.48, 893.2032, 709.5316, 779.2768, 3221.826, 97.18845, 9.009793, 1212.108, 136.128, 608.8346, 74.30047, 771.4508, 414.4438, 123.0026, 200.8666, 581.9425, 401.7104, 284.1898, 1937.799, 0.07757536, 873.4001, 1104.251, 599.0017, 2664.12
94, 410.0951, 726.1511, 473.017, 461.3131, 701.1778, 176.3671, 85.03767, 471.5986, 814.2322, 204.3101, 1180.334, 98.30457, 757.2861, 553.5085, 503.7937, 97.30882, 1228.262, 844.6092, 646.1791, 1248.326, 855.7893, 838.2238, 730.3199, 3089.529, 92.65961, 8.637551, 1279.118, 130.1648, 579.6028, 71.2555, 833.7305, 395.6354, 116.1671, 192.3371, 648.3698, 384.2842, 272.4338, 1888.926, 0.07442153, 834.2753, 1055.11, 571.8276, 2669.03
94.09999999999999, 392.4541, 693.1476, 583.5645, 438.5453, 992.7648, 325.5365, 81.2951, 448.6125, 801.0162, 193.5789, 1118.794, 93.2896, 721.6927, 544.6946, 482.2513, 92.89204, 1179.362, 802.9832, 679.0014, 1187.308, 819.9426, 803.0497, 684.4387, 3150.074, 88.34182, 8.280688, 1221.794, 124.4628, 551.7746, 68.33532, 919.1293, 377.6805, 109.7114, 184.1698, 748.1907, 367.6139, 261.1642, 1892.188, 0.07139591, 796.9032, 1008.156, 545.8863, 2597.139
94.2, 375.5719, 680.0671, 626.7385, 416.9011, 937.5197, 305.8025, 77.71725, 498.3119, 763.4991, 230.4184, 1060.463, 88.53048, 687.7722, 636.4603, 461.6302, 88.67574, 1237.026, 763.4087, 648.5402, 1410.901, 812.6733, 769.3516, 744.4172, 3020.723, 84.22523, 7.93857, 1167.039, 295.3994, 525.2825, 65.53481, 867.2641, 360.5405, 103.6146, 176.3494, 715.8419, 351.6668, 250.3607, 1902.864, 0.0684933, 794.4056, 963.2917, 521.1218, 2465.484
94.3, 359.4159, 649.1581, 597.9942, 396.3252, 885.3489, 287.2647, 74.29685, 474.0237, 858.194, 301.2747, 1005.173, 84.01414, 655.446, 604.7303, 441.8907, 84.6508, 1173.196, 725.7846, 619.4456, 1382.916, 797.2426, 818.3904, 697.6503, 2896.684, 80.30046, 7.610586, 1238.909, 282.4592, 500.0623, 134.7597, 818.3256, 344.1783, 97.85649, 168.861, 684.8917, 517.2782, 267.5378, 1816.806, 0.0657087, 758.8195, 920.4238, 497.4808, 2465.248
94.40000000000001, 343.9549, 619.654, 624.0773, 376.7648, 836.0814, 269.8507, 71.02699, 450.9194, 837.0408, 285.4506, 986.0466, 79.7282, 624.6393, 574.5822, 422.9954, 80.80856, 1112.659, 690.0148, 591.6561, 1315.319, 838.9821, 784.0486, 743.4193, 2996.69, 76.55858, 7.296153, 1282.002, 270.0859, 476.053, 168.5402, 814.5016, 328.5587, 92.4184, 161.6906, 916.9355, 494.8386, 268.4642, 1791.828, 0.0630373, 724.8275, 879.4636, 474.9123, 2373.306
94.5, 329.159, 626.4917, 627.4489, 358.1698, 821.5672, 253.4924, 67.90104, 428.9412, 797.8364, 270.4575, 934.6366, 75.6609, 595.2805, 545.9371, 524.7269, 77.14072, 1086.951, 656.0079, 565.1134, 1512.499, 803.8394, 751.1478, 897.8973, 3032.688, 72.99107, 6.99471, 1224.549, 258.2545, 453.1964, 161.6331, 768.5404, 313.6479, 87.28252, 154.8247, 877.2908, 473.3725, 305.547, 1710.792, 0.06047451, 827.6591, 986.547, 453.3676, 2414.706
94.59999999999999, 314.9996, 658.4656, 614.7018, 340.4925, 920.0999, 238.1256, 64.91267, 455.3249, 916.0934, 256.252, 940.1339, 71.80109, 567.3015, 518.72, 502.2895, 73.63935, 1030.865, 623.6769, 593.0564, 1566.517, 770.1686, 752.718, 841.4883, 2908.156, 69.58979, 6.705722, 1169.671, 246.9415, 549.6215, 155.0091, 841.0047, 299.4138, 82.43206, 148.2503, 839.3602, 452.8376, 323.5532, 1688.637, 0.05801591, 790.5833, 942.6442, 432.8003, 2581.275
94.7, 301.4493, 697.433, 595.6678, 323.6877, 874.3868, 223.6905, 62.05581, 537.9969, 961.4503, 242.7925, 891.1176, 68.13819, 540.6376, 655.2738, 608.5692, 70.29691, 1053.541, 592.9395, 610.5494, 1489.945, 737.9083, 721.1319, 868.0612, 3033.479, 66.34701, 6.428673, 1117.252, 236.1241, 642.6906, 148.6565, 880.9882, 285.8257, 77.85114, 141.9551, 803.0696, 433.1934, 410.3786, 1779.628, 0.05565726, 856.351, 1055.819, 413.166, 2450.424
94.8, 288.4818, 722.2673, 568.3485, 398.6627, 825.7292, 210.1303, 59.32468, 540.7386, 916.4189, 230.0401, 888.1532, 64.66216, 515.227, 622.6059, 599.9429, 67.10619, 1043.976, 563.7168, 583.1591, 1417.117, 706.9993, 804.3143, 813.5266, 2908.915, 63.25534, 6.163071, 1112.408, 225.7805, 611.8333, 257.8398, 831.2752, 272.8542, 73.5248, 135.9272, 803.7679, 487.4512, 393.4027, 1715.932, 0.05339451, 909.6146, 1008.834, 394.4225, 2326.207
94.90000000000001, 276.0722, 689.4404, 629.3182, 378.9869, 779.7793, 197.3922, 56.71376, 514.3826, 968.8867, 217.9574, 911.4123, 61.36345, 521.4749, 591.5666, 574.2892, 64.06028, 990.1071, 535.9344, 599.127, 1347.849, 677.385, 879.2382, 794.859, 2829.622, 60.30773, 5.908442, 1158.438, 215.89, 582.4576, 247.2731, 784.3675, 260.4715, 69.43887, 130.1553, 813.961, 466.3055, 377.129, 1670.855, 0.05122375, 868.8676, 963.9391, 376.5293, 2296.637
95, 264.1964, 664.0726, 719.1864, 360.2823, 736.3864, 185.4263, 54.21774, 489.3111, 923.507, 206.5094, 863.8935, 58.23302, 586.3873, 562.0747, 652.7272, 61.15263, 1029.268, 509.5212, 572.2491, 1281.966, 649.0112, 921.983, 744.9232, 2824.469, 57.49748, 5.664334, 1106.522, 206.4327, 554.4922, 237.1394, 740.1068, 248.6507, 65.58002, 124.6285, 778.7685, 504.1019, 361.5285, 1794.268, 0.04914124, 829.9459, 921.0424, 359.4478, 2332.484
95.09999999999999, 252.8315, 633.8906, 686.2021, 342.5007, 716.421, 174.1858, 51.83158, 556.6208, 880.2527, 338.5533, 844.9156, 55.26229, 558.8264, 534.0531, 759.1525, 58.37696, 976.1573, 484.4098, 546.577, 1219.303, 642.7571, 883.2941, 838.1473, 2775.603, 54.81819, 5.43031, 1056.933, 331.5121, 527.8696, 227.421, 698.3436, 237.3663, 61.9356, 119.3364, 745.0976, 653.0793, 346.5733, 1803.442, 0.0471434, 887.0029, 880.0546, 800.4686, 2314.818
95.2, 241.9555, 605.0803, 685.0276, 325.5968, 676.5538, 163.6266, 49.55043, 529.4906, 1003.514, 320.7711, 875.7886, 52.44311, 532.5609, 507.4285, 773.9425, 55.72727, 968.1069, 460.536, 643.2963, 1159.704, 628.8172, 846.2288, 785.492, 2761.585, 52.26374, 5.205956, 1082.022, 316.9899, 534.1037, 218.1008, 658.937, 226.594, 58.49372, 114.2689, 712.8825, 624.7487, 332.2368, 1805.39, 0.04522678, 847.2688, 840.8909, 764.1548, 2262.383
95.3, 231.5473, 577.5795, 748.7706, 309.5272, 638.9052, 153.7076, 47.36968, 503.6828, 1011.112, 303.9229, 830.1271, 49.76775, 507.5298, 558.6021, 844.1467, 53.19785, 918.1525, 437.8388, 614.4369, 1103.018, 635.4108, 810.7188, 736.1447, 2722.46, 49.82833, 4.99087, 1033.531, 303.1039, 508.46, 209.1627, 621.7541, 216.3107, 55.2431, 109.4167, 766.6573, 597.647, 318.4933, 1723.74, 0.04338808, 809.3146, 803.47, 729.4884, 2232.318
95.40000000000001, 221.5868, 551.3286, 791.7727, 294.2506, 603.3516, 144.3898, 45.2849, 479.1328, 1142.218, 287.9596, 845.6262, 47.22887, 506.0082, 711.4213, 1018.983, 50.78323, 980.8465, 416.2602, 586.8722, 1239.208, 608.7952, 776.6988, 891.791, 2826.145, 47.5064, 4.784671, 987.2128, 289.8262, 484.0475, 200.5908, 744.2206, 206.494, 52.17313, 104.7705, 790.93, 571.7211, 305.3184, 1645.783, 0.04162413, 834.5466, 767.7144, 696.3947, 2119.157
95.5, 212.0548, 568.9327, 843.8652, 358.0882, 569.7765, 135.6369, 43.29188, 455.7795, 1144.929, 272.8347, 876.5526, 44.81951, 482.2252, 675.9542, 975.4111, 48.47822, 930.2347, 562.0134, 560.5441, 1326.238, 714.7125, 744.1064, 835.7656, 2774.593, 45.29268, 4.586991, 942.9706, 277.1301, 560.4563, 192.3702, 725.1212, 197.1228, 49.27376, 100.3216, 756.7333, 546.9197, 292.6884, 1594.246, 0.03993189, 797.1624, 925.0214, 664.8023, 2011.732
95.59999999999999, 202.9329, 543.0748, 855.5098, 450.6547, 594.6259, 127.4146, 41.38657, 582.5583, 1111.028, 258.5043, 843.5547, 42.53306, 459.56, 700.5651, 966.7355, 46.27782, 882.2346, 815.9863, 724.1719, 1275.72, 811.5458, 712.8817, 977.2224, 2714.14, 43.18211, 4.397478, 900.7112, 264.9902, 617.6413, 184.4865, 873.7583, 188.1769, 46.53552, 96.06163, 724.0151, 523.1943, 280.5809, 1583.569, 0.03830846, 761.4527, 883.8566, 634.6431, 1909.752
95.7, 194.2033, 567.2231, 816.2733, 456.763, 570.8599, 119.6907, 39.56512, 554.1639, 1122.831, 320.5196, 799.5738, 40.36326, 437.9601, 665.6392, 1022.205, 44.17731, 836.7112, 775.771, 691.6843, 1255.104, 777.5523, 682.9673, 1031.083, 2776.246, 41.16989, 4.215795, 940.714, 253.3821, 665.361, 176.9259, 824.4533, 179.637, 43.94944, 91.98254, 759.3755, 500.4981, 268.9742, 1555.32, 0.03675102, 970.083, 999.7728, 605.8521, 2097.564
95.8, 185.8493, 541.4429, 817.9872, 514.0556, 552.4789, 112.4351, 37.82383, 554.5103, 1252.031, 303.6846, 792.7817, 38.30415, 417.3755, 632.4545, 990.7675, 42.17213, 894.0311, 737.5377, 660.6541, 1193.755, 799.9683, 792.3724, 1135.939, 2820.626, 39.25143, 4.041618, 898.5557, 242.2825, 661.7623, 169.6752, 812.6902, 171.4846, 41.50708, 88.07665, 726.5431, 478.7865, 257.8477, 1484.98, 0.0352569, 926.6273, 955.2814, 578.3672, 2278.916
95.90000000000001, 177.8546, 516.8344, 780.4716, 516.2104, 521.7348, 105.6193, 36.15918, 648.3951, 1193.39, 287.7338, 779.9327, 36.35008, 397.7583, 635.2889, 948.402, 40.25797, 880.8683, 701.1886, 631.0161, 1271.682, 798.4729, 807.5248, 1064.575, 2704.803, 37.42237, 3.874638, 880.58, 231.6692, 701.8499, 162.7216, 844.7988, 163.7022, 39.20045, 84.33662, 737.6164, 458.0167, 247.1815, 1450.229, 0.03382353, 885.1181, 912.77, 552.1293, 2304.607
96, 170.2038, 614.7495, 756.8685, 490.7332, 588.9962, 99.21661, 34.56778, 616.7917, 1171.219, 272.6208, 739.2689, 34.4957, 379.0632, 738.473, 1029.36, 38.43069, 927.0473, 666.631, 602.7076, 1209.522, 765.027, 1115.509, 997.695, 2593.736, 35.67855, 3.714556, 865.2956, 221.5207, 668.1523, 156.053, 912.675, 156.273, 37.022, 80.75541, 764.8964, 438.1479, 236.9564, 1423.563, 0.03244843, 845.4684, 872.1504, 527.0816, 2250.788
96.09999999999999, 162.8822, 586.8093, 760.6746, 466.5133, 600.5742, 93.2021, 33.04643, 586.7288, 1116.363, 258.3016, 700.7252, 32.73592, 361.2467, 701.6572, 985.3448, 36.68634, 898.5416, 633.7765, 575.6691, 1281.338, 732.9821, 1068.699, 935.0164, 2877.859, 34.01598, 3.561088, 962.1955, 211.8168, 683.7039, 149.6576, 861.174, 149.181, 34.96461, 77.32627, 777.8721, 419.141, 227.1544, 1524.672, 0.03112923, 807.5948, 833.3384, 503.1702, 2136.691
96.2, 155.8755, 560.1389, 734.4807, 443.4888, 567.1536, 87.55219, 31.59203, 558.1311, 1064.076, 244.7346, 664.1911, 31.06591, 344.2677, 666.6769, 979.1962, 35.02118, 909.2884, 602.5413, 688.0721, 1259.273, 718.7731, 1088.218, 876.2754, 2835.234, 32.43089, 3.413961, 947.0162, 202.538, 650.8775, 143.5244, 812.5792, 142.4108, 33.02156, 74.04274, 744.24, 400.9586, 217.7578, 1520.293, 0.02986367, 771.4179, 998.0413, 480.3436, 2163.345
96.3, 149.1702, 534.6806, 758.9485, 421.6007, 535.5928, 82.24478, 30.20164, 530.9273, 1146.031, 231.8801, 629.5618, 29.4811, 368.7393, 633.4405, 937.3255, 33.43159, 903.4734, 572.8454, 657.204, 1258.286, 688.6656, 1042.553, 971.4626, 2832.688, 30.91965, 3.272912, 1026.161, 193.6657, 619.6272, 137.6425, 766.7264, 135.9479, 31.18649, 70.89864, 712.062, 383.565, 208.7499, 1513.254, 0.02864956, 736.8615, 953.627, 458.5525, 2053.68
