 , C001, C002, C003, C004, C005, C009, C011, C012, C013, C014, C015, C018, C021, C022, C025, C028, C029, C030, C031, C032, C033, C034, C036, C037, C038, C041, C042, C043, C045, C047, C048, C049, C050, C051, C052, C053, C055, C056, C057, C058, C059, C060, C067, C071, C072, C074, C077, C078, C084, C085, C087, C088, C089, C090, C094, C102, C107, C129, C134, C136
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
223.3, 866.604, 270.8243, 468.0912, 199.1724, 256.0964, 25.94404, 345.1928, 1354.281, 839.8043, 1363.539, 520.3008, 134.7607, 50.1758, 713.8031, 1353.002, 48.08121, 392.8765, 1329.68, 250.8194, 900.5236, 237.4041, 218.0916, 181.8853, 503.6652, 368.0559, 107.7054, 20.93788, 1237.202, 154.541, 1022.823, 4866.624, 2415.719, 756.6491, 1931.962, 8913.079, 674.9605, 477.1854, 1944.264, 597.1314, 327.2782, 471.6932, 1163.576, 367.9835, 662.0652, 635.7057, 858.6957, 991.7663, 119.3982, 368.1603, 555.4896, 872.6517, 1349.556, 475.3069, 207.9121, 2135.764, 300.5826, 2059.22, 1284.401, 1708.352, 668.7178
223.4, 866.0843, 256.6008, 446.782, 190.0567, 334.0959, 24.76682, 328.6577, 1292.908, 800.2788, 1307.162, 582.5009, 473.0319, 47.97375, 682.3723, 1292.875, 45.84082, 375.4014, 1272.351, 240.275, 860.9006, 226.1823, 208.7776, 173.3428, 481.8611, 549.9305, 102.5413, 20.01147, 1182.556, 147.7594, 976.234, 4669.449, 2759.622, 1018.428, 1852.623, 8643.396, 1017.031, 456.403, 1857.25, 974.8841, 309.0882, 451.2338, 1112.137, 349.6254, 633.1082, 605.265, 821.257, 1387.62, 113.4396, 695.6754, 528.2978, 834.8785, 1730.704, 452.4814, 510.3292, 2264.854, 287.2121, 1968.946, 1639.538, 1626.177, 634.6234
223.5, 826.9243, 243.1243, 426.4429, 181.3581, 318.9575, 23.64301, 312.9147, 1417.68, 762.6136, 1253.115, 561.0071, 448.4663, 45.86835, 652.3254, 1235.419, 43.70483, 391.6186, 1217.494, 230.1739, 823.0211, 215.4908, 199.8613, 165.2015, 461.0009, 526.4969, 97.6249, 19.12605, 1130.324, 141.2755, 931.7673, 4480.263, 2639.706, 973.8079, 1776.542, 8509.189, 951.6106, 436.5256, 2204.386, 928.6465, 291.9092, 431.6618, 1062.972, 332.1832, 605.4177, 576.2819, 785.4505, 1326.232, 107.7783, 663.5596, 502.4371, 798.7403, 1646.162, 430.7522, 486.1151, 2263.05, 274.4364, 1882.629, 1548.517, 1547.955, 602.2672
223.6, 869.3824, 230.3555, 407.0297, 173.0577, 304.5051, 22.57021, 427.6743, 1353.435, 1074.317, 1371.672, 531.4689, 425.1765, 43.85535, 668.3835, 1639.222, 41.66836, 428.2928, 1303.122, 220.4974, 984.757, 205.3047, 191.3258, 157.4425, 554.2322, 504.0619, 92.94419, 18.27981, 1228.502, 135.0761, 1046.21, 5100.91, 2525, 931.1423, 2039.153, 8900.745, 890.3983, 417.514, 2105.731, 884.6019, 387.9713, 608.1011, 1316.333, 315.6111, 578.9384, 614.7639, 847.3574, 1267.56, 102.3996, 632.9264, 762.2847, 855.9756, 1565.749, 410.0664, 463.05, 2167.711, 456.5234, 2700.837, 1462.55, 1848.607, 806.8866
223.7, 830.0732, 218.2574, 388.5003, 165.1372, 290.7075, 21.54607, 407.1882, 1292.1, 1166.21, 1342.301, 574.7671, 403.0962, 41.93068, 638.9526, 1805.844, 39.72678, 409.2424, 1414.687, 211.2278, 941.4279, 195.6001, 183.1549, 150.048, 530.239, 482.5828, 88.4879, 17.47101, 1218.257, 235.4994, 1219.875, 5088.029, 2415.279, 890.3461, 2108.642, 8931.168, 833.1234, 512.9165, 2011.492, 842.6462, 508.4053, 581.7252, 1258.141, 299.8658, 710.2615, 585.326, 897.6091, 1211.484, 97.28937, 603.7074, 802.3547, 964.8961, 1489.264, 390.374, 441.0792, 2085.077, 436.2165, 2582.435, 1381.355, 1828.68, 765.7476
223.8, 792.5414, 206.7947, 370.8144, 157.5792, 277.535, 20.56841, 449.8766, 1413.635, 1111.323, 1333.652, 568.8672, 382.1626, 40.09049, 610.8176, 1803.035, 37.87568, 391.0394, 1434.771, 202.3478, 941.9102, 186.3543, 175.3329, 143.0007, 575.8949, 462.019, 84.24527, 16.698, 1164.448, 225.1652, 1164.311, 5032.813, 2337.615, 851.3372, 2150.687, 8982.022, 779.5328, 490.5779, 1921.47, 802.6805, 480.1483, 556.4932, 1202.522, 284.906, 679.1966, 617.2526, 858.4737, 1157.889, 92.43413, 575.8373, 763.0786, 1110.129, 1416.516, 371.6273, 420.1508, 2171.76, 416.8128, 2469.224, 1304.667, 1845.736, 726.7061
223.9, 756.7067, 195.934, 407.5493, 243.5001, 336.4954, 19.63511, 486.5845, 1349.573, 1059.018, 1347.556, 596.7797, 362.3161, 38.33105, 583.9215, 1722.908, 36.11082, 373.646, 1420.022, 193.8411, 917.6678, 177.5455, 167.8449, 136.2845, 550.9639, 442.3315, 80.20605, 15.95919, 1239.494, 215.2846, 1111.277, 5037.112, 2545.297, 814.0375, 2062.365, 9142.282, 729.3893, 469.2122, 1835.477, 764.6103, 453.4619, 532.3557, 1149.361, 270.6926, 649.4904, 587.6954, 970.6053, 1106.664, 87.82118, 549.2538, 725.7252, 1298.089, 1521.152, 503.1053, 400.2155, 2121.906, 398.2723, 2360.975, 1232.237, 1867.867, 689.6552
224, 722.4922, 185.6437, 438.757, 232.3556, 321.2482, 18.74417, 463.2767, 1288.413, 1009.175, 1291.839, 565.358, 343.5003, 36.64883, 606.2018, 1646.342, 34.42821, 357.0263, 1358.798, 185.6921, 925.7056, 169.1531, 160.6768, 129.8837, 527.1121, 423.4829, 76.3605, 15.25306, 1184.747, 205.8376, 1060.66, 5003.797, 2542.962, 778.3719, 1986.822, 9061.631, 682.4714, 474.8328, 1837.077, 728.3457, 428.2587, 509.2651, 1098.551, 348.4452, 621.0834, 559.5536, 985.2928, 1119.104, 83.43845, 523.8975, 690.2002, 1241.901, 1510.577, 478.945, 381.2261, 2096.656, 380.5565, 2257.473, 1163.828, 1778.019, 654.4932
224.1, 689.8247, 175.8938, 429.7973, 221.7211, 306.692, 17.89364, 441.0853, 1230.026, 961.6782, 1343.815, 547.7026, 325.6616, 35.04044, 601.774, 1573.179, 32.82399, 341.1458, 1314.022, 177.8857, 884.9747, 161.1573, 153.8147, 123.7835, 504.293, 405.4374, 72.69933, 14.57819, 1132.418, 196.8051, 1012.347, 4865.516, 2651.958, 744.269, 1905.23, 9074.927, 820.5551, 526.8815, 1813.929, 693.8011, 404.4562, 487.1761, 1049.987, 331.0619, 593.9188, 532.7595, 1037.609, 1143.311, 79.27444, 499.7118, 656.4142, 1188.144, 1507.157, 455.9449, 363.1377, 2209.698, 363.6287, 2158.507, 1288.285, 1692.494, 621.124
224.2, 658.6343, 166.656, 410.2314, 211.5734, 376.4096, 17.08171, 419.9568, 1225.932, 916.4166, 1288.253, 518.8649, 503.442, 33.50263, 575.2762, 1503.267, 31.29453, 325.9717, 1306.802, 170.4074, 846.0359, 153.5396, 147.2458, 117.9698, 482.4617, 740.0648, 69.2137, 13.93317, 1082.4, 188.1689, 966.2356, 4668.386, 3057.493, 711.6603, 1826.989, 8707.016, 1035.469, 503.9347, 1732.749, 660.8949, 381.9767, 466.0451, 1003.57, 314.5457, 567.9424, 507.2483, 1068.317, 1507.762, 75.31824, 476.6427, 624.2821, 1136.715, 1805.229, 434.0493, 543.4207, 2259.939, 347.4539, 2063.881, 1455.627, 1611.082, 589.4561
224.3, 670.325, 157.9033, 391.5562, 201.8901, 359.3539, 16.30662, 399.8405, 1304.292, 873.2853, 1282.657, 538.6569, 477.2971, 32.03231, 549.9451, 1436.462, 29.83633, 406.9305, 1250.46, 163.2435, 808.8104, 146.2819, 140.9574, 112.4292, 626.9783, 708.5292, 65.89519, 13.31669, 1034.591, 179.9117, 922.2242, 4479.243, 2924.634, 680.4802, 1751.961, 8735.855, 968.8624, 481.9872, 2154.022, 629.5494, 360.7466, 445.8307, 959.2043, 298.8536, 543.1021, 482.9587, 1078.192, 1462.482, 71.55946, 454.6385, 593.7229, 1087.512, 1717.046, 413.2052, 517.6365, 2240.01, 331.9985, 1973.402, 1374.817, 1533.586, 559.4028
224.4, 746.6611, 302.623, 373.7312, 192.65, 343.071, 15.5667, 526.7156, 1245.184, 1042.241, 1512.957, 517.6076, 452.5101, 30.62652, 602.8842, 1985.955, 28.44608, 514.1039, 1318.538, 398.8103, 860.9534, 139.3672, 134.9375, 107.1488, 777.0671, 678.3374, 62.73579, 12.72748, 1239.009, 240.2799, 1198.095, 5110.17, 2797.547, 650.6663, 1983.023, 9047.444, 906.5403, 553.7806, 2057.621, 599.6906, 340.6964, 639.1599, 1045.87, 283.9443, 672.5627, 535.3347, 1176.304, 1397.783, 67.98827, 433.6501, 968.6263, 1249.933, 1633.17, 393.3621, 493.0757, 2145.642, 673.6009, 2900.028, 1298.492, 1788.616, 754.1619
224.5, 712.9008, 286.7295, 386.2579, 183.8327, 327.5259, 14.86036, 501.4854, 1188.756, 993.188, 1450.402, 580.9156, 429.0103, 29.28243, 680.9114, 2240.885, 27.12061, 491.2367, 1495.783, 502.7381, 903.041, 132.7795, 129.1747, 102.1164, 779.0108, 649.4321, 59.72787, 12.16435, 1258.748, 229.736, 1143.522, 5208.742, 2675.983, 622.1586, 2166.59, 9183.953, 848.2272, 529.6623, 1965.534, 571.248, 427.5085, 611.4367, 1035.554, 269.7788, 745.7697, 526.2471, 1194.816, 1335.945, 64.59531, 413.6307, 921.2111, 1334.143, 1553.392, 524.9022, 469.6802, 2055.249, 679.3633, 2772.893, 1226.405, 1989.704, 715.7111
224.6, 680.667, 271.6706, 368.6741, 249.3943, 312.6852, 14.18607, 477.4637, 1271.408, 1001.027, 1520.376, 550.3292, 406.7309, 27.99732, 650.9288, 2141.3, 25.8569, 469.3865, 1543.591, 481.6031, 976.1493, 126.5031, 123.658, 97.3203, 745.2867, 621.7585, 56.86416, 11.62613, 1203.15, 219.6548, 1140.231, 5202.301, 2808.86, 594.8998, 2090.179, 9181.745, 793.665, 506.5944, 1877.569, 544.1544, 403.7477, 584.916, 989.7745, 256.32, 713.1517, 501.0478, 1142.722, 1355.716, 61.37167, 394.5355, 876.1169, 1276.394, 1477.511, 585.6262, 447.3949, 2106.06, 649.1441, 2894.648, 1158.32, 1922.981, 679.2207
224.7, 649.8906, 257.4027, 351.8907, 278.4244, 298.517, 13.54237, 454.5928, 1213.791, 988.938, 1549.842, 521.3531, 385.6085, 26.76862, 622.2665, 2156.83, 24.65207, 554.0166, 1477.039, 461.3566, 1045.157, 120.5234, 118.377, 92.7495, 993.1434, 595.2642, 54.13776, 11.11173, 1150.008, 210.016, 1088.295, 5179.519, 2784.599, 568.8354, 2004.343, 9210.268, 742.6125, 539.743, 1793.541, 518.3458, 381.3076, 583.7437, 946.0191, 243.5326, 809.0594, 477.0552, 1251.65, 1295.74, 58.3089, 376.3217, 1028.892, 1304.58, 1478.177, 662.1069, 426.1669, 2118.108, 652.497, 3074.631, 1094.015, 2001.616, 644.5908
224.8, 620.5058, 328.156, 335.8714, 265.6815, 284.9907, 12.92788, 432.8173, 1158.785, 942.3936, 1561.412, 493.9028, 365.5831, 25.59383, 594.8663, 2355.891, 23.50339, 529.374, 1560.569, 441.9613, 999.1699, 114.8264, 113.3214, 88.39338, 950.1493, 569.8989, 51.54208, 10.62008, 1329.114, 200.8001, 1038.724, 5307.447, 2841.21, 543.913, 2005.38, 9218.149, 694.8439, 516.236, 1908.068, 493.7612, 360.1147, 558.4242, 965.7593, 231.3832, 773.6733, 482.5875, 1392.223, 1264.516, 55.39899, 358.9489, 1017.897, 1375.841, 1405.969, 630.3109, 405.9461, 2028.875, 705.1288, 3158.092, 1128.519, 1905.335, 768.0876
224.9, 592.4496, 332.9394, 320.5814, 253.5217, 272.0773, 12.34127, 481.5954, 1106.272, 1033.866, 1496.853, 467.8977, 346.5976, 24.47061, 598.2132, 2320.436, 22.40822, 505.8275, 1618.332, 423.3813, 955.2065, 109.3986, 108.4818, 84.24184, 909.0165, 545.6144, 49.07085, 10.15019, 1270.409, 191.9887, 991.4104, 5308.442, 2717.748, 520.0825, 2218.609, 9241.028, 650.1481, 493.7529, 1864.785, 470.3427, 340.0996, 534.2029, 966.6265, 219.8399, 739.8349, 498.9458, 1435.675, 1263.383, 52.63429, 342.378, 968.0698, 1316.287, 1485.819, 600.0418, 386.6848, 2132.455, 673.7635, 3169.263, 1179.83, 1813.685, 728.9269
225, 565.662, 315.4536, 311.8156, 241.9185, 287.0595, 11.78128, 520.7663, 1129.127, 985.2065, 1473.252, 443.2619, 328.598, 23.39667, 571.8721, 2351.874, 21.36409, 598.4249, 1548.558, 405.5825, 992.1313, 104.2274, 103.8489, 80.28529, 869.6643, 522.3647, 46.71811, 9.701094, 1214.296, 183.5639, 1084.151, 5338.089, 2811.417, 497.2961, 2127.499, 9405.88, 608.3274, 472.2489, 1828.774, 448.0349, 321.1971, 556.5843, 1052.621, 245.4952, 707.4765, 475.0538, 1373.08, 1291.264, 50.00756, 326.5722, 940.2074, 1308.462, 1430.886, 602.2385, 368.3374, 2042.618, 643.7933, 3245.356, 1186.273, 1884.868, 691.7627
225.1, 540.0856, 364.566, 297.6206, 236.9842, 274.0524, 11.2467, 508.1842, 1220.987, 987.1252, 1511.266, 516.7636, 311.5332, 22.36987, 666.0714, 2269.697, 20.36861, 571.807, 1511.886, 388.5319, 998.7736, 99.30069, 99.41382, 76.51457, 832.0157, 500.1057, 44.47816, 9.271864, 1160.662, 175.5088, 1086.222, 5438.369, 2820.434, 475.508, 2044.431, 9396.598, 569.1968, 570.7722, 1746.929, 426.7851, 386.7449, 607.1382, 1006.087, 233.2479, 716.7026, 521.2458, 1313.215, 1242.235, 47.51193, 311.496, 965.0483, 1359.696, 1449.153, 660.0154, 350.8605, 2055.31, 615.1563, 3225.99, 1240.5, 1882.572, 656.4933
225.2, 515.6656, 395.4141, 299.3204, 226.1379, 261.6346, 10.73638, 509.5123, 1210.286, 940.6661, 1478.812, 489.5549, 295.3546, 21.38814, 652.2007, 2247.628, 19.41952, 546.3731, 1454.856, 466.4234, 954.8278, 94.60683, 95.16815, 72.92094, 795.997, 478.7952, 42.34562, 8.861626, 1109.396, 287.4638, 1036.746, 5312.879, 2697.875, 454.6745, 2249.633, 9289.723, 532.5832, 584.2953, 1807.375, 406.5432, 365.2498, 580.804, 961.6108, 315.9792, 685.3559, 496.2859, 1328.229, 1349.279, 45.14084, 297.1158, 917.8083, 1300.841, 1378.364, 628.3199, 334.2129, 2085.523, 587.7931, 3144.336, 1229.67, 1890.807, 702.9123
225.3, 492.3498, 374.6472, 285.6943, 215.788, 327.7384, 10.24921, 485.1062, 1155.438, 896.3935, 1447.671, 463.7787, 280.0163, 20.44948, 623.4824, 2195.3, 18.51465, 522.0705, 1435.18, 473.7722, 912.8155, 90.13484, 91.10381, 69.4961, 761.5376, 458.3928, 40.31532, 8.469539, 1124.744, 274.8494, 989.5226, 5407.649, 2598.651, 434.7538, 2157.249, 9222.539, 498.3248, 558.8481, 1726.488, 387.2614, 344.9493, 579.912, 970.4645, 300.2155, 655.3802, 585.8369, 1399.24, 1289.587, 42.88808, 283.3995, 874.5453, 1244.533, 1385.256, 598.1464, 318.3552, 2098.759, 606.4514, 3188.743, 1161.404, 1828.809, 667.0745
225.4, 470.0882, 354.971, 272.6885, 222.795, 320.1485, 9.784151, 567.4697, 1103.077, 854.2046, 1497.681, 527.6647, 265.4744, 19.55202, 631.865, 2229.149, 17.65194, 498.8489, 1506.579, 519.308, 913.6584, 85.87424, 87.21304, 66.23211, 728.5699, 438.8598, 38.38237, 8.0948, 1196.778, 262.7885, 944.4506, 5417.071, 2668.204, 415.7059, 2196.995, 9017.06, 466.2701, 534.5091, 1649.221, 368.894, 454.3783, 554.7587, 927.5627, 285.2383, 626.7156, 557.7841, 1338.234, 1284.661, 40.74774, 270.3163, 831.7355, 1435.257, 1396.782, 569.422, 303.2498, 2010.342, 579.4754, 3178.791, 1253.648, 1812.821, 633.0638
225.5, 448.8332, 336.3282, 348.5535, 212.5981, 305.642, 9.340192, 540.2874, 1053.088, 889.8641, 1435.757, 499.882, 251.6878, 18.69395, 604.0421, 2224.368, 16.82943, 476.6602, 1531.553, 497.4765, 873.4576, 81.81504, 83.48843, 63.12141, 697.0295, 420.1591, 36.5421, 7.736642, 1181.716, 251.2569, 1013.956, 5197.595, 2596.362, 397.4925, 2236.801, 9100.984, 436.2773, 567.8879, 1681.876, 351.3978, 429.1241, 581.53, 912.2151, 364.8075, 599.3047, 531.0746, 1363.239, 1227.828, 38.71421, 257.8372, 875.5325, 1373.131, 1373.577, 542.077, 288.8613, 1991.155, 603.1978, 3113.367, 1184.05, 1877.665, 746.4393
225.6, 428.5392, 404.0319, 332.6861, 202.8679, 325.6392, 8.916377, 514.407, 1005.365, 884.8447, 1376.394, 567.2449, 238.6171, 17.87354, 595.0787, 2207.291, 16.04525, 455.4584, 1465.521, 586.9147, 835.0256, 77.94771, 79.92288, 60.15682, 666.8544, 402.2553, 34.79005, 7.394331, 1157.737, 240.2313, 989.254, 5396.907, 2483.54, 380.0771, 2226.777, 9050.998, 607.23, 543.1552, 1663.707, 334.7314, 405.2736, 556.3065, 958.7725, 510.4689, 573.0928, 646.8391, 1303.802, 1173.51, 36.78217, 245.9342, 832.6744, 1313.694, 1356.286, 516.0451, 275.1554, 2075.091, 576.3666, 3110.927, 1118.316, 1787.346, 742.0826
225.7, 587.102, 461.881, 350.2678, 193.5831, 310.884, 8.511793, 489.7664, 1039.282, 843.1994, 1409.134, 537.3782, 226.2252, 17.08913, 611.6247, 2187.418, 15.2976, 435.1996, 1437.343, 562.241, 867.8886, 74.26318, 76.50961, 57.33146, 637.9857, 385.1144, 33.12202, 7.067165, 1106.601, 229.6895, 1102.611, 5217.184, 2608.604, 363.4247, 2169.055, 8886.183, 568.1699, 519.4996, 1690, 318.8555, 382.7487, 532.177, 940.4092, 485.0025, 577.3828, 615.8652, 1246.957, 1121.594, 34.94655, 234.5807, 799.0623, 1256.83, 1290.033, 491.2634, 262.0998, 2021.273, 550.7288, 2974.547, 1056.232, 1701.372, 704.2477
225.8, 560.5562, 437.6233, 334.3224, 184.7231, 296.7973, 8.125567, 466.3062, 1084.458, 846.3891, 1350.871, 525.2784, 214.4769, 16.33915, 584.6931, 2119.67, 14.5848, 415.842, 1375.373, 561.4143, 829.7017, 70.75282, 73.24211, 54.6388, 610.3668, 368.7039, 31.53395, 6.754475, 1057.723, 219.6104, 1052.388, 5129.219, 2495.25, 347.502, 2079.98, 9002.931, 531.6224, 496.8743, 1712.588, 303.7325, 361.4756, 509.0942, 1017.629, 460.8065, 552.1296, 586.3746, 1192.59, 1071.975, 33.20254, 223.7513, 769.3855, 1202.428, 1305.758, 467.6717, 249.6637, 1998.447, 526.2314, 2844.146, 997.594, 1619.533, 668.3417
225.9, 535.2106, 414.6396, 319.1028, 176.2687, 283.349, 7.756867, 443.9696, 1182.787, 831.2714, 1295.018, 528.5989, 203.3386, 15.62208, 591.954, 2061.845, 13.90521, 397.3455, 1316.074, 557.6589, 793.1949, 67.40839, 70.11416, 52.0726, 583.9434, 352.9927, 30.02203, 6.45562, 1116.243, 209.9735, 1004.452, 5227.17, 2386.822, 332.2769, 2184.813, 8822.508, 497.4258, 475.2344, 1635.943, 289.3268, 341.385, 487.0125, 972.6425, 437.8177, 552.3485, 558.2961, 1140.594, 1024.552, 31.54556, 213.4218, 731.7233, 1279.114, 1301.845, 445.213, 237.8177, 1914.256, 562.5709, 2719.462, 942.2115, 1698.484, 705.6881
226, 511.011, 392.863, 304.5761, 168.2013, 270.51, 7.404896, 422.7031, 1129.186, 792.1475, 1241.474, 500.7671, 192.7788, 14.93648, 593.6945, 2049.049, 13.25728, 522.1765, 1318.554, 534.215, 758.2944, 64.22205, 67.11979, 49.62693, 558.664, 337.951, 28.5826, 6.169988, 1212.662, 200.7595, 958.7, 5015.387, 2283.106, 317.7188, 2221.045, 8773.438, 465.4289, 500.9216, 1658.004, 275.6044, 322.4109, 465.8887, 929.6445, 415.9757, 611.687, 531.5621, 1090.865, 979.2263, 29.97127, 203.5692, 695.9048, 1223.747, 1302.629, 423.8327, 226.5337, 1885.854, 537.5468, 2779.125, 889.9036, 1616.784, 704.2549
226.1, 594.3763, 372.2301, 301.3485, 160.503, 258.2527, 7.068896, 402.4552, 1078.014, 754.865, 1236.027, 474.4006, 182.7674, 14.28096, 660.3389, 2088.69, 12.63955, 498.9501, 1261.706, 677.1676, 782.8505, 61.18633, 64.2533, 47.29612, 534.4789, 323.5503, 27.21218, 5.896994, 1188.915, 191.9498, 915.0319, 5183.892, 2183.896, 303.7985, 2129.834, 8656.856, 609.575, 479.1054, 1641.054, 262.5328, 304.4915, 445.6811, 888.5472, 395.2234, 584.9335, 506.1083, 1043.303, 1058.561, 28.47555, 194.1714, 786.0103, 1170.776, 1238.997, 403.4792, 215.7851, 1806.406, 513.6357, 2657.291, 840.4997, 1539.014, 668.3486
226.2, 567.5015, 352.6808, 287.6301, 191.4161, 267.9813, 6.748143, 383.1772, 1078.5, 768.2541, 1237.338, 449.4224, 173.2759, 13.65422, 631.2623, 2043.058, 12.05059, 476.7569, 1293.22, 648.6996, 748.4052, 58.2941, 61.50924, 212.7793, 511.3409, 309.7632, 25.90747, 5.636078, 1136.401, 183.5267, 873.3529, 5028.71, 2308.259, 290.4882, 2042.37, 8665.866, 570.3641, 482.3542, 1567.61, 250.0812, 287.568, 426.3499, 849.2668, 502.188, 559.35, 481.8734, 1062.601, 1011.731, 27.05447, 185.2075, 747.5343, 1183.245, 1178.474, 384.1032, 205.5466, 1858.177, 620.0245, 2832.617, 982.2432, 1532.281, 779.8936
226.3, 541.8419, 334.1583, 291.4575, 182.6553, 292.3224, 6.441943, 508.9654, 1061.762, 732.0961, 1186.178, 425.7593, 164.2773, 13.05498, 603.4659, 2224.527, 11.48909, 455.5508, 1293.771, 621.4285, 715.4755, 55.53859, 58.88236, 366.8698, 489.2044, 296.5635, 24.66531, 5.386707, 1160.208, 175.4733, 833.5723, 5033.176, 2207.956, 277.761, 2203.479, 8463.686, 533.6754, 519.2886, 1607.597, 238.2201, 271.5851, 407.8573, 811.7229, 477.1347, 534.8856, 458.7989, 1016.272, 966.9722, 25.70431, 176.6574, 710.9418, 1239.351, 1120.907, 365.6576, 195.7938, 1915.427, 712.8641, 2708.438, 927.713, 1617.973, 740.1309
226.4, 517.3425, 316.6085, 278.1893, 174.2955, 279.0768, 6.149638, 484.5855, 1081.425, 697.64, 1204.628, 403.3422, 155.7461, 12.48205, 576.8936, 2125.669, 10.95374, 435.288, 1237.991, 595.3038, 683.9946, 52.91333, 56.36767, 349.6391, 468.0263, 283.9264, 23.48271, 5.14837, 1108.963, 167.7732, 795.6037, 5002.872, 2217.773, 265.5914, 2112.99, 8509.391, 499.3468, 496.6725, 1629.398, 226.9216, 256.4904, 390.1667, 775.8387, 453.3313, 511.4911, 551.4641, 1050.296, 924.1939, 24.42154, 168.502, 726.2767, 1237.417, 1066.152, 434.0408, 384.3139, 1933.142, 681.1547, 2744.977, 1067.189, 1608.849, 790.6085
226.5, 542.1341, 299.9805, 265.5251, 166.3184, 304.213, 5.870596, 461.3734, 1032.417, 701.7518, 1154.821, 382.1053, 147.6579, 11.93425, 551.4912, 2031.204, 10.44334, 415.9265, 1184.615, 570.2773, 653.899, 50.41216, 53.96037, 333.2178, 447.765, 271.8277, 22.35682, 4.920578, 1059.981, 160.411, 759.3645, 5124.231, 2229.898, 253.955, 2026.217, 8382.91, 467.2263, 475.0414, 1556.476, 216.159, 242.2348, 373.2435, 808.4947, 483.017, 489.1198, 525.0573, 1044.203, 883.308, 23.20277, 160.7232, 735.4986, 1183.855, 1014.072, 413.1971, 366.0789, 1917.129, 650.8558, 2624.64, 1007.943, 1531.46, 772.8342
226.6, 517.6215, 364.4289, 313.7102, 158.7063, 298.2106, 5.604216, 439.2731, 985.6308, 668.7238, 1129.892, 398.6739, 139.9897, 11.4105, 607.3531, 1940.937, 9.956723, 397.4261, 1211.18, 606.4968, 708.4348, 48.02922, 51.65589, 317.5677, 428.3809, 260.2446, 21.2849, 4.702864, 1013.163, 153.3719, 724.776, 4971.449, 2133.001, 242.8284, 2101.747, 8325.141, 437.172, 454.3523, 1590.628, 205.9068, 228.7715, 357.0543, 800.9977, 458.9201, 467.727, 503.0325, 998.6765, 844.231, 22.04484, 153.3034, 699.4952, 1132.611, 1028.692, 393.3543, 348.7092, 1836.363, 621.9046, 2782.465, 1248.496, 1578.056, 895.6952
226.7, 494.2173, 345.2893, 299.429, 151.4427, 290.6807, 5.349922, 474.8985, 992.8041, 637.2502, 1109.978, 377.6829, 132.7197, 10.90973, 660.1053, 1854.682, 9.492781, 379.7487, 1174.646, 580.9998, 677.2637, 45.75891, 49.44982, 302.6526, 409.8359, 249.1551, 20.26438, 4.494784, 1059.382, 146.6417, 691.763, 4934.465, 2083.477, 232.1894, 2087.282, 8192.942, 409.0509, 434.5643, 1519.441, 196.1409, 216.0565, 341.5673, 848.799, 496.6066, 476.8116, 478.9448, 992.5754, 850.051, 20.94468, 146.2262, 665.2543, 1169.852, 978.4413, 437.3591, 332.1637, 1881.957, 594.2412, 2743.605, 1248.848, 1579.4, 850.0283
226.8, 576.2141, 327.155, 375.4466, 144.5114, 292.9069, 5.107168, 452.1504, 947.8127, 698.0872, 1139.744, 357.797, 125.8273, 10.43094, 631.039, 1860.519, 9.050456, 362.8575, 1124.001, 623.2769, 647.4642, 43.59593, 47.33796, 288.4381, 392.0937, 238.5381, 19.29278, 4.29591, 1066.731, 140.2068, 660.2537, 4984.286, 2181.949, 222.0164, 2190.444, 8106.033, 382.7387, 415.6382, 1530.718, 186.8382, 204.0481, 326.752, 811.2757, 471.8317, 504.5185, 553.7105, 949.2996, 881.245, 19.89944, 139.4756, 632.6895, 1143.282, 986.72, 416.3561, 445.2891, 1862.102, 567.8083, 2623.328, 1277.245, 1503.428, 806.6898
226.9, 550.1606, 405.959, 358.3549, 137.8974, 279.6348, 4.875428, 430.492, 904.8602, 680.1033, 1110.437, 374.6807, 119.2928, 9.97316, 603.2525, 1843.771, 8.628741, 346.7177, 1075.541, 614.5898, 618.9759, 41.53519, 45.3163, 274.8911, 375.1196, 228.3735, 18.36777, 4.105835, 1065.706, 134.0543, 630.1796, 5093.73, 2087.135, 212.2892, 2100.49, 8091.244, 358.119, 455.3793, 1540.324, 177.9766, 192.7072, 429.5976, 775.4113, 448.2928, 482.4521, 527.1961, 907.9106, 869.1528, 18.90635, 133.0367, 715.9625, 1109.437, 938.5201, 396.3616, 424.161, 1783.654, 542.5513, 2612.036, 1262.32, 1431.111, 765.5609
