 , C001, C002, C003, C005, C007, C008, C009, C010, C011, C013, C015, C017, C018, C019, C020, C021, C022, C024, C025, C026, C028, C029, C031, C033, C036, C039, C040, C041, C042, C044, C048, C050, C052, C054, C057, C058, C061, C065, C072, C073, C100, C102, C103, C123, C132, C133, C142
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
19, 395.2282, 359.6064, 223.2677, 69.06771, 205.9406, 1044.24, 263.6851, 1110.513, 0.006343128, 56.15163, 638.8278, 401.3792, 0, 1196.392, 690.1346, 1040.911, 1231.69, 90.88338, 241.9707, 74.82416, 105.7725, 1583.749, 123.6069, 199.4655, 30.11464, 263.5583, 674.5236, 1000.329, 219.7937, 0, 94.69313, 79.409, 352.678, 875.1017, 395.7988, 709.3245, 15.05676, 476.0727, 334.6122, 0.6830421, 452.249, 941.4625, 598.1196, 1343.237, 486.269, 793.533, 1061.494
19.1, 376.7579, 344.081, 213.6535, 66.13471, 196.181, 996.4943, 299.621, 1055.363, 0.006029333, 53.4493, 636.6136, 382.4423, 0, 1144.669, 657.5809, 996.2283, 1180.732, 86.54605, 232.1505, 71.77525, 100.7453, 1518.039, 118.472, 191.2597, 28.8832, 252.8141, 646.4202, 1049.61, 210.8831, 0, 90.81363, 75.93666, 337.8907, 832.2277, 378.7587, 678.8449, 14.27509, 455.6817, 319.9496, 0.6534507, 432.0992, 997.5896, 592.2079, 1285.766, 460.9719, 833.1043, 1117.364
19.2, 359.1508, 329.2259, 311.4944, 63.32626, 186.8839, 962.691, 284.2512, 997.5623, 0.005731062, 50.87702, 648.9473, 364.399, 0, 1095.183, 626.5628, 953.4634, 1131.881, 82.41573, 222.7289, 68.85059, 95.95707, 1589.526, 113.5505, 183.3915, 27.70211, 242.5078, 619.4877, 1002.234, 202.3338, 0, 87.09308, 72.61616, 441.6274, 791.4542, 362.4521, 649.675, 13.53399, 436.164, 305.9296, 0.6251413, 412.8472, 953.2839, 639.7119, 1230.753, 436.9908, 835.7187, 1064.474
19.3, 342.3666, 315.0121, 321.7305, 60.63707, 178.0274, 948.408, 269.6699, 990.8576, 0.005447545, 48.42854, 672.9728, 347.2068, 0, 1047.836, 597.0078, 912.5343, 1085.052, 78.48251, 213.6895, 66.04509, 91.39642, 1523.578, 108.8335, 175.847, 26.56932, 232.6217, 593.6774, 956.9962, 194.131, 0, 83.52495, 69.44085, 423.1107, 752.6783, 346.8477, 701.9736, 12.83138, 417.4823, 292.524, 0.5980584, 394.453, 910.9459, 610.7201, 1223.695, 414.2572, 910.9399, 1014.087
19.4, 326.3667, 301.412, 307.8764, 58.06208, 194.9074, 921.9629, 272.6549, 936.59, 0.005178055, 46.09788, 643.4738, 330.8259, 0, 1288.892, 641.6041, 968.5568, 1115.719, 74.737, 211.5687, 63.35391, 87.05253, 1500.086, 104.3123, 168.6128, 25.48285, 223.1387, 568.9424, 1041.697, 186.2609, 0, 80.103, 66.4044, 405.3703, 765.0892, 331.915, 671.8099, 12.16524, 493.1307, 279.7057, 0.5721487, 376.8783, 907.9059, 583.0421, 1223.377, 392.7063, 866.9241, 993.6787
19.5, 330.3241, 288.399, 294.6188, 55.59644, 311.5133, 879.8085, 420.0979, 885.2946, 0.004921895, 43.87939, 615.2678, 449.3253, 0, 1233.171, 658.9203, 926.9798, 1069.559, 431.1489, 202.9824, 60.7724, 289.5418, 1539.298, 145.7055, 161.6763, 24.44081, 214.0422, 545.238, 1064.15, 178.7097, 0, 76.82125, 63.50071, 480.043, 727.605, 317.6252, 642.9423, 11.53368, 602.3628, 267.4492, 0.5473616, 360.0866, 1116.505, 672.1114, 1263.643, 372.2765, 825.035, 1068.253
19.6, 314.887, 353.2179, 340.1807, 53.2355, 296.7505, 914.3846, 490.8187, 836.8085, 0.004678409, 41.76767, 762.5695, 464.8874, 0, 1179.858, 627.8389, 887.1875, 1118.005, 410.5727, 244.09, 225.4516, 275.7805, 1475.433, 188.8895, 155.0251, 23.44138, 205.3165, 522.5211, 1016.117, 171.4648, 0, 73.67395, 60.724, 507.557, 691.9573, 348.7784, 675.7088, 102.071, 576.5624, 255.7296, 0.5236483, 344.0431, 1086.558, 693.2431, 1247.568, 600.8807, 785.17, 1133.341
19.7, 350.6906, 337.9684, 325.5321, 50.97482, 333.3263, 872.5767, 534.4527, 885.7394, 0.004446967, 39.75757, 729.1431, 442.9543, 0, 1128.851, 687.554, 849.1035, 1071.75, 390.9785, 283.7349, 216.265, 262.6731, 1522.517, 181.0427, 148.6475, 22.48281, 196.9466, 541.4832, 1169.586, 164.5135, 0, 70.65559, 58.0687, 495.1737, 658.0561, 475.4667, 646.6737, 96.77197, 551.8672, 244.5237, 0.5009623, 328.7144, 1148.864, 661.8252, 1236.71, 569.621, 747.2311, 1103.814
19.8, 334.3017, 401.7781, 311.5143, 48.81015, 317.5298, 832.6803, 624.0744, 837.2291, 0.004226975, 37.84422, 697.1819, 422.056, 0, 1193.711, 744.7119, 812.6541, 1148.602, 372.3194, 272.2197, 359.4156, 250.1888, 1577.314, 173.5219, 142.5323, 21.56345, 188.9179, 518.9228, 1116.794, 157.844, 0, 67.76089, 55.52952, 559.6506, 681.5739, 454.9966, 631.4419, 91.74805, 528.2297, 233.8088, 0.4792591, 450.4749, 1135.752, 663.0275, 1266.568, 539.9877, 912.324, 1051.565
19.9, 318.6787, 462.8826, 354.7702, 46.73739, 302.482, 794.6081, 592.061, 791.3755, 0.004017866, 36.02294, 702.7643, 402.1437, 0, 1142.104, 764.6663, 831.4158, 1101.081, 354.5508, 261.1718, 357.8072, 238.2978, 1511.872, 166.3136, 136.6687, 20.68168, 204.2143, 497.3024, 1066.386, 151.4449, 0, 64.98479, 53.10136, 543.4027, 843.9822, 465.2173, 746.1948, 86.98495, 505.6047, 223.5634, 0.4584962, 489.0112, 1085.31, 657.8691, 1212.377, 617.1391, 868.2412, 1147.513
20, 303.7859, 442.8984, 384.426, 44.75266, 288.1472, 831.9945, 561.6899, 748.0332, 0.003819101, 34.28931, 731.962, 383.1709, 0, 1092.729, 728.5969, 795.7258, 1203.821, 337.6302, 324.3915, 343.2274, 226.9719, 1449.145, 159.4046, 131.0463, 19.83597, 195.8893, 485.601, 1222.834, 145.3053, 0, 62.32242, 50.77938, 550.0308, 891.8251, 445.1885, 714.1309, 82.46912, 483.9487, 213.767, 0.4386328, 467.2235, 1116.154, 628.0543, 1241.01, 585.0337, 826.2885, 1187.643
20.1, 289.589, 476.0298, 367.8722, 42.85221, 274.4918, 793.9537, 548.5031, 731.0156, 0.00363017, 32.63912, 716.0215, 365.0931, 0, 1121.337, 860.191, 801.4026, 1154.016, 321.5171, 311.2263, 441.9268, 411.3569, 1515.195, 152.7827, 125.6552, 19.02484, 284.2853, 465.3689, 1167.639, 139.4145, 0, 59.76913, 48.55894, 526.9689, 848.1317, 496.6526, 683.4448, 78.18773, 463.2203, 204.3998, 0.4196299, 500.3866, 1137.642, 698.4636, 1303.474, 554.5985, 786.3629, 1131.426
20.2, 276.0556, 455.478, 443.3397, 41.03246, 299.927, 835.6099, 616.5026, 690.9791, 0.003450585, 31.06834, 755.1711, 347.8683, 0, 1072.859, 897.7538, 855.9706, 1192.435, 306.173, 352.7141, 423.9194, 391.8058, 1452.33, 146.4359, 120.4858, 18.24688, 296.9173, 445.9797, 1114.936, 133.7625, 0, 57.32043, 46.43559, 504.8739, 806.579, 475.2704, 654.0773, 74.12861, 510.4527, 195.4431, 0.4014504, 490.5748, 1087.116, 666.8091, 1247.703, 560.0093, 748.3663, 1077.87
20.3, 271.6705, 456.0822, 424.2489, 39.28999, 285.7133, 797.4037, 584.8777, 653.1354, 0.003279884, 29.57315, 744.2736, 474.658, 0, 1026.477, 914.6351, 950.6771, 1143.101, 291.5612, 338.3994, 406.6457, 373.1841, 1469.314, 140.3527, 115.5292, 17.50073, 329.9438, 427.3984, 1064.611, 128.3397, 0, 54.97207, 412.4398, 483.7054, 821.1076, 454.8088, 625.9717, 70.28022, 488.5891, 186.8789, 273.0833, 587.3104, 1038.835, 636.5892, 1277.422, 530.876, 712.2059, 1197.241
20.4, 258.9745, 493.3349, 405.9802, 37.62152, 412.9103, 786.0749, 698.6829, 617.3643, 0.003117628, 28.14993, 724.9402, 452.2639, 0, 1059.494, 871.4917, 909.8676, 1095.808, 277.6467, 331.7692, 436.8701, 355.4473, 1577.692, 134.5222, 110.7764, 16.78509, 319.2765, 409.5912, 1016.558, 123.1368, 0, 52.71991, 394.4049, 463.4243, 780.8788, 435.2281, 668.6089, 66.63162, 467.6619, 178.69, 362.1899, 561.1429, 1040.843, 607.7388, 1313.074, 503.2582, 677.7926, 1246.061
20.5, 264.9431, 472.0359, 388.4981, 36.0239, 393.3423, 750.1336, 809.5336, 612.429, 0.002963399, 26.7952, 693.1633, 430.9264, 0, 1130.911, 839.3671, 870.8099, 1196.418, 264.3963, 318.3045, 419.0687, 338.5536, 1512.234, 128.934, 106.2192, 16.09871, 306.2608, 467.013, 1171.264, 118.1447, 0, 50.56002, 377.1587, 443.9937, 742.6211, 416.4904, 660.0145, 63.17244, 504.2311, 170.8599, 346.4988, 536.1414, 1141.871, 580.196, 1256.893, 477.0772, 645.0422, 1187.079
20.6, 252.5615, 451.6566, 371.7689, 34.49412, 374.7017, 715.8356, 798.4049, 578.8873, 0.002816799, 25.50566, 698.3563, 410.5956, 0, 1082.02, 837.9305, 900.7044, 1146.919, 251.7782, 305.3864, 401.9926, 322.4628, 1449.492, 162.0537, 101.8494, 15.44041, 293.7758, 447.5554, 1118.397, 113.3551, 0, 48.48862, 360.6665, 425.3777, 706.2377, 462.3472, 631.6537, 59.89283, 482.634, 163.3729, 515.774, 512.2538, 1091.157, 553.9014, 1368.098, 452.2582, 613.8743, 1264.102
20.7, 240.7585, 461.7506, 355.76, 33.0293, 356.9444, 683.1058, 909.1863, 547.1826, 0.002677451, 24.27818, 768.507, 468.4837, 0, 1035.242, 888.8028, 862.04, 1099.468, 239.7623, 339.7731, 385.6124, 307.1367, 1699.064, 155.3218, 97.65947, 14.80902, 281.7997, 428.9084, 1157.993, 108.7596, 0, 46.50209, 344.8955, 407.5423, 671.6368, 442.442, 732.0986, 56.78349, 739.9216, 156.214, 493.4292, 489.4306, 1167.725, 528.7985, 1366.674, 428.7304, 690.4609, 1204.266
20.8, 229.5071, 441.8153, 340.4405, 31.62669, 363.7362, 651.8726, 862.5474, 517.2144, 0.002544997, 23.10978, 734.8204, 446.381, 0, 1112.464, 846.8779, 985.3589, 1202.477, 228.3199, 437.0594, 369.8997, 292.5391, 1628.571, 148.8694, 169.0083, 14.20345, 270.3119, 411.0383, 1232.178, 104.3504, 0, 44.59694, 329.8142, 390.4547, 638.7311, 468.222, 709.4087, 53.83558, 708.2294, 149.3688, 472.0524, 467.6242, 1115.864, 504.8332, 1308.2, 506.547, 729.6863, 1147.263
20.9, 279.1063, 431.3773, 325.7807, 30.28365, 346.4986, 622.0673, 861.0416, 576.7188, 0.002419096, 21.99761, 702.6103, 425.321, 0, 1064.37, 806.9305, 943.0606, 1152.727, 217.4235, 419.3216, 354.8271, 278.6353, 1561.002, 142.6852, 162.0554, 13.62265, 259.2923, 426.0588, 1206.76, 100.12, 0, 42.76984, 315.3923, 374.0836, 710.4495, 500.5953, 812.3195, 51.0407, 677.8947, 142.8235, 451.6017, 446.7894, 1166.477, 481.954, 1358.722, 536.1762, 694.4285, 1092.957
21, 271.9498, 423.5493, 311.7521, 28.99763, 330.0779, 593.6249, 857.8096, 607.4634, 0.002299423, 20.93896, 671.8121, 405.2547, 0, 1018.355, 817.038, 996.0588, 1153.075, 207.0472, 426.2291, 390.2261, 265.3923, 1496.237, 136.7578, 188.1629, 13.06559, 324.8399, 408.3075, 1152.29, 96.06107, 0, 41.0176, 301.6011, 358.3989, 675.6423, 512.5911, 777.4142, 48.39092, 648.8592, 136.565, 432.037, 426.8829, 1114.67, 460.1118, 1300.587, 518.4192, 660.8743, 1041.222
21.1, 259.2408, 458.2058, 298.3277, 27.76623, 314.4353, 566.4828, 827.653, 574.1937, 0.00218567, 19.93126, 642.364, 423.8732, 0, 974.3299, 821.6416, 953.3011, 1201.566, 197.1661, 408.9309, 374.3253, 252.7787, 1472.125, 176.6427, 180.422, 12.53131, 311.5975, 391.2957, 1100.28, 92.1667, 0, 39.33714, 288.4129, 343.3718, 642.5403, 582.8008, 744.0089, 45.8787, 621.0673, 130.5808, 413.3199, 407.8633, 1065.165, 439.2594, 1273.393, 509.3133, 628.9413, 1139.4
21.2, 247.1256, 438.4236, 285.4813, 26.58712, 299.5341, 540.5818, 802.5518, 542.7461, 0.002077545, 18.97206, 614.2067, 432.4768, 0, 980.5989, 782.8847, 1026.225, 1151.854, 187.7565, 392.3347, 359.0725, 240.7646, 1527.23, 169.3047, 202.9671, 12.01888, 357.2533, 374.9928, 1107.542, 88.43021, 0, 37.72553, 275.8014, 328.9747, 643.6808, 607.6065, 712.0389, 43.49691, 594.4659, 124.8588, 395.4137, 502.2168, 1017.858, 419.3521, 1347.693, 482.8173, 729.6876, 1124.24
21.3, 235.5767, 419.4953, 273.1881, 25.45808, 285.339, 594.9153, 794.3312, 513.0208, 0.001974769, 18.05901, 635.7942, 445.2665, 0, 1193.457, 820.5875, 982.1723, 1195.237, 178.796, 376.412, 344.4412, 229.3215, 1463.866, 162.2715, 194.6172, 11.52741, 342.6895, 359.369, 1057.551, 84.8452, 0, 36.17995, 263.7413, 315.1814, 662.03, 581.4475, 681.4426, 41.23877, 569.0038, 119.3876, 378.2832, 479.8407, 972.652, 400.347, 1395.95, 457.6997, 694.4297, 1238.677
21.4, 312.4704, 438.1565, 261.4242, 24.37699, 271.8167, 655.7755, 753.584, 484.9236, 0.001877077, 17.18991, 607.9249, 555.5848, 0, 1141.861, 791.6005, 940.0108, 1145.787, 170.2631, 451.8804, 330.406, 218.4223, 1403.131, 155.5305, 186.6109, 11.05603, 328.7194, 432.5611, 1009.816, 81.40553, 0, 34.69769, 252.2086, 301.9663, 629.595, 600.4957, 652.1611, 39.09785, 544.6323, 114.1561, 361.8949, 458.4616, 929.4539, 382.2032, 1401.193, 433.8888, 733.3976, 1180.044
21.5, 338.0498, 419.2399, 250.167, 23.3418, 258.9352, 666.2759, 714.9272, 458.3651, 0.001784217, 16.36264, 581.2772, 529.3726, 0, 1092.496, 754.2606, 899.6592, 1170.006, 162.1375, 433.5411, 316.9428, 208.0411, 1426.93, 149.0695, 229.7511, 10.60393, 315.3187, 439.8613, 964.2364, 78.1053, 0, 33.27615, 241.1802, 289.3053, 697.8525, 624.3214, 718.3304, 37.06809, 521.3047, 109.1538, 346.2165, 438.035, 888.1743, 482.4, 1379.821, 411.3166, 697.9604, 1124.187
21.6, 322.2517, 485.2147, 328.6759, 22.35058, 314.188, 650.3316, 678.2533, 440.3164, 0.001695952, 15.57517, 593.9769, 504.3972, 0, 1111.194, 784.8077, 861.0397, 1121.6, 154.3996, 467.3099, 304.0281, 198.1533, 1475.377, 142.8769, 220.2994, 10.17032, 302.4644, 421.5349, 962.0644, 203.4555, 0, 31.91286, 230.6341, 277.1752, 689.7067, 597.4427, 710.1606, 35.1437, 498.9763, 104.3708, 331.2174, 418.5186, 937.7752, 536.7793, 1320.784, 480.5992, 664.2355, 1173.434
21.7, 406.1142, 503.1908, 336.5409, 21.40145, 299.2985, 627.1332, 643.4606, 416.201, 0.001612053, 14.82561, 629.4119, 480.6001, 0, 1063.155, 796.8732, 824.0781, 1208.37, 147.031, 470.7816, 291.6397, 188.7355, 1426.703, 190.4225, 211.2365, 9.754433, 290.1342, 403.9721, 918.6399, 195.2073, 0, 30.60542, 220.5491, 265.5537, 655.9158, 571.7213, 792.6685, 33.31921, 477.6042, 99.79729, 316.8681, 399.8717, 970.2079, 512.4524, 1343.412, 455.597, 632.1401, 1331.25
21.8, 387.1352, 481.4664, 322.049, 20.49262, 285.1146, 598.4591, 654.5388, 393.4064, 0.001532305, 14.11212, 601.8224, 457.9257, 0, 1136.869, 792.5634, 929.4911, 1158.376, 140.0141, 451.6753, 279.7561, 179.7652, 1521.302, 182.5121, 202.5465, 9.355556, 298.1194, 387.141, 945.3147, 187.2935, 0, 29.35154, 210.9051, 254.4195, 682.521, 547.1072, 758.6076, 31.58944, 457.1476, 95.42423, 303.1404, 382.0555, 927.1183, 489.2279, 1329.727, 431.8955, 601.5956, 1268.236
21.9, 369.0432, 473.4182, 308.1811, 19.62239, 271.6028, 636.9734, 620.9626, 429.2007, 0.001456501, 13.43296, 632.1525, 436.321, 0, 1354.392, 795.6068, 889.591, 1140.36, 133.3321, 463.5503, 268.3568, 171.2213, 1458.184, 174.9302, 194.2139, 8.972988, 285.9662, 400.0908, 925.5077, 179.7005, 0, 28.14903, 201.6828, 292.4277, 649.082, 591.0549, 726.0103, 29.94947, 437.567, 91.24279, 290.0075, 413.9128, 1008.837, 467.056, 1320.022, 430.3686, 687.1424, 1208.204
22, 351.7966, 564.3027, 294.9104, 18.78911, 258.7315, 607.8494, 589.1088, 408.9739, 0.001384448, 12.78649, 604.4427, 415.7357, 0, 1295.839, 824.5923, 851.4037, 1213.979, 126.9689, 444.7375, 257.4219, 163.0835, 1397.684, 167.6633, 186.2242, 8.606067, 274.3085, 383.4214, 992.3796, 172.4154, 0, 26.99579, 192.8637, 280.1667, 752.1613, 565.6085, 694.8137, 28.39464, 418.8252, 87.24458, 277.4436, 522.7767, 964.0314, 445.8889, 1356.962, 407.9795, 676.0873, 1265.021
22.1, 365.0388, 634.9664, 385.0255, 17.99122, 246.4701, 607.1727, 558.8891, 386.5752, 0.001315959, 12.17114, 577.9476, 396.1215, 0, 1239.817, 903.7487, 814.8557, 1163.753, 120.9094, 426.6881, 246.9325, 155.3325, 1439.377, 268.8428, 178.5631, 8.254148, 263.126, 524.0748, 998.8267, 165.4255, 0, 25.8898, 184.4303, 268.4197, 715.3104, 581.8905, 739.5267, 26.92054, 400.8862, 83.42156, 265.4239, 499.4846, 921.2161, 425.6812, 1298.903, 416.3385, 643.4193, 1266.109
22.2, 347.9794, 607.5528, 368.4458, 17.22721, 234.7897, 579.4113, 530.2196, 365.4031, 0.001250859, 11.58539, 552.614, 377.4328, 0, 1341.456, 875.9876, 1041.246, 1115.606, 115.1392, 454.3134, 298.9187, 147.9498, 1449.12, 257.6747, 309.1128, 7.91662, 252.3994, 559.7101, 953.7429, 158.7191, 0, 24.82911, 176.3657, 257.1653, 680.2651, 669.0933, 707.7493, 25.52295, 383.7155, 79.76607, 253.925, 477.2303, 880.3024, 406.3892, 1280.846, 394.6793, 663.9591, 1258.202
22.3, 371.749, 676.8364, 352.58, 16.49565, 223.6629, 552.9191, 511.406, 349.4094, 0.001188979, 11.02784, 589.5242, 359.6258, 0, 1283.462, 948.6993, 996.5483, 1164.866, 109.6442, 478.1517, 286.7385, 140.918, 1388.997, 246.9704, 296.3962, 7.592895, 242.1101, 536.3903, 910.6939, 163.8558, 0, 23.81189, 168.6537, 246.3828, 684.823, 640.287, 677.3374, 24.19793, 367.2803, 76.27076, 242.9242, 455.9675, 841.2057, 387.9716, 1294.933, 374.1469, 663.6473, 1227.575
22.4, 354.376, 782.6577, 337.3975, 15.79515, 260.1119, 527.6383, 485.1723, 342.323, 0.00113016, 10.49712, 563.683, 342.6588, 0, 1227.975, 903.9491, 953.7697, 1116.672, 104.4116, 458.7462, 275.0546, 134.2205, 1493.903, 236.7109, 286.8613, 7.282407, 282.8116, 572.7964, 914.6839, 157.213, 0, 22.83634, 161.2789, 236.0523, 651.2713, 612.7211, 843.8821, 22.94169, 351.549, 72.92861, 232.4, 435.652, 855.9571, 370.3886, 1285.478, 416.0381, 631.5803, 1339.641
22.5, 337.8149, 820.9988, 322.8687, 15.1244, 247.7851, 503.5134, 515.0511, 335.5018, 0.001074251, 9.991937, 538.9746, 326.4924, 0, 1337.261, 928.5616, 977.3058, 1190.215, 99.42863, 440.1283, 263.8468, 127.8412, 1431.922, 226.8776, 275.0602, 6.984616, 271.2825, 548.9314, 1030.456, 173.1948, 0, 21.90075, 154.2266, 226.155, 708.5484, 586.3419, 879.7223, 180.2309, 336.4915, 69.73292, 222.3318, 416.2417, 838.4651, 353.6025, 1230.478, 455.6101, 709.7695, 1388.8
22.6, 341.6579, 845.9711, 308.9656, 14.48213, 236.0424, 524.4549, 657.5162, 404.2876, 0.001021107, 9.511068, 515.3492, 311.0887, 0, 1335.288, 1005.455, 1112.673, 1215.795, 94.68349, 463.8452, 306.0971, 121.7652, 1431.963, 217.4527, 263.7445, 6.699001, 260.2234, 526.0607, 983.945, 166.1734, 0, 21.0035, 147.4827, 216.6727, 770.9805, 595.5505, 841.9207, 170.8742, 322.0789, 66.67725, 212.6997, 397.6963, 1026.319, 548.9158, 1177.831, 431.9079, 675.474, 1425.274
22.7, 410.952, 809.4478, 330.1457, 13.86714, 224.8563, 506.1249, 753.7822, 382.1455, 0.0009705931, 9.053342, 587.0068, 296.4117, 0, 1277.561, 958.0273, 1127.686, 1225.851, 90.16481, 445.0204, 293.6244, 115.9779, 1525.999, 344.2867, 252.8943, 6.425066, 249.6151, 567.559, 988.7985, 159.4366, 0, 20.143, 141.0337, 252.6768, 733.2076, 569.9105, 855.3042, 162.0033, 308.2837, 63.75549, 203.4849, 379.9771, 980.7377, 524.0388, 1222.487, 409.4388, 698.9288, 1434.152
22.8, 391.7469, 872.6887, 435.0035, 13.27826, 214.2002, 488.011, 715.1151, 361.216, 0.0009225777, 8.617644, 561.2759, 282.4272, 0, 1310.599, 923.6129, 1079.278, 1207.552, 85.86178, 502.1902, 281.6599, 110.4657, 1524.396, 329.9844, 242.4905, 6.162333, 335.1494, 543.9122, 997.752, 152.9729, 0, 19.31776, 134.8667, 242.0825, 727.6266, 569.5804, 818.5519, 169.43, 295.0793, 60.96176, 194.6694, 491.2761, 937.1805, 500.2893, 1170.182, 428.9724, 803.0757, 1600.173
22.9, 373.4394, 835.0118, 416.2716, 12.71439, 204.0492, 474.5595, 678.4316, 341.4329, 0.0008769376, 8.202915, 536.673, 269.1025, 0, 1286.142, 880.046, 1032.948, 1219.047, 81.7641, 481.8092, 270.183, 105.2155, 1461.149, 316.2764, 232.5147, 5.910344, 321.4866, 521.2506, 952.7166, 146.7713, 0, 18.52633, 128.9693, 231.9323, 691.9778, 545.0585, 783.3788, 160.634, 282.4406, 58.29045, 186.2357, 469.3875, 895.5577, 477.6161, 1120.114, 406.6559, 764.2717, 1569.121
23, 392.1706, 798.9615, 398.3464, 12.17447, 194.3792, 452.8615, 643.6298, 322.7332, 0.0008335555, 7.808145, 593.3776, 256.4064, 0, 1230.539, 838.5341, 988.6069, 1209.364, 77.86199, 462.2553, 259.1736, 100.2148, 1400.526, 303.1378, 222.9493, 5.668659, 308.3809, 499.5332, 986.4434, 140.8211, 0, 17.76732, 123.3298, 222.2078, 658.0756, 615.7119, 870.7004, 152.2947, 270.3431, 55.73619, 178.1675, 448.4742, 855.7835, 455.9704, 1072.189, 468.5385, 727.3427, 1494.847
23.1, 373.8433, 764.4678, 381.1931, 11.65747, 185.1675, 432.1555, 610.6133, 378.6725, 0.0007923194, 7.432373, 567.3676, 244.3093, 0, 1222.495, 894.1047, 946.1692, 1211.813, 74.1461, 443.495, 248.6129, 95.45178, 1342.419, 320.2584, 213.7774, 5.436857, 295.8094, 478.7206, 941.9185, 135.1122, 0, 17.03941, 117.937, 212.8909, 730.1859, 720.8265, 833.2865, 144.3883, 258.7638, 53.29386, 170.4487, 428.4926, 817.7758, 435.3057, 1127.745, 444.1637, 692.1981, 1424.089
23.2, 356.3724, 731.4631, 364.7784, 11.16243, 176.3923, 421.8234, 579.2905, 370.4999, 0.0007531232, 7.074685, 542.4976, 232.783, 0, 1169.644, 851.9296, 985.8436, 1257.598, 70.60754, 459.9384, 238.4826, 90.91514, 1321.552, 386.7614, 204.9828, 5.214534, 283.7504, 458.7752, 899.4033, 129.6346, 0, 16.34132, 112.7799, 298.5477, 745.7154, 689.7931, 797.4803, 136.8923, 247.6805, 50.95855, 163.0644, 483.328, 890.5572, 415.5776, 1079.493, 421.057, 749.639, 1466.006
23.3, 339.718, 699.8835, 349.0706, 10.68841, 168.033, 419.2065, 612.5024, 369.5171, 0.0007158662, 6.734212, 518.7178, 221.8004, 0, 1157.96, 811.7441, 1029.812, 1205.568, 67.23787, 441.2722, 228.765, 86.59412, 1339.596, 370.6947, 196.55, 5.001301, 272.183, 439.6607, 900.0334, 153.0478, 0, 15.67183, 107.8484, 358.7445, 709.1804, 744.6129, 763.2126, 129.7856, 237.0719, 48.72557, 156, 461.7935, 851.0052, 396.7435, 1168.414, 445.1456, 713.417, 1396.613
23.4, 323.8419, 669.6672, 367.0012, 10.23452, 160.0698, 576.4552, 581.0827, 365.6461, 0.0006804522, 6.410123, 551.3473, 211.336, 0, 1268.053, 773.454, 985.6053, 1304.567, 64.02901, 423.3634, 219.4434, 82.47846, 1284.016, 387.5914, 188.4642, 4.796789, 270.6064, 440.3773, 859.4088, 163.4091, 0, 15.02977, 103.1324, 343.7029, 674.4354, 785.0631, 730.4175, 123.0478, 226.9176, 46.59044, 149.2416, 441.2185, 813.2097, 378.763, 1209.268, 434.4649, 678.9453, 1330.505
23.5, 351.9398, 640.7554, 409.0716, 9.799906, 152.4841, 550.0983, 551.2747, 372.5532, 0.0006467901, 6.101632, 605.1811, 201.3654, 0, 1213.233, 913.1168, 1051.202, 1250.594, 60.97328, 406.1815, 210.5016, 78.55842, 1230.743, 426.05, 180.7109, 4.600639, 259.5749, 422.0294, 820.6179, 164.2236, 0, 14.41401, 98.62274, 329.292, 735.2742, 751.2641, 759.981, 116.6597, 217.1983, 44.54887, 142.776, 421.5602, 777.0928, 361.5974, 1157.528, 427.8842, 787.8228, 1267.526
23.6, 335.4925, 613.0919, 391.4565, 9.383747, 145.2578, 524.9464, 535.5942, 478.9267, 0.0006147933, 5.807987, 578.6536, 191.8651, 0, 1198.186, 942.2609, 1006.077, 1366.682, 58.06339, 450.3055, 201.9241, 74.82468, 1282.784, 408.3512, 173.2767, 4.41251, 282.7626, 404.446, 783.5778, 202.4594, 0, 13.82348, 94.31023, 315.4853, 699.2508, 718.9202, 788.2524, 110.6033, 207.8953, 42.59676, 136.5905, 533.3196, 742.5801, 345.2097, 1108.002, 405.6244, 749.7557, 1287.558
23.7, 319.8139, 700.8281, 374.5998, 8.98526, 159.3469, 534.7341, 508.1197, 452.6967, 0.0005843794, 5.528474, 553.2889, 182.813, 0, 1289.112, 897.8144, 962.8893, 1335.741, 55.29237, 432.7819, 193.6962, 71.26841, 1229.562, 391.3876, 166.1483, 4.232074, 271.2355, 391.6129, 818.49, 194.2516, 0, 13.25714, 90.18631, 302.2575, 714.791, 687.9689, 801.2938, 104.8614, 198.9908, 40.7302, 130.673, 509.5578, 709.6001, 329.5648, 1087.536, 403.7849, 713.5281, 1376.927
23.8, 304.868, 670.571, 358.4691, 8.603696, 151.7953, 513.2201, 581.1773, 427.9033, 0.0005554701, 5.262413, 529.0361, 174.188, 0, 1233.381, 1018.417, 921.5555, 1280.478, 52.65359, 415.2177, 185.8036, 67.88116, 1276.927, 375.1288, 159.3131, 4.059017, 260.1783, 375.2967, 781.546, 186.3765, 0, 12.71401, 86.24271, 375.8059, 763.7946, 658.3501, 766.8623, 99.41747, 190.4676, 38.94542, 125.0119, 486.8546, 678.0848, 314.6288, 1227.073, 382.7788, 679.051, 1311.751
