 , C001, C002, C003, C005, C007, C008, C009, C010, C011, C013, C015, C017, C018, C019, C020, C021, C022, C024, C025, C026, C028, C029, C031, C033, C036, C039, C040, C041, C042, C044, C048, C050, C052, C054, C057, C058, C061, C065, C072, C073, C100, C102, C103, C123, C132, C133, C142
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
228.4, 1054.584, 921.883, 418.8275, 330.133, 230.6097, 432.86, 744.5078, 1.466601, 25.48397, 310.1315, 749.3755, 0.5088788, 3557.196, 688.5439, 332.1401, 1107.947, 117.8627, 366.2001, 5792.632, 3505.424, 1071.528, 5.094211, 3002.989, 1885.774, 1858.811, 2014.237, 2126.505, 1.068097, 4628.917, 75.06354, 3694.49, 1139.442, 2310.175, 326.3848, 881.2477, 1113.052, 215.5612, 2843.22, 509.732, 2361.231, 867.8611, 909.97, 0.006246008, 0.003541057, 0.009057384, 431.4973, 292.7249
228.5, 1110.755, 1024.43, 400.7923, 405.6736, 219.681, 413.0685, 782.3408, 1.386278, 24.22327, 393.9857, 716.5274, 0.4848703, 3520.399, 658.7768, 316.473, 1074.082, 112.9864, 577.689, 5718.822, 3584.048, 1099.967, 4.882854, 2878.24, 1961.95, 1782.801, 2066.241, 2098.537, 1.019886, 4744.757, 71.63522, 3875.194, 1089.617, 2295.23, 310.3941, 894.5437, 1172.665, 204.3704, 2721.44, 487.3958, 2476.365, 829.1939, 869.5558, 0.005962938, 0.00338955, 0.008586192, 410.6477, 278.8688
228.6, 1095.106, 980.2021, 443.4755, 388.4464, 209.2703, 517.0517, 764.8203, 1.310354, 105.7334, 375.0248, 685.1192, 0.4619944, 3517.084, 694.3517, 301.545, 1027.975, 108.3119, 550.1194, 5780.181, 3578.275, 1047.688, 4.680267, 2777.967, 1881.238, 1947.88, 2097.786, 2079.998, 0.973852, 4774.441, 68.36349, 3716.43, 1041.971, 2294.697, 295.1869, 856.0313, 1257.297, 266.722, 2765.445, 631.4293, 2448.214, 792.2495, 860.858, 0.005692697, 0.003244525, 0.008139513, 390.8055, 265.6686
228.7, 1043.928, 937.8835, 424.3789, 371.9508, 199.3528, 493.4108, 762.6049, 1.238588, 100.5028, 356.9765, 655.0878, 0.4401978, 3474.933, 717.2997, 287.321, 983.8471, 103.8307, 523.8655, 5678.472, 3564.063, 1034.902, 4.486084, 2774.739, 1803.846, 1868.228, 2154.931, 2038.087, 0.9298954, 4775.935, 65.24118, 3604.125, 996.4086, 2198.484, 280.7248, 909.9747, 1203.271, 254.7621, 2944.467, 614.1531, 2563.188, 756.9512, 884.3964, 0.005434703, 0.003105705, 0.007716071, 371.9221, 253.0933
228.8, 1053.382, 964.736, 530.8535, 394.6845, 189.9054, 470.8508, 843.7539, 1.170753, 95.5309, 339.7968, 626.3727, 0.4194296, 3333.312, 860.8024, 273.7681, 1102.247, 99.53495, 498.8645, 5448.015, 3524.664, 985.7148, 4.299959, 2771.758, 1864.285, 1791.832, 2067.083, 1953.172, 0.8879229, 4728.105, 62.26148, 3826.137, 952.8384, 2232.629, 266.9712, 969.3987, 1193.205, 247.9396, 2956.091, 629.1362, 2607.87, 831.7523, 845.118, 0.005188401, 0.002972824, 0.007314658, 353.9511, 241.1132
228.9, 1076.441, 999.2787, 540.5273, 377.924, 180.9057, 449.3224, 904.752, 1.106632, 90.80497, 323.4439, 598.9163, 0.3996412, 3448.002, 823.5882, 260.8544, 1180.801, 95.41692, 475.0567, 5664.038, 3463.545, 938.8657, 4.121555, 2691.156, 1787.59, 1762.543, 2109.607, 1913.536, 0.8478449, 4668.98, 59.41787, 3675.446, 911.1733, 2232.422, 253.8914, 1060.311, 1184.86, 235.0678, 2943.586, 601.5678, 2571.641, 846.5675, 856.8243, 0.004953261, 0.002845629, 0.006934127, 336.8485, 229.7002
229, 1062.401, 1072.736, 517.2515, 361.8752, 172.3325, 428.7782, 894.6196, 1.046024, 99.27682, 307.8779, 572.6635, 0.3807864, 3474.581, 787.9828, 248.5499, 1260.634, 91.46926, 452.385, 5715.275, 3322.414, 932.4952, 3.950554, 2579.361, 1868.789, 1774.655, 2057.685, 2055.935, 0.8095759, 4650.383, 56.70412, 3604.027, 871.3302, 2138.82, 241.4524, 1014.662, 1165.547, 222.8642, 2861.543, 598.1885, 2491.137, 808.8491, 863.912, 0.004728779, 0.002723876, 0.006573393, 320.5723, 218.8274
229.1, 1012.752, 1026.422, 550.2072, 346.508, 164.1656, 420.4118, 848.728, 0.9887351, 138.576, 293.0611, 547.5614, 0.3628211, 3403.148, 753.9167, 236.8258, 1206.519, 87.68493, 430.7954, 5483.324, 3217.734, 962.5695, 3.786647, 2645.987, 1791.909, 1702.086, 2027.754, 1970.276, 0.7730342, 4708.378, 54.11433, 3712.766, 833.2293, 2083.166, 229.6229, 970.9784, 1132.452, 272.5881, 2941.254, 571.9762, 2401.187, 837.4528, 889.7585, 0.004514469, 0.002607333, 0.006231426, 305.0825, 208.4692
229.2, 981.728, 1045.046, 526.5146, 331.7933, 156.3857, 401.1896, 838.857, 0.9345838, 131.7206, 278.9574, 523.5596, 0.3457035, 3339.902, 793.0585, 225.6547, 1154.727, 84.05717, 410.2361, 5562.8, 3343.849, 916.8204, 3.62954, 2578.306, 1765.085, 1636.662, 2051.067, 1888.187, 0.7381418, 4517.498, 51.64281, 3560.657, 867.2507, 2132.501, 439.7985, 929.1753, 1191.018, 298.2437, 2815.275, 697.7485, 2453.323, 800.1404, 850.2419, 0.004309873, 0.002495775, 0.005907248, 290.3411, 198.6014
229.3, 1027.102, 1049.137, 525.2716, 317.7035, 148.9745, 382.8462, 831.4578, 0.8833983, 125.2044, 265.5324, 500.61, 0.3293934, 3363.772, 758.773, 215.0105, 1105.158, 80.57949, 390.658, 5537.321, 3207.596, 873.2457, 3.478952, 2572.805, 1692.472, 1780.737, 1967.453, 2032.437, 0.7048244, 4575.596, 49.28418, 3414.781, 829.3282, 2121.496, 418.2513, 889.1719, 1139.84, 282.7604, 2694.691, 751.7043, 2435.377, 764.4905, 812.4803, 0.004114548, 0.002388991, 0.005599936, 276.3121, 189.2007
229.4, 979.1019, 1003.842, 533.6566, 304.212, 141.9146, 454.753, 908.0043, 0.8350161, 119.0105, 252.7535, 478.6663, 0.3138528, 3251.7, 725.9697, 204.8685, 1057.717, 77.2457, 372.0142, 5312.593, 3243.53, 831.7419, 3.334612, 2629.512, 1642.449, 1707.919, 1887.248, 1958.759, 0.6730109, 4526.948, 47.03326, 3553.834, 793.0639, 2032.545, 397.7599, 850.8908, 1118.665, 277.6019, 2579.273, 718.765, 2329.869, 730.4289, 776.3959, 0.003928076, 0.002286776, 0.00530861, 262.9609, 180.2449
229.5, 933.3453, 960.5031, 544.1491, 291.2934, 135.1891, 433.9605, 861.426, 0.7892838, 113.123, 240.5895, 457.6844, 0.2990454, 3368.364, 694.5846, 195.2048, 1012.313, 74.04984, 354.2601, 5229.893, 3230.159, 792.2108, 3.19626, 2551.582, 1574.881, 1638.079, 2047.667, 1877.149, 0.6426334, 4346.582, 44.88515, 3408.236, 758.3854, 2120.33, 378.2723, 814.2578, 1213.962, 263.1902, 2682.582, 687.2691, 2228.933, 697.8849, 741.914, 0.003750055, 0.002188934, 0.00503244, 250.2548, 171.713
229.6, 1046.979, 990.8319, 520.7173, 278.9235, 128.7825, 414.1187, 817.2371, 0.7460561, 107.5268, 229.011, 437.6223, 0.2849367, 3275.703, 742.1607, 185.997, 968.8577, 70.98619, 337.3534, 5276.206, 3228.483, 754.5585, 3.063649, 2531.531, 1522.393, 1759.132, 1964.191, 1798.939, 0.613627, 4454.191, 42.83516, 3306.324, 833.1222, 2031.428, 359.7395, 779.2019, 1225.682, 264.7339, 2567.682, 689.0095, 2132.369, 666.791, 910.7817, 0.003580102, 0.002095279, 0.004770637, 238.1627, 163.5851
229.7, 998.0499, 990.8567, 498.2946, 310.6907, 122.6794, 395.1842, 798.2299, 0.7051959, 102.2075, 217.9897, 418.4396, 0.2714936, 3337.716, 710.0756, 177.2235, 927.2677, 68.0493, 321.2535, 5218.202, 3110.828, 718.6958, 2.936539, 2546.812, 1625.453, 1687.198, 1958.45, 1835.509, 0.5859298, 4386.082, 40.87878, 3375.173, 860.4045, 2036.929, 342.1147, 745.6553, 1173.015, 262.9773, 2542.49, 658.8174, 2277.818, 784.2769, 887.3714, 0.00341785, 0.00200563, 0.004522454, 226.6548, 319.4044
229.8, 951.4079, 977.821, 476.8374, 297.497, 116.8656, 377.1154, 757.2828, 0.6665735, 97.15125, 207.4988, 400.0978, 0.2586847, 3316.173, 755.791, 168.8638, 887.4631, 65.23392, 407.8942, 5033.189, 3057.361, 684.5375, 2.814703, 2515.49, 1558.583, 1700.134, 1878.612, 1949.665, 0.5594828, 4331.22, 39.01176, 3236.895, 822.7814, 1985.761, 325.3535, 713.5529, 1228.349, 328.5104, 2523.13, 629.9484, 2179.136, 840.4453, 862.6226, 0.003262953, 0.001919817, 0.004287183, 215.7031, 304.2855
229.9, 919.7115, 935.6053, 619.2123, 302.2018, 111.3273, 514.9133, 813.4308, 0.6300665, 92.34517, 197.5128, 382.5599, 0.2464801, 3224.067, 843.7795, 160.8985, 849.3671, 62.53501, 481.4511, 5145.71, 3154.481, 652.0027, 2.697922, 2410.993, 1607.482, 1767.775, 1905.821, 1934.433, 0.5342295, 4393.407, 37.23001, 3104.282, 786.8034, 2066.746, 309.4133, 682.8326, 1187.337, 311.4558, 2622.985, 602.3444, 2220.76, 802.9996, 863.6425, 0.003115075, 0.001837676, 0.004064151, 205.2805, 289.8822
230, 962.0459, 895.2121, 592.5482, 289.3686, 106.0514, 491.3701, 829.0904, 0.5955588, 87.77684, 188.0074, 514.4592, 0.2348513, 3297.061, 807.3012, 153.3089, 812.9065, 59.94777, 470.4395, 5003.634, 3248.933, 808.4181, 2.585987, 2397.199, 1565.902, 1695.487, 1828.128, 1878.466, 0.5101161, 4327.094, 35.52964, 3464.59, 752.3986, 1999.5, 294.2542, 653.4349, 1136.317, 295.2865, 2578.656, 700.3314, 2124.55, 806.7975, 825.2858, 0.002973899, 0.001759049, 199.274, 195.3615, 358.5395
230.1, 946.7712, 856.5628, 567.0323, 310.9191, 174.7251, 468.9035, 800.8848, 0.5629411, 83.43451, 178.9594, 491.9084, 0.2237712, 3360.007, 772.4, 146.0773, 824.0283, 57.46757, 569.6783, 4800.564, 3243.769, 832.466, 2.478695, 2590.046, 1681.693, 1649.778, 1935.829, 1876.436, 0.4870911, 4218.821, 33.90693, 3389.826, 719.4983, 2038.704, 279.8377, 625.3029, 1144.704, 318.244, 2732.27, 707.1679, 2065.371, 770.851, 967.4271, 0.002839121, 0.001683787, 188.9072, 185.9218, 341.5681
230.2, 1012.012, 871.1753, 542.6151, 297.7157, 166.4448, 509.3217, 759.8015, 0.5321098, 79.30699, 269.1567, 470.3462, 0.2132138, 3396.755, 739.0076, 139.1868, 788.6554, 55.08998, 542.4909, 4921.645, 3326.853, 792.9005, 2.375855, 2527.569, 1638.841, 1754.94, 1856.913, 1906.442, 0.4651054, 4430.748, 32.35833, 3250.948, 688.0366, 1962.707, 266.1276, 598.382, 1095.516, 407.2021, 2804.214, 686.4438, 2205.885, 736.506, 924.4611, 0.002710452, 0.001611744, 179.0797, 176.9382, 325.4001
230.3, 964.718, 937.844, 519.2494, 287.3371, 293.7441, 486.0343, 720.8257, 0.5029671, 75.38367, 354.1912, 612.5737, 0.2031545, 3309.621, 707.0588, 132.6214, 882.5364, 52.81076, 516.601, 5138.969, 3404.703, 755.2155, 2.277282, 2539.608, 1644.031, 1683.177, 1825.118, 1983.336, 0.444112, 4456.801, 30.88045, 3332.968, 772.0619, 1938.251, 253.0891, 572.6201, 1129.132, 386.0622, 2684.104, 743.0342, 2158.008, 940.9771, 883.4032, 0.002587613, 0.001542784, 169.7634, 168.3886, 438.0924
230.4, 935.6204, 897.3542, 496.8898, 386.5985, 321.7675, 511.3835, 683.8492, 0.4754204, 71.65443, 390.4356, 696.9341, 0.1935698, 3320.938, 676.4912, 126.3656, 882.9454, 50.62583, 491.9467, 4940.977, 3533.281, 934.7875, 2.182798, 2749.276, 1757.6, 1614.349, 1750.715, 2045.868, 0.4240662, 4576.139, 29.47008, 3469.169, 776.5453, 1934.589, 240.6895, 547.9673, 1158.582, 366.0198, 2756.031, 710.4748, 2064.517, 899.0522, 939.6609, 0.002470342, 0.001476775, 160.9318, 160.2522, 417.3554
230.5, 921.0125, 977.8619, 475.4931, 507.1496, 306.5188, 488.0018, 685.3031, 0.4493825, 68.10967, 371.6457, 666.3848, 0.1844373, 3317.525, 647.2451, 120.4049, 845.0433, 48.5313, 468.469, 5081.38, 3513.095, 1023.289, 2.092235, 2836.191, 1723.36, 1782.962, 1938.584, 2004.243, 0.4049252, 4605.009, 28.12412, 3376.284, 742.5891, 1937.225, 228.8973, 619.0729, 1108.797, 347.0179, 2738.597, 873.9932, 2089.567, 858.9954, 967.5767, 0.002358386, 0.00141359, 152.5597, 152.509, 397.6
230.6, 990.4816, 935.6444, 455.0177, 514.9335, 291.9928, 465.6891, 650.1489, 0.4247706, 64.74028, 394.1541, 637.1745, 0.1757357, 3360.981, 619.2634, 114.7254, 821.8489, 46.52343, 446.1118, 5181.18, 3616.045, 974.6542, 2.005429, 2792.897, 1868.737, 1710.054, 1867.395, 2055.888, 0.3866482, 4633.648, 26.83963, 3362.696, 817.1099, 1878.294, 217.6829, 622.8073, 1169.73, 329.0024, 2719.551, 891.4127, 2085.258, 918.769, 924.6039, 0.002251503, 0.001353108, 144.623, 145.1399, 378.7798
230.7, 944.1933, 930.2646, 435.4241, 516.0963, 331.9926, 444.3967, 686.9119, 0.4015066, 61.53757, 491.4037, 609.2446, 0.1674446, 3287.454, 592.4914, 109.3138, 859.9089, 44.59863, 424.8215, 5049.121, 3547.52, 928.3308, 1.922224, 2831.153, 1914.721, 1640.126, 1834.965, 1988.455, 0.3691961, 4696.898, 25.61381, 3622.663, 781.3799, 1883.439, 207.0179, 595.9938, 1174.261, 311.9222, 2704.739, 852.3515, 2059.121, 950.5499, 1101.098, 0.002149465, 0.001295214, 137.0993, 138.1268, 360.8503
230.8, 954.1849, 926.5304, 416.6741, 498.1707, 316.2593, 583.3024, 683.4378, 0.3795168, 58.4933, 467.7545, 734.5661, 0.1595447, 3390.693, 713.7944, 104.1575, 822.9957, 42.75346, 404.5473, 5257.292, 3623.687, 956.366, 1.842472, 2873.842, 1835.951, 1791.158, 2059.286, 1984.931, 0.3525318, 4549.595, 24.44397, 3474.246, 747.2123, 2038.969, 196.8754, 570.3348, 1399.623, 295.7288, 2632.54, 835.7338, 2136.853, 908.1985, 1052.195, 0.002052051, 0.001239797, 129.967, 131.4526, 343.7696
230.9, 909.5928, 886.529, 398.7316, 477.0155, 301.2716, 556.6323, 718.6576, 0.3587313, 55.59963, 445.2436, 702.3672, 0.1520175, 3376.37, 682.9356, 99.24434, 787.6672, 40.98464, 385.2407, 5245.398, 3476.03, 910.9118, 1.766028, 2900.787, 1785.912, 1765.173, 1992.683, 1959.324, 0.3366196, 4629.047, 23.32756, 3331.909, 805.3887, 1953.478, 187.2298, 595.1131, 1547.506, 280.376, 2708.959, 899.5113, 2084.634, 867.7341, 1005.464, 0.001959051, 0.001186751, 123.2057, 125.1009, 327.4973
231, 867.0847, 848.2546, 381.5617, 456.7588, 286.9942, 531.1817, 681.7924, 0.3390842, 52.84911, 423.8159, 671.5797, 0.1448454, 3339.936, 653.4109, 94.56297, 753.8552, 39.28899, 366.8554, 5280.337, 3472.713, 867.6179, 1.692757, 2954.751, 1866.108, 1692.992, 1911.449, 2013.321, 0.3214257, 4728.493, 22.26214, 3582.921, 770.1713, 1926.169, 178.0569, 584.4427, 1668.169, 265.8203, 2701.474, 860.0952, 2078.118, 829.0725, 1094.7, 0.001870267, 0.001135975, 116.7962, 119.0562, 311.9953
231.1, 826.5631, 811.6326, 365.1311, 469.6933, 273.3934, 506.8947, 674.5662, 0.3205132, 50.23466, 403.4196, 785.4484, 0.1380117, 3445.315, 625.1627, 90.10242, 721.4946, 37.6635, 349.3476, 5243.14, 3605.218, 918.4844, 1.622525, 3085.663, 1789.338, 1760.547, 1965.959, 2195.717, 0.3069176, 4723.024, 21.24538, 3436.132, 871.9242, 2070.041, 169.3333, 658.5728, 1838.656, 252.0202, 2585.765, 1014.218, 2259.776, 792.1335, 1046.081, 0.001785506, 0.001087371, 110.7201, 113.3035, 367.2988
231.2, 801.3386, 776.5917, 349.4081, 449.7475, 260.4372, 483.7183, 677.8458, 0.3029592, 47.74954, 429.5336, 765.9424, 0.1315004, 3456.009, 639.9726, 85.85229, 690.5231, 36.10526, 332.6753, 5260, 3532.542, 934.654, 1.555207, 3000.482, 1960.046, 1915.623, 1885.815, 2136.801, 0.2930643, 4702.908, 20.27506, 3306.539, 833.7973, 1983.247, 161.0371, 630.2195, 1793.058, 276.1588, 2517.29, 969.7755, 2320.504, 756.8403, 999.6221, 0.001704586, 0.001040847, 104.9601, 107.8287, 349.9128
231.3, 819.8757, 882.3838, 436.6471, 430.6487, 248.0949, 499.2458, 861.7055, 0.2863666, 45.38737, 408.8621, 732.3681, 0.1252963, 3457.484, 708.655, 81.80263, 660.8812, 34.61148, 316.7986, 5380.908, 3698.877, 975.7985, 1.490682, 2984.998, 1921.879, 1837.29, 1876.12, 2047.773, 0.2798363, 4789.614, 19.34906, 3655.674, 797.3376, 1900.093, 153.1474, 603.087, 1755.069, 331.7248, 2534.241, 927.2805, 2241.745, 796.2258, 1049.75, 0.001627334, 0.0009963132, 99.49977, 102.6185, 479.0826
231.4, 781.5604, 888.3583, 417.8445, 412.3609, 236.3376, 493.5393, 817.5023, 0.2706828, 43.14205, 389.1853, 802.1608, 0.1193849, 3452.252, 678.0184, 77.94399, 632.5117, 33.17951, 301.6797, 5254.263, 3641.936, 929.4207, 1.428834, 3177.032, 1875.171, 1762.159, 1916.855, 2104.467, 0.2672054, 4855.287, 18.46535, 3528.738, 813.4274, 2072.268, 145.6442, 577.1226, 1767.779, 314.5033, 2611.291, 886.6475, 2219.337, 901.5741, 1055.158, 0.001553583, 0.000953685, 94.32349, 97.66009, 456.4053
231.5, 795.7497, 865.8324, 432.6899, 394.8497, 225.1374, 470.9735, 807.3375, 0.255858, 41.0078, 429.4377, 766.999, 0.1137524, 3509.018, 648.7063, 74.26736, 605.36, 31.80679, 287.2823, 5313.848, 3580.235, 994.9802, 1.369552, 3196.944, 1929.537, 1789.145, 1838.712, 2042.162, 0.2551446, 4853.639, 17.62199, 3430.626, 860.9226, 2152.804, 138.5086, 642.4638, 1789.25, 304.5323, 2699.218, 847.7951, 2220.313, 861.4048, 1128.085, 0.001483174, 0.0009128806, 89.4165, 92.94123, 434.8015
231.6, 758.5618, 906.3682, 414.0577, 395.8443, 214.4681, 449.4394, 815.7637, 0.2418451, 38.97915, 408.7708, 733.3784, 0.1083856, 3442.907, 620.6614, 70.76417, 579.3738, 30.49085, 273.5721, 5408.068, 3769.611, 984.4114, 1.31273, 3240.925, 1850.158, 1715.984, 1982.058, 2058.366, 0.2436282, 4765.27, 16.81716, 3651.77, 823.2768, 2062.541, 131.7226, 614.8041, 1712.366, 288.7224, 2653.01, 846.6585, 2255.085, 876.262, 1127.499, 0.001415957, 0.0008738222, 84.76479, 88.45039, 414.2203
231.7, 874.4797, 973.9655, 396.2279, 379.0345, 204.3043, 428.8899, 871.174, 0.2285997, 37.05084, 389.0984, 701.2316, 0.1032721, 3525.617, 734.6294, 67.42622, 631.4689, 29.22936, 260.5161, 5370.057, 3665.423, 937.6243, 1.258265, 3240.62, 1994.01, 1645.814, 1932.581, 2098.328, 0.2326316, 4787.038, 16.04908, 3777.54, 787.2772, 1976.062, 125.2691, 629.3528, 1726.549, 273.7334, 2667.941, 888.605, 2157.388, 1039.014, 1077.424, 0.001351785, 0.0008364349, 80.35507, 84.17653, 394.6133
231.8, 836.4504, 931.9162, 379.1658, 432.5, 194.6222, 409.28, 826.485, 0.2160797, 35.21793, 370.3728, 670.4938, 0.09839975, 3455.036, 702.8699, 64.24571, 604.362, 28.02007, 248.0832, 5384.106, 3516.066, 893.0608, 1.206061, 3365.579, 2049.726, 1959.553, 1971.758, 2039.489, 0.2221313, 4791.112, 15.31609, 3622.778, 752.8517, 1893.208, 119.1318, 602.2576, 1652.359, 259.5225, 2660.524, 895.845, 2245.082, 992.7212, 1029.572, 0.001290522, 0.0008006472, 76.17476, 80.10918, 375.9344
231.9, 819.5001, 924.1002, 362.8384, 441.0994, 185.399, 390.5667, 840.1757, 0.2042454, 112.6064, 457.9919, 641.1035, 0.09375732, 3531.609, 700.4243, 61.21524, 638.7749, 26.8608, 236.2437, 5462.987, 3435.172, 850.6153, 1.156022, 3252.935, 2090.068, 1879.423, 1891.377, 2010.085, 0.212105, 4913.145, 14.61657, 3844.853, 800.462, 1979.092, 113.2951, 576.3289, 1649.25, 246.0494, 2799.983, 856.5895, 2207.113, 948.4909, 1066.394, 0.001232035, 0.0007663908, 72.21192, 76.23837, 358.1396
232, 808.2945, 961.8336, 438.3572, 444.7352, 176.6129, 372.709, 831.1408, 0.1930592, 159.9051, 435.9507, 613.0014, 0.08933391, 3507.137, 670.1435, 58.32771, 730.6475, 25.7495, 224.9691, 5302.814, 3657.521, 810.1872, 1.108059, 3466.878, 2129.597, 1802.57, 1841.205, 2156.404, 0.2025313, 5054.237, 13.949, 3849.598, 765.46, 1969.709, 107.7444, 551.5164, 1695.206, 233.2757, 2680.054, 819.0542, 2188.791, 976.9286, 1119.72, 0.001176199, 0.0007336001, 68.45524, 72.5546, 341.1872
232.1, 770.5203, 920.308, 419.481, 425.8493, 168.2431, 355.6678, 929.1212, 0.1824857, 151.9946, 414.9703, 586.1312, 0.0851192, 3488.973, 885.7466, 55.57639, 734.788, 24.68417, 214.2327, 5613.395, 3508.486, 812.9797, 1.062086, 3385.235, 2109.187, 1936.317, 1903.185, 2192.314, 0.1933897, 4937.584, 13.31192, 3701.454, 731.9885, 1887.123, 102.4657, 650.7241, 1679.525, 291.7725, 2734.042, 783.1636, 2278.135, 933.4019, 1186.267, 0.001122894, 0.0007022123, 64.89399, 69.04881, 325.0372
232.2, 756.2599, 880.5753, 401.4175, 407.7653, 160.27, 366.2117, 902.8401, 0.1724913, 144.4754, 394.9996, 560.4387, 0.08110332, 3571.506, 847.454, 52.95484, 761.7922, 23.66292, 204.0086, 5734.301, 3365.524, 774.3403, 1.01802, 3452.396, 2266.77, 1857.137, 1909.726, 2100.973, 0.1846607, 4834.23, 12.70394, 3750.752, 699.9807, 1975.493, 97.44555, 622.7087, 1694.452, 276.6251, 2823.381, 748.8458, 2207.264, 891.8146, 1133.581, 0.001072004, 0.0006721675, 61.51801, 65.71243, 309.6516
232.3, 720.9175, 876.2477, 421.6265, 421.4513, 152.6747, 369.4785, 856.5269, 0.1630442, 137.3282, 375.99, 658.9275, 0.07727692, 3465.264, 810.8169, 50.45695, 736.5103, 22.68392, 194.2725, 5641.881, 3460.781, 813.3593, 0.975783, 3446.449, 2443.911, 1781.195, 1913.188, 2065.113, 0.1763257, 4810.69, 12.12372, 4034.939, 728.2806, 2121.92, 92.67138, 595.8995, 1696.219, 262.2641, 2702.45, 789.0488, 2111.639, 1004.526, 1164.723, 0.00102342, 0.0006434082, 58.31766, 62.53725, 294.9944
232.4, 733.6161, 866.5043, 403.4707, 403.5541, 145.4394, 389.9099, 812.5893, 0.1541145, 154.9908, 451.7075, 672.1713, 0.07363105, 3569.713, 775.7636, 48.0769, 739.0073, 21.74542, 185.0011, 5694.531, 3586.771, 774.7019, 0.9352981, 3396.96, 2343.371, 2040.802, 1899.278, 1979.072, 0.1683669, 4938.665, 149.929, 3869.631, 696.4349, 2091.658, 88.13111, 570.2446, 1623.333, 248.6487, 2725.423, 754.4731, 2103.281, 959.7695, 1112.995, 0.0009770386, 0.0006158793, 55.2838, 59.5155, 281.0309
232.5, 840.8247, 829.0945, 386.0967, 453.6395, 138.547, 372.0823, 770.9056, 0.145674, 242.2626, 429.9688, 654.4805, 0.07015719, 3557.709, 742.2258, 45.8091, 707.2841, 20.84575, 176.172, 5652.519, 3618.678, 737.8818, 0.896493, 3531.946, 2394.044, 1957.35, 1894.039, 2186.429, 0.1607674, 4810.785, 157.8212, 3910.447, 736.9706, 2115.455, 83.81329, 591.1965, 1684.299, 235.7401, 2662.819, 802.7324, 2201.685, 917.0074, 1123.636, 0.000932759, 0.0005895284, 52.40777, 56.63976, 267.7284
232.6, 825.9276, 868.0427, 369.4709, 434.3754, 131.9811, 355.0698, 754.204, 0.1376957, 230.2778, 409.2763, 794.5908, 0.06684721, 3553.442, 710.1378, 43.64828, 716.97, 19.98331, 314.0953, 5685.239, 3601.152, 760.944, 0.8592979, 3630.322, 2455.227, 1877.31, 1923.568, 2148.144, 0.1535108, 4883.24, 150.6131, 4052.116, 736.8331, 2272.88, 79.707, 651.4617, 1666.505, 223.5016, 2749.043, 850.2485, 2148.563, 975.0934, 1207.545, 0.0008904862, 0.0005643048, 49.68136, 53.90297, 255.0555
232.7, 787.3293, 882.7894, 471.0695, 415.9294, 125.7265, 338.8351, 895.1703, 0.1301543, 261.9928, 389.5796, 759.7608, 0.0636934, 3553.375, 679.4371, 41.58939, 686.1928, 19.15655, 299.1054, 5690.501, 3783.006, 724.7778, 0.8236459, 3479.512, 2354.222, 2013.188, 2104.522, 2245.987, 0.1465818, 4819.029, 193.7631, 3886.84, 704.6133, 2177.582, 75.8019, 683.9567, 1629.938, 211.8985, 2775.331, 934.2598, 2147.871, 952.9117, 1153.915, 0.0008501292, 0.0005401605, 47.09679, 51.29842, 242.9825
232.8, 750.535, 854.2382, 450.7846, 453.3747, 119.7683, 328.7956, 849.2505, 0.123026, 437.4374, 501.2279, 726.4575, 0.06068839, 3664.72, 650.0637, 39.62761, 656.7368, 18.36399, 284.8309, 5889.483, 3727.833, 848.551, 0.7894732, 3411.916, 2266.917, 1930.865, 2081.052, 2214.649, 0.1399656, 4837.758, 184.9136, 4107.076, 673.8025, 2086.279, 72.08811, 654.5106, 1617.879, 285.1552, 2710.667, 893.321, 2161.998, 1042.194, 1163.165, 0.0008116011, 0.0005170492, 44.64667, 48.81972, 231.481
232.9, 715.4601, 817.3578, 431.3732, 434.1219, 114.0924, 348.9305, 805.6862, 0.1162881, 443.7424, 477.106, 694.6141, 0.05782515, 3583.951, 621.9601, 37.75837, 689.208, 17.60422, 466.5204, 5692.448, 3688.518, 808.2209, 0.7567183, 3503.147, 2319.208, 1851.909, 2057.26, 2122.378, 0.133648, 4815.891, 176.4682, 4078.719, 644.3389, 2155.54, 68.55628, 626.3323, 1664.444, 335.3857, 2706.2, 854.1761, 2163.018, 995.7593, 1284.793, 0.0007748192, 0.0004949268, 42.32402, 46.46078, 220.5239
233, 741.7427, 834.2188, 454.1686, 443.68, 108.6855, 332.9765, 764.3566, 0.1099192, 421.7904, 454.145, 720.9015, 0.055097, 3735.805, 595.0715, 35.97731, 659.6225, 375.3766, 444.2561, 5874.003, 3842.693, 769.8077, 0.7253224, 3399.477, 2283.234, 1955.997, 1973.394, 2179.396, 0.1276156, 5102.924, 168.4085, 3911.618, 701.3123, 2209.914, 65.19749, 719.562, 1592.923, 317.9741, 2690.231, 878.7463, 2183.5, 951.3937, 1227.732, 0.0007397042, 0.0004737508, 40.1222, 44.21584, 425.8752
